.HEADER
..NAMES
Time,V U2.P3
.DATA
0.0e+000,1.0889
3.67e-011,1.0889
7.33e-011,1.0889
1.100e-010,1.0889
1.467e-010,1.0889
1.834e-010,1.0889
2.201e-010,1.0889
2.567e-010,1.0889
2.934e-010,1.0889
3.301e-010,1.0889
3.667e-010,1.0889
4.034e-010,1.0889
4.401e-010,1.0889
4.768e-010,1.0889
5.135e-010,1.0889
5.501e-010,1.0889
5.868e-010,1.0889
6.235e-010,1.0889
6.601e-010,1.0889
6.968e-010,1.0889
7.335e-010,1.0889
7.702e-010,1.0890
8.068e-010,1.0893
8.435e-010,1.0899
8.802e-010,1.0904
9.169e-010,1.0892
9.536e-010,1.0837
9.902e-010,1.0704
1.0269e-009,1.0463
1.0636e-009,1.0086
1.1003e-009,0.9547
1.1369e-009,0.8835
1.1736e-009,0.7974
1.2103e-009,0.7016
1.2469e-009,0.6032
1.2836e-009,0.5108
1.3203e-009,0.4329
1.3570e-009,0.3752
1.3936e-009,0.3402
1.4303e-009,0.3272
1.4670e-009,0.3325
1.5037e-009,0.3496
1.5403e-009,0.3706
1.5770e-009,0.3879
1.6137e-009,0.3959
1.6504e-009,0.3929
1.6871e-009,0.3806
1.7237e-009,0.3628
1.7604e-009,0.3442
1.7971e-009,0.3288
1.8338e-009,0.3193
1.8704e-009,0.3168
1.9071e-009,0.3206
1.9438e-009,0.3286
1.9805e-009,0.3376
2.0171e-009,0.3444
2.0538e-009,0.3470
2.0905e-009,0.3454
2.1272e-009,0.3407
2.1638e-009,0.3349
2.2005e-009,0.3297
2.2372e-009,0.3261
2.2738e-009,0.3245
2.3105e-009,0.3244
2.3472e-009,0.3250
2.3839e-009,0.3254
2.4205e-009,0.3248
2.4572e-009,0.3228
2.4939e-009,0.3198
2.5306e-009,0.3165
2.5672e-009,0.3140
2.6039e-009,0.3132
2.6406e-009,0.3143
2.6773e-009,0.3175
2.7139e-009,0.3228
2.7506e-009,0.3310
2.7873e-009,0.3440
2.8240e-009,0.3646
2.8606e-009,0.3955
2.8973e-009,0.4390
2.9340e-009,0.4968
2.9707e-009,0.5692
3.0073e-009,0.6540
3.0440e-009,0.7454
3.0807e-009,0.8357
3.1174e-009,0.9172
3.1540e-009,0.9835
3.1907e-009,1.0300
3.2274e-009,1.0557
3.2641e-009,1.0631
3.3007e-009,1.0568
3.3374e-009,1.0431
3.3741e-009,1.0291
3.4108e-009,1.0209
3.4475e-009,1.0220
3.4841e-009,1.0323
3.5208e-009,1.0488
3.5575e-009,1.0670
3.5942e-009,1.0829
3.6308e-009,1.0939
3.6675e-009,1.0986
3.7042e-009,1.0970
3.7408e-009,1.0906
3.7775e-009,1.0822
3.8142e-009,1.0747
3.8509e-009,1.0709
3.8875e-009,1.0717
3.9242e-009,1.0763
3.9609e-009,1.0829
3.9976e-009,1.0891
4.0342e-009,1.0937
4.0709e-009,1.0960
4.1076e-009,1.0963
4.1443e-009,1.0952
4.1809e-009,1.0938
4.2176e-009,1.0931
4.2543e-009,1.0937
4.2910e-009,1.0959
4.3276e-009,1.0992
4.3643e-009,1.1027
4.4010e-009,1.1052
4.4377e-009,1.1058
4.4743e-009,1.1042
4.5110e-009,1.1010
4.5477e-009,1.0971
4.5844e-009,1.0933
4.6211e-009,1.0905
4.6577e-009,1.0890
4.6944e-009,1.0887
4.7311e-009,1.0891
4.7678e-009,1.0897
4.8044e-009,1.0899
4.8411e-009,1.0894
4.8778e-009,1.0882
4.9145e-009,1.0864
4.9511e-009,1.0845
4.9878e-009,1.0833
5.0245e-009,1.0833
5.0612e-009,1.0847
5.0978e-009,1.0871
5.1345e-009,1.0900
5.1712e-009,1.0925
5.2079e-009,1.0940
5.2445e-009,1.0942
5.2812e-009,1.0931
5.3179e-009,1.0910
5.3546e-009,1.0885
5.3912e-009,1.0861
5.4279e-009,1.0845
5.4646e-009,1.0843
5.5013e-009,1.0856
5.5379e-009,1.0881
5.5746e-009,1.0908
5.6113e-009,1.0913
5.6480e-009,1.0863
5.6846e-009,1.0719
5.7213e-009,1.0455
5.7580e-009,1.0046
5.7947e-009,0.9469
5.8313e-009,0.8723
5.8680e-009,0.7839
5.9047e-009,0.6876
5.9414e-009,0.5903
5.9780e-009,0.5006
6.0147e-009,0.4263
6.0514e-009,0.3722
6.0881e-009,0.3402
6.1247e-009,0.3292
6.1614e-009,0.3352
6.1981e-009,0.3519
6.2348e-009,0.3718
6.2714e-009,0.3875
6.3081e-009,0.3942
6.3448e-009,0.3905
6.3815e-009,0.3784
6.4181e-009,0.3613
6.4548e-009,0.3437
6.4915e-009,0.3292
6.5282e-009,0.3203
6.5648e-009,0.3180
6.6015e-009,0.3216
6.6382e-009,0.3291
6.6749e-009,0.3374
6.7115e-009,0.3436
6.7482e-009,0.3460
6.7849e-009,0.3446
6.8215e-009,0.3404
6.8582e-009,0.3351
6.8949e-009,0.3303
6.9316e-009,0.3268
6.9682e-009,0.3249
7.0049e-009,0.3244
7.0416e-009,0.3245
7.0783e-009,0.3245
7.1149e-009,0.3238
7.1516e-009,0.3220
7.1883e-009,0.3193
7.2250e-009,0.3166
7.2616e-009,0.3147
7.2983e-009,0.3142
7.3350e-009,0.3154
7.3717e-009,0.3180
7.4083e-009,0.3214
7.4450e-009,0.3247
7.4817e-009,0.3273
7.5184e-009,0.3290
7.5550e-009,0.3296
7.5917e-009,0.3297
7.6284e-009,0.3296
7.6651e-009,0.3298
7.7018e-009,0.3305
7.7384e-009,0.3316
7.7751e-009,0.3330
7.8118e-009,0.3343
7.8484e-009,0.3349
7.8851e-009,0.3345
7.9218e-009,0.3329
7.9585e-009,0.3304
7.9952e-009,0.3277
8.0318e-009,0.3253
8.0685e-009,0.3238
8.1052e-009,0.3236
8.1418e-009,0.3246
8.1785e-009,0.3265
8.2152e-009,0.3289
8.2519e-009,0.3312
8.2886e-009,0.3329
8.3252e-009,0.3340
8.3619e-009,0.3354
8.3986e-009,0.3394
8.4352e-009,0.3496
8.4719e-009,0.3695
8.5086e-009,0.4023
8.5453e-009,0.4499
8.5820e-009,0.5130
8.6186e-009,0.5909
8.6553e-009,0.6795
8.6920e-009,0.7719
8.7286e-009,0.8601
8.7653e-009,0.9371
8.8020e-009,0.9971
8.8387e-009,1.0373
8.8754e-009,1.0580
8.9120e-009,1.0626
8.9487e-009,1.0556
8.9854e-009,1.0433
9.0220e-009,1.0319
9.0587e-009,1.0266
9.0954e-009,1.0298
9.1321e-009,1.0404
9.1688e-009,1.0552
9.2054e-009,1.0705
9.2421e-009,1.0834
9.2788e-009,1.0923
9.3154e-009,1.0961
9.3521e-009,1.0934
9.3888e-009,1.0824
9.4255e-009,1.0613
9.4622e-009,1.0298
9.4988e-009,0.9873
9.5355e-009,0.9316
9.5722e-009,0.8601
9.6088e-009,0.7744
9.6455e-009,0.6796
9.6822e-009,0.5826
9.7189e-009,0.4922
9.7556e-009,0.4177
9.7922e-009,0.3647
9.8289e-009,0.3354
9.8656e-009,0.3284
9.9022e-009,0.3399
9.9389e-009,0.3627
9.9756e-009,0.3879
1.00123e-008,0.4068
1.00490e-008,0.4132
1.00856e-008,0.4064
1.01223e-008,0.3896
1.01590e-008,0.3677
1.01956e-008,0.3460
1.02323e-008,0.3290
1.02690e-008,0.3195
1.03057e-008,0.3179
1.03424e-008,0.3230
1.03790e-008,0.3318
1.04157e-008,0.3405
1.04524e-008,0.3455
1.04890e-008,0.3454
1.05257e-008,0.3408
1.05624e-008,0.3338
