.HEADER
..NAMES
Time,V U4.E3
.DATA
0.0e+000,1.1778
3.86e-011,1.1778
7.72e-011,1.1778
1.157e-010,1.1778
1.543e-010,1.1778
1.929e-010,1.1778
2.314e-010,1.1778
2.700e-010,1.1778
3.086e-010,1.1778
3.472e-010,1.1778
3.857e-010,1.1779
4.243e-010,1.1793
4.629e-010,1.1820
5.015e-010,1.1807
5.401e-010,1.1630
5.786e-010,1.1123
6.172e-010,1.0240
6.558e-010,0.9136
6.944e-010,0.7982
7.329e-010,0.6859
7.715e-010,0.5844
8.101e-010,0.5022
8.486e-010,0.4420
8.872e-010,0.4001
9.258e-010,0.3711
9.644e-010,0.3504
1.0029e-009,0.3357
1.0415e-009,0.3259
1.0801e-009,0.3207
1.1187e-009,0.3200
1.1572e-009,0.3216
1.1958e-009,0.3233
1.2344e-009,0.3249
1.2730e-009,0.3263
1.3115e-009,0.3268
1.3501e-009,0.3261
1.3887e-009,0.3250
1.4273e-009,0.3240
1.4658e-009,0.3234
1.5044e-009,0.3231
1.5430e-009,0.3229
1.5816e-009,0.3226
1.6202e-009,0.3221
1.6587e-009,0.3214
1.6973e-009,0.3209
1.7359e-009,0.3206
1.7745e-009,0.3205
1.8130e-009,0.3209
1.8516e-009,0.3244
1.8902e-009,0.3369
1.9288e-009,0.3689
1.9673e-009,0.4316
2.0059e-009,0.5271
2.0445e-009,0.6424
2.0830e-009,0.7539
2.1216e-009,0.8476
2.1602e-009,0.9254
2.1988e-009,0.9895
2.2374e-009,1.0394
2.2759e-009,1.0764
2.3145e-009,1.1041
2.3531e-009,1.1250
2.3916e-009,1.1406
2.4302e-009,1.1517
2.4688e-009,1.1583
2.5074e-009,1.1612
2.5459e-009,1.1619
2.5845e-009,1.1628
2.6231e-009,1.1650
2.6617e-009,1.1675
2.7003e-009,1.1694
2.7388e-009,1.1709
2.7774e-009,1.1724
2.8160e-009,1.1735
2.8545e-009,1.1742
2.8931e-009,1.1748
2.9317e-009,1.1753
2.9703e-009,1.1758
3.0089e-009,1.1764
3.0474e-009,1.1771
3.0860e-009,1.1776
3.1246e-009,1.1777
3.1631e-009,1.1777
3.2017e-009,1.1777
3.2403e-009,1.1777
3.2789e-009,1.1777
3.3175e-009,1.1777
3.3560e-009,1.1778
3.3946e-009,1.1778
