.HEADER
..NAMES
Time,V U3.E7
.DATA
3.29430e-008,0.3317
3.29816e-008,0.3235
3.30202e-008,0.3191
3.30588e-008,0.3189
3.30974e-008,0.3211
3.31359e-008,0.3236
3.31745e-008,0.3250
3.32131e-008,0.3257
3.32516e-008,0.3264
3.32902e-008,0.3264
3.33288e-008,0.3256
3.33674e-008,0.3246
3.34060e-008,0.3240
3.34445e-008,0.3237
3.34831e-008,0.3235
3.35217e-008,0.3232
3.35603e-008,0.3227
3.35988e-008,0.3221
3.36374e-008,0.3215
3.36760e-008,0.3211
3.37145e-008,0.3211
3.37531e-008,0.3235
3.37917e-008,0.3328
3.38303e-008,0.3590
3.38689e-008,0.4142
3.39074e-008,0.5028
3.39460e-008,0.6155
3.39846e-008,0.7280
3.40231e-008,0.8228
3.40617e-008,0.9003
3.41003e-008,0.9661
3.41389e-008,1.0210
3.41775e-008,1.0653
3.42160e-008,1.1105
3.42546e-008,1.1484
3.42932e-008,1.1662
3.43318e-008,1.1559
3.43703e-008,1.1013
3.44089e-008,1.0031
3.44475e-008,0.8851
3.44860e-008,0.7670
3.45246e-008,0.6587
3.45632e-008,0.5670
3.46018e-008,0.4923
3.46404e-008,0.4358
3.46789e-008,0.3937
3.47175e-008,0.3654
3.47561e-008,0.3591
3.47946e-008,0.3876
3.48332e-008,0.4582
3.48718e-008,0.5683
3.49104e-008,0.6940
3.49490e-008,0.8056
3.49875e-008,0.8939
3.50261e-008,0.9635
3.50647e-008,1.0192
3.51032e-008,1.0635
3.51418e-008,1.1056
3.51804e-008,1.1431
3.52190e-008,1.1677
3.52575e-008,1.1673
3.52961e-008,1.1282
3.53347e-008,1.0415
3.53733e-008,0.9244
3.54119e-008,0.8029
3.54504e-008,0.6895
3.54890e-008,0.5919
3.55276e-008,0.5124
3.55661e-008,0.4507
3.56047e-008,0.4084
3.56433e-008,0.3790
3.56819e-008,0.3559
3.57205e-008,0.3392
3.57590e-008,0.3278
3.57976e-008,0.3202
3.58362e-008,0.3172
3.58747e-008,0.3181
3.59133e-008,0.3211
3.59519e-008,0.3244
3.59905e-008,0.3260
3.60290e-008,0.3261
3.60676e-008,0.3262
3.61062e-008,0.3260
3.61448e-008,0.3252
3.61834e-008,0.3244
3.62219e-008,0.3239
3.62605e-008,0.3237
3.62991e-008,0.3235
3.63376e-008,0.3232
3.63762e-008,0.3226
3.64148e-008,0.3220
3.64534e-008,0.3214
3.64920e-008,0.3209
3.65305e-008,0.3211
3.65691e-008,0.3237
3.66077e-008,0.3337
3.66462e-008,0.3610
3.66848e-008,0.4179
3.67234e-008,0.5081
3.67620e-008,0.6215
3.68006e-008,0.7333
3.68391e-008,0.8271
3.68777e-008,0.9039
