.HEADER
..NAMES
Time,V U3.J3
.DATA
3.91689e-008,1.0617
3.92056e-008,1.0666
3.92422e-008,1.0746
3.92789e-008,1.0836
3.93156e-008,1.0910
3.93523e-008,1.0946
3.93890e-008,1.0938
3.94256e-008,1.0900
3.94623e-008,1.0854
3.94990e-008,1.0826
3.95356e-008,1.0832
3.95723e-008,1.0870
3.96090e-008,1.0928
3.96457e-008,1.0984
3.96824e-008,1.1020
3.97190e-008,1.1029
3.97557e-008,1.1013
3.97924e-008,1.0987
3.98291e-008,1.0965
3.98657e-008,1.0960
3.99024e-008,1.0974
3.99391e-008,1.1001
3.99757e-008,1.1027
4.00124e-008,1.1044
4.00491e-008,1.1045
4.00858e-008,1.1031
4.01225e-008,1.1006
4.01591e-008,1.0980
4.01958e-008,1.0956
4.02325e-008,1.0940
4.02691e-008,1.0931
4.03058e-008,1.0926
4.03425e-008,1.0923
4.03792e-008,1.0919
4.04158e-008,1.0913
4.04525e-008,1.0906
4.04892e-008,1.0903
4.05259e-008,1.0903
4.05626e-008,1.0909
4.05992e-008,1.0917
4.06359e-008,1.0924
4.06726e-008,1.0928
4.07092e-008,1.0926
4.07459e-008,1.0919
4.07826e-008,1.0910
4.08193e-008,1.0902
4.08560e-008,1.0898
4.08926e-008,1.0900
4.09293e-008,1.0905
4.09660e-008,1.0912
4.10027e-008,1.0917
4.10393e-008,1.0920
4.10760e-008,1.0923
4.11127e-008,1.0927
4.11493e-008,1.0925
4.11860e-008,1.0889
4.12227e-008,1.0761
4.12594e-008,1.0471
4.12961e-008,0.9960
4.13327e-008,0.9212
4.13694e-008,0.8269
4.14061e-008,0.7235
4.14427e-008,0.6244
4.14794e-008,0.5424
4.15161e-008,0.4859
4.15528e-008,0.4565
4.15894e-008,0.4491
4.16261e-008,0.4536
4.16628e-008,0.4595
4.16995e-008,0.4585
4.17362e-008,0.4472
4.17728e-008,0.4269
4.18095e-008,0.4028
4.18462e-008,0.3806
4.18828e-008,0.3646
4.19195e-008,0.3564
4.19562e-008,0.3547
4.19929e-008,0.3564
4.20296e-008,0.3586
4.20662e-008,0.3612
4.21029e-008,0.3683
4.21396e-008,0.3878
4.21763e-008,0.4287
4.22129e-008,0.4957
4.22496e-008,0.5863
4.22863e-008,0.6901
4.23229e-008,0.7916
4.23596e-008,0.8755
4.23963e-008,0.9315
4.24330e-008,0.9578
4.24697e-008,0.9604
4.25063e-008,0.9511
4.25430e-008,0.9425
4.25797e-008,0.9439
4.26163e-008,0.9583
4.26530e-008,0.9827
4.26897e-008,1.0101
4.27264e-008,1.0335
4.27631e-008,1.0481
4.27997e-008,1.0532
4.28364e-008,1.0516
4.28731e-008,1.0479
4.29098e-008,1.0466
4.29464e-008,1.0503
4.29831e-008,1.0591
4.30198e-008,1.0709
4.30564e-008,1.0823
4.30931e-008,1.0902
4.31298e-008,1.0930
4.31665e-008,1.0910
4.32032e-008,1.0867
4.32398e-008,1.0830
4.32765e-008,1.0823
4.33132e-008,1.0853
4.33498e-008,1.0910
4.33865e-008,1.0970
4.34232e-008,1.1012
4.34599e-008,1.1025
4.34965e-008,1.1009
4.35332e-008,1.0979
4.35699e-008,1.0952
4.36066e-008,1.0944
4.36433e-008,1.0960
4.36799e-008,1.0993
4.37166e-008,1.1028
4.37533e-008,1.1051
4.37899e-008,1.1053
4.38266e-008,1.1037
4.38633e-008,1.1010
4.39000e-008,1.0982
4.39367e-008,1.0959
4.39733e-008,1.0945
4.40100e-008,1.0938
4.40467e-008,1.0934
4.40834e-008,1.0928
4.41200e-008,1.0919
4.41567e-008,1.0908
4.41934e-008,1.0898
4.42300e-008,1.0893
4.42667e-008,1.0896
4.43034e-008,1.0906
4.43401e-008,1.0919
4.43768e-008,1.0931
4.44134e-008,1.0937
4.44501e-008,1.0935
4.44868e-008,1.0925
4.45234e-008,1.0912
4.45601e-008,1.0901
4.45968e-008,1.0895
4.46335e-008,1.0897
4.46701e-008,1.0905
4.47068e-008,1.0915
4.47435e-008,1.0923
4.47802e-008,1.0925
4.48169e-008,1.0925
4.48535e-008,1.0925
4.48902e-008,1.0924
4.49269e-008,1.0901
4.49635e-008,1.0809
4.50002e-008,1.0577
4.50369e-008,1.0139
4.50736e-008,0.9462
4.51103e-008,0.8570
4.51469e-008,0.7548
4.51836e-008,0.6528
4.52203e-008,0.5644
4.52570e-008,0.4996
4.52936e-008,0.4624
4.53303e-008,0.4494
4.53670e-008,0.4517
4.54036e-008,0.4583
4.54403e-008,0.4600
4.54770e-008,0.4517
4.55137e-008,0.4336
4.55504e-008,0.4099
4.55870e-008,0.3865
4.56237e-008,0.3684
4.56604e-008,0.3579
4.56970e-008,0.3547
4.57337e-008,0.3558
4.57704e-008,0.3580
4.58071e-008,0.3602
4.58437e-008,0.3652
4.58804e-008,0.3798
4.59171e-008,0.4133
4.59538e-008,0.4722
4.59905e-008,0.5564
4.60271e-008,0.6577
4.60638e-008,0.7618
4.61005e-008,0.8524
4.61371e-008,0.9175
4.61738e-008,0.9525
4.62105e-008,0.9613
4.62472e-008,0.9542
4.62839e-008,0.9441
4.63205e-008,0.9420
4.63572e-008,0.9526
4.63939e-008,0.9746
4.64306e-008,1.0019
4.64672e-008,1.0272
4.65039e-008,1.0446
4.65406e-008,1.0524
4.65772e-008,1.0524
4.66139e-008,1.0489
4.66506e-008,1.0467
4.66873e-008,1.0492
4.67240e-008,1.0575
4.67606e-008,1.0696
4.67973e-008,1.0804
4.68340e-008,1.0815
4.68706e-008,1.0637
4.69073e-008,1.0198
4.69440e-008,0.9481
4.69807e-008,0.8536
4.70173e-008,0.7478
4.70540e-008,0.6453
4.70907e-008,0.5594
4.71274e-008,0.4988
4.71641e-008,0.4655
4.72007e-008,0.4549
4.72374e-008,0.4575
4.72741e-008,0.4630
4.73107e-008,0.4635
4.73474e-008,0.4551
4.73841e-008,0.4386
4.74208e-008,0.4178
4.74575e-008,0.3976
4.74941e-008,0.3815
4.75308e-008,0.3714
4.75675e-008,0.3667
4.76041e-008,0.3653
4.76408e-008,0.3644
4.76775e-008,0.3631
4.77142e-008,0.3634
4.77508e-008,0.3714
4.77875e-008,0.3962
4.78242e-008,0.4455
4.78609e-008,0.5215
4.78976e-008,0.6183
4.79342e-008,0.7233
4.79709e-008,0.8203
4.80076e-008,0.8954
4.80442e-008,0.9417
4.80809e-008,0.9601
4.81176e-008,0.9586
4.81543e-008,0.9494
4.81910e-008,0.9441
4.82276e-008,0.9497
4.82643e-008,0.9671
4.83010e-008,0.9920
4.83377e-008,1.0176
4.83743e-008,1.0377
4.84110e-008,1.0492
4.84477e-008,1.0526
4.84843e-008,1.0509
4.85210e-008,1.0483
4.85577e-008,1.0486
4.85944e-008,1.0537
4.86311e-008,1.0631
4.86677e-008,1.0745
4.87044e-008,1.0849
4.87411e-008,1.0915
4.87777e-008,1.0932
4.88144e-008,1.0907
4.88511e-008,1.0866
4.88878e-008,1.0836
4.89244e-008,1.0835
4.89611e-008,1.0867
4.89978e-008,1.0920
4.90345e-008,1.0973
4.90712e-008,1.1007
4.91078e-008,1.1014
4.91445e-008,1.0998
4.91812e-008,1.0972
4.92178e-008,1.0952
4.92545e-008,1.0951
4.92912e-008,1.0971
4.93279e-008,1.1001
4.93646e-008,1.1030
4.94012e-008,1.1045
4.94379e-008,1.1043
4.94746e-008,1.1027
4.95113e-008,1.1003
4.95479e-008,1.0979
4.95846e-008,1.0960
4.96213e-008,1.0946
4.96579e-008,1.0937
4.96946e-008,1.0929
4.97313e-008,1.0921
4.97680e-008,1.0911
4.98047e-008,1.0902
4.98413e-008,1.0896
4.98780e-008,1.0895
4.99147e-008,1.0901
4.99513e-008,1.0912
4.99880e-008,1.0923
5.00247e-008,1.0932
5.00614e-008,1.0934
5.00980e-008,1.0930
5.01347e-008,1.0920
5.01714e-008,1.0908
5.02081e-008,1.0899
5.02448e-008,1.0896
5.02814e-008,1.0900
5.03181e-008,1.0908
5.03548e-008,1.0916
5.03914e-008,1.0921
5.04281e-008,1.0920
5.04648e-008,1.0913
5.05015e-008,1.0905
5.05382e-008,1.0898
5.05748e-008,1.0896
5.06115e-008,1.0899
5.06482e-008,1.0906
5.06849e-008,1.0913
5.07215e-008,1.0916
5.07582e-008,1.0916
5.07949e-008,1.0912
5.08315e-008,1.0906
5.08682e-008,1.0901
5.09049e-008,1.0898
5.09416e-008,1.0899
5.09783e-008,1.0903
5.10149e-008,1.0907
5.10516e-008,1.0910
5.10883e-008,1.0911
5.11249e-008,1.0910
5.11616e-008,1.0907
5.11983e-008,1.0903
5.12350e-008,1.0901
5.12716e-008,1.0901
5.13083e-008,1.0903
5.13450e-008,1.0907
5.13817e-008,1.0910
5.14184e-008,1.0912
5.14550e-008,1.0912
5.14917e-008,1.0910
5.15284e-008,1.0908
5.15650e-008,1.0906
5.16017e-008,1.0905
5.16384e-008,1.0905
5.16751e-008,1.0907
5.17118e-008,1.0909
5.17484e-008,1.0910
5.17851e-008,1.0910
5.18218e-008,1.0909
5.18584e-008,1.0907
5.18951e-008,1.0906
5.19318e-008,1.0906
5.19685e-008,1.0906
5.20051e-008,1.0907
5.20418e-008,1.0909
5.20785e-008,1.0909
5.21152e-008,1.0909
5.21519e-008,1.0909
5.21885e-008,1.0908
5.22252e-008,1.0907
5.22619e-008,1.0906
5.22985e-008,1.0907
5.23352e-008,1.0907
5.23719e-008,1.0908
5.24086e-008,1.0909
5.24453e-008,1.0909
5.24819e-008,1.0908
5.25186e-008,1.0908
5.25553e-008,1.0907
5.25920e-008,1.0907
5.26286e-008,1.0907
5.26653e-008,1.0907
5.27020e-008,1.0908
5.27386e-008,1.0908
5.27753e-008,1.0908
5.28120e-008,1.0908
5.28487e-008,1.0908
5.28854e-008,1.0907
5.29220e-008,1.0907
5.29587e-008,1.0907
5.29954e-008,1.0907
5.30320e-008,1.0908
5.30687e-008,1.0908
5.31054e-008,1.0908
5.31421e-008,1.0908
5.31787e-008,1.0908
5.32154e-008,1.0909
5.32521e-008,1.0913
5.32888e-008,1.0922
5.33255e-008,1.0931
5.33621e-008,1.0920
5.33988e-008,1.0845
5.34355e-008,1.0639
5.34721e-008,1.0235
5.35088e-008,0.9596
5.35455e-008,0.8736
5.35822e-008,0.7731
5.36189e-008,0.6705
5.36555e-008,0.5792
5.36922e-008,0.5100
5.37289e-008,0.4679
5.37656e-008,0.4508
5.38022e-008,0.4507
5.38389e-008,0.4569
5.38756e-008,0.4598
5.39122e-008,0.4535
5.39489e-008,0.4373
5.39856e-008,0.4146
5.40223e-008,0.3910
5.40590e-008,0.3717
5.40956e-008,0.3597
5.41323e-008,0.3550
5.41690e-008,0.3551
5.42056e-008,0.3564
5.42423e-008,0.3558
5.42790e-008,0.3515
5.43157e-008,0.3441
5.43523e-008,0.3356
5.43890e-008,0.3288
5.44257e-008,0.3259
5.44624e-008,0.3272
5.44991e-008,0.3316
5.45357e-008,0.3365
5.45724e-008,0.3395
5.46091e-008,0.3390
5.46457e-008,0.3351
5.46824e-008,0.3293
5.47191e-008,0.3235
5.47558e-008,0.3198
5.47925e-008,0.3189
5.48291e-008,0.3205
5.48658e-008,0.3232
5.49025e-008,0.3255
5.49392e-008,0.3261
5.49758e-008,0.3248
5.50125e-008,0.3222
5.50492e-008,0.3196
5.50858e-008,0.3179
5.51225e-008,0.3178
5.51592e-008,0.3192
5.51959e-008,0.3216
5.52326e-008,0.3244
5.52692e-008,0.3268
5.53059e-008,0.3285
5.53426e-008,0.3295
5.53792e-008,0.3301
5.54159e-008,0.3304
5.54526e-008,0.3307
5.54893e-008,0.3311
5.55259e-008,0.3314
5.55626e-008,0.3314
5.55993e-008,0.3310
5.56360e-008,0.3302
5.56727e-008,0.3293
5.57093e-008,0.3285
5.57460e-008,0.3282
5.57827e-008,0.3285
5.58193e-008,0.3293
5.58560e-008,0.3303
5.58927e-008,0.3310
5.59294e-008,0.3313
5.59661e-008,0.3310
5.60027e-008,0.3304
5.60394e-008,0.3298
5.60761e-008,0.3300
5.61128e-008,0.3324
5.61494e-008,0.3399
5.61861e-008,0.3570
5.62228e-008,0.3893
5.62594e-008,0.4412
5.62961e-008,0.5131
5.63328e-008,0.6003
5.63695e-008,0.6936
5.64062e-008,0.7816
5.64428e-008,0.8542
5.64795e-008,0.9053
5.65162e-008,0.9347
5.65528e-008,0.9470
5.65895e-008,0.9503
5.66262e-008,0.9530
5.66629e-008,0.9609
5.66996e-008,0.9759
5.67362e-008,0.9962
5.67729e-008,1.0181
5.68096e-008,1.0371
5.68463e-008,1.0505
5.68829e-008,1.0578
5.69196e-008,1.0605
5.69563e-008,1.0612
5.69929e-008,1.0627
5.70296e-008,1.0667
5.70663e-008,1.0732
5.71030e-008,1.0810
5.71397e-008,1.0881
5.71763e-008,1.0924
5.72130e-008,1.0931
5.72497e-008,1.0908
5.72863e-008,1.0871
5.73230e-008,1.0842
5.73597e-008,1.0839
5.73964e-008,1.0864
5.74330e-008,1.0910
5.74697e-008,1.0960
5.75064e-008,1.0998
5.75431e-008,1.1015
5.75798e-008,1.1010
5.76164e-008,1.0991
5.76531e-008,1.0972
5.76898e-008,1.0965
5.77264e-008,1.0973
5.77631e-008,1.0993
5.77998e-008,1.1015
5.78365e-008,1.1032
5.78732e-008,1.1037
5.79098e-008,1.1028
5.79465e-008,1.1010
5.79832e-008,1.0988
5.80199e-008,1.0966
5.80565e-008,1.0948
5.80932e-008,1.0936
5.81299e-008,1.0928
5.81665e-008,1.0921
5.82032e-008,1.0916
5.82399e-008,1.0910
5.82766e-008,1.0905
5.83133e-008,1.0902
5.83499e-008,1.0903
5.83866e-008,1.0907
5.84233e-008,1.0914
5.84599e-008,1.0921
5.84966e-008,1.0924
5.85333e-008,1.0924
5.85700e-008,1.0918
5.86066e-008,1.0911
5.86433e-008,1.0903
5.86800e-008,1.0899
5.87167e-008,1.0899
5.87534e-008,1.0904
5.87900e-008,1.0909
5.88267e-008,1.0914
5.88634e-008,1.0918
5.89000e-008,1.0922
5.89367e-008,1.0928
5.89734e-008,1.0925
5.90101e-008,1.0885
5.90468e-008,1.0749
5.90834e-008,1.0446
5.91201e-008,0.9921
5.91568e-008,0.9160
5.91935e-008,0.8209
5.92301e-008,0.7174
5.92668e-008,0.6190
5.93035e-008,0.5383
5.93401e-008,0.4834
5.93768e-008,0.4554
5.94135e-008,0.4489
5.94502e-008,0.4538
5.94869e-008,0.4595
5.95235e-008,0.4580
5.95602e-008,0.4461
5.95969e-008,0.4255
5.96335e-008,0.4014
5.96702e-008,0.3795
5.97069e-008,0.3638
5.97436e-008,0.3560
5.97802e-008,0.3546
5.98169e-008,0.3560
5.98536e-008,0.3568
5.98903e-008,0.3543
5.99269e-008,0.3481
5.99636e-008,0.3396
6.00003e-008,0.3316
6.00370e-008,0.3266
6.00737e-008,0.3260
6.01103e-008,0.3293
6.01470e-008,0.3344
6.01837e-008,0.3387
6.02204e-008,0.3399
6.02570e-008,0.3374
6.02937e-008,0.3321
6.03304e-008,0.3260
6.03671e-008,0.3211
6.04037e-008,0.3189
6.04404e-008,0.3196
6.04771e-008,0.3221
6.05137e-008,0.3248
6.05504e-008,0.3262
6.05871e-008,0.3257
6.06238e-008,0.3236
6.06604e-008,0.3208
6.06971e-008,0.3185
6.07338e-008,0.3176
6.07705e-008,0.3184
6.08072e-008,0.3205
6.08438e-008,0.3232
6.08805e-008,0.3259
6.09172e-008,0.3279
6.09539e-008,0.3292
6.09905e-008,0.3299
6.10272e-008,0.3303
6.10639e-008,0.3306
6.11006e-008,0.3310
6.11372e-008,0.3314
6.11739e-008,0.3316
6.12106e-008,0.3314
6.12472e-008,0.3307
6.12839e-008,0.3298
6.13206e-008,0.3289
6.13573e-008,0.3283
6.13939e-008,0.3284
6.14306e-008,0.3290
6.14673e-008,0.3299
6.15040e-008,0.3308
6.15407e-008,0.3314
6.15773e-008,0.3313
6.16140e-008,0.3308
6.16507e-008,0.3300
6.16874e-008,0.3294
6.17240e-008,0.3292
6.17607e-008,0.3295
6.17974e-008,0.3300
6.18341e-008,0.3306
6.18707e-008,0.3309
6.19074e-008,0.3308
