.HEADER
..NAMES
Time,V U3.A3
.DATA
0.0e+000,1.1783
3.86e-011,1.1783
7.72e-011,1.1783
1.157e-010,1.1783
1.543e-010,1.1783
1.929e-010,1.1783
2.314e-010,1.1783
2.700e-010,1.1783
3.086e-010,1.1783
3.472e-010,1.1783
3.857e-010,1.1783
4.243e-010,1.1786
4.629e-010,1.1819
5.015e-010,1.1853
5.401e-010,1.1768
5.786e-010,1.1379
6.172e-010,1.0510
6.558e-010,0.9327
6.944e-010,0.8182
7.329e-010,0.7098
7.715e-010,0.6096
8.101e-010,0.5269
8.486e-010,0.4655
8.872e-010,0.4224
9.258e-010,0.3843
9.644e-010,0.3664
1.0029e-009,0.3839
1.0415e-009,0.4304
1.0801e-009,0.5124
1.1187e-009,0.6295
1.1572e-009,0.7510
1.1958e-009,0.8436
1.2344e-009,0.9184
1.2730e-009,0.9820
1.3115e-009,1.0341
1.3501e-009,1.0732
1.3887e-009,1.1167
1.4273e-009,1.1550
1.4658e-009,1.1603
1.5044e-009,1.1464
1.5430e-009,1.0907
1.5816e-009,0.9882
1.6202e-009,0.8676
1.6587e-009,0.7476
1.6973e-009,0.6376
1.7359e-009,0.5485
1.7745e-009,0.4808
1.8130e-009,0.4326
1.8516e-009,0.3966
1.8902e-009,0.3689
1.9288e-009,0.3725
1.9673e-009,0.4077
2.0059e-009,0.4797
2.0445e-009,0.5873
2.0830e-009,0.7112
2.1216e-009,0.8124
2.1602e-009,0.8931
2.1988e-009,0.9622
2.2374e-009,1.0189
2.2759e-009,1.0619
2.3145e-009,1.0995
2.3531e-009,1.1456
2.3916e-009,1.1602
2.4302e-009,1.1532
2.4688e-009,1.1139
2.5074e-009,1.0247
2.5459e-009,0.9059
2.5845e-009,0.7849
2.6231e-009,0.6705
2.6617e-009,0.5747
2.7003e-009,0.5002
2.7388e-009,0.4458
2.7774e-009,0.4073
2.8160e-009,0.3746
2.8545e-009,0.3679
2.8931e-009,0.3926
2.9317e-009,0.4530
2.9703e-009,0.5499
3.0089e-009,0.6729
3.0474e-009,0.7834
3.0860e-009,0.8688
3.1246e-009,0.9417
3.1631e-009,1.0024
3.2017e-009,1.0497
3.2403e-009,1.0829
3.2789e-009,1.1048
3.3175e-009,1.1216
3.3560e-009,1.1352
3.3946e-009,1.1465
3.4332e-009,1.1579
3.4717e-009,1.1681
3.5103e-009,1.1712
3.5489e-009,1.1695
3.5875e-009,1.1692
3.6260e-009,1.1705
3.6646e-009,1.1719
3.7032e-009,1.1727
3.7418e-009,1.1732
3.7803e-009,1.1740
3.8189e-009,1.1747
3.8575e-009,1.1754
3.8961e-009,1.1766
3.9346e-009,1.1776
3.9732e-009,1.1772
4.0118e-009,1.1766
4.0504e-009,1.1769
4.0890e-009,1.1775
4.1275e-009,1.1779
4.1661e-009,1.1780
4.2047e-009,1.1780
4.2433e-009,1.1781
4.2818e-009,1.1780
4.3204e-009,1.1780
4.3590e-009,1.1782
4.3975e-009,1.1783
4.4361e-009,1.1780
4.4747e-009,1.1779
4.5133e-009,1.1780
4.5519e-009,1.1782
4.5904e-009,1.1782
4.6290e-009,1.1782
4.6676e-009,1.1798
4.7062e-009,1.1843
4.7447e-009,1.1827
4.7833e-009,1.1594
4.8219e-009,1.0937
4.8604e-009,0.9839
4.8990e-009,0.8654
4.9376e-009,0.7552
4.9762e-009,0.6502
