.HEADER
..NAMES
Time,V U2.P8
.DATA
0.0e+000,1.0890
3.67e-011,1.0890
7.33e-011,1.0890
1.100e-010,1.0890
1.467e-010,1.0890
1.834e-010,1.0890
2.201e-010,1.0890
2.567e-010,1.0890
2.934e-010,1.0890
3.301e-010,1.0890
3.667e-010,1.0890
4.034e-010,1.0890
4.401e-010,1.0890
4.768e-010,1.0890
5.135e-010,1.0890
5.501e-010,1.0890
5.868e-010,1.0890
6.235e-010,1.0890
6.601e-010,1.0890
6.968e-010,1.0890
7.335e-010,1.0890
7.702e-010,1.0891
8.068e-010,1.0894
8.435e-010,1.0899
8.802e-010,1.0903
9.169e-010,1.0892
9.536e-010,1.0843
9.902e-010,1.0720
1.0269e-009,1.0494
1.0636e-009,1.0140
1.1003e-009,0.9635
1.1369e-009,0.8967
1.1736e-009,0.8152
1.2103e-009,0.7248
1.2469e-009,0.6339
1.2836e-009,0.5497
1.3203e-009,0.4776
1.3570e-009,0.4220
1.3936e-009,0.3860
1.4303e-009,0.3694
1.4670e-009,0.3676
1.5037e-009,0.3737
1.5403e-009,0.3811
1.5770e-009,0.3853
1.6137e-009,0.3845
1.6504e-009,0.3786
1.6871e-009,0.3687
1.7237e-009,0.3569
1.7604e-009,0.3457
1.7971e-009,0.3373
1.8338e-009,0.3327
1.8704e-009,0.3315
1.9071e-009,0.3320
1.9438e-009,0.3322
1.9805e-009,0.3307
2.0171e-009,0.3275
2.0538e-009,0.3239
2.0905e-009,0.3212
2.1272e-009,0.3200
2.1638e-009,0.3202
2.2005e-009,0.3214
2.2372e-009,0.3234
2.2738e-009,0.3258
2.3105e-009,0.3273
2.3472e-009,0.3265
2.3839e-009,0.3230
2.4205e-009,0.3179
2.4572e-009,0.3129
2.4939e-009,0.3094
2.5306e-009,0.3081
2.5672e-009,0.3087
2.6039e-009,0.3108
2.6406e-009,0.3137
2.6773e-009,0.3169
2.7139e-009,0.3198
2.7506e-009,0.3216
2.7873e-009,0.3221
2.8240e-009,0.3215
2.8606e-009,0.3208
2.8973e-009,0.3211
2.9340e-009,0.3228
2.9707e-009,0.3255
3.0073e-009,0.3285
3.0440e-009,0.3313
3.0807e-009,0.3336
3.1174e-009,0.3349
3.1540e-009,0.3352
3.1907e-009,0.3341
3.2274e-009,0.3321
3.2641e-009,0.3299
3.3007e-009,0.3280
3.3374e-009,0.3270
3.3741e-009,0.3269
3.4108e-009,0.3274
3.4475e-009,0.3282
3.4841e-009,0.3292
3.5208e-009,0.3300
3.5575e-009,0.3305
3.5942e-009,0.3307
3.6308e-009,0.3309
3.6675e-009,0.3322
3.7042e-009,0.3368
3.7408e-009,0.3478
3.7775e-009,0.3683
3.8142e-009,0.4006
3.8509e-009,0.4462
3.8875e-009,0.5059
3.9242e-009,0.5788
3.9609e-009,0.6614
3.9976e-009,0.7470
4.0342e-009,0.8280
4.0709e-009,0.8987
4.1076e-009,0.9561
4.1443e-009,0.9983
4.1809e-009,1.0241
4.2176e-009,1.0353
4.2543e-009,1.0368
4.2910e-009,1.0351
4.3276e-009,1.0351
4.3643e-009,1.0383
4.4010e-009,1.0443
4.4377e-009,1.0524
4.4743e-009,1.0618
4.5110e-009,1.0713
4.5477e-009,1.0793
4.5844e-009,1.0842
4.6211e-009,1.0856
4.6577e-009,1.0834
4.6944e-009,1.0768
4.7311e-009,1.0634
4.7678e-009,1.0403
4.8044e-009,1.0046
4.8411e-009,0.9531
4.8778e-009,0.8839
4.9145e-009,0.7988
4.9511e-009,0.7054
4.9878e-009,0.6131
5.0245e-009,0.5294
5.0612e-009,0.4593
5.0978e-009,0.4074
5.1345e-009,0.3775
5.1712e-009,0.3690
5.2079e-009,0.3752
5.2445e-009,0.3865
5.2812e-009,0.3954
5.3179e-009,0.3985
5.3546e-009,0.3955
5.3912e-009,0.3872
5.4279e-009,0.3753
5.4646e-009,0.3619
5.5013e-009,0.3503
5.5379e-009,0.3438
5.5746e-009,0.3449
5.6113e-009,0.3550
5.6480e-009,0.3747
5.6846e-009,0.4039
5.7213e-009,0.4436
5.7580e-009,0.4957
5.7947e-009,0.5624
5.8313e-009,0.6429
5.8680e-009,0.7306
5.9047e-009,0.8162
5.9414e-009,0.8925
5.9780e-009,0.9559
6.0147e-009,1.0037
6.0514e-009,1.0325
6.0881e-009,1.0413
6.1247e-009,1.0350
6.1614e-009,1.0231
6.1981e-009,1.0141
6.2348e-009,1.0118
6.2714e-009,1.0161
6.3081e-009,1.0252
6.3448e-009,1.0376
6.3815e-009,1.0511
6.4181e-009,1.0634
6.4548e-009,1.0717
6.4915e-009,1.0748
6.5282e-009,1.0729
6.5648e-009,1.0667
6.6015e-009,1.0560
6.6382e-009,1.0391
6.6749e-009,1.0127
6.7115e-009,0.9726
6.7482e-009,0.9148
6.7849e-009,0.8390
6.8215e-009,0.7506
6.8582e-009,0.6580
6.8949e-009,0.5692
6.9316e-009,0.4902
6.9682e-009,0.4273
7.0049e-009,0.3860
7.0416e-009,0.3681
7.0783e-009,0.3690
7.1149e-009,0.3796
7.1516e-009,0.3913
7.1883e-009,0.3985
7.2250e-009,0.3994
7.2616e-009,0.3940
7.2983e-009,0.3833
7.3350e-009,0.3697
7.3717e-009,0.3562
7.4083e-009,0.3469
7.4450e-009,0.3452
7.4817e-009,0.3533
7.5184e-009,0.3721
7.5550e-009,0.4013
7.5917e-009,0.4411
7.6284e-009,0.4927
7.6651e-009,0.5579
7.7018e-009,0.6363
7.7384e-009,0.7225
7.7751e-009,0.8079
7.8118e-009,0.8850
7.8484e-009,0.9500
7.8851e-009,1.0003
7.9218e-009,1.0326
7.9585e-009,1.0452
7.9952e-009,1.0419
8.0318e-009,1.0312
8.0685e-009,1.0214
8.1052e-009,1.0172
8.1418e-009,1.0192
8.1785e-009,1.0264
8.2152e-009,1.0373
8.2519e-009,1.0501
8.2886e-009,1.0624
8.3252e-009,1.0714
8.3619e-009,1.0755
8.3986e-009,1.0747
8.4352e-009,1.0694
8.4719e-009,1.0594
8.5086e-009,1.0429
8.5453e-009,1.0173
8.5820e-009,0.9787
8.6186e-009,0.9235
8.6553e-009,0.8504
8.6920e-009,0.7639
8.7286e-009,0.6720
8.7653e-009,0.5826
8.8020e-009,0.5022
8.8387e-009,0.4366
8.8754e-009,0.3917
8.9120e-009,0.3698
8.9487e-009,0.3674
8.9854e-009,0.3763
9.0220e-009,0.3877
9.0587e-009,0.3958
9.0954e-009,0.3980
9.1321e-009,0.3939
9.1688e-009,0.3844
9.2054e-009,0.3714
9.2421e-009,0.3580
9.2788e-009,0.3480
9.3154e-009,0.3448
9.3521e-009,0.3513
9.3888e-009,0.3686
9.4255e-009,0.3969
9.4622e-009,0.4362
9.4988e-009,0.4875
9.5355e-009,0.5526
9.5722e-009,0.6313
9.6088e-009,0.7185
9.6455e-009,0.8053
9.6822e-009,0.8840
9.7189e-009,0.9504
9.7556e-009,1.0019
9.7922e-009,1.0352
9.8289e-009,1.0487
9.8656e-009,1.0457
9.9022e-009,1.0346
9.9389e-009,1.0240
9.9756e-009,1.0190
1.00123e-008,1.0207
1.00490e-008,1.0278
1.00856e-008,1.0389
1.01223e-008,1.0519
1.01590e-008,1.0644
1.01956e-008,1.0735
1.02323e-008,1.0774
1.02690e-008,1.0758
1.03057e-008,1.0695
1.03424e-008,1.0586
1.03790e-008,1.0416
1.04157e-008,1.0160
1.04524e-008,0.9779
1.04890e-008,0.9238
1.05257e-008,0.8525
1.05624e-008,0.7677
1.05991e-008,0.6769
1.06358e-008,0.5878
1.06724e-008,0.5068
1.07091e-008,0.4401
1.07458e-008,0.3936
1.07824e-008,0.3697
1.08191e-008,0.3653
1.08558e-008,0.3727
1.08925e-008,0.3834
1.09292e-008,0.3915
1.09658e-008,0.3941
1.10025e-008,0.3905
1.10392e-008,0.3816
1.10758e-008,0.3692
1.11125e-008,0.3564
1.11492e-008,0.3462
1.11859e-008,0.3409
1.12226e-008,0.3405
1.12592e-008,0.3427
1.12959e-008,0.3449
1.13326e-008,0.3448
1.13693e-008,0.3424
1.14059e-008,0.3390
1.14426e-008,0.3357
1.14793e-008,0.3332
1.15159e-008,0.3316
1.15526e-008,0.3317
1.15893e-008,0.3336
1.16260e-008,0.3364
1.16627e-008,0.3381
1.16993e-008,0.3374
1.17360e-008,0.3342
1.17727e-008,0.3293
1.18093e-008,0.3238
1.18460e-008,0.3189
1.18827e-008,0.3157
1.19194e-008,0.3147
1.19561e-008,0.3158
1.19927e-008,0.3183
1.20294e-008,0.3213
1.20661e-008,0.3242
1.21027e-008,0.3274
