.HEADER
..NAMES
Time,V U4.J3
4.1076e-009,0.3284
4.1443e-009,0.3293
4.1809e-009,0.3298
4.2176e-009,0.3298
4.2543e-009,0.3293
4.2910e-009,0.3289
4.3276e-009,0.3288
4.3643e-009,0.3292
4.4010e-009,0.3300
4.4377e-009,0.3308
4.4743e-009,0.3312
4.5110e-009,0.3310
4.5477e-009,0.3303
4.5844e-009,0.3295
4.6211e-009,0.3289
4.6577e-009,0.3288
4.6944e-009,0.3290
4.7311e-009,0.3295
4.7678e-009,0.3301
4.8044e-009,0.3304
4.8411e-009,0.3305
4.8778e-009,0.3303
4.9145e-009,0.3300
4.9511e-009,0.3296
4.9878e-009,0.3294
5.0245e-009,0.3295
5.0612e-009,0.3297
5.0978e-009,0.3300
5.1345e-009,0.3302
5.1712e-009,0.3303
5.2079e-009,0.3302
5.2445e-009,0.3300
5.2812e-009,0.3297
5.3179e-009,0.3294
5.3546e-009,0.3293
5.3912e-009,0.3293
5.4279e-009,0.3295
5.4646e-009,0.3298
5.5013e-009,0.3300
5.5379e-009,0.3300
5.5746e-009,0.3299
5.6113e-009,0.3297
5.6480e-009,0.3296
5.6846e-009,0.3295
5.7213e-009,0.3296
5.7580e-009,0.3297
5.7947e-009,0.3299
5.8313e-009,0.3300
5.8680e-009,0.3299
5.9047e-009,0.3298
5.9414e-009,0.3297
5.9780e-009,0.3296
6.0147e-009,0.3295
6.0514e-009,0.3296
6.0881e-009,0.3297
6.1247e-009,0.3297
6.1614e-009,0.3298
6.1981e-009,0.3298
6.2348e-009,0.3298
6.2714e-009,0.3297
6.3081e-009,0.3297
6.3448e-009,0.3296
6.3815e-009,0.3296
6.4181e-009,0.3297
6.4548e-009,0.3297
6.4915e-009,0.3298
6.5282e-009,0.3298
6.5648e-009,0.3298
6.6015e-009,0.3297
6.6382e-009,0.3297
6.6749e-009,0.3296
6.7115e-009,0.3296
6.7482e-009,0.3297
6.7849e-009,0.3297
6.8215e-009,0.3298
6.8582e-009,0.3298
6.8949e-009,0.3298
6.9316e-009,0.3297
6.9682e-009,0.3297
7.0049e-009,0.3297
7.0416e-009,0.3297
7.0783e-009,0.3297
7.1149e-009,0.3297
7.1516e-009,0.3298
7.1883e-009,0.3302
7.2250e-009,0.3321
7.2616e-009,0.3386
7.2983e-009,0.3557
7.3350e-009,0.3906
7.3717e-009,0.4491
7.4083e-009,0.5307
7.4450e-009,0.6271
7.4817e-009,0.7249
7.5184e-009,0.8105
7.5550e-009,0.8746
7.5917e-009,0.9149
7.6284e-009,0.9355
7.6651e-009,0.9440
7.7018e-009,0.9480
7.7384e-009,0.9536
7.7751e-009,0.9627
7.8118e-009,0.9740
7.8484e-009,0.9843
7.8851e-009,0.9912
7.9218e-009,0.9944
7.9585e-009,0.9954
7.9952e-009,0.9970
8.0318e-009,1.0022
8.0685e-009,1.0123
8.1052e-009,1.0269
8.1418e-009,1.0446
8.1785e-009,1.0627
8.2152e-009,1.0773
8.2519e-009,1.0815
8.2886e-009,1.0654
8.3252e-009,1.0199
8.3619e-009,0.9428
8.3986e-009,0.8412
8.4352e-009,0.7298
8.4719e-009,0.6263
8.5086e-009,0.5451
8.5453e-009,0.4923
8.5820e-009,0.4660
8.6186e-009,0.4589
8.6553e-009,0.4611
8.6920e-009,0.4633
8.7286e-009,0.4610
8.7653e-009,0.4543
8.8020e-009,0.4462
8.8387e-009,0.4400
8.8754e-009,0.4375
8.9120e-009,0.4377
8.9487e-009,0.4380
8.9854e-009,0.4350
9.0220e-009,0.4269
9.0587e-009,0.4132
9.0954e-009,0.3952
9.1321e-009,0.3752
9.1688e-009,0.3562
9.2054e-009,0.3412
9.2421e-009,0.3324
9.2788e-009,0.3303
9.3154e-009,0.3334
9.3521e-009,0.3385
9.3888e-009,0.3419
9.4255e-009,0.3414
9.4622e-009,0.3373
9.4988e-009,0.3314
9.5355e-009,0.3261
9.5722e-009,0.3232
9.6088e-009,0.3233
9.6455e-009,0.3255
9.6822e-009,0.3281
9.7189e-009,0.3294
9.7556e-009,0.3284
9.7922e-009,0.3253
9.8289e-009,0.3214
9.8656e-009,0.3184
9.9022e-009,0.3171
9.9389e-009,0.3178
9.9756e-009,0.3197
1.00123e-008,0.3219
1.00490e-008,0.3238
1.00856e-008,0.3253
1.01223e-008,0.3265
1.01590e-008,0.3277
1.01956e-008,0.3289
1.02323e-008,0.3301
1.02690e-008,0.3311
1.03057e-008,0.3318
1.03424e-008,0.3321
1.03790e-008,0.3320
1.04157e-008,0.3312
1.04524e-008,0.3299
1.04890e-008,0.3285
1.05257e-008,0.3273
1.05624e-008,0.3267
1.05991e-008,0.3268
1.06358e-008,0.3274
1.06724e-008,0.3283
1.07091e-008,0.3292
1.07458e-008,0.3297
1.07824e-008,0.3297
1.08191e-008,0.3293
1.08558e-008,0.3289
1.08925e-008,0.3288
1.09292e-008,0.3294
1.09658e-008,0.3314
1.10025e-008,0.3368
1.10392e-008,0.3502
1.10758e-008,0.3786
1.11125e-008,0.4287
1.11492e-008,0.5030
1.11859e-008,0.5955
1.12226e-008,0.6943
1.12592e-008,0.7853
1.12959e-008,0.8572
1.13326e-008,0.9052
1.13693e-008,0.9315
1.14059e-008,0.9429
1.14426e-008,0.9473
1.14793e-008,0.9516
1.15159e-008,0.9593
1.15526e-008,0.9701
1.15893e-008,0.9811
1.16260e-008,0.9894
1.16627e-008,0.9940
1.16993e-008,0.9956
1.17360e-008,0.9968
1.17727e-008,1.0005
1.18093e-008,1.0085
1.18460e-008,1.0211
1.18827e-008,1.0369
1.19194e-008,1.0536
1.19561e-008,1.0686
1.19927e-008,1.0797
1.20294e-008,1.0855
1.20661e-008,1.0863
1.21027e-008,1.0837
1.21394e-008,1.0805
1.21761e-008,1.0794
1.22128e-008,1.0819
1.22495e-008,1.0873
1.22861e-008,1.0935
1.23228e-008,1.0984
1.23595e-008,1.1005
1.23961e-008,1.0998
1.24328e-008,1.0975
1.24695e-008,1.0953
1.25062e-008,1.0945
1.25429e-008,1.0959
1.25795e-008,1.0990
1.26162e-008,1.1025
1.26529e-008,1.1049
1.26895e-008,1.1055
1.27262e-008,1.1043
1.27629e-008,1.1023
1.27996e-008,1.1006
1.28363e-008,1.1000
1.28729e-008,1.1005
1.29096e-008,1.1000
1.29463e-008,1.0930
1.29829e-008,1.0706
1.30196e-008,1.0242
1.30563e-008,0.9502
1.30930e-008,0.8531
1.31297e-008,0.7445
1.31663e-008,0.6406
1.32030e-008,0.5560
1.32397e-008,0.4985
1.32763e-008,0.4682
1.33130e-008,0.4590
1.33497e-008,0.4605
1.33864e-008,0.4630
1.34231e-008,0.4609
1.34597e-008,0.4531
1.34964e-008,0.4425
1.35331e-008,0.4329
1.35697e-008,0.4272
1.36064e-008,0.4256
1.36431e-008,0.4257
1.36798e-008,0.4240
1.37165e-008,0.4177
1.37531e-008,0.4057
1.37898e-008,0.3889
1.38265e-008,0.3701
1.38631e-008,0.3526
1.38998e-008,0.3394
1.39365e-008,0.3326
1.39732e-008,0.3320
1.40099e-008,0.3359
1.40465e-008,0.3409
1.40832e-008,0.3437
1.41199e-008,0.3423
1.41565e-008,0.3373
1.41932e-008,0.3304
1.42299e-008,0.3244
1.42666e-008,0.3211
1.43033e-008,0.3211
1.43399e-008,0.3236
1.43766e-008,0.3267
1.44133e-008,0.3284
1.44499e-008,0.3276
1.44866e-008,0.3246
1.45233e-008,0.3207
1.45600e-008,0.3175
1.45967e-008,0.3163
1.46333e-008,0.3172
1.46700e-008,0.3199
1.47067e-008,0.3239
1.47433e-008,0.3307
1.47800e-008,0.3449
1.48167e-008,0.3741
1.48534e-008,0.4256
1.48901e-008,0.5021
1.49267e-008,0.5976
1.49634e-008,0.6991
1.50001e-008,0.7915
1.50368e-008,0.8631
1.50734e-008,0.9091
1.51101e-008,0.9322
1.51468e-008,0.9402
1.51834e-008,0.9422
1.52201e-008,0.9454
1.52568e-008,0.9535
1.52935e-008,0.9658
1.53301e-008,0.9787
1.53668e-008,0.9886
1.54035e-008,0.9939
1.54402e-008,0.9954
1.54769e-008,0.9959
1.55135e-008,0.9989
1.55502e-008,1.0068
1.55869e-008,1.0202
1.56236e-008,1.0377
1.56602e-008,1.0570
1.56969e-008,1.0746
1.57336e-008,1.0850
1.57703e-008,1.0803
1.58069e-008,1.0507
1.58436e-008,0.9902
1.58803e-008,0.9012
1.59169e-008,0.7945
1.59536e-008,0.6861
1.59903e-008,0.5921
1.60270e-008,0.5232
1.60636e-008,0.4815
1.61003e-008,0.4630
1.61370e-008,0.4595
1.61737e-008,0.4613
1.62104e-008,0.4615
1.62470e-008,0.4575
1.62837e-008,0.4507
1.63204e-008,0.4440
1.63571e-008,0.4398
1.63937e-008,0.4386
1.64304e-008,0.4387
1.64671e-008,0.4372
1.65037e-008,0.4316
1.65404e-008,0.4207
1.65771e-008,0.4051
1.66138e-008,0.3877
1.66504e-008,0.3744
1.66871e-008,0.3752
1.67238e-008,0.4018
1.67605e-008,0.4622
1.67972e-008,0.5543
1.68338e-008,0.6644
1.68705e-008,0.7728
1.69072e-008,0.8609
1.69439e-008,0.9182
1.69805e-008,0.9453
1.70172e-008,0.9512
1.70539e-008,0.9474
1.70905e-008,0.9446
1.71272e-008,0.9490
1.71639e-008,0.9606
1.72006e-008,0.9747
1.72372e-008,0.9856
1.72739e-008,0.9900
1.73106e-008,0.9882
1.73473e-008,0.9841
1.73840e-008,0.9827
1.74206e-008,0.9876
1.74573e-008,0.9998
1.74940e-008,1.0179
1.75307e-008,1.0390
1.75673e-008,1.0599
1.76040e-008,1.0760
1.76407e-008,1.0805
1.76773e-008,1.0634
1.77140e-008,1.0161
1.77507e-008,0.9374
1.77874e-008,0.8351
1.78240e-008,0.7244
1.78607e-008,0.6226
1.78974e-008,0.5430
1.79341e-008,0.4909
1.79708e-008,0.4642
1.80074e-008,0.4561
1.80441e-008,0.4570
1.80808e-008,0.4584
1.81175e-008,0.4562
1.81541e-008,0.4506
1.81908e-008,0.4441
1.82275e-008,0.4394
1.82641e-008,0.4376
1.83008e-008,0.4377
1.83375e-008,0.4369
1.83742e-008,0.4330
1.84108e-008,0.4244
1.84475e-008,0.4111
1.84842e-008,0.3949
1.85209e-008,0.3807
1.85576e-008,0.3772
1.85942e-008,0.3965
1.86309e-008,0.4483
1.86676e-008,0.5337
1.87043e-008,0.6415
1.87409e-008,0.7526
1.87776e-008,0.8470
1.88143e-008,0.9118
1.88509e-008,0.9448
1.88876e-008,0.9536
1.89243e-008,0.9500
1.89610e-008,0.9452
1.89976e-008,0.9471
1.90343e-008,0.9573
1.90710e-008,0.9716
1.91077e-008,0.9842
1.91444e-008,0.9905
1.91810e-008,0.9901
1.92177e-008,0.9860
1.92544e-008,0.9834
1.92911e-008,0.9864
1.93277e-008,0.9968
1.93644e-008,1.0134
1.94011e-008,1.0333
1.94377e-008,1.0531
1.94744e-008,1.0697
1.95111e-008,1.0811
1.95478e-008,1.0861
1.95844e-008,1.0858
1.96211e-008,1.0824
1.96578e-008,1.0794
1.96945e-008,1.0797
1.97312e-008,1.0841
1.97678e-008,1.0910
1.98045e-008,1.0973
1.98412e-008,1.1007
1.98779e-008,1.1004
1.99145e-008,1.0972
1.99512e-008,1.0932
1.99879e-008,1.0906
2.00245e-008,1.0909
2.00612e-008,1.0942
2.00979e-008,1.0991
2.01346e-008,1.1035
2.01712e-008,1.1058
2.02079e-008,1.1053
2.02446e-008,1.1029
2.02813e-008,1.1004
2.03179e-008,1.0990
2.03546e-008,1.0997
2.03913e-008,1.1010
2.04280e-008,1.0993
2.04647e-008,1.0873
2.05013e-008,1.0557
2.05380e-008,0.9976
2.05747e-008,0.9130
2.06114e-008,0.8096
2.06480e-008,0.7012
2.06847e-008,0.6040
2.07214e-008,0.5301
2.07580e-008,0.4842
2.07947e-008,0.4634
2.08314e-008,0.4595
2.08681e-008,0.4621
2.09047e-008,0.4627
2.09414e-008,0.4579
2.09781e-008,0.4485
2.10148e-008,0.4379
2.10515e-008,0.4299
2.10881e-008,0.4262
2.11248e-008,0.4259
2.11615e-008,0.4258
2.11982e-008,0.4224
2.12348e-008,0.4135
2.12715e-008,0.3995
2.13082e-008,0.3841
2.13448e-008,0.3750
2.13815e-008,0.3834
2.14182e-008,0.4205
2.14549e-008,0.4915
2.14915e-008,0.5909
2.15282e-008,0.7027
2.15649e-008,0.8066
2.16016e-008,0.8858
2.16383e-008,0.9325
2.16749e-008,0.9503
2.17116e-008,0.9499
2.17483e-008,0.9435
2.17850e-008,0.9414
2.18216e-008,0.9480
2.18583e-008,0.9618
2.18950e-008,0.9769
2.19316e-008,0.9874
2.19683e-008,0.9905
2.20050e-008,0.9876
2.20417e-008,0.9831
2.20783e-008,0.9825
2.21150e-008,0.9893
2.21517e-008,1.0039
2.21884e-008,1.0241
2.22251e-008,1.0463
2.22617e-008,1.0666
2.22984e-008,1.0804
2.23351e-008,1.0806
2.23718e-008,1.0580
2.24084e-008,1.0058
2.24451e-008,0.9240
2.24818e-008,0.8213
2.25184e-008,0.7124
2.25551e-008,0.6139
2.25918e-008,0.5377
2.26285e-008,0.4882
2.26651e-008,0.4631
2.27018e-008,0.4555
2.27385e-008,0.4561
2.27752e-008,0.4572
2.28119e-008,0.4552
2.28485e-008,0.4502
2.28852e-008,0.4444
2.29219e-008,0.4403
2.29586e-008,0.4385
2.29952e-008,0.4379
2.30319e-008,0.4363
2.30686e-008,0.4314
2.31052e-008,0.4220
2.31419e-008,0.4082
2.31786e-008,0.3909
2.32153e-008,0.3719
2.32519e-008,0.3538
2.32886e-008,0.3393
2.33253e-008,0.3307
2.33620e-008,0.3286
2.33987e-008,0.3318
2.34353e-008,0.3369
2.34720e-008,0.3405
2.35087e-008,0.3405
2.35454e-008,0.3371
2.35820e-008,0.3318
2.36187e-008,0.3268
2.36554e-008,0.3238
2.36920e-008,0.3234
2.37287e-008,0.3250
2.37654e-008,0.3271
2.38021e-008,0.3281
2.38387e-008,0.3272
2.38754e-008,0.3246
2.39121e-008,0.3212
2.39488e-008,0.3186
2.39855e-008,0.3174
2.40221e-008,0.3177
2.40588e-008,0.3191
2.40955e-008,0.3209
2.41322e-008,0.3227
2.41688e-008,0.3246
2.42055e-008,0.3263
2.42422e-008,0.3280
2.42788e-008,0.3294
2.43155e-008,0.3304
2.43522e-008,0.3310
2.43889e-008,0.3312
2.44255e-008,0.3312
2.44622e-008,0.3310
2.44989e-008,0.3303
2.45356e-008,0.3294
2.45723e-008,0.3283
2.46089e-008,0.3273
2.46456e-008,0.3267
2.46823e-008,0.3266
2.47190e-008,0.3270
2.47556e-008,0.3278
2.47923e-008,0.3286
2.48290e-008,0.3291
2.48657e-008,0.3292
2.49023e-008,0.3290
2.49390e-008,0.3287
2.49757e-008,0.3287
2.50123e-008,0.3295
2.50490e-008,0.3322
2.50857e-008,0.3396
2.51224e-008,0.3575
2.51590e-008,0.3931
2.51957e-008,0.4520
2.52324e-008,0.5338
2.52691e-008,0.6301
2.53058e-008,0.7275
2.53424e-008,0.8126
2.53791e-008,0.8761
2.54158e-008,0.9158
2.54525e-008,0.9361
2.54891e-008,0.9443
2.55258e-008,0.9482
2.55625e-008,0.9536
2.55991e-008,0.9627
2.56358e-008,0.9739
2.56725e-008,0.9841
2.57092e-008,0.9911
2.57458e-008,0.9943
2.57825e-008,0.9954
2.58192e-008,0.9972
2.58559e-008,1.0025
2.58926e-008,1.0123
2.59292e-008,1.0262
2.59659e-008,1.0426
2.60026e-008,1.0589
2.60393e-008,1.0726
2.60759e-008,1.0819
2.61126e-008,1.0859
2.61493e-008,1.0852
2.61859e-008,1.0821
2.62226e-008,1.0795
2.62593e-008,1.0797
2.62960e-008,1.0834
2.63326e-008,1.0893
2.63693e-008,1.0952
2.64060e-008,1.0991
2.64427e-008,1.1001
2.64794e-008,1.0988
2.65160e-008,1.0963
2.65527e-008,1.0945
2.65894e-008,1.0946
2.66261e-008,1.0966
2.66627e-008,1.1000
2.66994e-008,1.1032
2.67361e-008,1.1050
2.67727e-008,1.1049
2.68094e-008,1.1033
2.68461e-008,1.1013
2.68828e-008,1.1000
2.69194e-008,1.0999
2.69561e-008,1.1004
2.69928e-008,1.0984
2.70295e-008,1.0869
2.70662e-008,1.0566
2.71028e-008,1.0001
2.71395e-008,0.9167
2.71762e-008,0.8137
2.72129e-008,0.7049
2.72495e-008,0.6066
2.72862e-008,0.5314
2.73229e-008,0.4842
2.73595e-008,0.4626
2.73962e-008,0.4585
2.74329e-008,0.4614
2.74696e-008,0.4626
2.75062e-008,0.4583
2.75429e-008,0.4491
2.75796e-008,0.4384
2.76163e-008,0.4300
2.76530e-008,0.4259
2.76896e-008,0.4253
2.77263e-008,0.4252
2.77630e-008,0.4221
2.77997e-008,0.4137
2.78363e-008,0.4002
2.78730e-008,0.3850
2.79097e-008,0.3756
2.79463e-008,0.3831
2.79830e-008,0.4187
2.80197e-008,0.4884
2.80564e-008,0.5872
2.80930e-008,0.6991
2.81297e-008,0.8039
2.81664e-008,0.8842
2.82031e-008,0.9320
2.82398e-008,0.9504
2.82764e-008,0.9501
2.83131e-008,0.9435
2.83498e-008,0.9409
2.83865e-008,0.9473
2.84231e-008,0.9611
2.84598e-008,0.9765
2.84965e-008,0.9873
2.85331e-008,0.9907
2.85698e-008,0.9879
2.86065e-008,0.9833
2.86432e-008,0.9824
2.86798e-008,0.9889
2.87165e-008,1.0033
2.87532e-008,1.0233
2.87899e-008,1.0455
2.88266e-008,1.0661
2.88632e-008,1.0802
2.88999e-008,1.0810
2.89366e-008,1.0593
2.89733e-008,1.0079
2.90099e-008,0.9268
2.90466e-008,0.8245
2.90833e-008,0.7156
2.91199e-008,0.6166
2.91566e-008,0.5397
2.91933e-008,0.4895
2.92300e-008,0.4637
2.92666e-008,0.4556
2.93033e-008,0.4561
2.93400e-008,0.4572
2.93767e-008,0.4552
2.94133e-008,0.4502
2.94500e-008,0.4445
2.94867e-008,0.4404
2.95234e-008,0.4386
2.95601e-008,0.4380
2.95967e-008,0.4364
2.96334e-008,0.4316
2.96701e-008,0.4223
2.97068e-008,0.4087
2.97434e-008,0.3927
2.97801e-008,0.3794
2.98168e-008,0.3779
2.98534e-008,0.4000
2.98901e-008,0.4549
2.99268e-008,0.5428
2.99635e-008,0.6515
3.00002e-008,0.7617
3.00368e-008,0.8540
3.00735e-008,0.9161
3.01102e-008,0.9468
3.01469e-008,0.9541
3.01835e-008,0.9498
3.02202e-008,0.9451
3.02569e-008,0.9475
3.02935e-008,0.9580
3.03302e-008,0.9723
3.03669e-008,0.9844
3.04036e-008,0.9904
3.04403e-008,0.9897
3.04769e-008,0.9858
3.05136e-008,0.9835
3.05503e-008,0.9871
3.05869e-008,0.9980
3.06236e-008,1.0152
3.06603e-008,1.0360
3.06970e-008,1.0572
3.07336e-008,1.0743
3.07703e-008,1.0804
3.08070e-008,1.0655
3.08437e-008,1.0205
3.08804e-008,0.9436
3.09170e-008,0.8421
3.09537e-008,0.7310
3.09904e-008,0.6279
3.10270e-008,0.5468
3.10637e-008,0.4932
3.11004e-008,0.4656
3.11371e-008,0.4568
3.11738e-008,0.4574
3.12104e-008,0.4586
3.12471e-008,0.4562
3.12838e-008,0.4504
3.13205e-008,0.4437
3.13571e-008,0.4389
3.13938e-008,0.4373
3.14305e-008,0.4376
3.14671e-008,0.4372
3.15038e-008,0.4336
3.15405e-008,0.4251
3.15772e-008,0.4118
3.16139e-008,0.3947
3.16505e-008,0.3755
3.16872e-008,0.3568
3.17239e-008,0.3414
3.17605e-008,0.3318
3.17972e-008,0.3288
3.18339e-008,0.3314
3.18706e-008,0.3364
3.19072e-008,0.3402
3.19439e-008,0.3405
3.19806e-008,0.3373
3.20173e-008,0.3320
3.20540e-008,0.3268
3.20906e-008,0.3237
3.21273e-008,0.3233
3.21640e-008,0.3250
3.22006e-008,0.3273
3.22373e-008,0.3285
3.22740e-008,0.3277
3.23107e-008,0.3249
3.23474e-008,0.3214
3.23840e-008,0.3186
3.24207e-008,0.3173
3.24574e-008,0.3177
3.24941e-008,0.3191
3.25307e-008,0.3209
3.25674e-008,0.3226
3.26041e-008,0.3241
3.26407e-008,0.3257
3.26774e-008,0.3273
3.27141e-008,0.3288
3.27508e-008,0.3301
3.27875e-008,0.3309
3.28241e-008,0.3314
3.28608e-008,0.3315
3.28975e-008,0.3312
3.29341e-008,0.3305
3.29708e-008,0.3295
3.30075e-008,0.3282
3.30442e-008,0.3272
3.30808e-008,0.3266
3.31175e-008,0.3265
3.31542e-008,0.3270
3.31909e-008,0.3277
3.32276e-008,0.3285
3.32642e-008,0.3291
3.33009e-008,0.3292
3.33376e-008,0.3289
3.33742e-008,0.3285
3.34109e-008,0.3285
3.34476e-008,0.3292
3.34843e-008,0.3315
3.35210e-008,0.3378
3.35576e-008,0.3532
3.35943e-008,0.3849
3.36310e-008,0.4392
3.36677e-008,0.5171
3.37043e-008,0.6117
3.37410e-008,0.7100
3.37777e-008,0.7982
3.38143e-008,0.8662
3.38510e-008,0.9102
3.38877e-008,0.9335
3.39244e-008,0.9433
3.39611e-008,0.9474
3.39977e-008,0.9523
3.40344e-008,0.9607
3.40711e-008,0.9717
3.41077e-008,0.9824
3.41444e-008,0.9901
3.41811e-008,0.9939
3.42178e-008,0.9952
3.42545e-008,0.9967
3.42911e-008,1.0011
3.43278e-008,1.0101
3.43645e-008,1.0234
3.44012e-008,1.0394
3.44378e-008,1.0559
3.44745e-008,1.0704
3.45112e-008,1.0806
3.45478e-008,1.0855
3.45845e-008,1.0856
3.46212e-008,1.0827
3.46579e-008,1.0798
3.46946e-008,1.0793
3.47312e-008,1.0824
3.47679e-008,1.0880
3.48046e-008,1.0941
3.48412e-008,1.0985
3.48779e-008,1.1001
3.49146e-008,1.0991
3.49513e-008,1.0967
3.49879e-008,1.0947
3.50246e-008,1.0943
3.50613e-008,1.0961
3.50980e-008,1.0993
3.51347e-008,1.1026
3.51713e-008,1.1048
3.52080e-008,1.1050
3.52447e-008,1.1036
3.52813e-008,1.1012
3.53180e-008,1.0990
3.53547e-008,1.0973
3.53914e-008,1.0964
3.54281e-008,1.0957
3.54647e-008,1.0950
3.55014e-008,1.0941
3.55381e-008,1.0929
3.55748e-008,1.0917
3.56114e-008,1.0907
3.56481e-008,1.0900
3.56848e-008,1.0900
3.57214e-008,1.0906
3.57581e-008,1.0918
3.57948e-008,1.0931
3.58315e-008,1.0941
3.58682e-008,1.0945
3.59048e-008,1.0941
3.59415e-008,1.0933
3.59782e-008,1.0924
3.60148e-008,1.0917
3.60515e-008,1.0914
3.60882e-008,1.0916
3.61249e-008,1.0921
3.61615e-008,1.0925
3.61982e-008,1.0926
3.62349e-008,1.0923
3.62716e-008,1.0922
3.63083e-008,1.0928
3.63449e-008,1.0938
3.63816e-008,1.0923
3.64183e-008,1.0815
3.64549e-008,1.0519
3.64916e-008,0.9959
3.65283e-008,0.9126
3.65650e-008,0.8093
3.66017e-008,0.7000
3.66383e-008,0.6012
3.66750e-008,0.5256
3.67117e-008,0.4783
3.67484e-008,0.4571
3.67850e-008,0.4539
3.68217e-008,0.4578
3.68584e-008,0.4601
3.68950e-008,0.4567
3.69317e-008,0.4480
3.69684e-008,0.4374
3.70051e-008,0.4289
3.70418e-008,0.4244
3.70784e-008,0.4235
3.71151e-008,0.4234
3.71518e-008,0.4206
3.71884e-008,0.4129
3.72251e-008,0.3996
3.72618e-008,0.3821
3.72985e-008,0.3632
3.73351e-008,0.3464
3.73718e-008,0.3348
3.74085e-008,0.3300
3.74452e-008,0.3315
3.74819e-008,0.3366
3.75185e-008,0.3418
3.75552e-008,0.3437
3.75919e-008,0.3411
3.76285e-008,0.3351
3.76652e-008,0.3279
3.77019e-008,0.3223
3.77386e-008,0.3200
3.77753e-008,0.3210
3.78119e-008,0.3241
3.78486e-008,0.3272
3.78853e-008,0.3283
3.79220e-008,0.3268
3.79586e-008,0.3233
3.79953e-008,0.3194
3.80320e-008,0.3166
3.80686e-008,0.3159
3.81053e-008,0.3174
3.81420e-008,0.3207
3.81787e-008,0.3262
3.82154e-008,0.3371
3.82520e-008,0.3596
3.82887e-008,0.4017
3.83254e-008,0.4684
3.83620e-008,0.5574
3.83987e-008,0.6582
3.84354e-008,0.7558
3.84721e-008,0.8368
3.85088e-008,0.8933
3.85454e-008,0.9251
3.85821e-008,0.9383
3.86188e-008,0.9417
3.86555e-008,0.9437
3.86921e-008,0.9494
3.87288e-008,0.9601
3.87655e-008,0.9730
3.88021e-008,0.9844
3.88388e-008,0.9917
3.88755e-008,0.9947
3.89122e-008,0.9954
3.89489e-008,0.9971
3.89855e-008,1.0028
3.90222e-008,1.0136
3.90589e-008,1.0289
3.90955e-008,1.0466
3.91322e-008,1.0638
3.91689e-008,1.0774
3.92056e-008,1.0853
3.92422e-008,1.0872
3.92789e-008,1.0843
3.93156e-008,1.0798
3.93523e-008,1.0771
3.93890e-008,1.0783
