.HEADER
..NAMES
Time,V U2.J3
3.94256e-008,1.0882
3.94623e-008,1.0925
3.94990e-008,1.0939
3.95356e-008,1.0927
3.95723e-008,1.0899
3.96090e-008,1.0874
3.96457e-008,1.0866
3.96824e-008,1.0880
3.97190e-008,1.0913
3.97557e-008,1.0953
3.97924e-008,1.0988
3.98291e-008,1.1008
3.98657e-008,1.1010
3.99024e-008,1.1000
3.99391e-008,1.0986
3.99757e-008,1.0978
4.00124e-008,1.0981
4.00491e-008,1.0995
4.00858e-008,1.1013
4.01225e-008,1.1028
4.01591e-008,1.1034
4.01958e-008,1.1029
4.02325e-008,1.1013
4.02691e-008,1.0991
4.03058e-008,1.0968
4.03425e-008,1.0948
4.03792e-008,1.0932
4.04158e-008,1.0921
4.04525e-008,1.0913
4.04892e-008,1.0906
4.05259e-008,1.0899
4.05626e-008,1.0893
4.05992e-008,1.0890
4.06359e-008,1.0889
4.06726e-008,1.0892
4.07092e-008,1.0899
4.07459e-008,1.0906
4.07826e-008,1.0912
4.08193e-008,1.0915
4.08560e-008,1.0913
4.08926e-008,1.0909
4.09293e-008,1.0904
4.09660e-008,1.0900
4.10027e-008,1.0899
4.10393e-008,1.0901
4.10760e-008,1.0905
4.11127e-008,1.0909
4.11493e-008,1.0913
4.11860e-008,1.0917
4.12227e-008,1.0920
4.12594e-008,1.0913
4.12961e-008,1.0871
4.13327e-008,1.0749
4.13694e-008,1.0493
4.14061e-008,1.0054
4.14427e-008,0.9405
4.14794e-008,0.8565
4.15161e-008,0.7598
4.15528e-008,0.6600
4.15894e-008,0.5681
4.16261e-008,0.4933
4.16628e-008,0.4406
4.16995e-008,0.4098
4.17362e-008,0.3965
4.17728e-008,0.3934
4.18095e-008,0.3931
4.18462e-008,0.3906
4.18828e-008,0.3837
4.19195e-008,0.3733
4.19562e-008,0.3622
4.19929e-008,0.3532
4.20296e-008,0.3482
4.20662e-008,0.3474
4.21029e-008,0.3494
4.21396e-008,0.3529
4.21763e-008,0.3580
4.22129e-008,0.3675
4.22496e-008,0.3872
4.22863e-008,0.4235
4.23229e-008,0.4811
4.23596e-008,0.5599
4.23963e-008,0.6542
4.24330e-008,0.7536
4.24697e-008,0.8459
4.25063e-008,0.9205
4.25430e-008,0.9717
4.25797e-008,0.9995
4.26163e-008,1.0095
4.26530e-008,1.0101
4.26897e-008,1.0097
4.27264e-008,1.0135
4.27631e-008,1.0231
4.27997e-008,1.0364
4.28364e-008,1.0495
4.28731e-008,1.0589
4.29098e-008,1.0628
4.29464e-008,1.0618
4.29831e-008,1.0583
4.30198e-008,1.0554
4.30564e-008,1.0557
4.30931e-008,1.0603
4.31298e-008,1.0682
4.31665e-008,1.0774
4.32032e-008,1.0855
4.32398e-008,1.0906
4.32765e-008,1.0921
4.33132e-008,1.0909
4.33498e-008,1.0888
4.33865e-008,1.0877
4.34232e-008,1.0886
4.34599e-008,1.0916
4.34965e-008,1.0956
4.35332e-008,1.0992
4.35699e-008,1.1012
4.36066e-008,1.1014
4.36433e-008,1.0999
4.36799e-008,1.0981
4.37166e-008,1.0968
4.37533e-008,1.0970
4.37899e-008,1.0986
4.38266e-008,1.1008
4.38633e-008,1.1028
4.39000e-008,1.1038
4.39367e-008,1.1034
4.39733e-008,1.1019
4.40100e-008,1.0997
4.40467e-008,1.0974
4.40834e-008,1.0955
4.41200e-008,1.0940
4.41567e-008,1.0929
4.41934e-008,1.0920
4.42300e-008,1.0910
4.42667e-008,1.0899
4.43034e-008,1.0890
4.43401e-008,1.0884
4.43768e-008,1.0883
4.44134e-008,1.0888
4.44501e-008,1.0899
4.44868e-008,1.0910
4.45234e-008,1.0919
4.45601e-008,1.0923
4.45968e-008,1.0921
4.46335e-008,1.0914
4.46701e-008,1.0906
4.47068e-008,1.0900
4.47435e-008,1.0899
4.47802e-008,1.0901
4.48169e-008,1.0907
4.48535e-008,1.0913
4.48902e-008,1.0917
4.49269e-008,1.0920
4.49635e-008,1.0921
4.50002e-008,1.0916
4.50369e-008,1.0887
4.50736e-008,1.0794
4.51103e-008,1.0585
4.51469e-008,1.0206
4.51836e-008,0.9622
4.52203e-008,0.8836
4.52570e-008,0.7897
4.52936e-008,0.6896
4.53303e-008,0.5942
4.53670e-008,0.5134
4.54036e-008,0.4538
4.54403e-008,0.4169
4.54770e-008,0.3991
4.55137e-008,0.3938
4.55504e-008,0.3934
4.55870e-008,0.3919
4.56237e-008,0.3862
4.56604e-008,0.3766
4.56970e-008,0.3653
4.57337e-008,0.3554
4.57704e-008,0.3492
4.58071e-008,0.3472
4.58437e-008,0.3486
4.58804e-008,0.3518
4.59171e-008,0.3562
4.59538e-008,0.3639
4.59905e-008,0.3797
4.60271e-008,0.4103
4.60638e-008,0.4611
4.61005e-008,0.5337
4.61371e-008,0.6243
4.61738e-008,0.7234
4.62105e-008,0.8191
4.62472e-008,0.9000
4.62839e-008,0.9585
4.63205e-008,0.9931
4.63572e-008,1.0076
4.63939e-008,1.0102
4.64306e-008,1.0094
4.64672e-008,1.0117
4.65039e-008,1.0197
4.65406e-008,1.0322
4.65772e-008,1.0458
4.66139e-008,1.0566
4.66506e-008,1.0622
4.66873e-008,1.0625
4.67240e-008,1.0595
4.67606e-008,1.0563
4.67973e-008,1.0558
4.68340e-008,1.0598
4.68706e-008,1.0672
4.69073e-008,1.0744
4.69440e-008,1.0750
4.69807e-008,1.0613
4.70173e-008,1.0266
4.70540e-008,0.9678
4.70907e-008,0.8865
4.71274e-008,0.7897
4.71641e-008,0.6880
4.72007e-008,0.5928
4.72374e-008,0.5137
4.72741e-008,0.4565
4.73107e-008,0.4215
4.73474e-008,0.4046
4.73841e-008,0.3992
4.74208e-008,0.3982
4.74575e-008,0.3965
4.74941e-008,0.3916
4.75308e-008,0.3838
4.75675e-008,0.3748
4.76041e-008,0.3669
4.76408e-008,0.3617
4.76775e-008,0.3596
4.77142e-008,0.3596
4.77508e-008,0.3603
4.77875e-008,0.3612
4.78242e-008,0.3640
4.78609e-008,0.3733
4.78976e-008,0.3958
4.79342e-008,0.4378
4.79709e-008,0.5022
4.80076e-008,0.5869
4.80442e-008,0.6842
4.80809e-008,0.7825
4.81176e-008,0.8700
4.81543e-008,0.9376
4.81910e-008,0.9815
4.82276e-008,1.0036
4.82643e-008,1.0107
4.83010e-008,1.0112
4.83377e-008,1.0123
4.83743e-008,1.0179
4.84110e-008,1.0284
4.84477e-008,1.0412
4.84843e-008,1.0527
4.85210e-008,1.0601
4.85577e-008,1.0625
4.85944e-008,1.0609
4.86311e-008,1.0578
4.86677e-008,1.0560
4.87044e-008,1.0576
4.87411e-008,1.0631
4.87777e-008,1.0713
4.88144e-008,1.0802
4.88511e-008,1.0875
4.88878e-008,1.0916
4.89244e-008,1.0925
4.89611e-008,1.0911
4.89978e-008,1.0892
4.90345e-008,1.0884
4.90712e-008,1.0895
4.91078e-008,1.0924
4.91445e-008,1.0959
4.91812e-008,1.0990
4.92178e-008,1.1005
4.92545e-008,1.1004
4.92912e-008,1.0991
4.93279e-008,1.0976
4.93646e-008,1.0969
4.94012e-008,1.0975
4.94379e-008,1.0991
4.94746e-008,1.1011
4.95113e-008,1.1027
4.95479e-008,1.1033
4.95846e-008,1.1027
4.96213e-008,1.1012
4.96579e-008,1.0992
4.96946e-008,1.0972
4.97313e-008,1.0953
4.97680e-008,1.0938
4.98047e-008,1.0925
4.98413e-008,1.0914
4.98780e-008,1.0903
4.99147e-008,1.0893
4.99513e-008,1.0886
4.99880e-008,1.0883
5.00247e-008,1.0886
5.00614e-008,1.0893
5.00980e-008,1.0903
5.01347e-008,1.0912
5.01714e-008,1.0919
5.02081e-008,1.0920
5.02448e-008,1.0917
5.02814e-008,1.0911
5.03181e-008,1.0904
5.03548e-008,1.0900
5.03914e-008,1.0900
5.04281e-008,1.0903
5.04648e-008,1.0908
5.05015e-008,1.0912
5.05382e-008,1.0913
5.05748e-008,1.0910
5.06115e-008,1.0904
5.06482e-008,1.0899
5.06849e-008,1.0896
5.07215e-008,1.0896
5.07582e-008,1.0899
5.07949e-008,1.0904
5.08315e-008,1.0907
5.08682e-008,1.0909
5.09049e-008,1.0908
5.09416e-008,1.0904
5.09783e-008,1.0901
5.10149e-008,1.0898
5.10516e-008,1.0897
5.10883e-008,1.0898
5.11249e-008,1.0901
5.11616e-008,1.0904
5.11983e-008,1.0905
5.12350e-008,1.0905
5.12716e-008,1.0904
5.13083e-008,1.0902
5.13450e-008,1.0900
5.13817e-008,1.0899
5.14184e-008,1.0900
5.14550e-008,1.0902
5.14917e-008,1.0904
5.15284e-008,1.0906
5.15650e-008,1.0907
5.16017e-008,1.0907
5.16384e-008,1.0906
5.16751e-008,1.0904
5.17118e-008,1.0903
5.17484e-008,1.0903
5.17851e-008,1.0903
5.18218e-008,1.0904
5.18584e-008,1.0905
5.18951e-008,1.0906
5.19318e-008,1.0905
5.19685e-008,1.0904
5.20051e-008,1.0904
5.20418e-008,1.0903
5.20785e-008,1.0903
5.21152e-008,1.0904
5.21519e-008,1.0904
5.21885e-008,1.0905
5.22252e-008,1.0905
5.22619e-008,1.0905
5.22985e-008,1.0905
5.23352e-008,1.0904
5.23719e-008,1.0904
5.24086e-008,1.0904
5.24453e-008,1.0904
5.24819e-008,1.0904
5.25186e-008,1.0905
5.25553e-008,1.0905
5.25920e-008,1.0905
5.26286e-008,1.0905
5.26653e-008,1.0904
5.27020e-008,1.0904
5.27386e-008,1.0904
5.27753e-008,1.0904
5.28120e-008,1.0905
5.28487e-008,1.0905
5.28854e-008,1.0905
5.29220e-008,1.0905
5.29587e-008,1.0905
5.29954e-008,1.0905
5.30320e-008,1.0904
5.30687e-008,1.0904
5.31054e-008,1.0904
5.31421e-008,1.0904
5.31787e-008,1.0905
5.32154e-008,1.0905
5.32521e-008,1.0905
5.32888e-008,1.0905
5.33255e-008,1.0907
5.33621e-008,1.0910
5.33988e-008,1.0917
5.34355e-008,1.0920
5.34721e-008,1.0903
5.35088e-008,1.0827
5.35455e-008,1.0643
5.35822e-008,1.0294
5.36189e-008,0.9744
5.36555e-008,0.8989
5.36922e-008,0.8072
5.37289e-008,0.7076
5.37656e-008,0.6108
5.38022e-008,0.5271
5.38389e-008,0.4635
5.38756e-008,0.4225
5.39122e-008,0.4014
5.39489e-008,0.3942
5.39856e-008,0.3932
5.40223e-008,0.3922
5.40590e-008,0.3875
5.40956e-008,0.3787
5.41323e-008,0.3677
5.41690e-008,0.3575
5.42056e-008,0.3505
5.42423e-008,0.3476
5.42790e-008,0.3481
5.43157e-008,0.3499
5.43523e-008,0.3509
5.43890e-008,0.3493
5.44257e-008,0.3450
5.44624e-008,0.3389
5.44991e-008,0.3330
5.45357e-008,0.3290
5.45724e-008,0.3279
5.46091e-008,0.3296
5.46457e-008,0.3327
5.46824e-008,0.3355
5.47191e-008,0.3365
5.47558e-008,0.3351
5.47925e-008,0.3318
5.48291e-008,0.3277
5.48658e-008,0.3240
5.49025e-008,0.3220
5.49392e-008,0.3217
5.49758e-008,0.3227
5.50125e-008,0.3241
5.50492e-008,0.3250
5.50858e-008,0.3247
5.51225e-008,0.3235
5.51592e-008,0.3217
5.51959e-008,0.3202
5.52326e-008,0.3196
5.52692e-008,0.3201
5.53059e-008,0.3217
5.53426e-008,0.3239
5.53792e-008,0.3263
5.54159e-008,0.3284
5.54526e-008,0.3301
5.54893e-008,0.3313
5.55259e-008,0.3321
5.55626e-008,0.3328
5.55993e-008,0.3333
5.56360e-008,0.3336
5.56727e-008,0.3336
5.57093e-008,0.3333
5.57460e-008,0.3327
5.57827e-008,0.3318
5.58193e-008,0.3310
5.58560e-008,0.3303
5.58927e-008,0.3301
5.59294e-008,0.3303
5.59661e-008,0.3308
5.60027e-008,0.3314
5.60394e-008,0.3317
5.60761e-008,0.3318
5.61128e-008,0.3316
5.61494e-008,0.3313
5.61861e-008,0.3318
5.62228e-008,0.3343
5.62594e-008,0.3415
5.62961e-008,0.3571
5.63328e-008,0.3857
5.63695e-008,0.4311
5.64062e-008,0.4946
5.64428e-008,0.5738
5.64795e-008,0.6628
5.65162e-008,0.7532
5.65528e-008,0.8358
5.65895e-008,0.9036
5.66262e-008,0.9531
5.66629e-008,0.9846
5.66996e-008,1.0022
5.67362e-008,1.0116
5.67729e-008,1.0183
5.68096e-008,1.0260
5.68463e-008,1.0359
5.68829e-008,1.0471
5.69196e-008,1.0576
5.69563e-008,1.0655
5.69929e-008,1.0699
5.70296e-008,1.0711
5.70663e-008,1.0706
5.71030e-008,1.0703
5.71397e-008,1.0716
5.71763e-008,1.0752
5.72130e-008,1.0804
5.72497e-008,1.0860
5.72863e-008,1.0905
5.73230e-008,1.0927
5.73597e-008,1.0925
5.73964e-008,1.0906
5.74330e-008,1.0885
5.74697e-008,1.0874
5.75064e-008,1.0880
5.75431e-008,1.0905
5.75798e-008,1.0938
5.76164e-008,1.0971
5.76531e-008,1.0994
5.76898e-008,1.1002
5.77264e-008,1.0998
5.77631e-008,1.0988
5.77998e-008,1.0981
5.78365e-008,1.0982
5.78732e-008,1.0991
5.79098e-008,1.1006
5.79465e-008,1.1019
5.79832e-008,1.1027
5.80199e-008,1.1025
5.80565e-008,1.1014
5.80932e-008,1.0997
5.81299e-008,1.0976
5.81665e-008,1.0956
5.82032e-008,1.0939
5.82399e-008,1.0926
5.82766e-008,1.0915
5.83133e-008,1.0906
5.83499e-008,1.0899
5.83866e-008,1.0893
5.84233e-008,1.0889
5.84599e-008,1.0888
5.84966e-008,1.0891
5.85333e-008,1.0897
5.85700e-008,1.0904
5.86066e-008,1.0909
5.86433e-008,1.0912
5.86800e-008,1.0912
5.87167e-008,1.0909
5.87534e-008,1.0905
5.87900e-008,1.0901
5.88267e-008,1.0900
5.88634e-008,1.0901
5.89000e-008,1.0904
5.89367e-008,1.0907
5.89734e-008,1.0912
5.90101e-008,1.0917
5.90468e-008,1.0920
5.90834e-008,1.0913
5.91201e-008,1.0867
5.91568e-008,1.0739
5.91935e-008,1.0473
5.92301e-008,1.0021
5.92668e-008,0.9360
5.93035e-008,0.8510
5.93401e-008,0.7539
5.93768e-008,0.6543
5.94135e-008,0.5632
5.94502e-008,0.4896
5.94869e-008,0.4381
5.95235e-008,0.4086
5.95602e-008,0.3960
5.95969e-008,0.3932
5.96335e-008,0.3930
5.96702e-008,0.3902
5.97069e-008,0.3831
5.97436e-008,0.3727
5.97802e-008,0.3616
5.98169e-008,0.3528
5.98536e-008,0.3481
5.98903e-008,0.3473
5.99269e-008,0.3490
5.99636e-008,0.3508
6.00003e-008,0.3506
6.00370e-008,0.3475
6.00737e-008,0.3420
6.01103e-008,0.3356
6.01470e-008,0.3304
6.01837e-008,0.3279
6.02204e-008,0.3285
6.02570e-008,0.3312
6.02937e-008,0.3344
6.03304e-008,0.3364
6.03671e-008,0.3361
6.04037e-008,0.3336
6.04404e-008,0.3296
6.04771e-008,0.3255
6.05137e-008,0.3226
6.05504e-008,0.3216
6.05871e-008,0.3222
6.06238e-008,0.3236
6.06604e-008,0.3248
6.06971e-008,0.3251
6.07338e-008,0.3242
6.07705e-008,0.3226
6.08072e-008,0.3208
6.08438e-008,0.3197
6.08805e-008,0.3197
6.09172e-008,0.3209
6.09539e-008,0.3229
6.09905e-008,0.3253
6.10272e-008,0.3276
6.10639e-008,0.3295
6.11006e-008,0.3308
6.11372e-008,0.3318
6.11739e-008,0.3325
6.12106e-008,0.3330
6.12472e-008,0.3335
6.12839e-008,0.3337
6.13206e-008,0.3336
6.13573e-008,0.3331
6.13939e-008,0.3323
6.14306e-008,0.3314
6.14673e-008,0.3306
6.15040e-008,0.3302
6.15407e-008,0.3302
6.15773e-008,0.3306
6.16140e-008,0.3311
6.16507e-008,0.3316
6.16874e-008,0.3318
6.17240e-008,0.3317
6.17607e-008,0.3313
6.17974e-008,0.3310
6.18341e-008,0.3307
6.18707e-008,0.3308
6.19074e-008,0.3310
