.HEADER
..NAMES
Time,V U2.F8
.DATA
3.36374e-008,1.1733
3.36760e-008,1.1735
3.37145e-008,1.1741
3.37531e-008,1.1742
3.37917e-008,1.1742
3.38303e-008,1.1747
3.38689e-008,1.1749
3.39074e-008,1.1748
3.39460e-008,1.1755
3.39846e-008,1.1764
3.40231e-008,1.1771
3.40617e-008,1.1780
3.41003e-008,1.1785
3.41389e-008,1.1777
3.41775e-008,1.1772
3.42160e-008,1.1775
3.42546e-008,1.1778
3.42932e-008,1.1779
3.43318e-008,1.1780
3.43703e-008,1.1781
3.44089e-008,1.1780
3.44475e-008,1.1780
3.44860e-008,1.1781
3.45246e-008,1.1781
3.45632e-008,1.1782
3.46018e-008,1.1783
3.46404e-008,1.1781
3.46789e-008,1.1779
3.47175e-008,1.1797
3.47561e-008,1.1843
3.47946e-008,1.1822
3.48332e-008,1.1590
3.48718e-008,1.0944
3.49104e-008,0.9882
3.49490e-008,0.8741
3.49875e-008,0.7643
3.50261e-008,0.6567
3.50647e-008,0.5633
3.51032e-008,0.4917
3.51418e-008,0.4417
3.51804e-008,0.4016
3.52190e-008,0.3704
3.52575e-008,0.3753
3.52961e-008,0.4088
3.53347e-008,0.4769
3.53733e-008,0.5761
3.54119e-008,0.6879
3.54504e-008,0.7833
3.54890e-008,0.8698
3.55276e-008,0.9448
3.55661e-008,1.0046
3.56047e-008,1.0494
3.56433e-008,1.0830
3.56819e-008,1.1067
3.57205e-008,1.1207
3.57590e-008,1.1321
3.57976e-008,1.1432
3.58362e-008,1.1528
3.58747e-008,1.1622
3.59133e-008,1.1707
3.59519e-008,1.1737
3.59905e-008,1.1733
3.60290e-008,1.1738
3.60676e-008,1.1743
3.61062e-008,1.1752
3.61448e-008,1.1808
3.61834e-008,1.1835
3.62219e-008,1.1719
3.62605e-008,1.1289
3.62991e-008,1.0402
3.63376e-008,0.9264
3.63762e-008,0.8160
3.64148e-008,0.7065
3.64534e-008,0.6049
3.64920e-008,0.5217
3.65305e-008,0.4619
3.65691e-008,0.4214
3.66077e-008,0.3919
3.66462e-008,0.3711
3.66848e-008,0.3589
3.67234e-008,0.3510
3.67620e-008,0.3439
3.68006e-008,0.3342
3.68391e-008,0.3238
3.68777e-008,0.3192
3.69163e-008,0.3188
3.69549e-008,0.3182
3.69934e-008,0.3185
3.70320e-008,0.3207
3.70706e-008,0.3252
3.71091e-008,0.3370
3.71477e-008,0.3673
3.71863e-008,0.4311
3.72249e-008,0.5299
3.72635e-008,0.6501
3.73020e-008,0.7610
3.73406e-008,0.8444
3.73792e-008,0.9182
3.74177e-008,0.9826
3.74563e-008,1.0324
3.74949e-008,1.0673
3.75335e-008,1.0930
3.75721e-008,1.1117
3.76106e-008,1.1250
3.76492e-008,1.1347
3.76878e-008,1.1445
3.77263e-008,1.1558
3.77649e-008,1.1667
3.78035e-008,1.1733
3.78421e-008,1.1729
3.78806e-008,1.1711
3.79192e-008,1.1720
3.79578e-008,1.1735
3.79964e-008,1.1736
3.80350e-008,1.1738
3.80735e-008,1.1745
3.81121e-008,1.1750
3.81507e-008,1.1753
3.81892e-008,1.1756
3.82278e-008,1.1766
3.82664e-008,1.1779
3.83050e-008,1.1787
3.83436e-008,1.1779
3.83821e-008,1.1768
3.84207e-008,1.1770
3.84593e-008,1.1786
3.84978e-008,1.1830
3.85364e-008,1.1838
3.85750e-008,1.1682
3.86136e-008,1.1163
3.86521e-008,1.0186
3.86907e-008,0.9034
3.87293e-008,0.7934
3.87679e-008,0.6843
3.88065e-008,0.5863
3.88450e-008,0.5082
3.88836e-008,0.4528
3.89222e-008,0.4124
3.89607e-008,0.3759
3.89993e-008,0.3709
3.90379e-008,0.3967
3.90765e-008,0.4554
3.91151e-008,0.5473
3.91536e-008,0.6590
3.91922e-008,0.7594
3.92308e-008,0.8475
3.92693e-008,0.9264
3.93079e-008,0.9902
3.93465e-008,1.0387
3.93851e-008,1.0771
3.94237e-008,1.1270
3.94622e-008,1.1520
3.95008e-008,1.1506
3.95394e-008,1.1306
3.95780e-008,1.0657
3.96165e-008,0.9614
3.96551e-008,0.8507
3.96937e-008,0.7356
3.97322e-008,0.6251
3.97708e-008,0.5366
3.98094e-008,0.4721
3.98480e-008,0.4273
3.98866e-008,0.3944
3.99251e-008,0.3739
3.99637e-008,0.3621
4.00023e-008,0.3504
4.00408e-008,0.3428
4.00794e-008,0.3363
4.01180e-008,0.3265
4.01566e-008,0.3197
4.01952e-008,0.3179
4.02337e-008,0.3165
4.02723e-008,0.3170
4.03109e-008,0.3198
4.03494e-008,0.3228
4.03880e-008,0.3242
4.04266e-008,0.3243
4.04652e-008,0.3246
4.05037e-008,0.3241
4.05423e-008,0.3231
4.05809e-008,0.3229
4.06195e-008,0.3221
4.06581e-008,0.3209
4.06966e-008,0.3213
4.07352e-008,0.3218
4.07738e-008,0.3217
4.08123e-008,0.3218
4.08509e-008,0.3221
4.08895e-008,0.3219
4.09281e-008,0.3214
4.09667e-008,0.3212
4.10052e-008,0.3212
4.10438e-008,0.3211
4.10824e-008,0.3212
4.11209e-008,0.3213
4.11595e-008,0.3211
4.11981e-008,0.3211
4.12367e-008,0.3213
