.HEADER
..NAMES
Time,V U2.E3
.DATA
0.0e+000,0.3222
3.86e-011,0.3222
7.72e-011,0.3222
1.157e-010,0.3222
1.543e-010,0.3222
1.929e-010,0.3222
2.314e-010,0.3222
2.700e-010,0.3222
3.086e-010,0.3222
3.472e-010,0.3222
3.857e-010,0.3222
4.243e-010,0.3222
4.629e-010,0.3223
5.015e-010,0.3241
5.401e-010,0.3325
5.786e-010,0.3569
6.172e-010,0.4112
6.558e-010,0.4991
6.944e-010,0.6128
7.329e-010,0.7264
7.715e-010,0.8214
8.101e-010,0.9055
8.486e-010,0.9749
8.872e-010,1.0275
9.258e-010,1.0639
9.644e-010,1.0887
1.0029e-009,1.1065
1.0415e-009,1.1192
1.0801e-009,1.1293
1.1187e-009,1.1392
1.1572e-009,1.1501
1.1958e-009,1.1607
1.2344e-009,1.1692
1.2730e-009,1.1727
1.3115e-009,1.1719
1.3501e-009,1.1718
1.3887e-009,1.1722
1.4273e-009,1.1740
1.4658e-009,1.1783
1.5044e-009,1.1773
1.5430e-009,1.1624
1.5816e-009,1.1143
1.6202e-009,1.0260
1.6587e-009,0.9203
1.6973e-009,0.8095
1.7359e-009,0.6958
1.7745e-009,0.5929
1.8130e-009,0.5092
1.8516e-009,0.4495
1.8902e-009,0.4069
1.9288e-009,0.3732
1.9673e-009,0.3717
2.0059e-009,0.3946
2.0445e-009,0.4498
2.0830e-009,0.5379
2.1216e-009,0.6463
2.1602e-009,0.7464
2.1988e-009,0.8396
2.2374e-009,0.9233
2.2759e-009,0.9906
2.3145e-009,1.0399
2.3531e-009,1.0745
2.3916e-009,1.1001
2.4302e-009,1.1171
2.4688e-009,1.1270
2.5074e-009,1.1375
2.5459e-009,1.1474
2.5845e-009,1.1564
2.6231e-009,1.1651
2.6617e-009,1.1717
2.7003e-009,1.1734
2.7388e-009,1.1735
2.7774e-009,1.1742
2.8160e-009,1.1745
2.8545e-009,1.1781
2.8931e-009,1.1799
2.9317e-009,1.1734
2.9703e-009,1.1430
3.0089e-009,1.0715
3.0474e-009,0.9708
3.0860e-009,0.8630
3.1246e-009,0.7490
3.1631e-009,0.6398
3.2017e-009,0.5463
3.2403e-009,0.4754
3.2789e-009,0.4269
3.3175e-009,0.3869
3.3560e-009,0.3692
3.3946e-009,0.3806
3.4332e-009,0.4196
3.4717e-009,0.4925
3.5103e-009,0.5945
3.5489e-009,0.7006
3.5875e-009,0.7963
3.6260e-009,0.8857
3.6646e-009,0.9612
3.7032e-009,1.0189
3.7418e-009,1.0599
3.7803e-009,1.0892
3.8189e-009,1.1106
3.8575e-009,1.1228
3.8961e-009,1.1326
3.9346e-009,1.1431
3.9732e-009,1.1524
4.0118e-009,1.1614
4.0504e-009,1.1693
4.0890e-009,1.1733
4.1275e-009,1.1737
4.1661e-009,1.1741
4.2047e-009,1.1745
4.2433e-009,1.1760
4.2818e-009,1.1799
4.3204e-009,1.1783
4.3590e-009,1.1620
4.3975e-009,1.1108
4.4361e-009,1.0204
4.4747e-009,0.9149
4.5133e-009,0.8036
4.5519e-009,0.6902
4.5904e-009,0.5883
4.6290e-009,0.5061
4.6676e-009,0.4478
4.7062e-009,0.4060
4.7447e-009,0.3731
4.7833e-009,0.3727
4.8219e-009,0.3970
4.8604e-009,0.4539
4.8990e-009,0.5435
4.9376e-009,0.6519
4.9762e-009,0.7514
5.0147e-009,0.8446
5.0533e-009,0.9275
5.0919e-009,0.9938
5.1305e-009,1.0423
5.1691e-009,1.0805
5.2076e-009,1.1272
5.2462e-009,1.1450
5.2848e-009,1.1482
5.3234e-009,1.1287
5.3619e-009,1.0671
5.4005e-009,0.9719
5.4391e-009,0.8632
5.4776e-009,0.7461
5.5162e-009,0.6338
5.5548e-009,0.5389
5.5934e-009,0.4699
5.6320e-009,0.4220
5.6705e-009,0.3809
5.7091e-009,0.3686
5.7477e-009,0.3856
5.7863e-009,0.4284
5.8248e-009,0.5054
5.8634e-009,0.6127
5.9020e-009,0.7178
5.9405e-009,0.8115
5.9791e-009,0.8977
6.0177e-009,0.9705
6.0563e-009,1.0257
6.0948e-009,1.0657
6.1334e-009,1.1128
6.1720e-009,1.1414
6.2106e-009,1.1482
6.2492e-009,1.1385
6.2877e-009,1.0916
6.3263e-009,1.0038
6.3649e-009,0.8986
6.4035e-009,0.7837
6.4420e-009,0.6688
6.4806e-009,0.5663
6.5192e-009,0.4887
6.5577e-009,0.4358
6.5963e-009,0.3927
6.6349e-009,0.3685
6.6735e-009,0.3777
6.7121e-009,0.4114
6.7506e-009,0.4769
6.7892e-009,0.5769
6.8278e-009,0.6863
6.8664e-009,0.7823
6.9049e-009,0.8715
6.9435e-009,0.9493
6.9821e-009,1.0102
7.0206e-009,1.0536
7.0592e-009,1.0848
7.0978e-009,1.1081
7.1364e-009,1.1216
7.1749e-009,1.1310
7.2135e-009,1.1419
7.2521e-009,1.1513
7.2907e-009,1.1598
7.3293e-009,1.1684
7.3678e-009,1.1735
7.4064e-009,1.1737
7.4450e-009,1.1737
7.4835e-009,1.1743
7.5221e-009,1.1742
7.5607e-009,1.1731
7.5993e-009,1.1725
7.6379e-009,1.1730
7.6764e-009,1.1730
7.7150e-009,1.1732
7.7536e-009,1.1745
7.7922e-009,1.1755
7.8307e-009,1.1761
7.8693e-009,1.1764
7.9079e-009,1.1762
7.9464e-009,1.1756
7.9850e-009,1.1755
8.0236e-009,1.1758
8.0622e-009,1.1760
8.1008e-009,1.1759
8.1393e-009,1.1759
8.1779e-009,1.1762
8.2165e-009,1.1763
8.2550e-009,1.1763
8.2936e-009,1.1764
