.HEADER
..NAMES
Time,V U4.E7
.DATA
0.0e+000,1.1779
3.86e-011,1.1779
7.72e-011,1.1779
1.157e-010,1.1779
1.543e-010,1.1779
1.929e-010,1.1779
2.314e-010,1.1779
2.700e-010,1.1779
3.086e-010,1.1779
3.472e-010,1.1779
3.857e-010,1.1779
4.243e-010,1.1793
4.629e-010,1.1822
5.015e-010,1.1816
5.401e-010,1.1651
5.786e-010,1.1150
6.172e-010,1.0257
6.558e-010,0.9144
6.944e-010,0.7992
7.329e-010,0.6887
7.715e-010,0.5890
8.101e-010,0.5067
8.486e-010,0.4459
8.872e-010,0.3999
9.258e-010,0.3680
9.644e-010,0.3590
1.0029e-009,0.3858
1.0415e-009,0.4543
1.0801e-009,0.5637
1.1187e-009,0.6916
1.1572e-009,0.8056
1.1958e-009,0.8935
1.2344e-009,0.9625
1.2730e-009,1.0189
1.3115e-009,1.0632
1.3501e-009,1.1027
1.3887e-009,1.1410
1.4273e-009,1.1698
1.4658e-009,1.1710
1.5044e-009,1.1347
1.5430e-009,1.0501
1.5816e-009,0.9320
1.6202e-009,0.8101
1.6587e-009,0.6985
1.6973e-009,0.6012
1.7359e-009,0.5188
1.7745e-009,0.4541
1.8130e-009,0.4076
1.8516e-009,0.3722
1.8902e-009,0.3536
1.9288e-009,0.3688
1.9673e-009,0.4249
2.0059e-009,0.5258
2.0445e-009,0.6545
2.0830e-009,0.7759
2.1216e-009,0.8712
2.1602e-009,0.9439
2.1988e-009,1.0022
2.2374e-009,1.0499
2.2759e-009,1.0852
2.3145e-009,1.1101
2.3531e-009,1.1297
2.3916e-009,1.1444
2.4302e-009,1.1540
2.4688e-009,1.1599
2.5074e-009,1.1620
2.5459e-009,1.1613
2.5845e-009,1.1609
2.6231e-009,1.1629
2.6617e-009,1.1665
2.7003e-009,1.1694
2.7388e-009,1.1709
2.7774e-009,1.1748
2.8160e-009,1.1797
2.8545e-009,1.1776
2.8931e-009,1.1558
2.9317e-009,1.0976
2.9703e-009,1.0024
3.0089e-009,0.8898
3.0474e-009,0.7756
3.0860e-009,0.6668
3.1246e-009,0.5702
3.1631e-009,0.4918
3.2017e-009,0.4353
3.2403e-009,0.3966
3.2789e-009,0.3688
3.3175e-009,0.3489
3.3560e-009,0.3352
3.3946e-009,0.3258
3.4332e-009,0.3212
3.4717e-009,0.3211
3.5103e-009,0.3231
3.5489e-009,0.3248
3.5875e-009,0.3257
3.6260e-009,0.3265
3.6646e-009,0.3270
3.7032e-009,0.3264
3.7418e-009,0.3252
3.7803e-009,0.3244
3.8189e-009,0.3238
3.8575e-009,0.3234
3.8961e-009,0.3231
3.9346e-009,0.3228
3.9732e-009,0.3223
4.0118e-009,0.3215
4.0504e-009,0.3209
4.0890e-009,0.3208
4.1275e-009,0.3207
4.1661e-009,0.3213
4.2047e-009,0.3255
4.2433e-009,0.3403
4.2818e-009,0.3772
4.3204e-009,0.4466
4.3590e-009,0.5484
4.3975e-009,0.6657
4.4361e-009,0.7736
4.4747e-009,0.8615
4.5133e-009,0.9347
4.5519e-009,0.9959
4.5904e-009,1.0445
4.6290e-009,1.0807
4.6676e-009,1.1071
4.7062e-009,1.1271
4.7447e-009,1.1417
4.7833e-009,1.1515
4.8219e-009,1.1578
4.8604e-009,1.1606
4.8990e-009,1.1611
4.9376e-009,1.1620
4.9762e-009,1.1646
5.0147e-009,1.1675
5.0533e-009,1.1694
5.0919e-009,1.1705
5.1305e-009,1.1717
5.1691e-009,1.1728
5.2076e-009,1.1736
5.2462e-009,1.1742
5.2848e-009,1.1749
5.3234e-009,1.1754
5.3619e-009,1.1759
5.4005e-009,1.1766
5.4391e-009,1.1772
5.4776e-009,1.1773
5.5162e-009,1.1772
5.5548e-009,1.1773
5.5934e-009,1.1794
5.6320e-009,1.1823
5.6705e-009,1.1790
5.7091e-009,1.1555
5.7477e-009,1.0948
5.7863e-009,0.9975
5.8248e-009,0.8838
5.8634e-009,0.7695
5.9020e-009,0.6610
5.9405e-009,0.5653
5.9791e-009,0.4884
6.0177e-009,0.4332
6.0563e-009,0.3951
6.0948e-009,0.3676
6.1334e-009,0.3482
6.1720e-009,0.3347
6.2106e-009,0.3254
6.2492e-009,0.3210
6.2877e-009,0.3212
6.3263e-009,0.3232
6.3649e-009,0.3249
6.4035e-009,0.3258
6.4420e-009,0.3266
6.4806e-009,0.3270
6.5192e-009,0.3263
6.5577e-009,0.3251
6.5963e-009,0.3244
6.6349e-009,0.3238
6.6735e-009,0.3234
6.7121e-009,0.3232
6.7506e-009,0.3229
6.7892e-009,0.3223
6.8278e-009,0.3215
6.8664e-009,0.3209
6.9049e-009,0.3208
6.9435e-009,0.3208
6.9821e-009,0.3206
7.0206e-009,0.3206
