.HEADER
..NAMES
Time,V U2.C7&B7
.DATA
0.0e+000,1.1764
3.86e-011,1.1764
7.72e-011,1.1764
1.157e-010,1.1764
1.543e-010,1.1764
1.929e-010,1.1764
2.314e-010,1.1764
2.700e-010,1.1764
3.086e-010,1.1764
3.472e-010,1.1764
3.857e-010,1.1764
4.243e-010,1.1764
4.629e-010,1.1764
5.015e-010,1.1764
5.401e-010,1.1764
5.786e-010,1.1764
6.172e-010,1.1764
6.558e-010,1.1764
6.944e-010,1.1768
7.329e-010,1.1789
7.715e-010,1.1816
8.101e-010,1.1777
8.486e-010,1.1525
8.872e-010,1.0908
9.258e-010,0.9944
9.644e-010,0.8814
1.0029e-009,0.7651
1.0415e-009,0.6520
1.0801e-009,0.5503
1.1187e-009,0.4712
1.1572e-009,0.4195
1.1958e-009,0.3857
1.2344e-009,0.3683
1.2730e-009,0.3772
1.3115e-009,0.4196
1.3501e-009,0.4969
1.3887e-009,0.6002
1.4273e-009,0.7102
1.4658e-009,0.8102
1.5044e-009,0.8960
1.5430e-009,0.9709
1.5816e-009,1.0336
1.6202e-009,1.0790
1.6587e-009,1.1147
1.6973e-009,1.1442
1.7359e-009,1.1598
1.7745e-009,1.1532
1.8130e-009,1.1122
1.8516e-009,1.0314
1.8902e-009,0.9223
1.9288e-009,0.8006
1.9673e-009,0.6817
2.0059e-009,0.5753
2.0445e-009,0.4874
2.0830e-009,0.4257
2.1216e-009,0.3860
2.1602e-009,0.3638
2.1988e-009,0.3656
2.2374e-009,0.3977
2.2759e-009,0.4639
2.3145e-009,0.5607
2.3531e-009,0.6709
2.3916e-009,0.7757
2.4302e-009,0.8667
2.4688e-009,0.9455
2.5074e-009,1.0134
2.5459e-009,1.0651
2.5845e-009,1.1039
2.6231e-009,1.1365
2.6617e-009,1.1573
2.7003e-009,1.1585
2.7388e-009,1.1299
2.7774e-009,1.0609
2.8160e-009,0.9588
2.8545e-009,0.8391
2.8931e-009,0.7179
2.9317e-009,0.6072
2.9703e-009,0.5127
3.0089e-009,0.4424
3.0474e-009,0.3967
3.0860e-009,0.3686
3.1246e-009,0.3620
3.1631e-009,0.3840
3.2017e-009,0.4390
3.2403e-009,0.5275
3.2789e-009,0.6357
3.3175e-009,0.7439
3.3560e-009,0.8396
3.3946e-009,0.9218
3.4332e-009,0.9934
3.4717e-009,1.0507
3.5103e-009,1.0917
3.5489e-009,1.1258
3.5875e-009,1.1518
3.6260e-009,1.1605
3.6646e-009,1.1429
3.7032e-009,1.0866
3.7418e-009,0.9934
3.7803e-009,0.8781
3.8189e-009,0.7559
3.8575e-009,0.6407
3.8961e-009,0.5404
3.9346e-009,0.4615
3.9732e-009,0.4091
4.0118e-009,0.3754
4.0504e-009,0.3611
4.0890e-009,0.3735
4.1275e-009,0.4178
4.1661e-009,0.4965
4.2047e-009,0.6007
