.HEADER
..NAMES
Time,V U3.F3&G3
.DATA
2.01362e-008,0.9871
2.01747e-008,0.8674
2.02133e-008,0.7424
2.02519e-008,0.6245
2.02905e-008,0.5272
2.03290e-008,0.4540
2.03676e-008,0.4038
2.04062e-008,0.3738
2.04447e-008,0.3625
2.04833e-008,0.3739
2.05219e-008,0.4167
2.05605e-008,0.4964
2.05990e-008,0.6058
2.06376e-008,0.7234
2.06762e-008,0.8314
2.07148e-008,0.9237
2.07533e-008,0.9985
2.07919e-008,1.0541
2.08305e-008,1.0929
2.08691e-008,1.1242
2.09077e-008,1.1492
2.09462e-008,1.1622
2.09848e-008,1.1551
2.10234e-008,1.1108
2.10620e-008,1.0219
2.11005e-008,0.9064
2.11391e-008,0.7818
2.11777e-008,0.6600
2.12163e-008,0.5554
2.12548e-008,0.4746
2.12934e-008,0.4177
2.13320e-008,0.3819
2.13705e-008,0.3644
2.14091e-008,0.3676
2.14477e-008,0.3997
2.14863e-008,0.4676
2.15248e-008,0.5692
2.15634e-008,0.6867
2.16020e-008,0.7987
2.16406e-008,0.8962
2.16791e-008,0.9770
2.17177e-008,1.0387
2.17563e-008,1.0819
2.17949e-008,1.1150
2.18335e-008,1.1426
2.18720e-008,1.1598
2.19106e-008,1.1605
2.19492e-008,1.1299
2.19878e-008,1.0540
2.20263e-008,0.9446
2.20649e-008,0.8215
2.21035e-008,0.6973
2.21420e-008,0.5860
2.21806e-008,0.4976
2.22192e-008,0.4332
2.22578e-008,0.3910
2.22963e-008,0.3678
2.23349e-008,0.3638
2.23735e-008,0.3858
2.24121e-008,0.4421
2.24506e-008,0.5342
2.24892e-008,0.6493
2.25278e-008,0.7647
2.25664e-008,0.8671
2.26050e-008,0.9534
2.26435e-008,1.0213
2.26821e-008,1.0699
2.27207e-008,1.1053
2.27593e-008,1.1349
2.27978e-008,1.1559
2.28364e-008,1.1628
2.28750e-008,1.1442
2.29136e-008,1.0828
2.29521e-008,0.9814
2.29907e-008,0.8611
2.30293e-008,0.7359
2.30678e-008,0.6189
2.31064e-008,0.5230
2.31450e-008,0.4510
2.31836e-008,0.4021
2.32221e-008,0.3732
2.32607e-008,0.3626
2.32993e-008,0.3754
2.33379e-008,0.4202
2.33764e-008,0.5016
2.34150e-008,0.6118
2.34536e-008,0.7292
2.34922e-008,0.8364
2.35308e-008,0.9280
2.35693e-008,1.0020
2.36079e-008,1.0565
2.36465e-008,1.0943
2.36851e-008,1.1249
2.37236e-008,1.1497
2.37622e-008,1.1622
2.38008e-008,1.1537
2.38394e-008,1.1070
2.38779e-008,1.0163
2.39165e-008,0.9001
2.39551e-008,0.7756
2.39936e-008,0.6543
2.40322e-008,0.5506
2.40708e-008,0.4711
2.41094e-008,0.4152
2.41479e-008,0.3802
2.41865e-008,0.3638
2.42251e-008,0.3683
2.42637e-008,0.4020
2.43023e-008,0.4719
2.43408e-008,0.5750
2.43794e-008,0.6927
2.44180e-008,0.8041
2.44566e-008,0.9008
2.44951e-008,0.9805
2.45337e-008,1.0413
2.45723e-008,1.0836
2.46109e-008,1.1159
2.46494e-008,1.1431
2.46880e-008,1.1600
2.47266e-008,1.1596
2.47651e-008,1.1269
2.48037e-008,1.0489
2.48423e-008,0.9383
2.48809e-008,0.8151
2.49194e-008,0.6913
2.49580e-008,0.5809
2.49966e-008,0.4936
2.50352e-008,0.4305
2.50737e-008,0.3891
2.51123e-008,0.3668
2.51509e-008,0.3641
2.51895e-008,0.3876
2.52281e-008,0.4457
2.52666e-008,0.5397
2.53052e-008,0.6554
2.53438e-008,0.7703
2.53824e-008,0.8720
2.54209e-008,0.9573
2.54595e-008,1.0242
2.54981e-008,1.0719
2.55367e-008,1.1064
2.55752e-008,1.1354
2.56138e-008,1.1562
2.56524e-008,1.1624
2.56909e-008,1.1420
2.57295e-008,1.0783
2.57681e-008,0.9754
2.58067e-008,0.8546
2.58452e-008,0.7297
2.58838e-008,0.6135
2.59224e-008,0.5186
2.59610e-008,0.4479
2.59995e-008,0.3998
