.HEADER
..NAMES
Time,V U2.F7
.DATA
0.0e+000,0.3213
3.86e-011,0.3213
7.72e-011,0.3213
1.157e-010,0.3213
1.543e-010,0.3213
1.929e-010,0.3213
2.314e-010,0.3213
2.700e-010,0.3213
3.086e-010,0.3213
3.472e-010,0.3213
3.857e-010,0.3213
4.243e-010,0.3214
4.629e-010,0.3219
5.015e-010,0.3260
5.401e-010,0.3400
5.786e-010,0.3759
6.172e-010,0.4443
6.558e-010,0.5438
6.944e-010,0.6611
7.329e-010,0.7680
7.715e-010,0.8607
8.101e-010,0.9391
8.486e-010,1.0005
8.872e-010,1.0450
9.258e-010,1.0770
9.644e-010,1.1002
1.0029e-009,1.1169
1.0415e-009,1.1299
1.0801e-009,1.1417
1.1187e-009,1.1533
1.1572e-009,1.1635
1.1958e-009,1.1704
1.2344e-009,1.1724
1.2730e-009,1.1721
1.3115e-009,1.1721
1.3501e-009,1.1722
1.3887e-009,1.1721
1.4273e-009,1.1723
1.4658e-009,1.1730
1.5044e-009,1.1738
1.5430e-009,1.1745
1.5816e-009,1.1754
1.6202e-009,1.1763
1.6587e-009,1.1769
1.6973e-009,1.1770
1.7359e-009,1.1767
1.7745e-009,1.1764
1.8130e-009,1.1766
1.8516e-009,1.1770
1.8902e-009,1.1771
1.9288e-009,1.1773
1.9673e-009,1.1774
2.0059e-009,1.1774
2.0445e-009,1.1774
2.0830e-009,1.1774
2.1216e-009,1.1775
2.1602e-009,1.1774
2.1988e-009,1.1774
2.2374e-009,1.1773
2.2759e-009,1.1773
2.3145e-009,1.1774
2.3531e-009,1.1775
2.3916e-009,1.1774
2.4302e-009,1.1774
2.4688e-009,1.1774
2.5074e-009,1.1774
2.5459e-009,1.1774
2.5845e-009,1.1774
2.6231e-009,1.1774
2.6617e-009,1.1774
2.7003e-009,1.1774
2.7388e-009,1.1774
2.7774e-009,1.1775
2.8160e-009,1.1786
2.8545e-009,1.1818
2.8931e-009,1.1816
2.9317e-009,1.1670
2.9703e-009,1.1206
3.0089e-009,1.0353
3.0474e-009,0.9296
3.0860e-009,0.8163
3.1246e-009,0.7007
3.1631e-009,0.5965
3.2017e-009,0.5128
3.2403e-009,0.4518
3.2789e-009,0.4099
3.3175e-009,0.3821
3.3560e-009,0.3650
3.3946e-009,0.3542
3.4332e-009,0.3452
3.4717e-009,0.3357
3.5103e-009,0.3260
3.5489e-009,0.3195
3.5875e-009,0.3168
3.6260e-009,0.3160
3.6646e-009,0.3168
3.7032e-009,0.3194
3.7418e-009,0.3223
3.7803e-009,0.3243
3.8189e-009,0.3251
3.8575e-009,0.3251
3.8961e-009,0.3247
3.9346e-009,0.3237
3.9732e-009,0.3226
4.0118e-009,0.3219
4.0504e-009,0.3218
4.0890e-009,0.3220
4.1275e-009,0.3222
4.1661e-009,0.3222
4.2047e-009,0.3224
4.2433e-009,0.3251
4.2818e-009,0.3352
4.3204e-009,0.3634
4.3590e-009,0.4225
4.3975e-009,0.5144
4.4361e-009,0.6295
4.4747e-009,0.7410
4.5133e-009,0.8372
4.5519e-009,0.9199
4.5904e-009,0.9861
4.6290e-009,1.0347
4.6676e-009,1.0708
4.7062e-009,1.1122
4.7447e-009,1.1425
4.7833e-009,1.1520
4.8219e-009,1.1445
4.8604e-009,1.0995
4.8990e-009,1.0116
4.9376e-009,0.9026
4.9762e-009,0.7823
5.0147e-009,0.6635
5.0533e-009,0.5622
5.0919e-009,0.4850
5.1305e-009,0.4310
5.1691e-009,0.3949
5.2076e-009,0.3738
5.2462e-009,0.3605
5.2848e-009,0.3497
5.3234e-009,0.3413
5.3619e-009,0.3326
5.4005e-009,0.3232
5.4391e-009,0.3171
5.4776e-009,0.3147
5.5162e-009,0.3144
5.5548e-009,0.3165
5.5934e-009,0.3201
5.6320e-009,0.3240
5.6705e-009,0.3314
5.7091e-009,0.3510
5.7477e-009,0.3948
5.7863e-009,0.4710
5.8248e-009,0.5766
5.8634e-009,0.6931
5.9020e-009,0.7952
5.9405e-009,0.8845
5.9791e-009,0.9588
6.0177e-009,1.0155
6.0563e-009,1.0561
6.0948e-009,1.0936
6.1334e-009,1.1341
6.1720e-009,1.1493
6.2106e-009,1.1521
6.2492e-009,1.1269
6.2877e-009,1.0573
6.3263e-009,0.9555
6.3649e-009,0.8404
6.4035e-009,0.7184
6.4420e-009,0.6076
6.4806e-009,0.5186
6.5192e-009,0.4541
6.5577e-009,0.4100
6.5963e-009,0.3824
6.6349e-009,0.3663
6.6735e-009,0.3543
6.7121e-009,0.3450
6.7506e-009,0.3370
6.7892e-009,0.3275
6.8278e-009,0.3194
6.8664e-009,0.3155
6.9049e-009,0.3143
6.9435e-009,0.3153
6.9821e-009,0.3183
7.0206e-009,0.3219
7.0592e-009,0.3242
7.0978e-009,0.3253
7.1364e-009,0.3255
7.1749e-009,0.3247
7.2135e-009,0.3236
7.2521e-009,0.3228
7.2907e-009,0.3220
7.3293e-009,0.3215
7.3678e-009,0.3217
7.4064e-009,0.3221
7.4450e-009,0.3222
7.4835e-009,0.3224
7.5221e-009,0.3246
7.5607e-009,0.3335
7.5993e-009,0.3591
7.6379e-009,0.4145
7.6764e-009,0.5031
7.7150e-009,0.6168
7.7536e-009,0.7301
7.7922e-009,0.8276
7.8307e-009,0.9118
7.8693e-009,0.9798
7.9079e-009,1.0303
7.9464e-009,1.0664
7.9850e-009,1.0925
8.0236e-009,1.1113
8.0622e-009,1.1253
8.1008e-009,1.1372
8.1393e-009,1.1491
8.1779e-009,1.1601
8.2165e-009,1.1685
8.2550e-009,1.1723
8.2936e-009,1.1724
8.3322e-009,1.1722
8.3708e-009,1.1723
8.4093e-009,1.1722
8.4479e-009,1.1745
8.4865e-009,1.1794
8.5251e-009,1.1787
8.5637e-009,1.1622
8.6022e-009,1.1121
8.6408e-009,1.0238
8.6794e-009,0.9170
8.7179e-009,0.8028
8.7565e-009,0.6873
8.7951e-009,0.5848
8.8337e-009,0.5039
8.8722e-009,0.4458
8.9108e-009,0.4059
8.9494e-009,0.3797
8.9880e-009,0.3638
9.0266e-009,0.3532
9.0651e-009,0.3442
9.1037e-009,0.3345
9.1423e-009,0.3250
9.1808e-009,0.3190
9.2194e-009,0.3166
9.2580e-009,0.3158
9.2966e-009,0.3169
9.3352e-009,0.3198
9.3737e-009,0.3227
9.4123e-009,0.3245
9.4509e-009,0.3251
9.4895e-009,0.3251
9.5280e-009,0.3245
9.5666e-009,0.3235
9.6052e-009,0.3225
9.6437e-009,0.3218
9.6823e-009,0.3218
9.7209e-009,0.3220
9.7595e-009,0.3222
9.7981e-009,0.3222
9.8366e-009,0.3222
9.8752e-009,0.3221
9.9138e-009,0.3218
9.9524e-009,0.3215
9.9909e-009,0.3214
1.00295e-008,0.3213
1.00681e-008,0.3213
1.01066e-008,0.3213
1.01452e-008,0.3214
1.01838e-008,0.3215
1.02224e-008,0.3215
1.02610e-008,0.3215
1.02995e-008,0.3216
1.03381e-008,0.3241
1.03767e-008,0.3338
1.04152e-008,0.3611
1.04538e-008,0.4186
1.04924e-008,0.5089
1.05310e-008,0.6232
1.05695e-008,0.7355
1.06081e-008,0.8322
1.06467e-008,0.9156
1.06853e-008,0.9827
1.07239e-008,1.0323
1.07624e-008,1.0678
1.08010e-008,1.0935
1.08396e-008,1.1121
1.08781e-008,1.1260
1.09167e-008,1.1379
1.09553e-008,1.1497
1.09939e-008,1.1606
1.10324e-008,1.1688
1.10710e-008,1.1723
1.11096e-008,1.1723
1.11482e-008,1.1721
1.11868e-008,1.1723
1.12253e-008,1.1722
1.12639e-008,1.1722
1.13025e-008,1.1728
1.13410e-008,1.1736
1.13796e-008,1.1743
1.14182e-008,1.1752
1.14568e-008,1.1761
1.14953e-008,1.1768
1.15339e-008,1.1770
1.15725e-008,1.1769
1.16111e-008,1.1765
1.16497e-008,1.1766
1.16882e-008,1.1769
1.17268e-008,1.1771
1.17654e-008,1.1772
1.18039e-008,1.1774
1.18425e-008,1.1775
1.18811e-008,1.1775
1.19197e-008,1.1775
1.19583e-008,1.1775
1.19968e-008,1.1775
1.20354e-008,1.1774
1.20740e-008,1.1773
1.21126e-008,1.1773
1.21511e-008,1.1774
1.21897e-008,1.1775
1.22283e-008,1.1775
1.22668e-008,1.1775
1.23054e-008,1.1775
1.23440e-008,1.1774
1.23826e-008,1.1774
1.24212e-008,1.1774
1.24597e-008,1.1775
1.24983e-008,1.1775
1.25369e-008,1.1774
1.25755e-008,1.1774
1.26140e-008,1.1775
1.26526e-008,1.1775
1.26912e-008,1.1775
1.27297e-008,1.1775
1.27683e-008,1.1775
1.28069e-008,1.1775
1.28455e-008,1.1775
1.28841e-008,1.1775
1.29226e-008,1.1775
1.29612e-008,1.1775
1.29998e-008,1.1775
1.30383e-008,1.1775
1.30769e-008,1.1775
1.31155e-008,1.1777
1.31541e-008,1.1802
1.31926e-008,1.1828
1.32312e-008,1.1768
1.32698e-008,1.1479
1.33084e-008,1.0802
1.33470e-008,0.9813
1.33855e-008,0.8714
1.34241e-008,0.7554
1.34627e-008,0.6441
1.35012e-008,0.5499
1.35398e-008,0.4783
1.35784e-008,0.4280
1.36170e-008,0.3939
1.36555e-008,0.3721
1.36941e-008,0.3589
1.37327e-008,0.3495
1.37713e-008,0.3404
1.38099e-008,0.3305
1.38484e-008,0.3221
1.38870e-008,0.3178
1.39256e-008,0.3163
1.39641e-008,0.3162
1.40027e-008,0.3181
1.40413e-008,0.3211
1.40799e-008,0.3236
1.41185e-008,0.3248
1.41570e-008,0.3252
1.41956e-008,0.3250
1.42342e-008,0.3243
1.42728e-008,0.3232
1.43113e-008,0.3222
1.43499e-008,0.3218
1.43885e-008,0.3219
1.44270e-008,0.3222
1.44656e-008,0.3222
1.45042e-008,0.3223
1.45428e-008,0.3233
1.45814e-008,0.3289
1.46199e-008,0.3467
1.46585e-008,0.3899
1.46971e-008,0.4666
1.47357e-008,0.5727
1.47742e-008,0.6897
1.48128e-008,0.7926
1.48514e-008,0.8821
1.48899e-008,0.9565
1.49285e-008,1.0135
1.49671e-008,1.0544
1.50057e-008,1.0922
1.50443e-008,1.1331
1.50828e-008,1.1489
1.51214e-008,1.1520
1.51600e-008,1.1272
1.51985e-008,1.0579
1.52371e-008,0.9562
1.52757e-008,0.8410
1.53143e-008,0.7189
1.53528e-008,0.6079
1.53914e-008,0.5189
1.54300e-008,0.4542
1.54686e-008,0.4102
1.55071e-008,0.3825
1.55457e-008,0.3664
1.55843e-008,0.3544
1.56229e-008,0.3451
1.56615e-008,0.3371
1.57000e-008,0.3276
1.57386e-008,0.3194
1.57772e-008,0.3155
1.58158e-008,0.3143
1.58543e-008,0.3153
1.58929e-008,0.3184
1.59315e-008,0.3220
1.59701e-008,0.3269
1.60086e-008,0.3394
1.60472e-008,0.3699
1.60858e-008,0.4304
1.61243e-008,0.5229
1.61629e-008,0.6381
1.62015e-008,0.7482
1.62401e-008,0.8432
1.62786e-008,0.9253
1.63172e-008,0.9906
1.63558e-008,1.0383
1.63944e-008,1.0742
1.64329e-008,1.1166
1.64715e-008,1.1440
1.65101e-008,1.1528
1.65487e-008,1.1438
1.65873e-008,1.0962
1.66258e-008,1.0064
1.66644e-008,0.8971
1.67030e-008,0.7765
1.67416e-008,0.6583
1.67801e-008,0.5581
1.68187e-008,0.4820
1.68573e-008,0.4286
1.68959e-008,0.3880
1.69344e-008,0.3678
1.69730e-008,0.3733
1.70116e-008,0.4030
1.70501e-008,0.4684
1.70887e-008,0.5677
1.71273e-008,0.6794
1.71659e-008,0.7833
1.72044e-008,0.8780
1.72430e-008,0.9570
1.72816e-008,1.0179
1.73202e-008,1.0622
1.73588e-008,1.1041
1.73973e-008,1.1399
1.74359e-008,1.1529
1.74745e-008,1.1523
1.75131e-008,1.1184
1.75516e-008,1.0406
1.75902e-008,0.9369
1.76288e-008,0.8204
1.76674e-008,0.6992
1.77059e-008,0.5915
1.77445e-008,0.5064
1.77831e-008,0.4454
1.78216e-008,0.4040
1.78602e-008,0.3785
1.78988e-008,0.3633
1.79374e-008,0.3519
1.79759e-008,0.3434
1.80145e-008,0.3351
1.80531e-008,0.3256
1.80917e-008,0.3186
