.HEADER
..NAMES
Time,V U5.A3
.DATA
0.0e+000,1.1778
3.86e-011,1.1778
7.72e-011,1.1778
1.157e-010,1.1778
1.543e-010,1.1778
1.929e-010,1.1778
2.314e-010,1.1778
2.700e-010,1.1778
3.086e-010,1.1778
3.472e-010,1.1778
3.857e-010,1.1778
4.243e-010,1.1780
4.629e-010,1.1800
5.015e-010,1.1833
5.401e-010,1.1802
5.786e-010,1.1542
6.172e-010,1.0867
6.558e-010,0.9787
6.944e-010,0.8566
7.329e-010,0.7420
7.715e-010,0.6396
8.101e-010,0.5523
8.486e-010,0.4851
8.872e-010,0.4365
9.258e-010,0.3975
9.644e-010,0.3715
1.0029e-009,0.3709
1.0415e-009,0.4094
1.0801e-009,0.4873
1.1187e-009,0.5995
1.1572e-009,0.7196
1.1958e-009,0.8219
1.2344e-009,0.9018
1.2730e-009,0.9664
1.3115e-009,1.0177
1.3501e-009,1.0595
1.3887e-009,1.1043
1.4273e-009,1.1454
1.4658e-009,1.1669
1.5044e-009,1.1579
1.5430e-009,1.1138
1.5816e-009,1.0209
1.6202e-009,0.9000
1.6587e-009,0.7786
1.6973e-009,0.6668
1.7359e-009,0.5704
1.7745e-009,0.4983
1.8130e-009,0.4456
1.8516e-009,0.4077
1.8902e-009,0.3828
1.9288e-009,0.3637
1.9673e-009,0.3474
2.0059e-009,0.3367
2.0445e-009,0.3297
2.0830e-009,0.3224
2.1216e-009,0.3177
2.1602e-009,0.3175
2.1988e-009,0.3196
2.2374e-009,0.3219
2.2759e-009,0.3241
2.3145e-009,0.3252
2.3531e-009,0.3253
2.3916e-009,0.3252
2.4302e-009,0.3243
2.4688e-009,0.3229
2.5074e-009,0.3225
2.5459e-009,0.3227
2.5845e-009,0.3223
2.6231e-009,0.3217
2.6617e-009,0.3216
2.7003e-009,0.3216
2.7388e-009,0.3215
2.7774e-009,0.3212
2.8160e-009,0.3208
2.8545e-009,0.3206
2.8931e-009,0.3206
2.9317e-009,0.3206
2.9703e-009,0.3204
3.0089e-009,0.3205
3.0474e-009,0.3207
3.0860e-009,0.3207
3.1246e-009,0.3206
3.1631e-009,0.3205
3.2017e-009,0.3206
3.2403e-009,0.3207
3.2789e-009,0.3230
3.3175e-009,0.3328
3.3560e-009,0.3609
3.3946e-009,0.4210
