.HEADER
..NAMES
Time,V U4.R8
.DATA
0.0e+000,0.3296
3.67e-011,0.3296
7.33e-011,0.3296
1.100e-010,0.3296
1.467e-010,0.3296
1.834e-010,0.3296
2.201e-010,0.3296
2.567e-010,0.3296
2.934e-010,0.3296
3.301e-010,0.3296
3.667e-010,0.3296
4.034e-010,0.3296
4.401e-010,0.3296
4.768e-010,0.3296
5.135e-010,0.3296
5.501e-010,0.3296
5.868e-010,0.3297
6.235e-010,0.3302
6.601e-010,0.3329
6.968e-010,0.3414
7.335e-010,0.3618
7.702e-010,0.3998
8.068e-010,0.4575
8.435e-010,0.5318
8.802e-010,0.6159
9.169e-010,0.7034
9.536e-010,0.7871
9.902e-010,0.8578
1.0269e-009,0.9070
1.0636e-009,0.9338
1.1003e-009,0.9438
1.1369e-009,0.9446
1.1736e-009,0.9426
1.2103e-009,0.9423
1.2469e-009,0.9458
1.2836e-009,0.9530
1.3203e-009,0.9628
1.3570e-009,0.9734
1.3936e-009,0.9824
1.4303e-009,0.9885
1.4670e-009,0.9926
1.5037e-009,0.9972
1.5403e-009,1.0053
1.5770e-009,1.0182
1.6137e-009,1.0355
1.6504e-009,1.0546
1.6871e-009,1.0721
1.7237e-009,1.0850
1.7604e-009,1.0912
1.7971e-009,1.0910
1.8338e-009,1.0860
1.8704e-009,1.0795
1.9071e-009,1.0743
1.9438e-009,1.0727
1.9805e-009,1.0758
2.0171e-009,1.0834
2.0538e-009,1.0932
2.0905e-009,1.1023
2.1272e-009,1.1079
2.1638e-009,1.1091
2.2005e-009,1.1067
2.2372e-009,1.1027
2.2738e-009,1.0989
2.3105e-009,1.0966
2.3472e-009,1.0964
2.3839e-009,1.0982
2.4205e-009,1.1014
2.4572e-009,1.1049
2.4939e-009,1.1076
2.5306e-009,1.1087
2.5672e-009,1.1069
2.6039e-009,1.0991
2.6406e-009,1.0798
2.6773e-009,1.0421
2.7139e-009,0.9841
2.7506e-009,0.9095
2.7873e-009,0.8222
2.8240e-009,0.7270
2.8606e-009,0.6333
2.8973e-009,0.5543
2.9340e-009,0.4985
2.9707e-009,0.4675
3.0073e-009,0.4572
3.0440e-009,0.4606
3.0807e-009,0.4693
3.1174e-009,0.4767
3.1540e-009,0.4791
3.1907e-009,0.4750
3.2274e-009,0.4652
3.2641e-009,0.4528
3.3007e-009,0.4415
3.3374e-009,0.4336
3.3741e-009,0.4290
3.4108e-009,0.4249
3.4475e-009,0.4186
3.4841e-009,0.4104
3.5208e-009,0.4051
3.5575e-009,0.4129
3.5942e-009,0.4435
3.6308e-009,0.5007
3.6675e-009,0.5798
3.7042e-009,0.6725
3.7408e-009,0.7706
3.7775e-009,0.8622
3.8142e-009,0.9322
3.8509e-009,0.9702
3.8875e-009,0.9779
3.9242e-009,0.9655
3.9609e-009,0.9456
3.9976e-009,0.9285
4.0342e-009,0.9210
4.0709e-009,0.9247
4.1076e-009,0.9376
4.1443e-009,0.9551
4.1809e-009,0.9723
4.2176e-009,0.9845
4.2543e-009,0.9896
4.2910e-009,0.9899
4.3276e-009,0.9902
4.3643e-009,0.9956
4.4010e-009,1.0089
4.4377e-009,1.0296
4.4743e-009,1.0541
4.5110e-009,1.0770
4.5477e-009,1.0932
4.5844e-009,1.0999
4.6211e-009,1.0976
4.6577e-009,1.0891
4.6944e-009,1.0789
4.7311e-009,1.0712
4.7678e-009,1.0690
4.8044e-009,1.0737
4.8411e-009,1.0841
4.8778e-009,1.0966
4.9145e-009,1.1068
4.9511e-009,1.1116
4.9878e-009,1.1102
5.0245e-009,1.1046
5.0612e-009,1.0980
5.0978e-009,1.0930
5.1345e-009,1.0910
5.1712e-009,1.0925
5.2079e-009,1.0966
5.2445e-009,1.1018
5.2812e-009,1.1065
5.3179e-009,1.1086
5.3546e-009,1.1072
5.3912e-009,1.1026
5.4279e-009,1.0963
5.4646e-009,1.0904
5.5013e-009,1.0866
5.5379e-009,1.0854
5.5746e-009,1.0865
5.6113e-009,1.0891
5.6480e-009,1.0920
5.6846e-009,1.0943
5.7213e-009,1.0955
5.7580e-009,1.0956
5.7947e-009,1.0951
5.8313e-009,1.0943
5.8680e-009,1.0936
5.9047e-009,1.0934
5.9414e-009,1.0939
5.9780e-009,1.0946
6.0147e-009,1.0950
6.0514e-009,1.0946
6.0881e-009,1.0937
6.1247e-009,1.0925
6.1614e-009,1.0917
6.1981e-009,1.0914
6.2348e-009,1.0918
6.2714e-009,1.0929
6.3081e-009,1.0945
6.3448e-009,1.0943
6.3815e-009,1.0869
6.4181e-009,1.0645
6.4548e-009,1.0213
6.4915e-009,0.9574
6.5282e-009,0.8763
6.5648e-009,0.7826
6.6015e-009,0.6844
6.6382e-009,0.5942
6.6749e-009,0.5231
6.7115e-009,0.4766
6.7482e-009,0.4544
6.7849e-009,0.4513
6.8215e-009,0.4590
6.8582e-009,0.4690
6.8949e-009,0.4756
6.9316e-009,0.4758
6.9682e-009,0.4696
7.0049e-009,0.4588
7.0416e-009,0.4469
7.0783e-009,0.4370
7.1149e-009,0.4303
7.1516e-009,0.4258
7.1883e-009,0.4211
7.2250e-009,0.4149
7.2616e-009,0.4099
7.2983e-009,0.4135
7.3350e-009,0.4356
7.3717e-009,0.4825
7.4083e-009,0.5527
7.4450e-009,0.6391
7.4817e-009,0.7342
7.5184e-009,0.8283
7.5550e-009,0.9073
7.5917e-009,0.9581
7.6284e-009,0.9779
7.6651e-009,0.9738
7.7018e-009,0.9571
7.7384e-009,0.9385
7.7751e-009,0.9262
7.8118e-009,0.9241
7.8484e-009,0.9319
7.8851e-009,0.9467
7.9218e-009,0.9639
7.9585e-009,0.9784
7.9952e-009,0.9869
8.0318e-009,0.9900
8.0685e-009,0.9911
8.1052e-009,0.9951
8.1418e-009,1.0055
8.1785e-009,1.0230
8.2152e-009,1.0452
8.2519e-009,1.0678
8.2886e-009,1.0859
8.3252e-009,1.0961
8.3619e-009,1.0974
8.3986e-009,1.0917
8.4352e-009,1.0827
8.4719e-009,1.0746
8.5086e-009,1.0706
8.5453e-009,1.0726
8.5820e-009,1.0807
8.6186e-009,1.0921
8.6553e-009,1.1028
8.6920e-009,1.1093
8.7286e-009,1.1100
8.7653e-009,1.1060
8.8020e-009,1.1001
8.8387e-009,1.0947
8.8754e-009,1.0918
8.9120e-009,1.0920
8.9487e-009,1.0950
8.9854e-009,1.0999
9.0220e-009,1.1051
9.0587e-009,1.1089
9.0954e-009,1.1102
9.1321e-009,1.1079
9.1688e-009,1.0993
9.2054e-009,1.0794
9.2421e-009,1.0417
9.2788e-009,0.9843
9.3154e-009,0.9104
9.3521e-009,0.8241
9.3888e-009,0.7296
9.4255e-009,0.6361
9.4622e-009,0.5565
9.4988e-009,0.4998
9.5355e-009,0.4680
9.5722e-009,0.4573
9.6088e-009,0.4606
9.6455e-009,0.4695
9.6822e-009,0.4772
9.7189e-009,0.4797
9.7556e-009,0.4756
9.7922e-009,0.4656
9.8289e-009,0.4526
9.8656e-009,0.4406
9.9022e-009,0.4324
9.9389e-009,0.4279
9.9756e-009,0.4243
1.00123e-008,0.4186
1.00490e-008,0.4107
1.00856e-008,0.4052
1.01223e-008,0.4120
1.01590e-008,0.4411
1.01956e-008,0.4969
1.02323e-008,0.5750
1.02690e-008,0.6672
1.03057e-008,0.7655
1.03424e-008,0.8581
1.03790e-008,0.9298
1.04157e-008,0.9694
1.04524e-008,0.9782
1.04890e-008,0.9662
1.05257e-008,0.9460
1.05624e-008,0.9283
1.05991e-008,0.9201
1.06358e-008,0.9234
1.06724e-008,0.9361
1.07091e-008,0.9539
1.07458e-008,0.9716
1.07824e-008,0.9843
1.08191e-008,0.9898
1.08558e-008,0.9900
1.08925e-008,0.9899
1.09292e-008,0.9946
1.09658e-008,1.0073
1.10025e-008,1.0277
1.10392e-008,1.0523
1.10758e-008,1.0757
1.11125e-008,1.0925
1.11492e-008,1.0999
1.11859e-008,1.0979
1.12226e-008,1.0895
1.12592e-008,1.0790
1.12959e-008,1.0708
1.13326e-008,1.0682
1.13693e-008,1.0725
1.14059e-008,1.0828
1.14426e-008,1.0956
1.14793e-008,1.1062
1.15159e-008,1.1114
1.15526e-008,1.1103
1.15893e-008,1.1048
1.16260e-008,1.0980
1.16627e-008,1.0927
1.16993e-008,1.0905
1.17360e-008,1.0918
1.17727e-008,1.0958
1.18093e-008,1.1012
1.18460e-008,1.1060
1.18827e-008,1.1084
1.19194e-008,1.1072
1.19561e-008,1.1026
1.19927e-008,1.0963
1.20294e-008,1.0903
1.20661e-008,1.0863
1.21027e-008,1.0849
1.21394e-008,1.0860
1.21761e-008,1.0886
1.22128e-008,1.0916
1.22495e-008,1.0939
1.22861e-008,1.0952
1.23228e-008,1.0954
1.23595e-008,1.0949
1.23961e-008,1.0940
1.24328e-008,1.0932
1.24695e-008,1.0930
1.25062e-008,1.0935
1.25429e-008,1.0942
1.25795e-008,1.0947
1.26162e-008,1.0944
1.26529e-008,1.0934
1.26895e-008,1.0923
1.27262e-008,1.0915
1.27629e-008,1.0910
1.27996e-008,1.0909
1.28363e-008,1.0909
1.28729e-008,1.0910
1.29096e-008,1.0913
1.29463e-008,1.0916
1.29829e-008,1.0917
1.30196e-008,1.0917
1.30563e-008,1.0916
1.30930e-008,1.0915
1.31297e-008,1.0917
1.31663e-008,1.0919
1.32030e-008,1.0922
1.32397e-008,1.0921
1.32763e-008,1.0918
1.33130e-008,1.0912
1.33497e-008,1.0907
1.33864e-008,1.0903
1.34231e-008,1.0903
1.34597e-008,1.0905
1.34964e-008,1.0911
1.35331e-008,1.0917
1.35697e-008,1.0923
1.36064e-008,1.0926
1.36431e-008,1.0924
1.36798e-008,1.0919
1.37165e-008,1.0912
1.37531e-008,1.0907
1.37898e-008,1.0905
1.38265e-008,1.0907
1.38631e-008,1.0913
1.38998e-008,1.0919
1.39365e-008,1.0924
1.39732e-008,1.0926
1.40099e-008,1.0925
1.40465e-008,1.0920
1.40832e-008,1.0914
1.41199e-008,1.0908
1.41565e-008,1.0905
1.41932e-008,1.0905
1.42299e-008,1.0909
1.42666e-008,1.0914
1.43033e-008,1.0920
1.43399e-008,1.0923
1.43766e-008,1.0923
1.44133e-008,1.0920
1.44499e-008,1.0916
1.44866e-008,1.0912
1.45233e-008,1.0909
1.45600e-008,1.0909
1.45967e-008,1.0911
1.46333e-008,1.0914
1.46700e-008,1.0918
1.47067e-008,1.0920
1.47433e-008,1.0921
1.47800e-008,1.0919
1.48167e-008,1.0916
1.48534e-008,1.0913
1.48901e-008,1.0911
1.49267e-008,1.0911
1.49634e-008,1.0912
1.50001e-008,1.0914
1.50368e-008,1.0916
1.50734e-008,1.0918
1.51101e-008,1.0919
1.51468e-008,1.0918
1.51834e-008,1.0916
1.52201e-008,1.0914
1.52568e-008,1.0913
1.52935e-008,1.0912
1.53301e-008,1.0912
1.53668e-008,1.0914
1.54035e-008,1.0915
1.54402e-008,1.0916
1.54769e-008,1.0917
1.55135e-008,1.0916
1.55502e-008,1.0916
1.55869e-008,1.0917
1.56236e-008,1.0921
1.56602e-008,1.0933
1.56969e-008,1.0947
1.57336e-008,1.0931
1.57703e-008,1.0826
1.58069e-008,1.0551
1.58436e-008,1.0063
1.58803e-008,0.9375
1.59169e-008,0.8525
1.59536e-008,0.7564
1.59903e-008,0.6586
1.60270e-008,0.5722
1.60636e-008,0.5074
1.61003e-008,0.4681
1.61370e-008,0.4523
1.61737e-008,0.4535
1.62104e-008,0.4628
1.62470e-008,0.4722
1.62837e-008,0.4767
1.63204e-008,0.4745
1.63571e-008,0.4660
1.63937e-008,0.4541
1.64304e-008,0.4424
1.64671e-008,0.4337
1.65037e-008,0.4285
1.65404e-008,0.4250
1.65771e-008,0.4199
1.66138e-008,0.4104
1.66504e-008,0.3953
1.66871e-008,0.3759
1.67238e-008,0.3553
1.67605e-008,0.3378
1.67972e-008,0.3268
1.68338e-008,0.3239
1.68705e-008,0.3279
1.69072e-008,0.3363
1.69439e-008,0.3455
1.69805e-008,0.3517
1.70172e-008,0.3523
1.70539e-008,0.3465
1.70905e-008,0.3361
1.71272e-008,0.3244
1.71639e-008,0.3150
1.72006e-008,0.3103
1.72372e-008,0.3106
1.72739e-008,0.3146
1.73106e-008,0.3202
1.73473e-008,0.3250
1.73840e-008,0.3276
1.74206e-008,0.3273
1.74573e-008,0.3245
1.74940e-008,0.3205
1.75307e-008,0.3170
1.75673e-008,0.3155
1.76040e-008,0.3170
1.76407e-008,0.3210
1.76773e-008,0.3262
1.77140e-008,0.3313
1.77507e-008,0.3347
1.77874e-008,0.3360
1.78240e-008,0.3351
1.78607e-008,0.3328
1.78974e-008,0.3301
1.79341e-008,0.3277
1.79708e-008,0.3262
1.80074e-008,0.3258
1.80441e-008,0.3263
1.80808e-008,0.3272
1.81175e-008,0.3280
1.81541e-008,0.3283
1.81908e-008,0.3280
1.82275e-008,0.3274
1.82641e-008,0.3270
1.83008e-008,0.3269
1.83375e-008,0.3273
1.83742e-008,0.3279
1.84108e-008,0.3286
1.84475e-008,0.3293
1.84842e-008,0.3298
1.85209e-008,0.3301
1.85576e-008,0.3301
1.85942e-008,0.3298
1.86309e-008,0.3293
1.86676e-008,0.3288
1.87043e-008,0.3285
1.87409e-008,0.3283
1.87776e-008,0.3282
1.88143e-008,0.3282
1.88509e-008,0.3283
1.88876e-008,0.3286
1.89243e-008,0.3290
1.89610e-008,0.3294
1.89976e-008,0.3298
1.90343e-008,0.3301
1.90710e-008,0.3301
1.91077e-008,0.3298
1.91444e-008,0.3294
1.91810e-008,0.3289
1.92177e-008,0.3284
1.92544e-008,0.3281
1.92911e-008,0.3281
1.93277e-008,0.3284
1.93644e-008,0.3290
1.94011e-008,0.3307
1.94377e-008,0.3357
1.94744e-008,0.3488
1.95111e-008,0.3765
1.95478e-008,0.4231
1.95844e-008,0.4888
1.96211e-008,0.5682
1.96578e-008,0.6546
1.96945e-008,0.7416
1.97312e-008,0.8210
1.97678e-008,0.8829
1.98045e-008,0.9218
1.98412e-008,0.9400
1.98779e-008,0.9447
1.99145e-008,0.9432
1.99512e-008,0.9412
1.99879e-008,0.9422
2.00245e-008,0.9474
2.00612e-008,0.9561
2.00979e-008,0.9668
2.01346e-008,0.9772
2.01712e-008,0.9853
2.02079e-008,0.9904
2.02446e-008,0.9946
2.02813e-008,1.0007
2.03179e-008,1.0114
2.03546e-008,1.0278
2.03913e-008,1.0473
2.04280e-008,1.0626
2.04647e-008,1.0620
2.05013e-008,1.0340
2.05380e-008,0.9762
2.05747e-008,0.8946
2.06114e-008,0.7967
2.06480e-008,0.6904
2.06847e-008,0.5896
2.07214e-008,0.5111
2.07580e-008,0.4646
2.07947e-008,0.4483
2.08314e-008,0.4536
2.08681e-008,0.4690
2.09047e-008,0.4836
2.09414e-008,0.4909
2.09781e-008,0.4891
2.10148e-008,0.4797
2.10515e-008,0.4658
2.10881e-008,0.4517
2.11248e-008,0.4417
2.11615e-008,0.4377
2.11982e-008,0.4378
2.12348e-008,0.4373
2.12715e-008,0.4314
2.13082e-008,0.4172
2.13448e-008,0.3951
2.13815e-008,0.3688
2.14182e-008,0.3439
2.14549e-008,0.3257
2.14915e-008,0.3176
2.15282e-008,0.3194
2.15649e-008,0.3283
2.16016e-008,0.3402
2.16383e-008,0.3507
2.16749e-008,0.3560
2.17116e-008,0.3538
2.17483e-008,0.3446
2.17850e-008,0.3317
2.18216e-008,0.3196
2.18583e-008,0.3120
2.18950e-008,0.3105
2.19316e-008,0.3139
2.19683e-008,0.3196
2.20050e-008,0.3252
2.20417e-008,0.3287
2.20783e-008,0.3293
2.21150e-008,0.3270
2.21517e-008,0.3227
2.21884e-008,0.3178
2.22251e-008,0.3145
2.22617e-008,0.3144
2.22984e-008,0.3177
2.23351e-008,0.3233
2.23718e-008,0.3293
2.24084e-008,0.3342
2.24451e-008,0.3368
2.24818e-008,0.3369
2.25184e-008,0.3351
2.25551e-008,0.3321
2.25918e-008,0.3291
2.26285e-008,0.3267
2.26651e-008,0.3253
2.27018e-008,0.3250
2.27385e-008,0.3257
2.27752e-008,0.3269
2.28119e-008,0.3278
