.HEADER
..NAMES
Time,V U5.D7
.DATA
3.32516e-008,1.1748
3.32902e-008,1.1762
3.33288e-008,1.1791
3.33674e-008,1.1808
3.34060e-008,1.1714
3.34445e-008,1.1334
3.34831e-008,1.0551
3.35217e-008,0.9487
3.35603e-008,0.8357
3.35988e-008,0.7252
3.36374e-008,0.6187
3.36760e-008,0.5277
3.37145e-008,0.4623
3.37531e-008,0.4194
3.37917e-008,0.3894
3.38303e-008,0.3683
3.38689e-008,0.3563
3.39074e-008,0.3487
3.39460e-008,0.3399
3.39846e-008,0.3301
3.40231e-008,0.3230
3.40617e-008,0.3195
3.41003e-008,0.3188
3.41389e-008,0.3198
3.41775e-008,0.3215
3.42160e-008,0.3240
3.42546e-008,0.3288
3.42932e-008,0.3403
3.43318e-008,0.3680
3.43703e-008,0.4243
3.44089e-008,0.5146
3.44475e-008,0.6291
3.44860e-008,0.7407
3.45246e-008,0.8342
3.45632e-008,0.9129
3.46018e-008,0.9812
3.46404e-008,1.0338
3.46789e-008,1.0678
3.47175e-008,1.0906
3.47561e-008,1.1094
3.47946e-008,1.1245
3.48332e-008,1.1358
3.48718e-008,1.1465
3.49104e-008,1.1577
3.49490e-008,1.1662
3.49875e-008,1.1697
3.50261e-008,1.1699
3.50647e-008,1.1693
3.51032e-008,1.1692
3.51418e-008,1.1697
3.51804e-008,1.1699
3.52190e-008,1.1698
3.52575e-008,1.1703
3.52961e-008,1.1718
3.53347e-008,1.1734
3.53733e-008,1.1740
3.54119e-008,1.1742
3.54504e-008,1.1749
3.54890e-008,1.1752
3.55276e-008,1.1747
3.55661e-008,1.1743
3.56047e-008,1.1748
3.56433e-008,1.1754
3.56819e-008,1.1754
3.57205e-008,1.1753
3.57590e-008,1.1755
3.57976e-008,1.1758
3.58362e-008,1.1758
3.58747e-008,1.1757
3.59133e-008,1.1757
3.59519e-008,1.1756
3.59905e-008,1.1756
3.60290e-008,1.1756
3.60676e-008,1.1756
3.61062e-008,1.1757
3.61448e-008,1.1758
3.61834e-008,1.1758
3.62219e-008,1.1758
3.62605e-008,1.1757
3.62991e-008,1.1758
3.63376e-008,1.1759
3.63762e-008,1.1758
3.64148e-008,1.1758
3.64534e-008,1.1758
3.64920e-008,1.1759
3.65305e-008,1.1759
3.65691e-008,1.1765
3.66077e-008,1.1790
3.66462e-008,1.1813
3.66848e-008,1.1737
3.67234e-008,1.1393
3.67620e-008,1.0653
3.68006e-008,0.9610
3.68391e-008,0.8480
3.68777e-008,0.7372
3.69163e-008,0.6300
3.69549e-008,0.5367
3.69934e-008,0.4683
3.70320e-008,0.4234
3.70706e-008,0.3924
3.71091e-008,0.3702
3.71477e-008,0.3573
3.71863e-008,0.3497
3.72249e-008,0.3412
3.72635e-008,0.3313
3.73020e-008,0.3237
3.73406e-008,0.3199
3.73792e-008,0.3190
3.74177e-008,0.3197
3.74563e-008,0.3214
3.74949e-008,0.3238
3.75335e-008,0.3282
3.75721e-008,0.3386
3.76106e-008,0.3639
3.76492e-008,0.4168
3.76878e-008,0.5035
3.77263e-008,0.6166
3.77649e-008,0.7295
3.78035e-008,0.8252
3.78421e-008,0.9049
3.78806e-008,0.9745
3.79192e-008,1.0292
3.79578e-008,1.0651
3.79964e-008,1.1035
3.80350e-008,1.1380
3.80735e-008,1.1554
3.81121e-008,1.1448
3.81507e-008,1.1012
3.81892e-008,1.0196
3.82278e-008,0.9070
3.82664e-008,0.7852
3.83050e-008,0.6723
3.83436e-008,0.5716
3.83821e-008,0.4887
3.84207e-008,0.4327
3.84593e-008,0.3989
3.84978e-008,0.3757
3.85364e-008,0.3591
3.85750e-008,0.3504
3.86136e-008,0.3439
3.86521e-008,0.3345
3.86907e-008,0.3248
3.87293e-008,0.3193
3.87679e-008,0.3172
3.88065e-008,0.3166
3.88450e-008,0.3183
3.88836e-008,0.3221
3.89222e-008,0.3258
3.89607e-008,0.3317
3.89993e-008,0.3485
3.90379e-008,0.3875
3.90765e-008,0.4574
3.91151e-008,0.5595
3.91536e-008,0.6763
3.91922e-008,0.7820
3.92308e-008,0.8678
3.92693e-008,0.9420
3.93079e-008,1.0052
3.93465e-008,1.0499
3.93851e-008,1.0780
3.94237e-008,1.0982
3.94622e-008,1.1159
3.95008e-008,1.1292
3.95394e-008,1.1395
3.95780e-008,1.1507
3.96165e-008,1.1616
3.96551e-008,1.1679
3.96937e-008,1.1695
3.97322e-008,1.1694
3.97708e-008,1.1689
3.98094e-008,1.1690
3.98480e-008,1.1694
3.98866e-008,1.1696
3.99251e-008,1.1696
3.99637e-008,1.1704
4.00023e-008,1.1721
4.00408e-008,1.1735
4.00794e-008,1.1738
4.01180e-008,1.1741
4.01566e-008,1.1749
4.01952e-008,1.1749
4.02337e-008,1.1742
4.02723e-008,1.1742
4.03109e-008,1.1749
4.03494e-008,1.1753
4.03880e-008,1.1752
4.04266e-008,1.1752
4.04652e-008,1.1755
4.05037e-008,1.1757
4.05423e-008,1.1756
4.05809e-008,1.1755
4.06195e-008,1.1755
4.06581e-008,1.1755
4.06966e-008,1.1755
4.07352e-008,1.1755
4.07738e-008,1.1755
4.08123e-008,1.1756
4.08509e-008,1.1757
4.08895e-008,1.1757
4.09281e-008,1.1757
4.09667e-008,1.1756
4.10052e-008,1.1757
4.10438e-008,1.1758
4.10824e-008,1.1757
4.11209e-008,1.1757
4.11595e-008,1.1758
4.11981e-008,1.1758
4.12367e-008,1.1758
