.HEADER
..NAMES
Time,V U2.C3
.DATA
0.0e+000,1.1767
3.86e-011,1.1767
7.72e-011,1.1767
1.157e-010,1.1767
1.543e-010,1.1767
1.929e-010,1.1767
2.314e-010,1.1767
2.700e-010,1.1767
3.086e-010,1.1767
3.472e-010,1.1767
3.857e-010,1.1767
4.243e-010,1.1767
4.629e-010,1.1773
5.015e-010,1.1800
5.401e-010,1.1821
5.786e-010,1.1733
6.172e-010,1.1360
6.558e-010,1.0577
6.944e-010,0.9496
7.329e-010,0.8354
7.715e-010,0.7253
8.101e-010,0.6200
8.486e-010,0.5286
8.872e-010,0.4620
9.258e-010,0.4176
9.644e-010,0.3826
1.0029e-009,0.3649
1.0415e-009,0.3808
1.0801e-009,0.4323
1.1187e-009,0.5148
1.1572e-009,0.6219
1.1958e-009,0.7341
1.2344e-009,0.8320
1.2730e-009,0.9124
1.3115e-009,0.9817
1.3501e-009,1.0381
1.3887e-009,1.0752
1.4273e-009,1.0983
1.4658e-009,1.1165
1.5044e-009,1.1314
1.5430e-009,1.1411
1.5816e-009,1.1491
1.6202e-009,1.1593
1.6587e-009,1.1686
1.6973e-009,1.1727
1.7359e-009,1.1734
1.7745e-009,1.1736
1.8130e-009,1.1735
1.8516e-009,1.1729
1.8902e-009,1.1753
1.9288e-009,1.1795
1.9673e-009,1.1775
2.0059e-009,1.1554
2.0445e-009,1.0975
2.0830e-009,1.0015
2.1216e-009,0.8876
2.1602e-009,0.7747
2.1988e-009,0.6675
2.2374e-009,0.5684
2.2759e-009,0.4887
2.3145e-009,0.4355
2.3531e-009,0.3970
2.3916e-009,0.3705
2.4302e-009,0.3682
2.4688e-009,0.4034
2.5074e-009,0.4724
2.5459e-009,0.5689
2.5845e-009,0.6817
2.6231e-009,0.7879
2.6617e-009,0.8759
2.7003e-009,0.9502
2.7388e-009,1.0133
2.7774e-009,1.0599
2.8160e-009,1.0887
2.8545e-009,1.1080
2.8931e-009,1.1249
2.9317e-009,1.1372
2.9703e-009,1.1451
3.0089e-009,1.1541
3.0474e-009,1.1646
3.0860e-009,1.1714
3.1246e-009,1.1733
3.1631e-009,1.1735
3.2017e-009,1.1736
3.2403e-009,1.1731
3.2789e-009,1.1724
3.3175e-009,1.1723
3.3560e-009,1.1725
3.3946e-009,1.1725
3.4332e-009,1.1732
3.4717e-009,1.1745
3.5103e-009,1.1755
3.5489e-009,1.1757
3.5875e-009,1.1763
3.6260e-009,1.1767
3.6646e-009,1.1763
3.7032e-009,1.1757
3.7418e-009,1.1759
3.7803e-009,1.1764
3.8189e-009,1.1765
