.HEADER
..NAMES
Time,V U3.C8
.DATA
2.02905e-008,0.4658
2.03290e-008,0.5786
2.03676e-008,0.7048
2.04062e-008,0.8085
2.04447e-008,0.8835
2.04833e-008,0.9478
2.05219e-008,1.0032
2.05605e-008,1.0475
2.05990e-008,1.0823
2.06376e-008,1.1324
2.06762e-008,1.1589
2.07148e-008,1.1533
2.07533e-008,1.1301
2.07919e-008,1.0613
2.08305e-008,0.9489
2.08691e-008,0.8269
2.09077e-008,0.7082
2.09462e-008,0.6033
2.09848e-008,0.5216
2.10234e-008,0.4635
2.10620e-008,0.4213
2.11005e-008,0.3863
2.11391e-008,0.3695
2.11777e-008,0.3826
2.12163e-008,0.4293
2.12548e-008,0.5156
2.12934e-008,0.6303
2.13320e-008,0.7471
2.13705e-008,0.8380
2.14091e-008,0.9136
2.14477e-008,0.9786
2.14863e-008,1.0316
2.15248e-008,1.0705
2.15634e-008,1.0969
2.16020e-008,1.1146
2.16406e-008,1.1279
2.16791e-008,1.1388
2.17177e-008,1.1498
2.17563e-008,1.1614
2.17949e-008,1.1708
2.18335e-008,1.1725
2.18720e-008,1.1706
2.19106e-008,1.1706
2.19492e-008,1.1720
2.19878e-008,1.1732
2.20263e-008,1.1761
2.20649e-008,1.1829
2.21035e-008,1.1819
2.21420e-008,1.1604
2.21806e-008,1.0973
2.22192e-008,0.9877
2.22578e-008,0.8668
2.22963e-008,0.7552
2.23349e-008,0.6488
2.23735e-008,0.5579
2.24121e-008,0.4891
2.24506e-008,0.4412
2.24892e-008,0.4069
2.25278e-008,0.3823
2.25664e-008,0.3658
2.26050e-008,0.3548
2.26435e-008,0.3450
2.26821e-008,0.3321
2.27207e-008,0.3218
2.27593e-008,0.3192
2.27978e-008,0.3192
2.28364e-008,0.3191
2.28750e-008,0.3204
2.29136e-008,0.3228
2.29521e-008,0.3244
2.29907e-008,0.3282
2.30293e-008,0.3450
2.30678e-008,0.3887
2.31064e-008,0.4710
2.31450e-008,0.5850
2.31836e-008,0.7110
2.32221e-008,0.8129
2.32607e-008,0.8871
2.32993e-008,0.9509
2.33379e-008,1.0058
2.33764e-008,1.0494
2.34150e-008,1.0838
2.34536e-008,1.1333
2.34922e-008,1.1593
2.35308e-008,1.1529
2.35693e-008,1.1277
2.36079e-008,1.0562
2.36465e-008,0.9426
2.36851e-008,0.8207
2.37236e-008,0.7023
2.37622e-008,0.5985
2.38008e-008,0.5181
2.38394e-008,0.4611
2.38779e-008,0.4193
2.39165e-008,0.3836
2.39551e-008,0.3695
2.39936e-008,0.3843
2.40322e-008,0.4328
2.40708e-008,0.5207
2.41094e-008,0.6366
2.41479e-008,0.7523
2.41865e-008,0.8420
2.42251e-008,0.9171
2.42637e-008,0.9817
2.43023e-008,1.0340
2.43408e-008,1.0722
2.43794e-008,1.0978
2.44180e-008,1.1153
2.44566e-008,1.1287
2.44951e-008,1.1394
2.45337e-008,1.1503
2.45723e-008,1.1620
2.46109e-008,1.1711
2.46494e-008,1.1724
2.46880e-008,1.1706
2.47266e-008,1.1707
2.47651e-008,1.1721
2.48037e-008,1.1732
2.48423e-008,1.1762
2.48809e-008,1.1830
2.49194e-008,1.1815
2.49580e-008,1.1584
2.49966e-008,1.0926
2.50352e-008,0.9814
