.HEADER
..NAMES
Time,V U4.F3&G3
.DATA
0.0e+000,-0.8550
3.86e-011,-0.8550
7.72e-011,-0.8550
1.157e-010,-0.8550
1.543e-010,-0.8550
1.929e-010,-0.8550
2.314e-010,-0.8550
2.700e-010,-0.8550
3.086e-010,-0.8550
3.472e-010,-0.8550
3.857e-010,-0.8550
4.243e-010,-0.8550
4.629e-010,-0.8550
5.015e-010,-0.8550
5.401e-010,-0.8550
5.786e-010,-0.8550
6.172e-010,-0.8550
6.558e-010,-0.8549
6.944e-010,-0.8541
7.329e-010,-0.8467
7.715e-010,-0.8176
8.101e-010,-0.7437
8.486e-010,-0.6064
8.872e-010,-0.4121
9.258e-010,-0.1919
9.644e-010,0.0285
1.0029e-009,0.2371
1.0415e-009,0.4182
1.0801e-009,0.5534
1.1187e-009,0.6460
1.1572e-009,0.7225
1.1958e-009,0.7795
1.2344e-009,0.7917
1.2730e-009,0.7431
1.3115e-009,0.6227
1.3501e-009,0.4277
1.3887e-009,0.1876
1.4273e-009,-0.0516
1.4658e-009,-0.2685
1.5044e-009,-0.4527
1.5430e-009,-0.5885
1.5816e-009,-0.6730
1.6202e-009,-0.7346
1.6587e-009,-0.7826
1.6973e-009,-0.7962
1.7359e-009,-0.7576
1.7745e-009,-0.6499
1.8130e-009,-0.4651
1.8516e-009,-0.2289
1.8902e-009,0.0125
1.9288e-009,0.2347
1.9673e-009,0.4276
2.0059e-009,0.5733
2.0445e-009,0.6646
2.0830e-009,0.7282
2.1216e-009,0.7796
2.1602e-009,0.8002
2.1988e-009,0.7707
2.2374e-009,0.6748
2.2759e-009,0.5012
2.3145e-009,0.2685
2.3531e-009,0.0238
2.3916e-009,-0.2035
2.4302e-009,-0.4028
2.4688e-009,-0.5571
2.5074e-009,-0.6552
2.5459e-009,-0.7199
2.5845e-009,-0.7720
2.6231e-009,-0.7967
2.6617e-009,-0.7751
2.7003e-009,-0.6910
2.7388e-009,-0.5307
2.7774e-009,-0.3062
2.8160e-009,-0.0624
2.8545e-009,0.1667
2.8931e-009,0.3704
2.9317e-009,0.5334
2.9703e-009,0.6411
3.0089e-009,0.7104
3.0474e-009,0.7664
