.HEADER
..NAMES
Time,V U5.H8
.DATA
0.0e+000,0.3219
3.86e-011,0.3219
7.72e-011,0.3219
1.157e-010,0.3219
1.543e-010,0.3219
1.929e-010,0.3219
2.314e-010,0.3219
2.700e-010,0.3219
3.086e-010,0.3219
3.472e-010,0.3219
3.857e-010,0.3219
4.243e-010,0.3219
4.629e-010,0.3219
5.015e-010,0.3222
5.401e-010,0.3261
5.786e-010,0.3400
6.172e-010,0.3770
6.558e-010,0.4499
6.944e-010,0.5552
7.329e-010,0.6768
7.715e-010,0.7801
8.101e-010,0.8623
8.486e-010,0.9355
8.872e-010,0.9971
9.258e-010,1.0434
9.644e-010,1.0759
1.0029e-009,1.1213
1.0415e-009,1.1470
1.0801e-009,1.1475
1.1187e-009,1.1270
1.1572e-009,1.0645
1.1958e-009,0.9683
1.2344e-009,0.8629
1.2730e-009,0.7527
1.3115e-009,0.6483
1.3501e-009,0.5567
1.3887e-009,0.4832
1.4273e-009,0.4325
1.4658e-009,0.3916
1.5044e-009,0.3717
1.5430e-009,0.3804
1.5816e-009,0.4238
1.6202e-009,0.5064
1.6587e-009,0.6110
1.6973e-009,0.7194
1.7359e-009,0.8080
1.7745e-009,0.8848
1.8130e-009,0.9538
1.8516e-009,1.0107
1.8902e-009,1.0520
1.9288e-009,1.0950
1.9673e-009,1.1345
2.0059e-009,1.1445
2.0445e-009,1.1391
2.0830e-009,1.0940
2.1216e-009,1.0077
2.1602e-009,0.9029
2.1988e-009,0.7930
2.2374e-009,0.6838
2.2759e-009,0.5865
2.3145e-009,0.5071
2.3531e-009,0.4492
2.3916e-009,0.4114
2.4302e-009,0.3856
2.4688e-009,0.3664
2.5074e-009,0.3552
2.5459e-009,0.3526
2.5845e-009,0.3479
2.6231e-009,0.3425
2.6617e-009,0.3373
2.7003e-009,0.3292
2.7388e-009,0.3219
2.7774e-009,0.3182
2.8160e-009,0.3167
2.8545e-009,0.3170
2.8931e-009,0.3183
2.9317e-009,0.3202
2.9703e-009,0.3229
3.0089e-009,0.3250
3.0474e-009,0.3252
3.0860e-009,0.3244
3.1246e-009,0.3249
3.1631e-009,0.3249
3.2017e-009,0.3236
3.2403e-009,0.3230
3.2789e-009,0.3223
3.3175e-009,0.3218
3.3560e-009,0.3219
3.3946e-009,0.3223
3.4332e-009,0.3227
3.4717e-009,0.3229
3.5103e-009,0.3229
3.5489e-009,0.3228
3.5875e-009,0.3229
3.6260e-009,0.3228
3.6646e-009,0.3223
3.7032e-009,0.3222
3.7418e-009,0.3224
3.7803e-009,0.3223
3.8189e-009,0.3221
3.8575e-009,0.3222
3.8961e-009,0.3222
3.9346e-009,0.3223
3.9732e-009,0.3223
4.0118e-009,0.3223
4.0504e-009,0.3223
4.0890e-009,0.3223
4.1275e-009,0.3222
4.1661e-009,0.3222
4.2047e-009,0.3222
4.2433e-009,0.3222
4.2818e-009,0.3245
4.3204e-009,0.3350
4.3590e-009,0.3643
4.3975e-009,0.4271
4.4361e-009,0.5248
4.4747e-009,0.6447
4.5133e-009,0.7557
4.5519e-009,0.8414
4.5904e-009,0.9171
4.6290e-009,0.9821
4.6676e-009,1.0328
4.7062e-009,1.0672
4.7447e-009,1.0902
4.7833e-009,1.1079
4.8219e-009,1.1213
4.8604e-009,1.1304
4.8990e-009,1.1368
4.9376e-009,1.1437
4.9762e-009,1.1523
5.0147e-009,1.1617
5.0533e-009,1.1706
5.0919e-009,1.1762
5.1305e-009,1.1754
5.1691e-009,1.1732
5.2076e-009,1.1733
5.2462e-009,1.1742
5.2848e-009,1.1741
5.3234e-009,1.1730
5.3619e-009,1.1727
5.4005e-009,1.1736
5.4391e-009,1.1743
5.4776e-009,1.1744
5.5162e-009,1.1748
5.5548e-009,1.1757
5.5934e-009,1.1765
5.6320e-009,1.1769
5.6705e-009,1.1770
5.7091e-009,1.1764
5.7477e-009,1.1755
5.7863e-009,1.1755
5.8248e-009,1.1761
