.HEADER
..NAMES
Time,V U4.F7
.DATA
0.0e+000,0.3211
3.86e-011,0.3211
7.72e-011,0.3211
1.157e-010,0.3211
1.543e-010,0.3211
1.929e-010,0.3211
2.314e-010,0.3211
2.700e-010,0.3211
3.086e-010,0.3211
3.472e-010,0.3211
3.857e-010,0.3211
4.243e-010,0.3219
4.629e-010,0.3265
5.015e-010,0.3420
5.401e-010,0.3797
5.786e-010,0.4496
6.172e-010,0.5511
6.558e-010,0.6676
6.944e-010,0.7766
7.329e-010,0.8679
7.715e-010,0.9441
8.101e-010,1.0047
8.486e-010,1.0496
8.872e-010,1.0896
9.258e-010,1.1297
9.644e-010,1.1604
1.0029e-009,1.1653
1.0415e-009,1.1378
1.0801e-009,1.0614
1.1187e-009,0.9478
1.1572e-009,0.8257
1.1958e-009,0.7091
1.2344e-009,0.6035
1.2730e-009,0.5169
1.3115e-009,0.4532
1.3501e-009,0.4095
1.3887e-009,0.3801
1.4273e-009,0.3577
1.4658e-009,0.3403
1.5044e-009,0.3285
1.5430e-009,0.3207
1.5816e-009,0.3175
1.6202e-009,0.3193
1.6587e-009,0.3224
1.6973e-009,0.3244
1.7359e-009,0.3262
1.7745e-009,0.3275
1.8130e-009,0.3274
1.8516e-009,0.3280
1.8902e-009,0.3357
1.9288e-009,0.3610
1.9673e-009,0.4155
2.0059e-009,0.5033
2.0445e-009,0.6154
2.0830e-009,0.7292
2.1216e-009,0.8277
2.1602e-009,0.9098
2.1988e-009,0.9775
2.2374e-009,1.0297
2.2759e-009,1.0688
2.3145e-009,1.1111
2.3531e-009,1.1483
2.3916e-009,1.1660
2.4302e-009,1.1565
2.4688e-009,1.1034
2.5074e-009,1.0045
2.5459e-009,0.8830
2.5845e-009,0.7637
2.6231e-009,0.6517
2.6617e-009,0.5555
2.7003e-009,0.4809
2.7388e-009,0.4279
2.7774e-009,0.3879
2.8160e-009,0.3621
2.8545e-009,0.3583
2.8931e-009,0.3886
2.9317e-009,0.4620
2.9703e-009,0.5757
3.0089e-009,0.7055
3.0474e-009,0.8205
3.0860e-009,0.9111
3.1246e-009,0.9822
3.1631e-009,1.0355
3.2017e-009,1.0722
3.2403e-009,1.0979
3.2789e-009,1.1180
3.3175e-009,1.1353
3.3560e-009,1.1495
3.3946e-009,1.1594
3.4332e-009,1.1646
3.4717e-009,1.1655
3.5103e-009,1.1639
3.5489e-009,1.1633
3.5875e-009,1.1649
3.6260e-009,1.1671
3.6646e-009,1.1689
3.7032e-009,1.1710
3.7418e-009,1.1731
3.7803e-009,1.1743
3.8189e-009,1.1748
3.8575e-009,1.1749
3.8961e-009,1.1750
3.9346e-009,1.1754
3.9732e-009,1.1760
4.0118e-009,1.1770
4.0504e-009,1.1776
4.0890e-009,1.1778
4.1275e-009,1.1777
4.1661e-009,1.1783
4.2047e-009,1.1805
4.2433e-009,1.1823
4.2818e-009,1.1752
4.3204e-009,1.1438
4.3590e-009,1.0750
4.3975e-009,0.9747
4.4361e-009,0.8608
4.4747e-009,0.7449
4.5133e-009,0.6345
4.5519e-009,0.5407
4.5904e-009,0.4695
4.6290e-009,0.4198
4.6676e-009,0.3861
4.7062e-009,0.3626
4.7447e-009,0.3456
4.7833e-009,0.3331
4.8219e-009,0.3243
4.8604e-009,0.3199
4.8990e-009,0.3196
4.9376e-009,0.3212
4.9762e-009,0.3230
5.0147e-009,0.3253
5.0533e-009,0.3271
5.0919e-009,0.3275
5.1305e-009,0.3267
5.1691e-009,0.3255
5.2076e-009,0.3244
5.2462e-009,0.3238
5.2848e-009,0.3235
5.3234e-009,0.3234
5.3619e-009,0.3233
5.4005e-009,0.3229
5.4391e-009,0.3222
5.4776e-009,0.3217
5.5162e-009,0.3214
5.5548e-009,0.3211
5.5934e-009,0.3209
5.6320e-009,0.3211
5.6705e-009,0.3212
5.7091e-009,0.3212
5.7477e-009,0.3213
5.7863e-009,0.3212
5.8248e-009,0.3211
5.8634e-009,0.3211
5.9020e-009,0.3211
5.9405e-009,0.3211
5.9791e-009,0.3212
6.0177e-009,0.3212
6.0563e-009,0.3212
6.0948e-009,0.3212
6.1334e-009,0.3212
6.1720e-009,0.3211
6.2106e-009,0.3211
6.2492e-009,0.3211
6.2877e-009,0.3211
6.3263e-009,0.3211
6.3649e-009,0.3211
6.4035e-009,0.3211
6.4420e-009,0.3211
6.4806e-009,0.3211
6.5192e-009,0.3219
6.5577e-009,0.3261
6.5963e-009,0.3407
6.6349e-009,0.3769
6.6735e-009,0.4448
6.7121e-009,0.5447
6.7506e-009,0.6610
6.7892e-009,0.7709
6.8278e-009,0.8631
6.8664e-009,0.9401
6.9049e-009,1.0017
6.9435e-009,1.0474
6.9821e-009,1.0808
7.0206e-009,1.1061
7.0592e-009,1.1262
7.0978e-009,1.1418
7.1364e-009,1.1533
7.1749e-009,1.1602
7.2135e-009,1.1632
7.2521e-009,1.1636
7.2907e-009,1.1640
7.3293e-009,1.1656
7.3678e-009,1.1675
7.4064e-009,1.1691
7.4450e-009,1.1707
7.4835e-009,1.1725
7.5221e-009,1.1737
7.5607e-009,1.1744
7.5993e-009,1.1748
7.6379e-009,1.1750
7.6764e-009,1.1754
7.7150e-009,1.1759
7.7536e-009,1.1767
7.7922e-009,1.1774
