.HEADER
..NAMES
Time,V U3.E3
.DATA
0.0e+000,1.1775
3.86e-011,1.1775
7.72e-011,1.1775
1.157e-010,1.1775
1.543e-010,1.1775
1.929e-010,1.1775
2.314e-010,1.1775
2.700e-010,1.1775
3.086e-010,1.1775
3.472e-010,1.1775
3.857e-010,1.1775
4.243e-010,1.1779
4.629e-010,1.1800
5.015e-010,1.1824
5.401e-010,1.1770
5.786e-010,1.1487
6.172e-010,1.0827
6.558e-010,0.9830
6.944e-010,0.8693
7.329e-010,0.7552
7.715e-010,0.6472
8.101e-010,0.5543
8.486e-010,0.4812
8.872e-010,0.4293
9.258e-010,0.3947
9.644e-010,0.3701
1.0029e-009,0.3520
1.0415e-009,0.3393
1.0801e-009,0.3292
1.1187e-009,0.3215
1.1572e-009,0.3185
1.1958e-009,0.3191
1.2344e-009,0.3212
1.2730e-009,0.3235
1.3115e-009,0.3250
1.3501e-009,0.3262
1.3887e-009,0.3281
1.4273e-009,0.3343
1.4658e-009,0.3544
1.5044e-009,0.4019
1.5430e-009,0.4835
1.5816e-009,0.5934
1.6202e-009,0.7089
1.6587e-009,0.8095
1.6973e-009,0.8914
1.7359e-009,0.9593
1.7745e-009,1.0143
1.8130e-009,1.0563
1.8516e-009,1.0873
1.8902e-009,1.1099
1.9288e-009,1.1282
1.9673e-009,1.1431
2.0059e-009,1.1538
2.0445e-009,1.1614
2.0830e-009,1.1655
2.1216e-009,1.1660
2.1602e-009,1.1654
2.1988e-009,1.1661
2.2374e-009,1.1679
2.2759e-009,1.1698
2.3145e-009,1.1727
2.3531e-009,1.1770
2.3916e-009,1.1793
2.4302e-009,1.1681
2.4688e-009,1.1268
2.5074e-009,1.0461
2.5459e-009,0.9391
2.5845e-009,0.8248
2.6231e-009,0.7127
2.6617e-009,0.6100
2.7003e-009,0.5246
2.7388e-009,0.4596
2.7774e-009,0.4116
2.8160e-009,0.3780
2.8545e-009,0.3629
2.8931e-009,0.3791
2.9317e-009,0.4316
2.9703e-009,0.5245
3.0089e-009,0.6453
3.0474e-009,0.7639
3.0860e-009,0.8632
3.1246e-009,0.9424
3.1631e-009,1.0037
3.2017e-009,1.0506
3.2403e-009,1.0891
3.2789e-009,1.1266
3.3175e-009,1.1568
3.3560e-009,1.1660
3.3946e-009,1.1472
3.4332e-009,1.0813
3.4717e-009,0.9739
3.5103e-009,0.8518
3.5489e-009,0.7311
3.5875e-009,0.6223
3.6260e-009,0.5343
3.6646e-009,0.4665
3.7032e-009,0.4186
3.7418e-009,0.3883
3.7803e-009,0.3660
3.8189e-009,0.3481
3.8575e-009,0.3358
3.8961e-009,0.3257
3.9346e-009,0.3182
3.9732e-009,0.3162
4.0118e-009,0.3178
4.0504e-009,0.3209
4.0890e-009,0.3242
4.1275e-009,0.3258
4.1661e-009,0.3264
4.2047e-009,0.3280
4.2433e-009,0.3344
4.2818e-009,0.3555
4.3204e-009,0.4050
4.3590e-009,0.4886
4.3975e-009,0.5995
4.4361e-009,0.7147
4.4747e-009,0.8141
4.5133e-009,0.8949
4.5519e-009,0.9622
4.5904e-009,1.0164
4.6290e-009,1.0577
4.6676e-009,1.0883
4.7062e-009,1.1107
4.7447e-009,1.1288
4.7833e-009,1.1436
4.8219e-009,1.1541
4.8604e-009,1.1615
4.8990e-009,1.1654
4.9376e-009,1.1657
4.9762e-009,1.1651
5.0147e-009,1.1659
5.0533e-009,1.1678
5.0919e-009,1.1697
5.1305e-009,1.1728
5.1691e-009,1.1772
5.2076e-009,1.1790
5.2462e-009,1.1667
5.2848e-009,1.1235
5.3234e-009,1.0410
5.3619e-009,0.9333
5.4005e-009,0.8190
5.4391e-009,0.7071
5.4776e-009,0.6051
5.5162e-009,0.5207
5.5548e-009,0.4567
5.5934e-009,0.4128
5.6320e-009,0.3831
5.6705e-009,0.3612
5.7091e-009,0.3456
5.7477e-009,0.3343
5.7863e-009,0.3249
5.8248e-009,0.3192
5.8634e-009,0.3181
5.9020e-009,0.3195
5.9405e-009,0.3219
5.9791e-009,0.3238
6.0177e-009,0.3251
6.0563e-009,0.3262
6.0948e-009,0.3265
6.1334e-009,0.3255
6.1720e-009,0.3243
6.2106e-009,0.3236
6.2492e-009,0.3232
6.2877e-009,0.3229
6.3263e-009,0.3229
6.3649e-009,0.3227
6.4035e-009,0.3223
6.4420e-009,0.3218
6.4806e-009,0.3213
6.5192e-009,0.3210
6.5577e-009,0.3209
6.5963e-009,0.3208
6.6349e-009,0.3208
6.6735e-009,0.3209
6.7121e-009,0.3209
6.7506e-009,0.3209
6.7892e-009,0.3209
6.8278e-009,0.3209
6.8664e-009,0.3208
6.9049e-009,0.3208
6.9435e-009,0.3208
6.9821e-009,0.3209
7.0206e-009,0.3228
7.0592e-009,0.3308
7.0978e-009,0.3538
7.1364e-009,0.4046
7.1749e-009,0.4891
7.2135e-009,0.6006
7.2521e-009,0.7157
7.2907e-009,0.8151
7.3293e-009,0.8965
7.3678e-009,0.9641
7.4064e-009,1.0185
7.4450e-009,1.0596
7.4835e-009,1.0897
7.5221e-009,1.1117
7.5607e-009,1.1295
7.5993e-009,1.1439
7.6379e-009,1.1542
7.6764e-009,1.1615
7.7150e-009,1.1654
7.7536e-009,1.1657
7.7922e-009,1.1651
7.8307e-009,1.1659
7.8693e-009,1.1677
7.9079e-009,1.1696
7.9464e-009,1.1727
7.9850e-009,1.1770
8.0236e-009,1.1786
8.0622e-009,1.1652
8.1008e-009,1.1200
8.1393e-009,1.0358
8.1779e-009,0.9274
8.2165e-009,0.8130
8.2550e-009,0.7015
8.2936e-009,0.6002
8.3322e-009,0.5168
8.3708e-009,0.4539
8.4093e-009,0.4071
8.4479e-009,0.3752
8.4865e-009,0.3629
8.5251e-009,0.3824
8.5637e-009,0.4393
8.6022e-009,0.5360
8.6408e-009,0.6580
8.6794e-009,0.7751
8.7179e-009,0.8721
8.7565e-009,0.9494
8.7951e-009,1.0090
8.8337e-009,1.0546
8.8722e-009,1.0932
8.9108e-009,1.1297
8.9494e-009,1.1587
8.9880e-009,1.1656
9.0266e-009,1.1426
9.0651e-009,1.0719
9.1037e-009,0.9616
9.1423e-009,0.8392
9.1808e-009,0.7193
9.2194e-009,0.6123
9.2580e-009,0.5264
9.2966e-009,0.4607
9.3352e-009,0.4129
9.3737e-009,0.3794
9.4123e-009,0.3607
9.4509e-009,0.3687
9.4895e-009,0.4118
9.5280e-009,0.4965
9.5666e-009,0.6152
9.6052e-009,0.7389
9.6437e-009,0.8445
9.6823e-009,0.9287
9.7209e-009,0.9940
9.7595e-009,1.0432
9.7981e-009,1.0793
9.8366e-009,1.1039
9.8752e-009,1.1218
9.9138e-009,1.1374
9.9524e-009,1.1501
9.9909e-009,1.1593
1.00295e-008,1.1660
1.00681e-008,1.1687
1.01066e-008,1.1677
1.01452e-008,1.1662
1.01838e-008,1.1660
1.02224e-008,1.1674
1.02610e-008,1.1696
1.02995e-008,1.1735
1.03381e-008,1.1782
1.03767e-008,1.1778
1.04152e-008,1.1594
1.04538e-008,1.1058
1.04924e-008,1.0145
1.05310e-008,0.9036
1.05695e-008,0.7894
1.06081e-008,0.6792
1.06467e-008,0.5814
1.06853e-008,0.5022
1.07239e-008,0.4438
1.07624e-008,0.4043
1.08010e-008,0.3770
1.08396e-008,0.3566
1.08781e-008,0.3424
1.09167e-008,0.3317
1.09553e-008,0.3230
1.09939e-008,0.3186
1.10324e-008,0.3184
1.10710e-008,0.3202
1.11096e-008,0.3225
1.11482e-008,0.3243
1.11868e-008,0.3255
1.12253e-008,0.3265
1.12639e-008,0.3264
1.13025e-008,0.3252
1.13410e-008,0.3242
1.13796e-008,0.3236
1.14182e-008,0.3232
1.14568e-008,0.3230
1.14953e-008,0.3230
1.15339e-008,0.3227
1.15725e-008,0.3222
1.16111e-008,0.3217
1.16497e-008,0.3212
1.16882e-008,0.3216
1.17268e-008,0.3251
1.17654e-008,0.3379
1.18039e-008,0.3713
1.18425e-008,0.4362
1.18811e-008,0.5340
1.19197e-008,0.6501
1.19583e-008,0.7601
1.19968e-008,0.8511
1.20354e-008,0.9265
1.20740e-008,0.9887
1.21126e-008,1.0373
1.21511e-008,1.0736
1.21897e-008,1.0997
1.22283e-008,1.1197
1.22668e-008,1.1362
1.23054e-008,1.1488
1.23440e-008,1.1577
1.23826e-008,1.1637
1.24212e-008,1.1659
1.24597e-008,1.1654
1.24983e-008,1.1654
1.25369e-008,1.1667
1.25755e-008,1.1686
1.26140e-008,1.1707
1.26526e-008,1.1746
1.26912e-008,1.1789
1.27297e-008,1.1758
1.27683e-008,1.1512
1.28069e-008,1.0892
1.28455e-008,0.9922
1.28841e-008,0.8797
1.29226e-008,0.7658
1.29612e-008,0.6573
1.29998e-008,0.5630
1.30383e-008,0.4879
1.30769e-008,0.4333
1.31155e-008,0.3919
1.31541e-008,0.3668
1.31926e-008,0.3673
1.32312e-008,0.4012
1.32698e-008,0.4754
1.33084e-008,0.5859
1.33470e-008,0.7090
1.33855e-008,0.8185
1.34241e-008,0.9069
1.34627e-008,0.9764
1.35012e-008,1.0297
1.35398e-008,1.0704
1.35784e-008,1.1097
1.36170e-008,1.1431
1.36555e-008,1.1640
1.36941e-008,1.1612
1.37327e-008,1.1187
1.37713e-008,1.0292
1.38099e-008,0.9107
1.38484e-008,0.7882
1.38870e-008,0.6723
1.39256e-008,0.5737
1.39641e-008,0.4966
1.40027e-008,0.4390
1.40413e-008,0.4011
1.40799e-008,0.3761
1.41185e-008,0.3559
1.41570e-008,0.3411
1.41956e-008,0.3303
1.42342e-008,0.3211
1.42728e-008,0.3164
1.43113e-008,0.3167
1.43499e-008,0.3192
1.43885e-008,0.3227
1.44270e-008,0.3252
1.44656e-008,0.3260
1.45042e-008,0.3265
1.45428e-008,0.3264
1.45814e-008,0.3250
1.46199e-008,0.3239
1.46585e-008,0.3234
1.46971e-008,0.3230
1.47357e-008,0.3230
1.47742e-008,0.3231
1.48128e-008,0.3228
1.48514e-008,0.3223
1.48899e-008,0.3217
1.49285e-008,0.3211
1.49671e-008,0.3212
1.50057e-008,0.3243
1.50443e-008,0.3358
1.50828e-008,0.3663
1.51214e-008,0.4277
1.51600e-008,0.5222
1.51985e-008,0.6376
1.52371e-008,0.7491
1.52757e-008,0.8421
1.53143e-008,0.9190
1.53528e-008,0.9826
1.53914e-008,1.0327
1.54300e-008,1.0702
1.54686e-008,1.0973
1.55071e-008,1.1178
1.55457e-008,1.1346
1.55843e-008,1.1476
1.56229e-008,1.1568
1.56615e-008,1.1632
1.57000e-008,1.1658
1.57386e-008,1.1655
1.57772e-008,1.1653
1.58158e-008,1.1665
1.58543e-008,1.1684
1.58929e-008,1.1701
1.59315e-008,1.1711
1.59701e-008,1.1719
1.60086e-008,1.1731
1.60472e-008,1.1740
1.60858e-008,1.1743
1.61243e-008,1.1746
1.61629e-008,1.1749
1.62015e-008,1.1753
1.62401e-008,1.1758
1.62786e-008,1.1763
1.63172e-008,1.1767
1.63558e-008,1.1769
1.63944e-008,1.1768
1.64329e-008,1.1767
1.64715e-008,1.1768
1.65101e-008,1.1769
1.65487e-008,1.1769
1.65873e-008,1.1769
1.66258e-008,1.1769
1.66644e-008,1.1769
1.67030e-008,1.1770
1.67416e-008,1.1770
1.67801e-008,1.1770
1.68187e-008,1.1770
1.68573e-008,1.1781
1.68959e-008,1.1808
1.69344e-008,1.1811
1.69730e-008,1.1674
1.70116e-008,1.1227
1.70501e-008,1.0391
1.70887e-008,0.9307
1.71273e-008,0.8158
1.71659e-008,0.7036
1.72044e-008,0.6016
1.72430e-008,0.5174
1.72816e-008,0.4544
1.73202e-008,0.4075
1.73588e-008,0.3756
1.73973e-008,0.3633
1.74359e-008,0.3827
1.74745e-008,0.4393
1.75131e-008,0.5358
1.75516e-008,0.6575
1.75902e-008,0.7746
1.76288e-008,0.8718
1.76674e-008,0.9493
1.77059e-008,1.0091
1.77445e-008,1.0548
1.77831e-008,1.0881
1.78216e-008,1.1102
1.78602e-008,1.1274
1.78988e-008,1.1424
1.79374e-008,1.1535
1.79759e-008,1.1618
1.80145e-008,1.1672
1.80531e-008,1.1684
1.80917e-008,1.1672
1.81302e-008,1.1663
1.81688e-008,1.1666
1.82074e-008,1.1684
1.82460e-008,1.1703
1.82846e-008,1.1714
1.83231e-008,1.1725
1.83617e-008,1.1738
1.84003e-008,1.1745
1.84389e-008,1.1749
1.84774e-008,1.1751
1.85160e-008,1.1753
1.85546e-008,1.1757
1.85932e-008,1.1762
1.86317e-008,1.1767
1.86703e-008,1.1772
1.87089e-008,1.1774
1.87474e-008,1.1773
1.87860e-008,1.1771
1.88246e-008,1.1772
1.88632e-008,1.1772
1.89017e-008,1.1772
1.89403e-008,1.1772
1.89789e-008,1.1772
1.90175e-008,1.1772
1.90560e-008,1.1773
1.90946e-008,1.1773
1.91332e-008,1.1772
1.91718e-008,1.1773
1.92104e-008,1.1788
