.HEADER
..NAMES
Time,V U5.R3
.DATA
0.0e+000,0.3295
3.67e-011,0.3295
7.33e-011,0.3295
1.100e-010,0.3295
1.467e-010,0.3295
1.834e-010,0.3295
2.201e-010,0.3295
2.567e-010,0.3295
2.934e-010,0.3295
3.301e-010,0.3295
3.667e-010,0.3295
4.034e-010,0.3295
4.401e-010,0.3295
4.768e-010,0.3295
5.135e-010,0.3296
5.501e-010,0.3303
5.868e-010,0.3341
6.235e-010,0.3465
6.601e-010,0.3766
6.968e-010,0.4332
7.335e-010,0.5184
7.702e-010,0.6254
8.068e-010,0.7372
8.435e-010,0.8370
8.802e-010,0.9103
9.169e-010,0.9489
9.536e-010,0.9567
9.902e-010,0.9476
1.0269e-009,0.9358
1.0636e-009,0.9308
1.1003e-009,0.9367
1.1369e-009,0.9515
1.1736e-009,0.9702
1.2103e-009,0.9873
1.2469e-009,0.9986
1.2836e-009,1.0026
1.3203e-009,1.0009
1.3570e-009,0.9962
1.3936e-009,0.9914
1.4303e-009,0.9891
1.4670e-009,0.9910
1.5037e-009,0.9988
1.5403e-009,1.0125
1.5770e-009,1.0261
1.6137e-009,1.0282
1.6504e-009,1.0017
1.6871e-009,0.9343
1.7237e-009,0.8307
1.7604e-009,0.7057
1.7971e-009,0.5804
1.8338e-009,0.4816
1.8704e-009,0.4296
1.9071e-009,0.4242
1.9438e-009,0.4497
1.9805e-009,0.4845
2.0171e-009,0.5087
2.0538e-009,0.5115
2.0905e-009,0.4931
2.1272e-009,0.4621
2.1638e-009,0.4307
2.2005e-009,0.4101
2.2372e-009,0.4052
2.2738e-009,0.4140
2.3105e-009,0.4304
2.3472e-009,0.4469
2.3839e-009,0.4576
2.4205e-009,0.4590
2.4572e-009,0.4512
2.4939e-009,0.4405
2.5306e-009,0.4404
2.5672e-009,0.4670
2.6039e-009,0.5318
2.6406e-009,0.6338
2.6773e-009,0.7551
2.7139e-009,0.8732
2.7506e-009,0.9646
2.7873e-009,1.0104
2.8240e-009,1.0076
2.8606e-009,0.9728
2.8973e-009,0.9291
2.9340e-009,0.8970
2.9707e-009,0.8896
3.0073e-009,0.9083
3.0440e-009,0.9450
3.0807e-009,0.9867
3.1174e-009,1.0198
3.1540e-009,1.0346
3.1907e-009,1.0295
3.2274e-009,1.0095
3.2641e-009,0.9832
3.3007e-009,0.9610
3.3374e-009,0.9507
3.3741e-009,0.9567
3.4108e-009,0.9795
3.4475e-009,1.0112
3.4841e-009,1.0371
3.5208e-009,1.0364
3.5575e-009,0.9900
3.5942e-009,0.8957
3.6308e-009,0.7669
3.6675e-009,0.6258
3.7042e-009,0.5031
3.7408e-009,0.4267
3.7775e-009,0.4057
3.8142e-009,0.4280
3.8509e-009,0.4708
3.8875e-009,0.5085
3.9242e-009,0.5233
3.9609e-009,0.5105
3.9976e-009,0.4768
4.0342e-009,0.4361
4.0709e-009,0.4039
4.1076e-009,0.3902
4.1443e-009,0.3964
4.1809e-009,0.4172
4.2176e-009,0.4424
4.2543e-009,0.4626
4.2910e-009,0.4711
4.3276e-009,0.4643
4.3643e-009,0.4434
4.4010e-009,0.4140
4.4377e-009,0.3830
4.4743e-009,0.3570
4.5110e-009,0.3415
4.5477e-009,0.3387
4.5844e-009,0.3460
4.6211e-009,0.3577
4.6577e-009,0.3663
4.6944e-009,0.3654
4.7311e-009,0.3528
4.7678e-009,0.3312
4.8044e-009,0.3079
4.8411e-009,0.2913
4.8778e-009,0.2875
4.9145e-009,0.2981
4.9511e-009,0.3190
4.9878e-009,0.3420
5.0245e-009,0.3585
5.0612e-009,0.3624
5.0978e-009,0.3526
5.1345e-009,0.3334
5.1712e-009,0.3124
5.2079e-009,0.2969
5.2445e-009,0.2919
5.2812e-009,0.2980
5.3179e-009,0.3123
5.3546e-009,0.3298
5.3912e-009,0.3452
5.4279e-009,0.3545
5.4646e-009,0.3560
5.5013e-009,0.3502
5.5379e-009,0.3394
5.5746e-009,0.3272
5.6113e-009,0.3174
5.6480e-009,0.3127
5.6846e-009,0.3141
5.7213e-009,0.3206
5.7580e-009,0.3295
5.7947e-009,0.3372
5.8313e-009,0.3410
5.8680e-009,0.3395
5.9047e-009,0.3335
5.9414e-009,0.3254
5.9780e-009,0.3183
6.0147e-009,0.3151
6.0514e-009,0.3170
6.0881e-009,0.3232
6.1247e-009,0.3313
6.1614e-009,0.3383
6.1981e-009,0.3430
6.2348e-009,0.3486
6.2714e-009,0.3636
6.3081e-009,0.4008
6.3448e-009,0.4685
6.3815e-009,0.5664
6.4181e-009,0.6810
6.4548e-009,0.7933
6.4915e-009,0.8857
6.5282e-009,0.9440
6.5648e-009,0.9651
6.6015e-009,0.9594
6.6382e-009,0.9435
6.6749e-009,0.9303
6.7115e-009,0.9279
6.7482e-009,0.9375
6.7849e-009,0.9554
6.8215e-009,0.9757
6.8582e-009,0.9931
6.8949e-009,1.0035
6.9316e-009,1.0064
6.9682e-009,1.0036
7.0049e-009,0.9976
7.0416e-009,0.9911
7.0783e-009,0.9872
7.1149e-009,0.9882
7.1516e-009,0.9959
7.1883e-009,1.0096
7.2250e-009,1.0266
7.2616e-009,1.0437
