.HEADER
..NAMES
Time,V U5.F2
.DATA
0.0e+000,0.3207
3.86e-011,0.3207
7.72e-011,0.3207
1.157e-010,0.3207
1.543e-010,0.3207
1.929e-010,0.3207
2.314e-010,0.3207
2.700e-010,0.3207
3.086e-010,0.3207
3.472e-010,0.3207
3.857e-010,0.3207
4.243e-010,0.3207
4.629e-010,0.3208
5.015e-010,0.3232
5.401e-010,0.3335
5.786e-010,0.3626
6.172e-010,0.4251
6.558e-010,0.5233
6.944e-010,0.6439
7.329e-010,0.7569
7.715e-010,0.8432
8.101e-010,0.9163
8.486e-010,0.9792
8.872e-010,1.0291
9.258e-010,1.0661
9.644e-010,1.1078
1.0029e-009,1.1466
1.0415e-009,1.1527
1.0801e-009,1.1410
1.1187e-009,1.0924
1.1572e-009,1.0005
1.1958e-009,0.8921
1.2344e-009,0.7824
1.2730e-009,0.6705
1.3115e-009,0.5702
1.3501e-009,0.4943
1.3887e-009,0.4427
1.4273e-009,0.4073
1.4658e-009,0.3811
1.5044e-009,0.3643
1.5430e-009,0.3551
1.5816e-009,0.3466
1.6202e-009,0.3397
1.6587e-009,0.3334
1.6973e-009,0.3249
1.7359e-009,0.3185
1.7745e-009,0.3168
1.8130e-009,0.3161
1.8516e-009,0.3158
1.8902e-009,0.3183
1.9288e-009,0.3270
1.9673e-009,0.3491
2.0059e-009,0.3966
2.0445e-009,0.4793
2.0830e-009,0.5909
2.1216e-009,0.7106
2.1602e-009,0.8074
2.1988e-009,0.8848
2.2374e-009,0.9519
2.2759e-009,1.0078
2.3145e-009,1.0505
2.3531e-009,1.0863
2.3916e-009,1.1323
2.4302e-009,1.1529
2.4688e-009,1.1502
2.5074e-009,1.1217
2.5459e-009,1.0483
2.5845e-009,0.9430
2.6231e-009,0.8341
2.6617e-009,0.7223
2.7003e-009,0.6148
2.7388e-009,0.5267
2.7774e-009,0.4645
2.8160e-009,0.4209
2.8545e-009,0.3828
2.8931e-009,0.3694
2.9317e-009,0.3895
2.9703e-009,0.4397
3.0089e-009,0.5235
3.0474e-009,0.6354
3.0860e-009,0.7407
3.1246e-009,0.8257
3.1631e-009,0.9043
3.2017e-009,0.9725
3.2403e-009,1.0240
3.2789e-009,1.0641
3.3175e-009,1.1121
3.3560e-009,1.1475
3.3946e-009,1.1519
3.4332e-009,1.1360
3.4717e-009,1.0804
3.5103e-009,0.9824
3.5489e-009,0.8719
3.5875e-009,0.7611
3.6260e-009,0.6511
3.6646e-009,0.5550
3.7032e-009,0.4846
3.7418e-009,0.4363
3.7803e-009,0.3952
3.8189e-009,0.3702
3.8575e-009,0.3803
3.8961e-009,0.4201
3.9346e-009,0.4926
3.9732e-009,0.5980
4.0118e-009,0.7099
4.0504e-009,0.7995
4.0890e-009,0.8795
4.1275e-009,0.9520
4.1661e-009,1.0092
4.2047e-009,1.0516
4.2433e-009,1.0959
4.2818e-009,1.1407
4.3204e-009,1.1522
4.3590e-009,1.1442
4.3975e-009,1.1033
4.4361e-009,1.0165
4.4747e-009,0.9068
4.5133e-009,0.7965
4.5519e-009,0.6852
4.5904e-009,0.5831
4.6290e-009,0.5040
4.6676e-009,0.4500
4.7062e-009,0.4126
4.7447e-009,0.3845
4.7833e-009,0.3663
4.8219e-009,0.3564
4.8604e-009,0.3478
4.8990e-009,0.3405
4.9376e-009,0.3345
4.9762e-009,0.3263
5.0147e-009,0.3190
5.0533e-009,0.3166
5.0919e-009,0.3161
5.1305e-009,0.3159
5.1691e-009,0.3176
5.2076e-009,0.3207
5.2462e-009,0.3231
5.2848e-009,0.3237
5.3234e-009,0.3234
5.3619e-009,0.3233
5.4005e-009,0.3229
5.4391e-009,0.3223
5.4776e-009,0.3217
5.5162e-009,0.3209
5.5548e-009,0.3204
5.5934e-009,0.3207
5.6320e-009,0.3212
5.6705e-009,0.3212
5.7091e-009,0.3211
5.7477e-009,0.3213
5.7863e-009,0.3214
5.8248e-009,0.3211
5.8634e-009,0.3207
5.9020e-009,0.3206
5.9405e-009,0.3207
5.9791e-009,0.3207
6.0177e-009,0.3207
6.0563e-009,0.3207
6.0948e-009,0.3206
6.1334e-009,0.3207
6.1720e-009,0.3209
6.2106e-009,0.3208
6.2492e-009,0.3207
6.2877e-009,0.3207
6.3263e-009,0.3208
6.3649e-009,0.3207
6.4035e-009,0.3207
6.4420e-009,0.3207
6.4806e-009,0.3207
6.5192e-009,0.3207
6.5577e-009,0.3207
6.5963e-009,0.3207
6.6349e-009,0.3207
6.6735e-009,0.3207
6.7121e-009,0.3207
6.7506e-009,0.3207
6.7892e-009,0.3207
6.8278e-009,0.3207
6.8664e-009,0.3207
6.9049e-009,0.3207
6.9435e-009,0.3207
6.9821e-009,0.3207
7.0206e-009,0.3207
7.0592e-009,0.3207
7.0978e-009,0.3207
7.1364e-009,0.3207
7.1749e-009,0.3207
7.2135e-009,0.3207
7.2521e-009,0.3207
7.2907e-009,0.3207
7.3293e-009,0.3207
7.3678e-009,0.3207
7.4064e-009,0.3207
7.4450e-009,0.3207
7.4835e-009,0.3207
7.5221e-009,0.3207
7.5607e-009,0.3207
7.5993e-009,0.3207
7.6379e-009,0.3207
7.6764e-009,0.3207
7.7150e-009,0.3207
7.7536e-009,0.3207
7.7922e-009,0.3207
7.8307e-009,0.3207
7.8693e-009,0.3207
7.9079e-009,0.3207
7.9464e-009,0.3207
7.9850e-009,0.3207
8.0236e-009,0.3207
8.0622e-009,0.3207
8.1008e-009,0.3207
8.1393e-009,0.3207
8.1779e-009,0.3207
8.2165e-009,0.3207
8.2550e-009,0.3207
8.2936e-009,0.3207
8.3322e-009,0.3207
8.3708e-009,0.3207
8.4093e-009,0.3207
8.4479e-009,0.3211
8.4865e-009,0.3252
8.5251e-009,0.3399
8.5637e-009,0.3780
8.6022e-009,0.4523
8.6408e-009,0.5594
8.6794e-009,0.6816
8.7179e-009,0.7861
8.7565e-009,0.8670
8.7951e-009,0.9371
8.8337e-009,0.9963
8.8722e-009,1.0417
8.9108e-009,1.0743
8.9494e-009,1.0976
8.9880e-009,1.1147
9.0266e-009,1.1277
9.0651e-009,1.1376
9.1037e-009,1.1458
9.1423e-009,1.1549
9.1808e-009,1.1649
9.2194e-009,1.1733
9.2580e-009,1.1761
