.HEADER
..NAMES
Time,V U5.A7
.DATA
0.0e+000,1.1777
3.86e-011,1.1777
7.72e-011,1.1777
1.157e-010,1.1777
1.543e-010,1.1777
1.929e-010,1.1777
2.314e-010,1.1777
2.700e-010,1.1777
3.086e-010,1.1777
3.472e-010,1.1777
3.857e-010,1.1777
4.243e-010,1.1778
4.629e-010,1.1797
5.015e-010,1.1831
5.401e-010,1.1808
5.786e-010,1.1566
6.172e-010,1.0918
6.558e-010,0.9857
6.944e-010,0.8642
7.329e-010,0.7487
7.715e-010,0.6453
8.101e-010,0.5569
8.486e-010,0.4887
8.872e-010,0.4401
9.258e-010,0.4065
9.644e-010,0.3808
1.0029e-009,0.3601
1.0415e-009,0.3465
1.0801e-009,0.3388
1.1187e-009,0.3320
1.1572e-009,0.3242
1.1958e-009,0.3196
1.2344e-009,0.3202
1.2730e-009,0.3230
1.3115e-009,0.3247
1.3501e-009,0.3255
1.3887e-009,0.3265
1.4273e-009,0.3272
1.4658e-009,0.3266
1.5044e-009,0.3249
1.5430e-009,0.3239
1.5816e-009,0.3243
1.6202e-009,0.3245
1.6587e-009,0.3236
1.6973e-009,0.3226
1.7359e-009,0.3227
1.7745e-009,0.3231
1.8130e-009,0.3229
1.8516e-009,0.3229
1.8902e-009,0.3269
1.9288e-009,0.3427
1.9673e-009,0.3825
2.0059e-009,0.4577
2.0445e-009,0.5675
2.0830e-009,0.6913
2.1216e-009,0.7987
2.1602e-009,0.8779
2.1988e-009,0.9400
2.2374e-009,0.9936
2.2759e-009,1.0388
2.3145e-009,1.0739
2.3531e-009,1.1006
2.3916e-009,1.1203
2.4302e-009,1.1352
2.4688e-009,1.1449
2.5074e-009,1.1520
2.5459e-009,1.1597
2.5845e-009,1.1673
2.6231e-009,1.1701
2.6617e-009,1.1684
2.7003e-009,1.1665
2.7388e-009,1.1675
2.7774e-009,1.1705
2.8160e-009,1.1760
2.8545e-009,1.1807
2.8931e-009,1.1758
2.9317e-009,1.1444
2.9703e-009,1.0690
3.0089e-009,0.9562
3.0474e-009,0.8352
3.0860e-009,0.7240
3.1246e-009,0.6241
3.1631e-009,0.5394
3.2017e-009,0.4751
3.2403e-009,0.4300
3.2789e-009,0.3929
3.3175e-009,0.3701
3.3560e-009,0.3741
3.3946e-009,0.4188
3.4332e-009,0.5036
3.4717e-009,0.6199
3.5103e-009,0.7376
3.5489e-009,0.8359
3.5875e-009,0.9135
3.6260e-009,0.9759
3.6646e-009,1.0244
3.7032e-009,1.0638
3.7418e-009,1.0949
3.7803e-009,1.1168
3.8189e-009,1.1322
3.8575e-009,1.1432
3.8961e-009,1.1513
3.9346e-009,1.1586
3.9732e-009,1.1661
4.0118e-009,1.1704
4.0504e-009,1.1705
4.0890e-009,1.1688
4.1275e-009,1.1684
4.1661e-009,1.1690
4.2047e-009,1.1727
4.2433e-009,1.1789
4.2818e-009,1.1807
4.3204e-009,1.1640
4.3590e-009,1.1109
4.3975e-009,1.0130
4.4361e-009,0.8927
4.4747e-009,0.7757
4.5133e-009,0.6702
4.5519e-009,0.5770
4.5904e-009,0.5033
4.6290e-009,0.4499
4.6676e-009,0.4096
4.7062e-009,0.3786
4.7447e-009,0.3677
4.7833e-009,0.3931
4.8219e-009,0.4584
4.8604e-009,0.5626
4.8990e-009,0.6831
4.9376e-009,0.7926
4.9762e-009,0.8787
5.0147e-009,0.9484
5.0533e-009,1.0025
5.0919e-009,1.0463
5.1305e-009,1.0879
5.1691e-009,1.1327
5.2076e-009,1.1625
5.2462e-009,1.1638
5.2848e-009,1.1326
5.3234e-009,1.0538
5.3619e-009,0.9390
5.4005e-009,0.8158
5.4391e-009,0.7012
5.4776e-009,0.5981
5.5162e-009,0.5189
5.5548e-009,0.4604
5.5934e-009,0.4189
5.6320e-009,0.3897
5.6705e-009,0.3699
5.7091e-009,0.3524
5.7477e-009,0.3404
5.7863e-009,0.3325
5.8248e-009,0.3258
5.8634e-009,0.3197
5.9020e-009,0.3180
5.9405e-009,0.3198
5.9791e-009,0.3221
6.0177e-009,0.3241
6.0563e-009,0.3258
6.0948e-009,0.3262
6.1334e-009,0.3260
6.1720e-009,0.3254
6.2106e-009,0.3240
6.2492e-009,0.3231
6.2877e-009,0.3234
6.3263e-009,0.3233
6.3649e-009,0.3225
6.4035e-009,0.3222
6.4420e-009,0.3222
6.4806e-009,0.3222
6.5192e-009,0.3219
6.5577e-009,0.3216
6.5963e-009,0.3213
6.6349e-009,0.3212
6.6735e-009,0.3212
6.7121e-009,0.3211
6.7506e-009,0.3210
6.7892e-009,0.3212
6.8278e-009,0.3214
6.8664e-009,0.3212
6.9049e-009,0.3210
6.9435e-009,0.3211
6.9821e-009,0.3211
7.0206e-009,0.3223
7.0592e-009,0.3287
7.0978e-009,0.3492
7.1364e-009,0.3978
7.1749e-009,0.4832
7.2135e-009,0.5995
7.2521e-009,0.7210
7.2907e-009,0.8210
7.3293e-009,0.8945
7.3678e-009,0.9545
7.4064e-009,1.0058
7.4450e-009,1.0483
7.4835e-009,1.0920
7.5221e-009,1.1360
7.5607e-009,1.1631
7.5993e-009,1.1571
7.6379e-009,1.1162
7.6764e-009,1.0258
7.7150e-009,0.9076
7.7536e-009,0.7873
7.7922e-009,0.6764
7.8307e-009,0.5772
7.8693e-009,0.5034
7.9079e-009,0.4496
7.9464e-009,0.4088
7.9850e-009,0.3770
8.0236e-009,0.3657
8.0622e-009,0.3854
8.1008e-009,0.4432
8.1393e-009,0.5423
8.1779e-009,0.6640
8.2165e-009,0.7783
8.2550e-009,0.8690
8.2936e-009,0.9406
8.3322e-009,0.9958
8.3708e-009,1.0414
8.4093e-009,1.0828
8.4479e-009,1.1278
8.4865e-009,1.1593
8.5251e-009,1.1650
8.5637e-009,1.1378
8.6022e-009,1.0640
8.6408e-009,0.9516
8.6794e-009,0.8286
8.7179e-009,0.7132
8.7565e-009,0.6086
8.7951e-009,0.5260
8.8337e-009,0.4650
8.8722e-009,0.4211
8.9108e-009,0.3851
8.9494e-009,0.3671
8.9880e-009,0.3749
9.0266e-009,0.4210
9.0651e-009,0.5074
9.1037e-009,0.6258
9.1423e-009,0.7446
9.1808e-009,0.8427
9.2194e-009,0.9192
9.2580e-009,0.9798
9.2966e-009,1.0282
9.3352e-009,1.0687
9.3737e-009,1.1146
9.4123e-009,1.1515
9.4509e-009,1.1673
9.4895e-009,1.1504
9.5280e-009,1.0929
9.5666e-009,0.9893
9.6052e-009,0.8674
9.6437e-009,0.7487
9.6823e-009,0.6401
9.7209e-009,0.5493
9.7595e-009,0.4825
9.7981e-009,0.4341
9.8366e-009,0.4003
9.8752e-009,0.3775
9.9138e-009,0.3588
9.9524e-009,0.3445
9.9909e-009,0.3352
1.00295e-008,0.3285
1.00681e-008,0.3214
1.01066e-008,0.3178
1.01452e-008,0.3185
1.01838e-008,0.3210
1.02224e-008,0.3229
1.02610e-008,0.3248
1.02995e-008,0.3258
1.03381e-008,0.3259
1.03767e-008,0.3255
1.04152e-008,0.3244
1.04538e-008,0.3230
1.04924e-008,0.3230
1.05310e-008,0.3232
1.05695e-008,0.3226
1.06081e-008,0.3219
1.06467e-008,0.3219
1.06853e-008,0.3220
1.07239e-008,0.3218
1.07624e-008,0.3215
1.08010e-008,0.3211
1.08396e-008,0.3210
1.08781e-008,0.3210
1.09167e-008,0.3209
1.09553e-008,0.3207
1.09939e-008,0.3209
1.10324e-008,0.3212
1.10710e-008,0.3211
1.11096e-008,0.3208
1.11482e-008,0.3208
1.11868e-008,0.3209
1.12253e-008,0.3213
1.12639e-008,0.3247
1.13025e-008,0.3378
1.13410e-008,0.3728
1.13796e-008,0.4425
1.14182e-008,0.5475
1.14568e-008,0.6710
