.HEADER
..NAMES
Time,V U3.A7
.DATA
0.0e+000,1.1778
3.86e-011,1.1778
7.72e-011,1.1778
1.157e-010,1.1778
1.543e-010,1.1778
1.929e-010,1.1778
2.314e-010,1.1778
2.700e-010,1.1778
3.086e-010,1.1778
3.472e-010,1.1778
3.857e-010,1.1778
4.243e-010,1.1780
4.629e-010,1.1807
5.015e-010,1.1848
5.401e-010,1.1789
5.786e-010,1.1459
6.172e-010,1.0665
6.558e-010,0.9513
6.944e-010,0.8363
7.329e-010,0.7269
7.715e-010,0.6231
8.101e-010,0.5350
8.486e-010,0.4695
8.872e-010,0.4246
9.258e-010,0.3870
9.644e-010,0.3658
1.0029e-009,0.3803
1.0415e-009,0.4229
1.0801e-009,0.4987
1.1187e-009,0.6069
1.1572e-009,0.7287
1.1958e-009,0.8261
1.2344e-009,0.9055
1.2730e-009,0.9729
1.3115e-009,1.0286
1.3501e-009,1.0692
1.3887e-009,1.0950
1.4273e-009,1.1123
1.4658e-009,1.1271
1.5044e-009,1.1396
1.5430e-009,1.1499
1.5816e-009,1.1607
1.6202e-009,1.1699
1.6587e-009,1.1718
1.6973e-009,1.1703
1.7359e-009,1.1704
1.7745e-009,1.1720
1.8130e-009,1.1731
1.8516e-009,1.1747
1.8902e-009,1.1807
1.9288e-009,1.1815
1.9673e-009,1.1647
2.0059e-009,1.1095
2.0445e-009,1.0077
2.0830e-009,0.8895
2.1216e-009,0.7776
2.1602e-009,0.6690
2.1988e-009,0.5728
2.2374e-009,0.4970
2.2759e-009,0.4437
2.3145e-009,0.4073
2.3531e-009,0.3826
2.3916e-009,0.3659
2.4302e-009,0.3544
2.4688e-009,0.3437
2.5074e-009,0.3307
2.5459e-009,0.3216
2.5845e-009,0.3191
2.6231e-009,0.3187
2.6617e-009,0.3184
2.7003e-009,0.3193
2.7388e-009,0.3216
2.7774e-009,0.3236
2.8160e-009,0.3274
2.8545e-009,0.3418
2.8931e-009,0.3799
2.9317e-009,0.4542
2.9703e-009,0.5616
3.0089e-009,0.6861
3.0474e-009,0.7929
3.0860e-009,0.8724
3.1246e-009,0.9415
3.1631e-009,1.0008
3.2017e-009,1.0473
3.2403e-009,1.0787
3.2789e-009,1.1005
3.3175e-009,1.1158
3.3560e-009,1.1288
3.3946e-009,1.1420
