.HEADER
..NAMES
Time,V U5.C8
.DATA
0.0e+000,0.3210
3.86e-011,0.3210
7.72e-011,0.3210
1.157e-010,0.3210
1.543e-010,0.3210
1.929e-010,0.3210
2.314e-010,0.3210
2.700e-010,0.3210
3.086e-010,0.3210
3.472e-010,0.3210
3.857e-010,0.3210
4.243e-010,0.3210
4.629e-010,0.3221
5.015e-010,0.3284
5.401e-010,0.3489
5.786e-010,0.3978
6.172e-010,0.4849
6.558e-010,0.6042
6.944e-010,0.7287
7.329e-010,0.8295
7.715e-010,0.9030
8.101e-010,0.9634
8.486e-010,1.0162
8.872e-010,1.0558
9.258e-010,1.0827
9.644e-010,1.1043
1.0029e-009,1.1230
1.0415e-009,1.1348
1.0801e-009,1.1418
1.1187e-009,1.1505
1.1572e-009,1.1619
1.1958e-009,1.1705
1.2344e-009,1.1729
1.2730e-009,1.1711
1.3115e-009,1.1695
1.3501e-009,1.1700
1.3887e-009,1.1714
1.4273e-009,1.1722
1.4658e-009,1.1728
1.5044e-009,1.1741
1.5430e-009,1.1755
1.5816e-009,1.1754
1.6202e-009,1.1748
1.6587e-009,1.1758
1.6973e-009,1.1776
1.7359e-009,1.1780
1.7745e-009,1.1767
1.8130e-009,1.1761
1.8516e-009,1.1771
1.8902e-009,1.1804
1.9288e-009,1.1835
1.9673e-009,1.1770
2.0059e-009,1.1424
2.0445e-009,1.0622
2.0830e-009,0.9454
2.1216e-009,0.8222
2.1602e-009,0.7104
2.1988e-009,0.6103
2.2374e-009,0.5244
2.2759e-009,0.4624
2.3145e-009,0.4233
2.3531e-009,0.3892
2.3916e-009,0.3671
2.4302e-009,0.3780
2.4688e-009,0.4327
2.5074e-009,0.5217
2.5459e-009,0.6352
2.5845e-009,0.7509
2.6231e-009,0.8474
2.6617e-009,0.9205
2.7003e-009,0.9816
2.7388e-009,1.0335
2.7774e-009,1.0714
2.8160e-009,1.1123
2.8545e-009,1.1509
2.8931e-009,1.1674
2.9317e-009,1.1464
2.9703e-009,1.0898
3.0089e-009,0.9952
3.0474e-009,0.8737
3.0860e-009,0.7489
3.1246e-009,0.6405
3.1631e-009,0.5503
3.2017e-009,0.4777
3.2403e-009,0.4287
3.2789e-009,0.3948
3.3175e-009,0.3706
3.3560e-009,0.3695
3.3946e-009,0.4085
3.4332e-009,0.4851
3.4717e-009,0.5912
3.5103e-009,0.7101
3.5489e-009,0.8171
3.5875e-009,0.8976
3.6260e-009,0.9601
3.6646e-009,1.0161
3.7032e-009,1.0609
3.7418e-009,1.0892
3.7803e-009,1.1093
3.8189e-009,1.1272
3.8575e-009,1.1392
3.8961e-009,1.1453
3.9346e-009,1.1528
3.9732e-009,1.1634
4.0118e-009,1.1715
4.0504e-009,1.1736
4.0890e-009,1.1728
4.1275e-009,1.1719
4.1661e-009,1.1713
4.2047e-009,1.1733
4.2433e-009,1.1789
4.2818e-009,1.1823
4.3204e-009,1.1713
4.3590e-009,1.1277
4.3975e-009,1.0380
4.4361e-009,0.9172
4.4747e-009,0.7959
4.5133e-009,0.6881
4.5519e-009,0.5910
4.5904e-009,0.5084
4.6290e-009,0.4513
4.6676e-009,0.4153
4.7062e-009,0.3832
4.7447e-009,0.3659
4.7833e-009,0.3860
4.8219e-009,0.4492
4.8604e-009,0.5441
4.8990e-009,0.6594
4.9376e-009,0.7726
4.9762e-009,0.8644
5.0147e-009,0.9341
5.0533e-009,0.9933
5.0919e-009,1.0427
5.1305e-009,1.0768
5.1691e-009,1.1004
5.2076e-009,1.1202
5.2462e-009,1.1342
5.2848e-009,1.1412
5.3234e-009,1.1487
5.3619e-009,1.1597
5.4005e-009,1.1689
5.4391e-009,1.1724
5.4776e-009,1.1728
5.5162e-009,1.1726
5.5548e-009,1.1717
5.5934e-009,1.1714
5.6320e-009,1.1756
5.6705e-009,1.1816
5.7091e-009,1.1796
5.7477e-009,1.1538
5.7863e-009,1.0860
5.8248e-009,0.9761
5.8634e-009,0.8523
5.9020e-009,0.7380
5.9405e-009,0.6358
5.9791e-009,0.5445
6.0177e-009,0.4750
6.0563e-009,0.4318
6.0948e-009,0.4032
6.1334e-009,0.3777
6.1720e-009,0.3589
6.2106e-009,0.3505
6.2492e-009,0.3452
6.2877e-009,0.3366
6.3263e-009,0.3266
6.3649e-009,0.3204
6.4035e-009,0.3188
6.4420e-009,0.3195
6.4806e-009,0.3206
6.5192e-009,0.3218
6.5577e-009,0.3239
6.5963e-009,0.3262
6.6349e-009,0.3265
6.6735e-009,0.3246
6.7121e-009,0.3233
6.7506e-009,0.3240
6.7892e-009,0.3242
6.8278e-009,0.3226
6.8664e-009,0.3210
6.9049e-009,0.3215
6.9435e-009,0.3226
6.9821e-009,0.3224
7.0206e-009,0.3224
7.0592e-009,0.3271
7.0978e-009,0.3437
7.1364e-009,0.3848
7.1749e-009,0.4625
7.2135e-009,0.5760
7.2521e-009,0.7031
7.2907e-009,0.8109
7.3293e-009,0.8892
7.3678e-009,0.9510
7.4064e-009,1.0058
7.4450e-009,1.0491
7.4835e-009,1.0847
7.5221e-009,1.1266
7.5607e-009,1.1597
7.5993e-009,1.1612
7.6379e-009,1.1247
7.6764e-009,1.0501
7.7150e-009,0.9418
7.7536e-009,0.8176
7.7922e-009,0.6998
7.8307e-009,0.5985
7.8693e-009,0.5143
7.9079e-009,0.4523
7.9464e-009,0.4151
7.9850e-009,0.3902
8.0236e-009,0.3692
8.0622e-009,0.3547
8.1008e-009,0.3476
8.1393e-009,0.3406
8.1779e-009,0.3308
8.2165e-009,0.3228
8.2550e-009,0.3196
8.2936e-009,0.3182
8.3322e-009,0.3177
8.3708e-009,0.3196
8.4093e-009,0.3227
8.4479e-009,0.3247
8.4865e-009,0.3257
8.5251e-009,0.3257
8.5637e-009,0.3247
8.6022e-009,0.3235
8.6408e-009,0.3232
8.6794e-009,0.3230
8.7179e-009,0.3219
8.7565e-009,0.3210
8.7951e-009,0.3215
8.8337e-009,0.3222
8.8722e-009,0.3219
8.9108e-009,0.3215
8.9494e-009,0.3218
8.9880e-009,0.3219
9.0266e-009,0.3214
9.0651e-009,0.3209
9.1037e-009,0.3211
9.1423e-009,0.3213
9.1808e-009,0.3212
9.2194e-009,0.3212
9.2580e-009,0.3212
9.2966e-009,0.3213
9.3352e-009,0.3213
9.3737e-009,0.3213
9.4123e-009,0.3213
9.4509e-009,0.3212
9.4895e-009,0.3212
9.5280e-009,0.3213
9.5666e-009,0.3212
9.6052e-009,0.3211
9.6437e-009,0.3212
9.6823e-009,0.3213
9.7209e-009,0.3212
9.7595e-009,0.3211
9.7981e-009,0.3212
9.8366e-009,0.3220
9.8752e-009,0.3269
9.9138e-009,0.3441
9.9524e-009,0.3875
9.9909e-009,0.4682
1.00295e-008,0.5834
1.00681e-008,0.7094
1.01066e-008,0.8151
1.01452e-008,0.8923
1.01838e-008,0.9540
1.02224e-008,1.0083
1.02610e-008,1.0504
1.02995e-008,1.0873
1.03381e-008,1.1298
1.03767e-008,1.1612
1.04152e-008,1.1595
1.04538e-008,1.1213
1.04924e-008,1.0454
1.05310e-008,0.9357
1.05695e-008,0.8109
1.06081e-008,0.6938
1.06467e-008,0.5938
1.06853e-008,0.5105
1.07239e-008,0.4496
1.07624e-008,0.4115
1.08010e-008,0.3810
1.08396e-008,0.3650
1.08781e-008,0.3826
1.09167e-008,0.4408
1.09553e-008,0.5312
1.09939e-008,0.6457
1.10324e-008,0.7628
1.10710e-008,0.8584
1.11096e-008,0.9281
1.11482e-008,0.9868
1.11868e-008,1.0390
1.12253e-008,1.0757
1.12639e-008,1.0987
1.13025e-008,1.1177
1.13410e-008,1.1335
1.13796e-008,1.1420
1.14182e-008,1.1480
1.14568e-008,1.1575
1.14953e-008,1.1675
1.15339e-008,1.1725
1.15725e-008,1.1731
1.16111e-008,1.1724
1.16497e-008,1.1713
1.16882e-008,1.1710
1.17268e-008,1.1722
1.17654e-008,1.1735
1.18039e-008,1.1737
1.18425e-008,1.1742
1.18811e-008,1.1754
1.19197e-008,1.1758
1.19583e-008,1.1755
1.19968e-008,1.1765
1.20354e-008,1.1781
1.20740e-008,1.1780
1.21126e-008,1.1767
1.21511e-008,1.1765
1.21897e-008,1.1788
1.22283e-008,1.1827
1.22668e-008,1.1825
1.23054e-008,1.1641
1.23440e-008,1.1067
1.23826e-008,1.0040
1.24212e-008,0.8804
1.24597e-008,0.7626
1.24983e-008,0.6571
1.25369e-008,0.5629
1.25755e-008,0.4888
1.26140e-008,0.4404
1.26526e-008,0.4040
1.26912e-008,0.3736
1.27297e-008,0.3670
1.27683e-008,0.4021
1.28069e-008,0.4754
1.28455e-008,0.5786
1.28841e-008,0.6966
1.29226e-008,0.8045
1.29612e-008,0.8876
1.29998e-008,0.9530
1.30383e-008,1.0101
1.30769e-008,1.0552
