.HEADER
..NAMES
Time,V U4.F2
.DATA
0.0e+000,1.1782
3.86e-011,1.1782
7.72e-011,1.1782
1.157e-010,1.1782
1.543e-010,1.1782
1.929e-010,1.1782
2.314e-010,1.1782
2.700e-010,1.1782
3.086e-010,1.1782
3.472e-010,1.1782
3.857e-010,1.1782
4.243e-010,1.1795
4.629e-010,1.1827
5.015e-010,1.1827
5.401e-010,1.1659
5.786e-010,1.1132
6.172e-010,1.0171
6.558e-010,0.8975
6.944e-010,0.7788
7.329e-010,0.6716
7.715e-010,0.5786
8.101e-010,0.5029
8.486e-010,0.4459
8.872e-010,0.4056
9.258e-010,0.3764
9.644e-010,0.3555
1.0029e-009,0.3417
1.0415e-009,0.3313
1.0801e-009,0.3229
1.1187e-009,0.3190
1.1572e-009,0.3198
1.1958e-009,0.3224
1.2344e-009,0.3242
1.2730e-009,0.3247
1.3115e-009,0.3249
1.3501e-009,0.3247
1.3887e-009,0.3239
1.4273e-009,0.3232
1.4658e-009,0.3230
1.5044e-009,0.3226
1.5430e-009,0.3219
1.5816e-009,0.3216
1.6202e-009,0.3217
1.6587e-009,0.3214
1.6973e-009,0.3207
1.7359e-009,0.3201
1.7745e-009,0.3200
1.8130e-009,0.3200
1.8516e-009,0.3199
1.8902e-009,0.3200
1.9288e-009,0.3201
1.9673e-009,0.3201
2.0059e-009,0.3200
2.0445e-009,0.3200
2.0830e-009,0.3201
2.1216e-009,0.3201
2.1602e-009,0.3200
2.1988e-009,0.3200
2.2374e-009,0.3200
2.2759e-009,0.3201
2.3145e-009,0.3200
2.3531e-009,0.3200
2.3916e-009,0.3201
2.4302e-009,0.3200
2.4688e-009,0.3200
2.5074e-009,0.3200
2.5459e-009,0.3200
2.5845e-009,0.3200
2.6231e-009,0.3200
2.6617e-009,0.3200
2.7003e-009,0.3200
2.7388e-009,0.3200
2.7774e-009,0.3200
2.8160e-009,0.3200
2.8545e-009,0.3200
2.8931e-009,0.3200
2.9317e-009,0.3200
2.9703e-009,0.3200
3.0089e-009,0.3200
3.0474e-009,0.3200
3.0860e-009,0.3200
3.1246e-009,0.3200
3.1631e-009,0.3200
3.2017e-009,0.3200
3.2403e-009,0.3214
3.2789e-009,0.3280
3.3175e-009,0.3489
3.3560e-009,0.3976
3.3946e-009,0.4827
3.4332e-009,0.5987
3.4717e-009,0.7201
3.5103e-009,0.8208
3.5489e-009,0.8958
3.5875e-009,0.9569
3.6260e-009,1.0103
3.6646e-009,1.0556
3.7032e-009,1.1021
3.7418e-009,1.1452
3.7803e-009,1.1704
3.8189e-009,1.1625
3.8575e-009,1.1158
3.8961e-009,1.0219
3.9346e-009,0.8985
3.9732e-009,0.7752
4.0118e-009,0.6661
4.0504e-009,0.5766
4.0890e-009,0.5030
4.1275e-009,0.4452
4.1661e-009,0.4023
4.2047e-009,0.3695
4.2433e-009,0.3561
4.2818e-009,0.3797
4.3204e-009,0.4455
4.3590e-009,0.5546
4.3975e-009,0.6857
4.4361e-009,0.8037
4.4747e-009,0.8916
4.5133e-009,0.9552
4.5519e-009,1.0065
4.5904e-009,1.0517
4.6290e-009,1.0927
4.6676e-009,1.1358
4.7062e-009,1.1680
4.7447e-009,1.1715
4.7833e-009,1.1395
4.8219e-009,1.0579
4.8604e-009,0.9393
4.8990e-009,0.8120
4.9376e-009,0.6967
4.9762e-009,0.6009
5.0147e-009,0.5231
5.0533e-009,0.4612
5.0919e-009,0.4148
5.1305e-009,0.3779
5.1691e-009,0.3571
5.2076e-009,0.3679
5.2462e-009,0.4196
5.2848e-009,0.5161
5.3234e-009,0.6437
5.3619e-009,0.7696
5.4005e-009,0.8673
5.4391e-009,0.9370
5.4776e-009,0.9913
5.5162e-009,1.0384
5.5548e-009,1.0776
5.5934e-009,1.1064
5.6320e-009,1.1266
5.6705e-009,1.1407
5.7091e-009,1.1498
5.7477e-009,1.1571
5.7863e-009,1.1636
5.8248e-009,1.1666
5.8634e-009,1.1659
5.9020e-009,1.1647
5.9405e-009,1.1658
5.9791e-009,1.1691
6.0177e-009,1.1721
6.0563e-009,1.1761
6.0948e-009,1.1810
6.1334e-009,1.1804
6.1720e-009,1.1604
6.2106e-009,1.1031
6.2492e-009,1.0042
6.2877e-009,0.8845
6.3263e-009,0.7669
6.3649e-009,0.6611
6.4035e-009,0.5702
6.4420e-009,0.4965
6.4806e-009,0.4411
6.5192e-009,0.3976
