.HEADER
..NAMES
Time,V U4.F8
.DATA
0.0e+000,1.1783
3.86e-011,1.1783
7.72e-011,1.1783
1.157e-010,1.1783
1.543e-010,1.1783
1.929e-010,1.1783
2.314e-010,1.1783
2.700e-010,1.1783
3.086e-010,1.1783
3.472e-010,1.1783
3.857e-010,1.1783
4.243e-010,1.1796
4.629e-010,1.1829
5.015e-010,1.1830
5.401e-010,1.1663
5.786e-010,1.1135
6.172e-010,1.0174
6.558e-010,0.8987
6.944e-010,0.7816
7.329e-010,0.6757
7.715e-010,0.5830
8.101e-010,0.5067
8.486e-010,0.4491
8.872e-010,0.4043
9.258e-010,0.3709
9.644e-010,0.3613
1.0029e-009,0.3908
1.0415e-009,0.4606
1.0801e-009,0.5705
1.1187e-009,0.6990
1.1572e-009,0.8121
1.1958e-009,0.8954
1.2344e-009,0.9567
1.2730e-009,1.0091
1.3115e-009,1.0555
1.3501e-009,1.0987
1.3887e-009,1.1415
1.4273e-009,1.1715
1.4658e-009,1.1700
1.5044e-009,1.1325
1.5430e-009,1.0447
1.5816e-009,0.9241
1.6202e-009,0.7998
1.6587e-009,0.6881
1.6973e-009,0.5958
1.7359e-009,0.5195
1.7745e-009,0.4583
1.8130e-009,0.4147
1.8516e-009,0.3833
1.8902e-009,0.3595
1.9288e-009,0.3429
1.9673e-009,0.3319
2.0059e-009,0.3241
2.0445e-009,0.3201
2.0830e-009,0.3204
2.1216e-009,0.3235
2.1602e-009,0.3263
2.1988e-009,0.3266
2.2374e-009,0.3258
2.2759e-009,0.3257
2.3145e-009,0.3269
2.3531e-009,0.3356
2.3916e-009,0.3638
2.4302e-009,0.4242
2.4688e-009,0.5201
2.5074e-009,0.6396
2.5459e-009,0.7539
2.5845e-009,0.8436
2.6231e-009,0.9120
2.6617e-009,0.9704
2.7003e-009,1.0228
2.7388e-009,1.0659
2.7774e-009,1.0978
2.8160e-009,1.1197
2.8545e-009,1.1347
2.8931e-009,1.1449
2.9317e-009,1.1533
2.9703e-009,1.1605
3.0089e-009,1.1638
3.0474e-009,1.1637
3.0860e-009,1.1636
3.1246e-009,1.1658
3.1631e-009,1.1692
3.2017e-009,1.1715
3.2403e-009,1.1749
3.2789e-009,1.1797
3.3175e-009,1.1800
3.3560e-009,1.1617
3.3946e-009,1.1069
3.4332e-009,1.0098
3.4717e-009,0.8913
3.5103e-009,0.7747
3.5489e-009,0.6696
3.5875e-009,0.5782
3.6260e-009,0.5030
3.6646e-009,0.4462
3.7032e-009,0.4060
3.7418e-009,0.3767
3.7803e-009,0.3556
3.8189e-009,0.3418
3.8575e-009,0.3313
3.8961e-009,0.3233
3.9346e-009,0.3201
3.9732e-009,0.3214
4.0118e-009,0.3242
4.0504e-009,0.3256
4.0890e-009,0.3257
4.1275e-009,0.3257
4.1661e-009,0.3255
4.2047e-009,0.3246
4.2433e-009,0.3240
4.2818e-009,0.3237
4.3204e-009,0.3232
4.3590e-009,0.3225
4.3975e-009,0.3221
4.4361e-009,0.3222
4.4747e-009,0.3219
4.5133e-009,0.3210
4.5519e-009,0.3204
4.5904e-009,0.3203
4.6290e-009,0.3207
4.6676e-009,0.3239
4.7062e-009,0.3365
4.7447e-009,0.3703
4.7833e-009,0.4376
4.8219e-009,0.5401
4.8604e-009,0.6620
4.8990e-009,0.7733
4.9376e-009,0.8582
4.9762e-009,0.9245
