.HEADER
..NAMES
Time,V U3.A2
.DATA
0.0e+000,0.3191
3.86e-011,0.3191
7.72e-011,0.3191
1.157e-010,0.3191
1.543e-010,0.3191
1.929e-010,0.3191
2.314e-010,0.3191
2.700e-010,0.3191
3.086e-010,0.3191
3.472e-010,0.3191
3.857e-010,0.3191
4.243e-010,0.3200
4.629e-010,0.3266
5.015e-010,0.3479
5.401e-010,0.3996
5.786e-010,0.4916
6.172e-010,0.6134
6.558e-010,0.7380
6.944e-010,0.8306
7.329e-010,0.8969
7.715e-010,0.9568
8.101e-010,1.0104
8.486e-010,1.0545
8.872e-010,1.0928
9.258e-010,1.1425
9.644e-010,1.1647
1.0029e-009,1.1566
1.0415e-009,1.1225
1.0801e-009,1.0317
1.1187e-009,0.9027
1.1572e-009,0.7764
1.1958e-009,0.6677
1.2344e-009,0.5785
1.2730e-009,0.5058
1.3115e-009,0.4523
1.3501e-009,0.4166
1.3887e-009,0.3806
1.4273e-009,0.3660
1.4658e-009,0.3894
1.5044e-009,0.4447
1.5430e-009,0.5401
1.5816e-009,0.6674
1.6202e-009,0.7870
1.6587e-009,0.8726
1.6973e-009,0.9389
1.7359e-009,0.9955
1.7745e-009,1.0438
1.8130e-009,1.0778
1.8516e-009,1.1011
1.8902e-009,1.1210
1.9288e-009,1.1359
1.9673e-009,1.1483
2.0059e-009,1.1614
2.0445e-009,1.1708
2.0830e-009,1.1717
2.1216e-009,1.1689
2.1602e-009,1.1684
2.1988e-009,1.1708
2.2374e-009,1.1730
2.2759e-009,1.1741
2.3145e-009,1.1788
2.3531e-009,1.1854
2.3916e-009,1.1808
2.4302e-009,1.1505
2.4688e-009,1.0724
2.5074e-009,0.9509
2.5459e-009,0.8282
2.5845e-009,0.7207
2.6231e-009,0.6236
2.6617e-009,0.5409
2.7003e-009,0.4763
2.7388e-009,0.4320
2.7774e-009,0.3953
2.8160e-009,0.3689
2.8545e-009,0.3781
2.8931e-009,0.4167
2.9317e-009,0.4918
2.9703e-009,0.6088
3.0089e-009,0.7394
3.0474e-009,0.8387
3.0860e-009,0.9091
3.1246e-009,0.9691
3.1631e-009,1.0219
3.2017e-009,1.0635
3.2403e-009,1.1022
3.2789e-009,1.1510
3.3175e-009,1.1669
3.3560e-009,1.1536
3.3946e-009,1.1086
3.4332e-009,1.0105
3.4717e-009,0.8821
3.5103e-009,0.7571
3.5489e-009,0.6486
3.5875e-009,0.5616
3.6260e-009,0.4924
3.6646e-009,0.4437
3.7032e-009,0.4134
3.7418e-009,0.3876
3.7803e-009,0.3646
3.8189e-009,0.3489
3.8575e-009,0.3349
3.8961e-009,0.3226
3.9346e-009,0.3162
3.9732e-009,0.3160
4.0118e-009,0.3188
4.0504e-009,0.3208
4.0890e-009,0.3220
4.1275e-009,0.3237
4.1661e-009,0.3238
4.2047e-009,0.3223
4.2433e-009,0.3216
4.2818e-009,0.3213
4.3204e-009,0.3205
4.3590e-009,0.3201
4.3975e-009,0.3206
4.4361e-009,0.3212
4.4747e-009,0.3210
4.5133e-009,0.3201
4.5519e-009,0.3198
4.5904e-009,0.3197
4.6290e-009,0.3195
4.6676e-009,0.3226
4.7062e-009,0.3363
4.7447e-009,0.3731
4.7833e-009,0.4481
4.8219e-009,0.5597
4.8604e-009,0.6878
4.8990e-009,0.7964
4.9376e-009,0.8700
4.9762e-009,0.9319
5.0147e-009,0.9886
5.0533e-009,1.0373
5.0919e-009,1.0757
5.1305e-009,1.1228
5.1691e-009,1.1609
5.2076e-009,1.1615
5.2462e-009,1.1429
5.2848e-009,1.0771
5.3234e-009,0.9591
5.3619e-009,0.8279
5.4005e-009,0.7113
5.4391e-009,0.6141
5.4776e-009,0.5346
5.5162e-009,0.4722
5.5548e-009,0.4311
5.5934e-009,0.3969
5.6320e-009,0.3679
5.6705e-009,0.3754
5.7091e-009,0.4169
5.7477e-009,0.4948
5.7863e-009,0.6116
5.8248e-009,0.7402
5.8634e-009,0.8400
5.9020e-009,0.9123
5.9405e-009,0.9723
5.9791e-009,1.0247
6.0177e-009,1.0654
6.0563e-009,1.0919
6.0948e-009,1.1129
6.1334e-009,1.1302
6.1720e-009,1.1430
6.2106e-009,1.1560
6.2492e-009,1.1678
6.2877e-009,1.1723
6.3263e-009,1.1701
6.3649e-009,1.1682
6.4035e-009,1.1696
6.4420e-009,1.1723
6.4806e-009,1.1736
6.5192e-009,1.1745
6.5577e-009,1.1755
6.5963e-009,1.1760
6.6349e-009,1.1767
6.6735e-009,1.1782
6.7121e-009,1.1788
6.7506e-009,1.1780
6.7892e-009,1.1774
6.8278e-009,1.1782
6.8664e-009,1.1793
6.9049e-009,1.1796
6.9435e-009,1.1796
6.9821e-009,1.1802
7.0206e-009,1.1839
7.0592e-009,1.1867
7.0978e-009,1.1741
7.1364e-009,1.1254
7.1749e-009,1.0253
7.2135e-009,0.8992
7.2521e-009,0.7844
7.2907e-009,0.6805
7.3293e-009,0.5874
7.3678e-009,0.5114
7.4064e-009,0.4557
7.4450e-009,0.4185
7.4835e-009,0.3919
7.5221e-009,0.3718
7.5607e-009,0.3557
7.5993e-009,0.3389
7.6379e-009,0.3242
7.6764e-009,0.3181
7.7150e-009,0.3186
7.7536e-009,0.3199
7.7922e-009,0.3207
7.8307e-009,0.3214
7.8693e-009,0.3226
7.9079e-009,0.3232
7.9464e-009,0.3231
7.9850e-009,0.3228
8.0236e-009,0.3218
8.0622e-009,0.3202
8.1008e-009,0.3199
8.1393e-009,0.3208
8.1779e-009,0.3215
8.2165e-009,0.3211
8.2550e-009,0.3202
8.2936e-009,0.3197
8.3322e-009,0.3196
8.3708e-009,0.3195
8.4093e-009,0.3194
8.4479e-009,0.3194
8.4865e-009,0.3191
8.5251e-009,0.3190
8.5637e-009,0.3193
8.6022e-009,0.3195
8.6408e-009,0.3194
8.6794e-009,0.3192
8.7179e-009,0.3191
8.7565e-009,0.3191
8.7951e-009,0.3192
8.8337e-009,0.3193
8.8722e-009,0.3207
8.9108e-009,0.3287
8.9494e-009,0.3535
8.9880e-009,0.4111
9.0266e-009,0.5088
9.0651e-009,0.6332
9.1037e-009,0.7546
9.1423e-009,0.8416
9.1808e-009,0.9063
9.2194e-009,0.9655
9.2580e-009,1.0179
9.2966e-009,1.0602
9.3352e-009,1.1013
9.3737e-009,1.1497
9.4123e-009,1.1642
9.4509e-009,1.1541
9.4895e-009,1.1124
9.5280e-009,1.0134
9.5666e-009,0.8825
9.6052e-009,0.7585
9.6437e-009,0.6528
9.6823e-009,0.5663
9.7209e-009,0.4961
9.7595e-009,0.4462
9.7981e-009,0.4149
9.8366e-009,0.3881
9.8752e-009,0.3651
9.9138e-009,0.3501
9.9524e-009,0.3358
9.9909e-009,0.3224
1.00295e-008,0.3157
1.00681e-008,0.3161
1.01066e-008,0.3192
1.01452e-008,0.3209
1.01838e-008,0.3219
1.02224e-008,0.3235
1.02610e-008,0.3236
1.02995e-008,0.3221
1.03381e-008,0.3217
1.03767e-008,0.3215
1.04152e-008,0.3205
1.04538e-008,0.3199
1.04924e-008,0.3205
1.05310e-008,0.3213
1.05695e-008,0.3211
1.06081e-008,0.3201
1.06467e-008,0.3198
1.06853e-008,0.3196
1.07239e-008,0.3194
1.07624e-008,0.3223
1.08010e-008,0.3352
1.08396e-008,0.3701
1.08781e-008,0.4427
1.09167e-008,0.5528
1.09553e-008,0.6809
1.09939e-008,0.7913
1.10324e-008,0.8664
1.10710e-008,0.9285
1.11096e-008,0.9856
1.11482e-008,1.0348
1.11868e-008,1.0734
1.12253e-008,1.1185
1.12639e-008,1.1594
1.13025e-008,1.1623
1.13410e-008,1.1447
1.13796e-008,1.0823
1.14182e-008,0.9663
1.14568e-008,0.8348
1.14953e-008,0.7172
1.15339e-008,0.6189
1.15725e-008,0.5387
1.16111e-008,0.4751
1.16497e-008,0.4327
1.16882e-008,0.3980
1.17268e-008,0.3684
1.17654e-008,0.3742
1.18039e-008,0.4136
1.18425e-008,0.4893
1.18811e-008,0.6042
1.19197e-008,0.7335
