.HEADER
..NAMES
Time,V U4.C3
.DATA
3.88065e-008,0.3219
3.88450e-008,0.3239
3.88836e-008,0.3251
3.89222e-008,0.3280
3.89607e-008,0.3408
3.89993e-008,0.3756
3.90379e-008,0.4450
3.90765e-008,0.5480
3.91151e-008,0.6697
3.91536e-008,0.7753
3.91922e-008,0.8588
3.92308e-008,0.9328
3.92693e-008,0.9950
3.93079e-008,1.0421
3.93465e-008,1.0773
3.93851e-008,1.1239
3.94237e-008,1.1543
3.94622e-008,1.1583
3.95008e-008,1.1431
3.95394e-008,1.0804
3.95780e-008,0.9705
3.96165e-008,0.8499
3.96551e-008,0.7342
3.96937e-008,0.6279
3.97322e-008,0.5390
3.97708e-008,0.4707
3.98094e-008,0.4238
3.98480e-008,0.3869
3.98866e-008,0.3643
3.99251e-008,0.3728
3.99637e-008,0.4122
4.00023e-008,0.4878
4.00408e-008,0.6005
4.00794e-008,0.7239
4.01180e-008,0.8234
4.01566e-008,0.9076
4.01952e-008,0.9781
4.02337e-008,1.0330
4.02723e-008,1.0718
4.03109e-008,1.0976
4.03494e-008,1.1166
4.03880e-008,1.1321
4.04266e-008,1.1448
4.04652e-008,1.1560
4.05037e-008,1.1664
4.05423e-008,1.1705
4.05809e-008,1.1690
4.06195e-008,1.1687
4.06581e-008,1.1701
4.06966e-008,1.1710
4.07352e-008,1.1715
4.07738e-008,1.1723
4.08123e-008,1.1734
4.08509e-008,1.1745
4.08895e-008,1.1754
4.09281e-008,1.1765
4.09667e-008,1.1771
4.10052e-008,1.1765
4.10438e-008,1.1761
4.10824e-008,1.1770
4.11209e-008,1.1777
4.11595e-008,1.1779
