.HEADER
..NAMES
Time,V U4.H7
.DATA
0.0e+000,0.3217
3.86e-011,0.3217
7.72e-011,0.3217
1.157e-010,0.3217
1.543e-010,0.3217
1.929e-010,0.3217
2.314e-010,0.3217
2.700e-010,0.3217
3.086e-010,0.3217
3.472e-010,0.3217
3.857e-010,0.3217
4.243e-010,0.3221
4.629e-010,0.3251
5.015e-010,0.3365
5.401e-010,0.3664
5.786e-010,0.4262
6.172e-010,0.5191
6.558e-010,0.6338
6.944e-010,0.7473
7.329e-010,0.8452
7.715e-010,0.9269
8.101e-010,0.9930
8.486e-010,1.0412
8.872e-010,1.0775
9.258e-010,1.1169
9.644e-010,1.1505
1.0029e-009,1.1619
1.0415e-009,1.1458
1.0801e-009,1.0909
1.1187e-009,0.9912
1.1572e-009,0.8674
1.1958e-009,0.7457
1.2344e-009,0.6341
1.2730e-009,0.5362
1.3115e-009,0.4632
1.3501e-009,0.4160
1.3887e-009,0.3808
1.4273e-009,0.3599
1.4658e-009,0.3657
1.5044e-009,0.4038
1.5430e-009,0.4781
1.5816e-009,0.5897
1.6202e-009,0.7158
1.6587e-009,0.8286
1.6973e-009,0.9191
1.7359e-009,0.9927
1.7745e-009,1.0464
1.8130e-009,1.0807
1.8516e-009,1.1148
1.8902e-009,1.1469
1.9288e-009,1.1643
1.9673e-009,1.1569
2.0059e-009,1.1157
2.0445e-009,1.0293
2.0830e-009,0.9096
2.1216e-009,0.7839
2.1602e-009,0.6677
2.1988e-009,0.5635
2.2374e-009,0.4815
2.2759e-009,0.4282
2.3145e-009,0.3941
2.3531e-009,0.3700
2.3916e-009,0.3541
2.4302e-009,0.3430
2.4688e-009,0.3321
2.5074e-009,0.3227
2.5459e-009,0.3181
2.5845e-009,0.3176
2.6231e-009,0.3193
2.6617e-009,0.3223
2.7003e-009,0.3252
2.7388e-009,0.3274
2.7774e-009,0.3283
2.8160e-009,0.3276
2.8545e-009,0.3258
2.8931e-009,0.3245
2.9317e-009,0.3238
2.9703e-009,0.3232
3.0089e-009,0.3230
3.0474e-009,0.3235
3.0860e-009,0.3236
3.1246e-009,0.3230
