.HEADER
..NAMES
Time,V U5.F3&G3
.DATA
0.0e+000,1.1764
3.86e-011,1.1764
7.72e-011,1.1764
1.157e-010,1.1764
1.543e-010,1.1764
1.929e-010,1.1764
2.314e-010,1.1764
2.700e-010,1.1764
3.086e-010,1.1764
3.472e-010,1.1764
3.857e-010,1.1764
4.243e-010,1.1764
4.629e-010,1.1764
5.015e-010,1.1764
5.401e-010,1.1764
5.786e-010,1.1764
6.172e-010,1.1764
6.558e-010,1.1764
6.944e-010,1.1765
7.329e-010,1.1781
7.715e-010,1.1811
8.101e-010,1.1800
8.486e-010,1.1630
8.872e-010,1.1136
9.258e-010,1.0281
9.644e-010,0.9223
1.0029e-009,0.8071
1.0415e-009,0.6907
1.0801e-009,0.5840
1.1187e-009,0.4969
1.1572e-009,0.4354
1.1958e-009,0.3918
1.2344e-009,0.3660
1.2730e-009,0.3677
1.3115e-009,0.3984
1.3501e-009,0.4620
1.3887e-009,0.5552
1.4273e-009,0.6635
1.4658e-009,0.7688
1.5044e-009,0.8636
1.5430e-009,0.9472
1.5816e-009,1.0155
1.6202e-009,1.0647
1.6587e-009,1.1029
1.6973e-009,1.1371
1.7359e-009,1.1553
1.7745e-009,1.1564
1.8130e-009,1.1304
1.8516e-009,1.0647
1.8902e-009,0.9673
1.9288e-009,0.8501
1.9673e-009,0.7285
2.0059e-009,0.6155
2.0445e-009,0.5187
2.0830e-009,0.4469
2.1216e-009,0.3978
2.1602e-009,0.3647
2.1988e-009,0.3581
2.2374e-009,0.3797
2.2759e-009,0.4327
2.3145e-009,0.5172
2.3531e-009,0.6228
2.3916e-009,0.7308
2.4302e-009,0.8300
2.4688e-009,0.9179
2.5074e-009,0.9924
2.5459e-009,1.0492
2.5845e-009,1.0903
2.6231e-009,1.1278
2.6617e-009,1.1514
2.7003e-009,1.1586
2.7388e-009,1.1430
2.7774e-009,1.0899
2.8160e-009,1.0007
2.8545e-009,0.8884
2.8931e-009,0.7664
2.9317e-009,0.6498
2.9703e-009,0.5470
3.0089e-009,0.4668
3.0474e-009,0.4119
3.0860e-009,0.3727
3.1246e-009,0.3572
3.1631e-009,0.3697
3.2017e-009,0.4123
3.2403e-009,0.4873
3.2789e-009,0.5881
3.3175e-009,0.6972
3.3560e-009,0.7999
3.3946e-009,0.8913
3.4332e-009,0.9706
3.4717e-009,1.0334
3.5103e-009,1.0777
3.5489e-009,1.1155
3.5875e-009,1.1451
3.6260e-009,1.1578
3.6646e-009,1.1510
3.7032e-009,1.1109
3.7418e-009,1.0315
3.7803e-009,0.9260
3.8189e-009,0.8051
3.8575e-009,0.6856
3.8961e-009,0.5776
3.9346e-009,0.4892
3.9732e-009,0.4271
4.0118e-009,0.3831
4.0504e-009,0.3588
4.0890e-009,0.3626
4.1275e-009,0.3952
4.1661e-009,0.4603
4.2047e-009,0.5544
