.HEADER
..NAMES
Time,V U4.H8
.DATA
0.0e+000,1.1780
3.86e-011,1.1780
7.72e-011,1.1780
1.157e-010,1.1780
1.543e-010,1.1780
1.929e-010,1.1780
2.314e-010,1.1780
2.700e-010,1.1780
3.086e-010,1.1780
3.472e-010,1.1780
3.857e-010,1.1780
4.243e-010,1.1791
4.629e-010,1.1821
5.015e-010,1.1831
5.401e-010,1.1696
5.786e-010,1.1228
6.172e-010,1.0332
6.558e-010,0.9179
6.944e-010,0.8007
7.329e-010,0.6918
7.715e-010,0.5943
8.101e-010,0.5144
8.486e-010,0.4546
8.872e-010,0.4090
9.258e-010,0.3744
9.644e-010,0.3615
1.0029e-009,0.3856
1.0415e-009,0.4479
1.0801e-009,0.5510
1.1187e-009,0.6775
1.1572e-009,0.7950
1.1958e-009,0.8840
1.2344e-009,0.9510
1.2730e-009,1.0064
1.3115e-009,1.0522
1.3501e-009,1.0870
1.3887e-009,1.1114
1.4273e-009,1.1296
1.4658e-009,1.1431
1.5044e-009,1.1522
1.5430e-009,1.1591
1.5816e-009,1.1648
1.6202e-009,1.1664
1.6587e-009,1.1647
1.6973e-009,1.1642
1.7359e-009,1.1666
1.7745e-009,1.1696
1.8130e-009,1.1715
1.8516e-009,1.1726
1.8902e-009,1.1736
1.9288e-009,1.1742
1.9673e-009,1.1745
2.0059e-009,1.1751
2.0445e-009,1.1761
2.0830e-009,1.1764
2.1216e-009,1.1764
2.1602e-009,1.1769
2.1988e-009,1.1777
2.2374e-009,1.1780
2.2759e-009,1.1778
2.3145e-009,1.1777
2.3531e-009,1.1777
2.3916e-009,1.1777
2.4302e-009,1.1777
2.4688e-009,1.1778
2.5074e-009,1.1779
2.5459e-009,1.1779
2.5845e-009,1.1777
2.6231e-009,1.1778
2.6617e-009,1.1779
2.7003e-009,1.1778
2.7388e-009,1.1778
2.7774e-009,1.1794
2.8160e-009,1.1826
2.8545e-009,1.1819
2.8931e-009,1.1630
2.9317e-009,1.1073
2.9703e-009,1.0102
3.0089e-009,0.8928
3.0474e-009,0.7769
3.0860e-009,0.6701
3.1246e-009,0.5759
3.1631e-009,0.5001
3.2017e-009,0.4443
3.2403e-009,0.4003
3.2789e-009,0.3696
3.3175e-009,0.3631
3.3560e-009,0.3952
3.3946e-009,0.4663
3.4332e-009,0.5763
3.4717e-009,0.7039
3.5103e-009,0.8159
3.5489e-009,0.8993
3.5875e-009,0.9632
3.6260e-009,1.0167
3.6646e-009,1.0604
3.7032e-009,1.0927
3.7418e-009,1.1155
3.7803e-009,1.1327
3.8189e-009,1.1452
3.8575e-009,1.1536
3.8961e-009,1.1604
3.9346e-009,1.1655
3.9732e-009,1.1661
4.0118e-009,1.1642
4.0504e-009,1.1644
4.0890e-009,1.1672
4.1275e-009,1.1700
4.1661e-009,1.1727
4.2047e-009,1.1775
4.2433e-009,1.1814
4.2818e-009,1.1734
4.3204e-009,1.1368
4.3590e-009,1.0582
4.3975e-009,0.9478
4.4361e-009,0.8299
4.4747e-009,0.7187
4.5133e-009,0.6181
4.5519e-009,0.5337
4.5904e-009,0.4685
4.6290e-009,0.4218
4.6676e-009,0.3887
4.7062e-009,0.3649
4.7447e-009,0.3484
4.7833e-009,0.3365
4.8219e-009,0.3271
4.8604e-009,0.3211
4.8990e-009,0.3204
4.9376e-009,0.3227
4.9762e-009,0.3245
5.0147e-009,0.3254
5.0533e-009,0.3261
5.0919e-009,0.3263
5.1305e-009,0.3258
5.1691e-009,0.3248
5.2076e-009,0.3242
5.2462e-009,0.3238
5.2848e-009,0.3231
5.3234e-009,0.3226
5.3619e-009,0.3227
5.4005e-009,0.3226
5.4391e-009,0.3219
5.4776e-009,0.3211
5.5162e-009,0.3209
5.5548e-009,0.3209
5.5934e-009,0.3223
5.6320e-009,0.3295
5.6705e-009,0.3519
5.7091e-009,0.4028
5.7477e-009,0.4892
5.7863e-009,0.6046
5.8248e-009,0.7230
5.8634e-009,0.8211
5.9020e-009,0.8962
5.9405e-009,0.9596
5.9791e-009,1.0137
6.0177e-009,1.0572
6.0563e-009,1.1033
6.0948e-009,1.1447
6.1334e-009,1.1680
