.HEADER
..NAMES
Time,V U2.A7
.DATA
0.0e+000,1.1777
3.86e-011,1.1777
7.72e-011,1.1777
1.157e-010,1.1777
1.543e-010,1.1777
1.929e-010,1.1777
2.314e-010,1.1777
2.700e-010,1.1777
3.086e-010,1.1777
3.472e-010,1.1777
3.857e-010,1.1777
4.243e-010,1.1778
4.629e-010,1.1794
5.015e-010,1.1825
5.401e-010,1.1812
5.786e-010,1.1608
6.172e-010,1.1026
6.558e-010,1.0026
6.944e-010,0.8819
7.329e-010,0.7631
7.715e-010,0.6556
8.101e-010,0.5632
8.486e-010,0.4921
8.872e-010,0.4416
9.258e-010,0.4071
9.644e-010,0.3813
1.0029e-009,0.3610
1.0415e-009,0.3466
1.0801e-009,0.3385
1.1187e-009,0.3324
1.1572e-009,0.3253
1.1958e-009,0.3192
1.2344e-009,0.3173
1.2730e-009,0.3189
1.3115e-009,0.3207
1.3501e-009,0.3222
1.3887e-009,0.3243
1.4273e-009,0.3301
1.4658e-009,0.3469
1.5044e-009,0.3873
1.5430e-009,0.4626
1.5816e-009,0.5728
1.6202e-009,0.6970
1.6587e-009,0.8050
1.6973e-009,0.8857
1.7359e-009,0.9488
1.7745e-009,1.0016
1.8130e-009,1.0442
1.8516e-009,1.0769
1.8902e-009,1.1023
1.9288e-009,1.1217
1.9673e-009,1.1363
2.0059e-009,1.1458
2.0445e-009,1.1526
2.0830e-009,1.1599
2.1216e-009,1.1680
2.1602e-009,1.1724
2.1988e-009,1.1717
2.2374e-009,1.1695
2.2759e-009,1.1695
2.3145e-009,1.1709
2.3531e-009,1.1723
2.3916e-009,1.1734
2.4302e-009,1.1745
2.4688e-009,1.1755
2.5074e-009,1.1759
2.5459e-009,1.1755
2.5845e-009,1.1754
2.6231e-009,1.1764
2.6617e-009,1.1775
2.7003e-009,1.1774
2.7388e-009,1.1767
2.7774e-009,1.1766
2.8160e-009,1.1771
2.8545e-009,1.1775
2.8931e-009,1.1775
2.9317e-009,1.1774
2.9703e-009,1.1775
3.0089e-009,1.1776
3.0474e-009,1.1774
3.0860e-009,1.1772
3.1246e-009,1.1773
3.1631e-009,1.1776
3.2017e-009,1.1776
3.2403e-009,1.1775
3.2789e-009,1.1791
3.3175e-009,1.1824
3.3560e-009,1.1807
3.3946e-009,1.1588
3.4332e-009,1.0983
3.4717e-009,0.9965
3.5103e-009,0.8756
3.5489e-009,0.7573
3.5875e-009,0.6503
3.6260e-009,0.5588
3.6646e-009,0.4889
3.7032e-009,0.4396
3.7418e-009,0.4056
3.7803e-009,0.3800
3.8189e-009,0.3600
3.8575e-009,0.3460
3.8961e-009,0.3381
3.9346e-009,0.3320
3.9732e-009,0.3249
4.0118e-009,0.3189
4.0504e-009,0.3173
4.0890e-009,0.3189
4.1275e-009,0.3207
4.1661e-009,0.3222
4.2047e-009,0.3238
4.2433e-009,0.3251
4.2818e-009,0.3251
4.3204e-009,0.3239
4.3590e-009,0.3225
4.3975e-009,0.3223
4.4361e-009,0.3227
4.4747e-009,0.3224
4.5133e-009,0.3214
4.5519e-009,0.3210
4.5904e-009,0.3214
4.6290e-009,0.3216
4.6676e-009,0.3213
4.7062e-009,0.3209
4.7447e-009,0.3209
4.7833e-009,0.3209
4.8219e-009,0.3207
4.8604e-009,0.3204
4.8990e-009,0.3204
4.9376e-009,0.3207
4.9762e-009,0.3209
5.0147e-009,0.3207
5.0533e-009,0.3205
5.0919e-009,0.3206
5.1305e-009,0.3207
5.1691e-009,0.3206
5.2076e-009,0.3205
5.2462e-009,0.3205
5.2848e-009,0.3206
5.3234e-009,0.3206
5.3619e-009,0.3205
5.4005e-009,0.3204
5.4391e-009,0.3205
5.4776e-009,0.3206
5.5162e-009,0.3205
5.5548e-009,0.3204
5.5934e-009,0.3206
5.6320e-009,0.3232
5.6705e-009,0.3334
5.7091e-009,0.3621
5.7477e-009,0.4225
5.7863e-009,0.5196
5.8248e-009,0.6413
5.8634e-009,0.7589
5.9020e-009,0.8519
5.9405e-009,0.9218
5.9791e-009,0.9790
6.0177e-009,1.0259
6.0563e-009,1.0629
6.0948e-009,1.0915
6.1334e-009,1.1136
6.1720e-009,1.1302
6.2106e-009,1.1419
6.2492e-009,1.1496
6.2877e-009,1.1566
6.3263e-009,1.1645
6.3649e-009,1.1707
6.4035e-009,1.1720
6.4420e-009,1.1702
6.4806e-009,1.1691
6.5192e-009,1.1700
6.5577e-009,1.1715
6.5963e-009,1.1727
6.6349e-009,1.1738
6.6735e-009,1.1749
6.7121e-009,1.1756
6.7506e-009,1.1754
6.7892e-009,1.1751
6.8278e-009,1.1757
6.8664e-009,1.1769
6.9049e-009,1.1773
6.9435e-009,1.1768
6.9821e-009,1.1765
7.0206e-009,1.1768
7.0592e-009,1.1772
7.0978e-009,1.1773
7.1364e-009,1.1773
7.1749e-009,1.1773
7.2135e-009,1.1774
7.2521e-009,1.1774
7.2907e-009,1.1771
7.3293e-009,1.1771
7.3678e-009,1.1774
7.4064e-009,1.1776
7.4450e-009,1.1774
7.4835e-009,1.1773
7.5221e-009,1.1773
7.5607e-009,1.1774
7.5993e-009,1.1775
7.6379e-009,1.1774
7.6764e-009,1.1774
7.7150e-009,1.1775
7.7536e-009,1.1775
7.7922e-009,1.1775
7.8307e-009,1.1774
7.8693e-009,1.1775
7.9079e-009,1.1776
7.9464e-009,1.1776
7.9850e-009,1.1775
8.0236e-009,1.1775
8.0622e-009,1.1775
8.1008e-009,1.1776
8.1393e-009,1.1776
8.1779e-009,1.1775
8.2165e-009,1.1776
8.2550e-009,1.1776
8.2936e-009,1.1776
8.3322e-009,1.1776
8.3708e-009,1.1776
8.4093e-009,1.1780
8.4479e-009,1.1803
8.4865e-009,1.1830
8.5251e-009,1.1777
8.5637e-009,1.1474
8.6022e-009,1.0754
8.6408e-009,0.9659
8.6794e-009,0.8441
8.7179e-009,0.7283
8.7565e-009,0.6248
8.7951e-009,0.5387
8.8337e-009,0.4743
8.8722e-009,0.4296
8.9108e-009,0.3983
8.9494e-009,0.3744
8.9880e-009,0.3557
9.0266e-009,0.3435
9.0651e-009,0.3365
9.1037e-009,0.3303
9.1423e-009,0.3231
9.1808e-009,0.3181
9.2194e-009,0.3176
9.2580e-009,0.3195
9.2966e-009,0.3211
9.3352e-009,0.3226
9.3737e-009,0.3254
9.4123e-009,0.3337
9.4509e-009,0.3563
9.4895e-009,0.4067
9.5280e-009,0.4937
9.5666e-009,0.6118
9.6052e-009,0.7336
9.6437e-009,0.8330
9.6823e-009,0.9067
9.7209e-009,0.9664
9.7595e-009,1.0160
9.7981e-009,1.0554
9.8366e-009,1.0855
9.8752e-009,1.1089
9.9138e-009,1.1267
9.9524e-009,1.1398
9.9909e-009,1.1480
1.00295e-008,1.1547
1.00681e-008,1.1625
1.01066e-008,1.1700
1.01452e-008,1.1726
1.01838e-008,1.1709
1.02224e-008,1.1692
1.02610e-008,1.1699
1.02995e-008,1.1714
1.03381e-008,1.1726
1.03767e-008,1.1737
1.04152e-008,1.1748
1.04538e-008,1.1757
1.04924e-008,1.1758
1.05310e-008,1.1753
1.05695e-008,1.1756
1.06081e-008,1.1768
1.06467e-008,1.1776
1.06853e-008,1.1771
1.07239e-008,1.1766
1.07624e-008,1.1774
1.08010e-008,1.1806
1.08396e-008,1.1829
1.08781e-008,1.1739
1.09167e-008,1.1358
1.09553e-008,1.0547
1.09939e-008,0.9404
1.10324e-008,0.8185
1.10710e-008,0.7050
1.11096e-008,0.6048
1.11482e-008,0.5234
1.11868e-008,0.4633
1.12253e-008,0.4203
1.12639e-008,0.3857
1.13025e-008,0.3677
1.13410e-008,0.3792
1.13796e-008,0.4305
1.14182e-008,0.5217
1.14568e-008,0.6406
