.HEADER
..NAMES
Time,V U5.F8
.DATA
0.0e+000,1.1769
3.86e-011,1.1769
7.72e-011,1.1769
1.157e-010,1.1769
1.543e-010,1.1769
1.929e-010,1.1769
2.314e-010,1.1769
2.700e-010,1.1769
3.086e-010,1.1769
3.472e-010,1.1769
3.857e-010,1.1769
4.243e-010,1.1769
4.629e-010,1.1769
5.015e-010,1.1778
5.401e-010,1.1819
5.786e-010,1.1830
6.172e-010,1.1682
6.558e-010,1.1177
6.944e-010,1.0216
7.329e-010,0.9072
7.715e-010,0.7977
8.101e-010,0.6893
8.486e-010,0.5906
8.872e-010,0.5114
9.258e-010,0.4563
9.644e-010,0.4171
1.0029e-009,0.3809
1.0415e-009,0.3742
1.0801e-009,0.3975
1.1187e-009,0.4560
1.1572e-009,0.5485
1.1958e-009,0.6626
1.2344e-009,0.7625
1.2730e-009,0.8399
1.3115e-009,0.9127
1.3501e-009,0.9793
1.3887e-009,1.0300
1.4273e-009,1.0672
1.4658e-009,1.1166
1.5044e-009,1.1445
1.5430e-009,1.1492
1.5816e-009,1.1276
1.6202e-009,1.0635
1.6587e-009,0.9645
1.6973e-009,0.8558
1.7359e-009,0.7460
1.7745e-009,0.6412
1.8130e-009,0.5501
1.8516e-009,0.4798
1.8902e-009,0.4324
1.9288e-009,0.3938
1.9673e-009,0.3740
2.0059e-009,0.3847
2.0445e-009,0.4314
2.0830e-009,0.5123
2.1216e-009,0.6182
2.1602e-009,0.7269
2.1988e-009,0.8122
2.2374e-009,0.8876
2.2759e-009,0.9562
2.3145e-009,1.0125
2.3531e-009,1.0522
2.3916e-009,1.0804
2.4302e-009,1.1030
2.4688e-009,1.1210
2.5074e-009,1.1323
2.5459e-009,1.1391
2.5845e-009,1.1466
2.6231e-009,1.1555
2.6617e-009,1.1640
2.7003e-009,1.1713
2.7388e-009,1.1757
2.7774e-009,1.1745
2.8160e-009,1.1729
2.8545e-009,1.1761
2.8931e-009,1.1830
2.9317e-009,1.1803
2.9703e-009,1.1581
3.0089e-009,1.0973
3.0474e-009,0.9947
3.0860e-009,0.8810
3.1246e-009,0.7716
3.1631e-009,0.6648
3.2017e-009,0.5707
3.2403e-009,0.4973
3.2789e-009,0.4469
3.3175e-009,0.4122
3.3560e-009,0.3861
3.3946e-009,0.3671
3.4332e-009,0.3563
3.4717e-009,0.3513
3.5103e-009,0.3468
3.5489e-009,0.3420
3.5875e-009,0.3350
3.6260e-009,0.3254
3.6646e-009,0.3194
3.7032e-009,0.3186
3.7418e-009,0.3187
3.7803e-009,0.3191
3.8189e-009,0.3249
3.8575e-009,0.3454
3.8961e-009,0.3909
3.9346e-009,0.4706
