.HEADER
..NAMES
Time,V U2.H3
.DATA
0.0e+000,1.1760
3.86e-011,1.1760
7.72e-011,1.1760
1.157e-010,1.1760
1.543e-010,1.1760
1.929e-010,1.1760
2.314e-010,1.1760
2.700e-010,1.1760
3.086e-010,1.1760
3.472e-010,1.1760
3.857e-010,1.1760
4.243e-010,1.1760
4.629e-010,1.1761
5.015e-010,1.1781
5.401e-010,1.1814
5.786e-010,1.1783
6.172e-010,1.1559
6.558e-010,1.0955
6.944e-010,1.0001
7.329e-010,0.8924
7.715e-010,0.7768
8.101e-010,0.6637
8.486e-010,0.5654
8.872e-010,0.4889
9.258e-010,0.4358
9.644e-010,0.3939
1.0029e-009,0.3692
1.0415e-009,0.3740
1.0801e-009,0.4044
1.1187e-009,0.4699
1.1572e-009,0.5657
1.1958e-009,0.6733
1.2344e-009,0.7723
1.2730e-009,0.8659
1.3115e-009,0.9453
1.3501e-009,1.0069
1.3887e-009,1.0516
1.4273e-009,1.0843
1.4658e-009,1.1074
1.5044e-009,1.1209
1.5430e-009,1.1310
1.5816e-009,1.1412
1.6202e-009,1.1498
1.6587e-009,1.1591
1.6973e-009,1.1676
1.7359e-009,1.1723
1.7745e-009,1.1732
1.8130e-009,1.1739
1.8516e-009,1.1741
1.8902e-009,1.1745
1.9288e-009,1.1787
1.9673e-009,1.1792
2.0059e-009,1.1681
2.0445e-009,1.1269
2.0830e-009,1.0458
2.1216e-009,0.9427
2.1602e-009,0.8313
2.1988e-009,0.7153
2.2374e-009,0.6094
2.2759e-009,0.5213
2.3145e-009,0.4573
2.3531e-009,0.4141
2.3916e-009,0.3849
2.4302e-009,0.3674
2.4688e-009,0.3576
2.5074e-009,0.3512
2.5459e-009,0.3457
2.5845e-009,0.3373
2.6231e-009,0.3275
2.6617e-009,0.3212
2.7003e-009,0.3183
2.7388e-009,0.3168
2.7774e-009,0.3171
2.8160e-009,0.3192
2.8545e-009,0.3247
2.8931e-009,0.3380
2.9317e-009,0.3685
2.9703e-009,0.4293
3.0089e-009,0.5214
3.0474e-009,0.6365
3.0860e-009,0.7456
3.1246e-009,0.8396
3.1631e-009,0.9214
3.2017e-009,0.9874
3.2403e-009,1.0367
3.2789e-009,1.0706
3.3175e-009,1.0944
3.3560e-009,1.1116
3.3946e-009,1.1235
3.4332e-009,1.1330
3.4717e-009,1.1422
3.5103e-009,1.1524
3.5489e-009,1.1627
3.5875e-009,1.1705
3.6260e-009,1.1726
3.6646e-009,1.1720
3.7032e-009,1.1721
3.7418e-009,1.1723
3.7803e-009,1.1749
3.8189e-009,1.1785
3.8575e-009,1.1763
3.8961e-009,1.1574
3.9346e-009,1.1017
3.9732e-009,1.0094
4.0118e-009,0.9030
4.0504e-009,0.7886
4.0890e-009,0.6750
4.1275e-009,0.5745
4.1661e-009,0.4946
4.2047e-009,0.4390
4.2433e-009,0.4015
4.2818e-009,0.3771
4.3204e-009,0.3632
4.3590e-009,0.3548
4.3975e-009,0.3490
4.4361e-009,0.3430
4.4747e-009,0.3335
4.5133e-009,0.3244
4.5519e-009,0.3197
4.5904e-009,0.3174
4.6290e-009,0.3165
4.6676e-009,0.3175
4.7062e-009,0.3205
4.7447e-009,0.3282
4.7833e-009,0.3464
4.8219e-009,0.3868
4.8604e-009,0.4598
4.8990e-009,0.5618
4.9376e-009,0.6791
4.9762e-009,0.7813
5.0147e-009,0.8714
5.0533e-009,0.9475
5.0919e-009,1.0075
5.1305e-009,1.0507
5.1691e-009,1.0802
5.2076e-009,1.1014
5.2462e-009,1.1164
5.2848e-009,1.1271
5.3234e-009,1.1363
5.3619e-009,1.1458
5.4005e-009,1.1562
5.4391e-009,1.1659
5.4776e-009,1.1719
5.5162e-009,1.1723
5.5548e-009,1.1719
5.5934e-009,1.1721
5.6320e-009,1.1722
5.6705e-009,1.1717
5.7091e-009,1.1713
5.7477e-009,1.1718
5.7863e-009,1.1724
5.8248e-009,1.1729
5.8634e-009,1.1736
5.9020e-009,1.1746
5.9405e-009,1.1756
5.9791e-009,1.1762
6.0177e-009,1.1758
6.0563e-009,1.1749
6.0948e-009,1.1748
6.1334e-009,1.1752
6.1720e-009,1.1754
6.2106e-009,1.1754
6.2492e-009,1.1754
6.2877e-009,1.1756
6.3263e-009,1.1757
6.3649e-009,1.1756
6.4035e-009,1.1757
6.4420e-009,1.1757
6.4806e-009,1.1758
6.5192e-009,1.1757
6.5577e-009,1.1756
6.5963e-009,1.1773
6.6349e-009,1.1809
6.6735e-009,1.1786
6.7121e-009,1.1577
6.7506e-009,1.0998
6.7892e-009,1.0057
6.8278e-009,0.8985
6.8664e-009,0.7833
6.9049e-009,0.6696
6.9435e-009,0.5702
6.9821e-009,0.4924
7.0206e-009,0.4381
7.0592e-009,0.3951
7.0978e-009,0.3692
7.1364e-009,0.3728
7.1749e-009,0.4015
7.2135e-009,0.4653
7.2521e-009,0.5597
7.2907e-009,0.6676
7.3293e-009,0.7669
7.3678e-009,0.8611
7.4064e-009,0.9413
7.4450e-009,1.0039
7.4835e-009,1.0495
7.5221e-009,1.0826
7.5607e-009,1.1063
7.5993e-009,1.1202
7.6379e-009,1.1304
7.6764e-009,1.1406
7.7150e-009,1.1492
7.7536e-009,1.1585
7.7922e-009,1.1671
7.8307e-009,1.1721
7.8693e-009,1.1731
7.9079e-009,1.1737
7.9464e-009,1.1740
7.9850e-009,1.1733
8.0236e-009,1.1724
8.0622e-009,1.1723
8.1008e-009,1.1726
8.1393e-009,1.1725
8.1779e-009,1.1730
8.2165e-009,1.1741
8.2550e-009,1.1748
8.2936e-009,1.1758
8.3322e-009,1.1762
8.3708e-009,1.1759
8.4093e-009,1.1753
8.4479e-009,1.1756
8.4865e-009,1.1788
8.5251e-009,1.1810
8.5637e-009,1.1737
8.6022e-009,1.1415
8.6408e-009,1.0685
8.6794e-009,0.9672
8.7179e-009,0.8573
8.7565e-009,0.7406
8.7951e-009,0.6313
8.8337e-009,0.5389
8.8722e-009,0.4699
8.9108e-009,0.4228
8.9494e-009,0.3905
8.9880e-009,0.3706
9.0266e-009,0.3595
9.0651e-009,0.3525
9.1037e-009,0.3471
9.1423e-009,0.3396
9.1808e-009,0.3295
9.2194e-009,0.3221
9.2580e-009,0.3187
9.2966e-009,0.3169
9.3352e-009,0.3169
9.3737e-009,0.3187
9.4123e-009,0.3231
9.4509e-009,0.3342
9.4895e-009,0.3597
9.5280e-009,0.4135
9.5666e-009,0.4995
9.6052e-009,0.6112
9.6437e-009,0.7243
9.6823e-009,0.8205
9.7209e-009,0.9053
9.7595e-009,0.9747
9.7981e-009,1.0277
9.8366e-009,1.0645
9.8752e-009,1.0900
9.9138e-009,1.1085
9.9524e-009,1.1213
9.9909e-009,1.1311
1.00295e-008,1.1402
1.00681e-008,1.1502
1.01066e-008,1.1606
1.01452e-008,1.1692
1.01838e-008,1.1726
1.02224e-008,1.1721
1.02610e-008,1.1721
1.02995e-008,1.1723
1.03381e-008,1.1739
