.HEADER
..NAMES
Time,V U4.C7&B7
.DATA
0.0e+000,0.3218
3.86e-011,0.3218
7.72e-011,0.3218
1.157e-010,0.3218
1.543e-010,0.3218
1.929e-010,0.3218
2.314e-010,0.3218
2.700e-010,0.3218
3.086e-010,0.3218
3.472e-010,0.3218
3.857e-010,0.3218
4.243e-010,0.3218
4.629e-010,0.3218
5.015e-010,0.3218
5.401e-010,0.3218
5.786e-010,0.3218
6.172e-010,0.3218
6.558e-010,0.3220
6.944e-010,0.3243
7.329e-010,0.3339
7.715e-010,0.3602
8.101e-010,0.4154
8.486e-010,0.5022
8.872e-010,0.6135
9.258e-010,0.7260
9.644e-010,0.8246
1.0029e-009,0.9095
1.0415e-009,0.9793
1.0801e-009,1.0349
1.1187e-009,1.0747
1.1572e-009,1.1164
1.1958e-009,1.1485
1.2344e-009,1.1635
1.2730e-009,1.1561
1.3115e-009,1.1041
1.3501e-009,1.0146
1.3887e-009,0.8955
1.4273e-009,0.7655
1.4658e-009,0.6470
1.5044e-009,0.5445
1.5430e-009,0.4667
1.5816e-009,0.4152
1.6202e-009,0.3782
1.6587e-009,0.3608
1.6973e-009,0.3650
1.7359e-009,0.4009
1.7745e-009,0.4780
1.8130e-009,0.5848
1.8516e-009,0.7065
1.8902e-009,0.8145
1.9288e-009,0.9054
1.9673e-009,0.9793
2.0059e-009,1.0364
2.0445e-009,1.0782
2.0830e-009,1.1129
2.1216e-009,1.1481
2.1602e-009,1.1639
2.1988e-009,1.1656
2.2374e-009,1.1273
2.2759e-009,1.0474
2.3145e-009,0.9366
2.3531e-009,0.8062
2.3916e-009,0.6824
2.4302e-009,0.5735
2.4688e-009,0.4867
2.5074e-009,0.4284
2.5459e-009,0.3880
2.5845e-009,0.3627
2.6231e-009,0.3615
2.6617e-009,0.3848
2.7003e-009,0.4505
2.7388e-009,0.5482
2.7774e-009,0.6685
2.8160e-009,0.7827
2.8545e-009,0.8784
2.8931e-009,0.9579
2.9317e-009,1.0198
2.9703e-009,1.0669
3.0089e-009,1.1013
3.0474e-009,1.1397
3.0860e-009,1.1599
3.1246e-009,1.1684
3.1631e-009,1.1445
3.2017e-009,1.0762
3.2403e-009,0.9747
3.2789e-009,0.8478
3.3175e-009,0.7201
3.3560e-009,0.6062
3.3946e-009,0.5109
3.4332e-009,0.4441
3.4717e-009,0.4003
3.5103e-009,0.3686
3.5489e-009,0.3606
3.5875e-009,0.3734
3.6260e-009,0.4259
3.6646e-009,0.5146
3.7032e-009,0.6294
3.7418e-009,0.7486
3.7803e-009,0.8498
3.8189e-009,0.9348
3.8575e-009,1.0019
3.8961e-009,1.0536
3.9346e-009,1.0907
3.9732e-009,1.1288
4.0118e-009,1.1554
4.0504e-009,1.1677
4.0890e-009,1.1571
4.1275e-009,1.1021
4.1661e-009,1.0101
