.HEADER
..NAMES
Time,V U2.D3
.DATA
2.24892e-008,0.3220
2.25278e-008,0.3219
2.25664e-008,0.3219
2.26050e-008,0.3219
2.26435e-008,0.3219
2.26821e-008,0.3219
2.27207e-008,0.3218
2.27593e-008,0.3218
2.27978e-008,0.3218
2.28364e-008,0.3218
2.28750e-008,0.3217
2.29136e-008,0.3217
2.29521e-008,0.3217
2.29907e-008,0.3217
2.30293e-008,0.3217
2.30678e-008,0.3217
2.31064e-008,0.3217
2.31450e-008,0.3217
2.31836e-008,0.3216
2.32221e-008,0.3216
2.32607e-008,0.3216
2.32993e-008,0.3216
2.33379e-008,0.3216
2.33764e-008,0.3216
2.34150e-008,0.3217
2.34536e-008,0.3239
2.34922e-008,0.3328
2.35308e-008,0.3583
2.35693e-008,0.4127
2.36079e-008,0.5008
2.36465e-008,0.6140
2.36851e-008,0.7275
2.37236e-008,0.8238
2.37622e-008,0.9023
2.38008e-008,0.9676
2.38394e-008,1.0201
2.38779e-008,1.0597
2.39165e-008,1.0893
2.39551e-008,1.1109
2.39936e-008,1.1283
2.40322e-008,1.1423
2.40708e-008,1.1524
2.41094e-008,1.1600
2.41479e-008,1.1660
2.41865e-008,1.1684
2.42251e-008,1.1677
2.42637e-008,1.1669
2.43023e-008,1.1675
2.43408e-008,1.1693
2.43794e-008,1.1709
2.44180e-008,1.1718
2.44566e-008,1.1725
2.44951e-008,1.1734
2.45337e-008,1.1743
2.45723e-008,1.1746
2.46109e-008,1.1748
2.46494e-008,1.1753
2.46880e-008,1.1758
2.47266e-008,1.1759
2.47651e-008,1.1761
2.48037e-008,1.1765
2.48423e-008,1.1769
2.48809e-008,1.1771
2.49194e-008,1.1770
2.49580e-008,1.1768
2.49966e-008,1.1769
2.50352e-008,1.1771
2.50737e-008,1.1771
2.51123e-008,1.1770
2.51509e-008,1.1772
2.51895e-008,1.1772
2.52281e-008,1.1772
2.52666e-008,1.1772
2.53052e-008,1.1780
2.53438e-008,1.1806
2.53824e-008,1.1823
2.54209e-008,1.1728
2.54595e-008,1.1356
2.54981e-008,1.0592
2.55367e-008,0.9538
2.55752e-008,0.8392
2.56138e-008,0.7269
2.56524e-008,0.6226
2.56909e-008,0.5357
2.57295e-008,0.4693
2.57681e-008,0.4230
2.58067e-008,0.3918
2.58452e-008,0.3691
2.58838e-008,0.3522
2.59224e-008,0.3409
2.59610e-008,0.3323
2.59995e-008,0.3243
2.60381e-008,0.3193
2.60767e-008,0.3187
2.61153e-008,0.3207
2.61539e-008,0.3232
2.61924e-008,0.3251
2.62310e-008,0.3263
2.62696e-008,0.3272
2.63082e-008,0.3275
2.63467e-008,0.3265
2.63853e-008,0.3252
2.64239e-008,0.3246
2.64625e-008,0.3244
2.65010e-008,0.3240
2.65396e-008,0.3236
2.65782e-008,0.3235
2.66167e-008,0.3234
2.66553e-008,0.3232
2.66939e-008,0.3228
2.67325e-008,0.3241
2.67710e-008,0.3317
2.68096e-008,0.3549
2.68482e-008,0.4057
2.68868e-008,0.4903
2.69254e-008,0.6020
2.69639e-008,0.7166
2.70025e-008,0.8151
2.70411e-008,0.8949
2.70797e-008,0.9616
2.71182e-008,1.0154
2.71568e-008,1.0564
2.71954e-008,1.0869
2.72340e-008,1.1091
2.72725e-008,1.1270
2.73111e-008,1.1414
2.73497e-008,1.1518
2.73882e-008,1.1596
2.74268e-008,1.1659
2.74654e-008,1.1687
2.75040e-008,1.1681
2.75425e-008,1.1672
2.75811e-008,1.1677
2.76197e-008,1.1694
2.76583e-008,1.1711
2.76968e-008,1.1721
2.77354e-008,1.1727
2.77740e-008,1.1736
2.78126e-008,1.1745
2.78512e-008,1.1749
2.78897e-008,1.1750
2.79283e-008,1.1756
2.79669e-008,1.1761
2.80055e-008,1.1762
2.80440e-008,1.1763
2.80826e-008,1.1768
2.81212e-008,1.1780
2.81598e-008,1.1808
2.81983e-008,1.1821
2.82369e-008,1.1715
2.82755e-008,1.1325
2.83140e-008,1.0542
2.83526e-008,0.9479
2.83912e-008,0.8332
2.84298e-008,0.7212
2.84683e-008,0.6177
2.85069e-008,0.5318
2.85455e-008,0.4665
2.85841e-008,0.4211
2.86226e-008,0.3905
2.86612e-008,0.3681
2.86998e-008,0.3514
