.HEADER
..NAMES
Time,V U4.P7
.DATA
0.0e+000,0.3294
3.67e-011,0.3294
7.33e-011,0.3294
1.100e-010,0.3294
1.467e-010,0.3294
1.834e-010,0.3294
2.201e-010,0.3294
2.567e-010,0.3294
2.934e-010,0.3294
3.301e-010,0.3294
3.667e-010,0.3294
4.034e-010,0.3294
4.401e-010,0.3294
4.768e-010,0.3294
5.135e-010,0.3294
5.501e-010,0.3294
5.868e-010,0.3295
6.235e-010,0.3303
6.601e-010,0.3338
6.968e-010,0.3440
7.335e-010,0.3674
7.702e-010,0.4099
8.068e-010,0.4740
8.435e-010,0.5566
8.802e-010,0.6499
9.169e-010,0.7446
9.536e-010,0.8308
9.902e-010,0.8990
1.0269e-009,0.9448
1.0636e-009,0.9682
1.1003e-009,0.9722
1.1369e-009,0.9630
1.1736e-009,0.9498
1.2103e-009,0.9408
1.2469e-009,0.9416
1.2836e-009,0.9528
1.3203e-009,0.9706
1.3570e-009,0.9899
1.3936e-009,1.0065
1.4303e-009,1.0186
1.4670e-009,1.0270
1.5037e-009,1.0340
1.5403e-009,1.0420
1.5770e-009,1.0532
1.6137e-009,1.0671
1.6504e-009,1.0792
1.6871e-009,1.0806
1.7237e-009,1.0596
1.7604e-009,1.0083
1.7971e-009,0.9272
1.8338e-009,0.8220
1.8704e-009,0.7042
1.9071e-009,0.5915
1.9438e-009,0.5000
1.9805e-009,0.4386
2.0171e-009,0.4110
2.0538e-009,0.4147
2.0905e-009,0.4403
2.1272e-009,0.4741
2.1638e-009,0.5020
2.2005e-009,0.5134
2.2372e-009,0.5057
2.2738e-009,0.4830
2.3105e-009,0.4533
2.3472e-009,0.4251
2.3839e-009,0.4042
2.4205e-009,0.3924
2.4572e-009,0.3877
2.4939e-009,0.3855
2.5306e-009,0.3815
2.5672e-009,0.3729
2.6039e-009,0.3590
2.6406e-009,0.3413
2.6773e-009,0.3236
2.7139e-009,0.3107
2.7506e-009,0.3061
2.7873e-009,0.3108
2.8240e-009,0.3230
2.8606e-009,0.3384
2.8973e-009,0.3519
2.9340e-009,0.3592
2.9707e-009,0.3582
3.0073e-009,0.3492
3.0440e-009,0.3347
3.0807e-009,0.3187
3.1174e-009,0.3055
3.1540e-009,0.2978
3.1907e-009,0.2969
3.2274e-009,0.3021
3.2641e-009,0.3114
3.3007e-009,0.3218
3.3374e-009,0.3308
3.3741e-009,0.3364
3.4108e-009,0.3378
3.4475e-009,0.3356
3.4841e-009,0.3312
3.5208e-009,0.3262
3.5575e-009,0.3226
3.5942e-009,0.3213
3.6308e-009,0.3227
3.6675e-009,0.3263
3.7042e-009,0.3311
3.7408e-009,0.3356
3.7775e-009,0.3385
3.8142e-009,0.3388
3.8509e-009,0.3364
3.8875e-009,0.3317
3.9242e-009,0.3259
3.9609e-009,0.3206
3.9976e-009,0.3173
4.0342e-009,0.3168
4.0709e-009,0.3195
4.1076e-009,0.3245
4.1443e-009,0.3305
4.1809e-009,0.3360
4.2176e-009,0.3395
4.2543e-009,0.3400
4.2910e-009,0.3375
4.3276e-009,0.3329
4.3643e-009,0.3280
4.4010e-009,0.3258
4.4377e-009,0.3310
4.4743e-009,0.3503
4.5110e-009,0.3897
4.5477e-009,0.4519
4.5844e-009,0.5342
4.6211e-009,0.6282
4.6577e-009,0.7242
4.6944e-009,0.8122
4.7311e-009,0.8829
4.7678e-009,0.9313
4.8044e-009,0.9580
4.8411e-009,0.9658
4.8778e-009,0.9606
4.9145e-009,0.9503
4.9511e-009,0.9429
4.9878e-009,0.9438
5.0245e-009,0.9542
