.HEADER
..NAMES
Time,V U4.H3
.DATA
0.0e+000,0.3208
3.86e-011,0.3208
7.72e-011,0.3208
1.157e-010,0.3208
1.543e-010,0.3208
1.929e-010,0.3208
2.314e-010,0.3208
2.700e-010,0.3208
3.086e-010,0.3208
3.472e-010,0.3208
3.857e-010,0.3208
4.243e-010,0.3221
4.629e-010,0.3279
5.015e-010,0.3464
5.401e-010,0.3896
5.786e-010,0.4655
6.172e-010,0.5711
6.558e-010,0.6868
6.944e-010,0.7912
7.329e-010,0.8777
7.715e-010,0.9502
8.101e-010,1.0093
8.486e-010,1.0546
8.872e-010,1.0883
9.258e-010,1.1134
9.644e-010,1.1326
1.0029e-009,1.1463
1.0415e-009,1.1548
1.0801e-009,1.1595
1.1187e-009,1.1610
1.1572e-009,1.1615
1.1958e-009,1.1632
1.2344e-009,1.1659
1.2730e-009,1.1682
1.3115e-009,1.1699
1.3501e-009,1.1725
1.3887e-009,1.1771
1.4273e-009,1.1801
1.4658e-009,1.1713
1.5044e-009,1.1358
1.5430e-009,1.0622
1.5816e-009,0.9593
1.6202e-009,0.8457
1.6587e-009,0.7322
1.6973e-009,0.6256
1.7359e-009,0.5347
1.7745e-009,0.4650
1.8130e-009,0.4141
1.8516e-009,0.3759
1.8902e-009,0.3568
1.9288e-009,0.3704
1.9673e-009,0.4230
2.0059e-009,0.5191
2.0445e-009,0.6442
2.0830e-009,0.7654
2.1216e-009,0.8641
2.1602e-009,0.9418
2.1988e-009,1.0037
2.2374e-009,1.0517
2.2759e-009,1.0862
2.3145e-009,1.1110
2.3531e-009,1.1311
2.3916e-009,1.1461
2.4302e-009,1.1556
2.4688e-009,1.1607
2.5074e-009,1.1621
2.5459e-009,1.1613
2.5845e-009,1.1613
2.6231e-009,1.1635
2.6617e-009,1.1666
2.7003e-009,1.1690
2.7388e-009,1.1708
2.7774e-009,1.1750
2.8160e-009,1.1798
2.8545e-009,1.1778
2.8931e-009,1.1572
2.9317e-009,1.1020
2.9703e-009,1.0107
3.0089e-009,0.9005
3.0474e-009,0.7861
3.0860e-009,0.6749
3.1246e-009,0.5756
3.1631e-009,0.4952
3.2017e-009,0.4368
3.2403e-009,0.3920
3.2789e-009,0.3629
3.3175e-009,0.3597
3.3560e-009,0.3925
3.3946e-009,0.4685
3.4332e-009,0.5831
3.4717e-009,0.7099
3.5103e-009,0.8203
3.5489e-009,0.9071
3.5875e-009,0.9761
3.6260e-009,1.0307
3.6646e-009,1.0716
3.7032e-009,1.1112
3.7418e-009,1.1483
3.7803e-009,1.1724
3.8189e-009,1.1695
3.8575e-009,1.1252
3.8961e-009,1.0334
3.9346e-009,0.9140
3.9732e-009,0.7941
4.0118e-009,0.6837
4.0504e-009,0.5867
4.0890e-009,0.5057
4.1275e-009,0.4445
4.1661e-009,0.3995
4.2047e-009,0.3663
4.2433e-009,0.3523
4.2818e-009,0.3737
4.3204e-009,0.4379
4.3590e-009,0.5455
4.3975e-009,0.6751
4.4361e-009,0.7929
4.4747e-009,0.8852
4.5133e-009,0.9574
4.5519e-009,1.0147
4.5904e-009,1.0592
4.6290e-009,1.0914
4.6676e-009,1.1152
4.7062e-009,1.1346
4.7447e-009,1.1487
4.7833e-009,1.1572
4.8219e-009,1.1614
4.8604e-009,1.1617
4.8990e-009,1.1606
4.9376e-009,1.1612
4.9762e-009,1.1641
5.0147e-009,1.1673
5.0533e-009,1.1696
5.0919e-009,1.1716
5.1305e-009,1.1760
5.1691e-009,1.1803
5.2076e-009,1.1756
5.2462e-009,1.1488
5.2848e-009,1.0855
5.3234e-009,0.9886
5.3619e-009,0.8766
5.4005e-009,0.7624
5.4391e-009,0.6528
5.4776e-009,0.5570
5.5162e-009,0.4812
5.5548e-009,0.4266
5.5934e-009,0.3846
5.6320e-009,0.3595
5.6705e-009,0.3635
5.7091e-009,0.4047
5.7477e-009,0.4897
5.7863e-009,0.6098
5.8248e-009,0.7348
5.8634e-009,0.8402
5.9020e-009,0.9228
5.9405e-009,0.9886
5.9791e-009,1.0404
6.0177e-009,1.0782
6.0563e-009,1.1050
6.0948e-009,1.1261
6.1334e-009,1.1427
6.1720e-009,1.1536
6.2106e-009,1.1598
6.2492e-009,1.1621
6.2877e-009,1.1616
6.3263e-009,1.1611
6.3649e-009,1.1628
6.4035e-009,1.1659
6.4420e-009,1.1685
6.4806e-009,1.1702
6.5192e-009,1.1717
6.5577e-009,1.1731
6.5963e-009,1.1739
6.6349e-009,1.1743
6.6735e-009,1.1749
6.7121e-009,1.1756
6.7506e-009,1.1763
6.7892e-009,1.1771
6.8278e-009,1.1777
6.8664e-009,1.1780
6.9049e-009,1.1778
6.9435e-009,1.1777
6.9821e-009,1.1779
7.0206e-009,1.1779
7.0592e-009,1.1779
7.0978e-009,1.1779
7.1364e-009,1.1780
7.1749e-009,1.1780
7.2135e-009,1.1780
7.2521e-009,1.1780
7.2907e-009,1.1779
7.3293e-009,1.1779
7.3678e-009,1.1779
7.4064e-009,1.1780
7.4450e-009,1.1780
7.4835e-009,1.1780
7.5221e-009,1.1780
7.5607e-009,1.1780
7.5993e-009,1.1780
7.6379e-009,1.1780
7.6764e-009,1.1780
7.7150e-009,1.1780
7.7536e-009,1.1780
7.7922e-009,1.1780
7.8307e-009,1.1780
7.8693e-009,1.1780
7.9079e-009,1.1780
7.9464e-009,1.1780
7.9850e-009,1.1780
8.0236e-009,1.1780
8.0622e-009,1.1780
8.1008e-009,1.1780
8.1393e-009,1.1780
8.1779e-009,1.1780
8.2165e-009,1.1780
8.2550e-009,1.1780
8.2936e-009,1.1780
8.3322e-009,1.1780
8.3708e-009,1.1783
8.4093e-009,1.1802
8.4479e-009,1.1828
8.4865e-009,1.1791
8.5251e-009,1.1553
8.5637e-009,1.0955
8.6022e-009,1.0005
8.6408e-009,0.8887
8.6794e-009,0.7740
8.7179e-009,0.6636
8.7565e-009,0.5662
8.7951e-009,0.4884
8.8337e-009,0.4320
8.8722e-009,0.3884
8.9108e-009,0.3613
8.9494e-009,0.3616
8.9880e-009,0.3983
9.0266e-009,0.4787
9.0651e-009,0.5962
9.1037e-009,0.7223
9.1423e-009,0.8303
9.1808e-009,0.9150
9.2194e-009,0.9823
9.2580e-009,1.0355
9.2966e-009,1.0747
9.3352e-009,1.1025
9.3737e-009,1.1241
9.4123e-009,1.1412
9.4509e-009,1.1527
9.4895e-009,1.1593
9.5280e-009,1.1621
9.5666e-009,1.1617
9.6052e-009,1.1611
9.6437e-009,1.1626
9.6823e-009,1.1656
9.7209e-009,1.1683
9.7595e-009,1.1701
9.7981e-009,1.1732
9.8366e-009,1.1781
9.8752e-009,1.1800
9.9138e-009,1.1682
9.9524e-009,1.1271
9.9909e-009,1.0479
1.00295e-008,0.9425
1.00681e-008,0.8284
1.01066e-008,0.7153
1.01452e-008,0.6105
1.01838e-008,0.5225
1.02224e-008,0.4561
1.02610e-008,0.4066
1.02995e-008,0.3711
1.03381e-008,0.3564
1.03767e-008,0.3755
1.04152e-008,0.4349
1.04538e-008,0.5368
1.04924e-008,0.6634
1.05310e-008,0.7819
1.05695e-008,0.8770
1.06081e-008,0.9521
1.06467e-008,1.0119
1.06853e-008,1.0578
1.07239e-008,1.0954
1.07624e-008,1.1344
1.08010e-008,1.1667
1.08396e-008,1.1739
1.08781e-008,1.1475
1.09167e-008,1.0723
1.09553e-008,0.9593
1.09939e-008,0.8378
1.10324e-008,0.7232
1.10710e-008,0.6209
1.11096e-008,0.5338
1.11482e-008,0.4647
1.11868e-008,0.4154
1.12253e-008,0.3772
1.12639e-008,0.3541
1.13025e-008,0.3613
1.13410e-008,0.4085
1.13796e-008,0.5011
1.14182e-008,0.6267
1.14568e-008,0.7516
1.14953e-008,0.8535
1.15339e-008,0.9324
1.15725e-008,0.9948
1.16111e-008,1.0442
1.16497e-008,1.0807
1.16882e-008,1.1069
1.17268e-008,1.1279
1.17654e-008,1.1442
1.18039e-008,1.1546
1.18425e-008,1.1603
1.18811e-008,1.1620
1.19197e-008,1.1609
1.19583e-008,1.1607
1.19968e-008,1.1629
1.20354e-008,1.1662
1.20740e-008,1.1689
1.21126e-008,1.1706
1.21511e-008,1.1719
1.21897e-008,1.1732
1.22283e-008,1.1739
1.22668e-008,1.1743
1.23054e-008,1.1750
1.23440e-008,1.1757
