.HEADER
..NAMES
Time,V U5.P8
.DATA
0.0e+000,1.0907
3.67e-011,1.0907
7.33e-011,1.0907
1.100e-010,1.0907
1.467e-010,1.0907
1.834e-010,1.0907
2.201e-010,1.0907
2.567e-010,1.0907
2.934e-010,1.0907
3.301e-010,1.0907
3.667e-010,1.0907
4.034e-010,1.0906
4.401e-010,1.0907
4.768e-010,1.0910
5.135e-010,1.0917
5.501e-010,1.0935
5.868e-010,1.0953
6.235e-010,1.0929
6.601e-010,1.0777
6.968e-010,1.0383
7.335e-010,0.9692
7.702e-010,0.8758
8.068e-010,0.7695
8.435e-010,0.6638
8.802e-010,0.5727
9.169e-010,0.5074
9.536e-010,0.4714
9.902e-010,0.4600
1.0269e-009,0.4632
1.0636e-009,0.4696
1.1003e-009,0.4709
1.1369e-009,0.4647
1.1736e-009,0.4536
1.2103e-009,0.4423
1.2469e-009,0.4346
1.2836e-009,0.4322
1.3203e-009,0.4336
1.3570e-009,0.4362
1.3936e-009,0.4377
1.4303e-009,0.4366
1.4670e-009,0.4320
1.5037e-009,0.4238
1.5403e-009,0.4128
1.5770e-009,0.4011
1.6137e-009,0.3913
1.6504e-009,0.3852
1.6871e-009,0.3830
1.7237e-009,0.3820
1.7604e-009,0.3789
1.7971e-009,0.3712
1.8338e-009,0.3584
1.8704e-009,0.3420
1.9071e-009,0.3253
1.9438e-009,0.3120
1.9805e-009,0.3049
2.0171e-009,0.3050
2.0538e-009,0.3110
2.0905e-009,0.3192
2.1272e-009,0.3257
2.1638e-009,0.3276
2.2005e-009,0.3247
2.2372e-009,0.3192
2.2738e-009,0.3138
2.3105e-009,0.3106
2.3472e-009,0.3102
2.3839e-009,0.3121
2.4205e-009,0.3156
2.4572e-009,0.3198
2.4939e-009,0.3236
2.5306e-009,0.3264
2.5672e-009,0.3277
2.6039e-009,0.3277
2.6406e-009,0.3271
2.6773e-009,0.3265
2.7139e-009,0.3263
2.7506e-009,0.3268
2.7873e-009,0.3279
2.8240e-009,0.3290
2.8606e-009,0.3295
2.8973e-009,0.3290
2.9340e-009,0.3272
2.9707e-009,0.3245
3.0073e-009,0.3217
3.0440e-009,0.3200
3.0807e-009,0.3202
3.1174e-009,0.3220
3.1540e-009,0.3247
3.1907e-009,0.3269
3.2274e-009,0.3279
3.2641e-009,0.3277
3.3007e-009,0.3266
3.3374e-009,0.3263
3.3741e-009,0.3301
3.4108e-009,0.3439
3.4475e-009,0.3764
3.4841e-009,0.4344
3.5208e-009,0.5170
3.5575e-009,0.6147
3.5942e-009,0.7123
3.6308e-009,0.7981
3.6675e-009,0.8647
3.7042e-009,0.9083
3.7408e-009,0.9301
3.7775e-009,0.9374
3.8142e-009,0.9393
3.8509e-009,0.9432
3.8875e-009,0.9520
3.9242e-009,0.9639
3.9609e-009,0.9751
3.9976e-009,0.9823
4.0342e-009,0.9850
4.0709e-009,0.9848
4.1076e-009,0.9836
4.1443e-009,0.9833
4.1809e-009,0.9847
4.2176e-009,0.9883
4.2543e-009,0.9942
4.2910e-009,1.0028
4.3276e-009,1.0126
4.3643e-009,1.0175
4.4010e-009,1.0062
4.4377e-009,0.9658
4.4743e-009,0.8920
4.5110e-009,0.7959
4.5477e-009,0.6943
4.5844e-009,0.6014
4.6211e-009,0.5285
4.6577e-009,0.4834
4.6944e-009,0.4654
4.7311e-009,0.4662
4.7678e-009,0.4737
4.8044e-009,0.4776
4.8411e-009,0.4726
4.8778e-009,0.4605
4.9145e-009,0.4473
4.9511e-009,0.4387
4.9878e-009,0.4369
5.0245e-009,0.4403
5.0612e-009,0.4457
5.0978e-009,0.4499
5.1345e-009,0.4510
5.1712e-009,0.4480
5.2079e-009,0.4405
5.2445e-009,0.4307
5.2812e-009,0.4256
5.3179e-009,0.4381
5.3546e-009,0.4815
5.3912e-009,0.5594
5.4279e-009,0.6613
5.4646e-009,0.7661
5.5013e-009,0.8553
5.5379e-009,0.9178
5.5746e-009,0.9489
5.6113e-009,0.9516
5.6480e-009,0.9377
5.6846e-009,0.9227
5.7213e-009,0.9183
5.7580e-009,0.9288
5.7947e-009,0.9498
5.8313e-009,0.9716
5.8680e-009,0.9855
5.9047e-009,0.9880
5.9414e-009,0.9814
5.9780e-009,0.9715
6.0147e-009,0.9637
6.0514e-009,0.9612
6.0881e-009,0.9646
6.1247e-009,0.9734
6.1614e-009,0.9872
6.1981e-009,1.0040
6.2348e-009,1.0177
6.2714e-009,1.0173
6.3081e-009,0.9896
6.3448e-009,0.9275
6.3815e-009,0.8384
6.4181e-009,0.7380
6.4548e-009,0.6413
6.4915e-009,0.5610
6.5282e-009,0.5061
6.5648e-009,0.4782
6.6015e-009,0.4711
6.6382e-009,0.4741
6.6749e-009,0.4765
6.7115e-009,0.4714
6.7482e-009,0.4590
6.7849e-009,0.4452
6.8215e-009,0.4361
6.8582e-009,0.4347
6.8949e-009,0.4393
6.9316e-009,0.4461
6.9682e-009,0.4511
7.0049e-009,0.4523
7.0416e-009,0.4492
7.0783e-009,0.4420
7.1149e-009,0.4326
7.1516e-009,0.4276
7.1883e-009,0.4385
7.2250e-009,0.4782
7.2616e-009,0.5519
7.2983e-009,0.6513
7.3350e-009,0.7567
