.HEADER
..NAMES
Time,V U5.H3
.DATA
0.0e+000,1.1768
3.86e-011,1.1768
7.72e-011,1.1768
1.157e-010,1.1768
1.543e-010,1.1768
1.929e-010,1.1768
2.314e-010,1.1768
2.700e-010,1.1768
3.086e-010,1.1768
3.472e-010,1.1768
3.857e-010,1.1768
4.243e-010,1.1768
4.629e-010,1.1768
5.015e-010,1.1784
5.401e-010,1.1817
5.786e-010,1.1799
6.172e-010,1.1607
6.558e-010,1.1064
6.944e-010,1.0151
7.329e-010,0.9080
7.715e-010,0.7944
8.101e-010,0.6806
8.486e-010,0.5800
8.872e-010,0.5010
9.258e-010,0.4445
9.644e-010,0.4018
1.0029e-009,0.3725
1.0415e-009,0.3723
1.0801e-009,0.3980
1.1187e-009,0.4566
1.1572e-009,0.5475
1.1958e-009,0.6559
1.2344e-009,0.7555
1.2730e-009,0.8485
1.3115e-009,0.9307
1.3501e-009,0.9954
1.3887e-009,1.0427
1.4273e-009,1.0776
1.4658e-009,1.1032
1.5044e-009,1.1203
1.5430e-009,1.1316
1.5816e-009,1.1416
1.6202e-009,1.1511
1.6587e-009,1.1599
1.6973e-009,1.1678
1.7359e-009,1.1738
1.7745e-009,1.1755
1.8130e-009,1.1751
1.8516e-009,1.1751
1.8902e-009,1.1755
1.9288e-009,1.1791
1.9673e-009,1.1802
2.0059e-009,1.1711
2.0445e-009,1.1351
2.0830e-009,1.0590
2.1216e-009,0.9570
2.1602e-009,0.8472
2.1988e-009,0.7322
2.2374e-009,0.6242
2.2759e-009,0.5346
2.3145e-009,0.4677
2.3531e-009,0.4203
2.3916e-009,0.3822
2.4302e-009,0.3688
2.4688e-009,0.3818
2.5074e-009,0.4246
2.5459e-009,0.5005
2.5845e-009,0.6044
2.6231e-009,0.7095
2.6617e-009,0.8052
2.7003e-009,0.8938
2.7388e-009,0.9672
2.7774e-009,1.0222
2.8160e-009,1.0637
2.8545e-009,1.1100
2.8931e-009,1.1406
2.9317e-009,1.1510
2.9703e-009,1.1428
3.0089e-009,1.0982
3.0474e-009,1.0134
3.0860e-009,0.9084
3.1246e-009,0.7932
3.1631e-009,0.6764
3.2017e-009,0.5729
3.2403e-009,0.4937
3.2789e-009,0.4381
3.3175e-009,0.4001
3.3560e-009,0.3750
3.3946e-009,0.3613
3.4332e-009,0.3531
3.4717e-009,0.3448
3.5103e-009,0.3376
3.5489e-009,0.3305
3.5875e-009,0.3223
3.6260e-009,0.3164
3.6646e-009,0.3142
3.7032e-009,0.3139
3.7418e-009,0.3152
3.7803e-009,0.3185
3.8189e-009,0.3220
3.8575e-009,0.3242
3.8961e-009,0.3248
3.9346e-009,0.3248
3.9732e-009,0.3245
4.0118e-009,0.3235
4.0504e-009,0.3224
4.0890e-009,0.3217
4.1275e-009,0.3212
4.1661e-009,0.3211
4.2047e-009,0.3215
4.2433e-009,0.3219
4.2818e-009,0.3220
4.3204e-009,0.3221
4.3590e-009,0.3221
4.3975e-009,0.3218
4.4361e-009,0.3215
4.4747e-009,0.3212
4.5133e-009,0.3212
4.5519e-009,0.3212
4.5904e-009,0.3212
4.6290e-009,0.3212
4.6676e-009,0.3213
4.7062e-009,0.3213
4.7447e-009,0.3214
4.7833e-009,0.3214
4.8219e-009,0.3213
4.8604e-009,0.3213
4.8990e-009,0.3213
4.9376e-009,0.3212
4.9762e-009,0.3212
5.0147e-009,0.3212
5.0533e-009,0.3212
5.0919e-009,0.3212
5.1305e-009,0.3212
5.1691e-009,0.3215
5.2076e-009,0.3246
5.2462e-009,0.3359
5.2848e-009,0.3667
5.3234e-009,0.4287
5.3619e-009,0.5227
5.4005e-009,0.6381
5.4391e-009,0.7471
5.4776e-009,0.8412
5.5162e-009,0.9220
5.5548e-009,0.9868
5.5934e-009,1.0344
5.6320e-009,1.0700
5.6705e-009,1.1133
5.7091e-009,1.1411
5.7477e-009,1.1497
5.7863e-009,1.1390
5.8248e-009,1.0905
5.8634e-009,1.0038
5.9020e-009,0.8988
5.9405e-009,0.7832
5.9791e-009,0.6665
6.0177e-009,0.5644
6.0563e-009,0.4868
6.0948e-009,0.4329
6.1334e-009,0.3966
6.1720e-009,0.3728
6.2106e-009,0.3602
6.2492e-009,0.3525
6.2877e-009,0.3442
6.3263e-009,0.3370
6.3649e-009,0.3296
6.4035e-009,0.3215
6.4420e-009,0.3160
6.4806e-009,0.3141
6.5192e-009,0.3136
6.5577e-009,0.3151
6.5963e-009,0.3185
6.6349e-009,0.3221
6.6735e-009,0.3242
6.7121e-009,0.3247
6.7506e-009,0.3247
6.7892e-009,0.3243
6.8278e-009,0.3233
6.8664e-009,0.3222
6.9049e-009,0.3215
6.9435e-009,0.3211
6.9821e-009,0.3210
7.0206e-009,0.3215
7.0592e-009,0.3226
7.0978e-009,0.3280
7.1364e-009,0.3450
7.1749e-009,0.3860
7.2135e-009,0.4597
7.2521e-009,0.5630
7.2907e-009,0.6795
7.3293e-009,0.7825
7.3678e-009,0.8723
7.4064e-009,0.9475
7.4450e-009,1.0062
7.4835e-009,1.0483
7.5221e-009,1.0786
7.5607e-009,1.1008
7.5993e-009,1.1168
7.6379e-009,1.1289
7.6764e-009,1.1388
7.7150e-009,1.1486
7.7536e-009,1.1587
7.7922e-009,1.1675
7.8307e-009,1.1734
7.8693e-009,1.1747
7.9079e-009,1.1737
7.9464e-009,1.1731
7.9850e-009,1.1728
8.0236e-009,1.1724
8.0622e-009,1.1723
8.1008e-009,1.1728
8.1393e-009,1.1735
8.1779e-009,1.1741
8.2165e-009,1.1746
8.2550e-009,1.1753
8.2936e-009,1.1762
8.3322e-009,1.1766
8.3708e-009,1.1765
8.4093e-009,1.1760
8.4479e-009,1.1756
8.4865e-009,1.1757
8.5251e-009,1.1760
8.5637e-009,1.1762
8.6022e-009,1.1763
8.6408e-009,1.1764
8.6794e-009,1.1765
8.7179e-009,1.1765
8.7565e-009,1.1765
8.7951e-009,1.1765
8.8337e-009,1.1766
8.8722e-009,1.1765
8.9108e-009,1.1766
8.9494e-009,1.1785
8.9880e-009,1.1816
9.0266e-009,1.1782
9.0651e-009,1.1549
9.1037e-009,1.0943
9.1423e-009,0.9992
9.1808e-009,0.8912
9.2194e-009,0.7767
9.2580e-009,0.6641
9.2966e-009,0.5663
9.3352e-009,0.4909
9.3737e-009,0.4374
9.4123e-009,0.3950
9.4509e-009,0.3706
9.4895e-009,0.3741
9.5280e-009,0.4047
9.5666e-009,0.4685
9.6052e-009,0.5641
9.6437e-009,0.6723
9.6823e-009,0.7703
9.7209e-009,0.8623
9.7595e-009,0.9420
9.7981e-009,1.0037
9.8366e-009,1.0490
9.8752e-009,1.0914
9.9138e-009,1.1328
9.9524e-009,1.1483
9.9909e-009,1.1490
1.00295e-008,1.1199
1.00681e-008,1.0487
1.01066e-008,0.9488
1.01452e-008,0.8372
1.01838e-008,0.7193
1.02224e-008,0.6090
1.02610e-008,0.5202
1.02995e-008,0.4563
1.03381e-008,0.4091
1.03767e-008,0.3743
1.04152e-008,0.3692
1.04538e-008,0.3900
1.04924e-008,0.4400
1.05310e-008,0.5237
1.05695e-008,0.6325
1.06081e-008,0.7351
1.06467e-008,0.8289
1.06853e-008,0.9135
1.07239e-008,0.9822
1.07624e-008,1.0330
1.08010e-008,1.0746
1.08396e-008,1.1215
1.08781e-008,1.1443
1.09167e-008,1.1510
1.09553e-008,1.1335
1.09939e-008,1.0756
1.10324e-008,0.9818
1.10710e-008,0.8734
1.11096e-008,0.7568
1.11482e-008,0.6428
1.11868e-008,0.5458
1.12253e-008,0.4741
1.12639e-008,0.4248
1.13025e-008,0.3911
1.13410e-008,0.3696
1.13796e-008,0.3586
1.14182e-008,0.3506
1.14568e-008,0.3424
1.14953e-008,0.3354
