.HEADER
..NAMES
Time,V U3.C3
.DATA
0.0e+000,0.3205
3.86e-011,0.3205
7.72e-011,0.3205
1.157e-010,0.3205
1.543e-010,0.3205
1.929e-010,0.3205
2.314e-010,0.3205
2.700e-010,0.3205
3.086e-010,0.3205
3.472e-010,0.3205
3.857e-010,0.3205
4.243e-010,0.3207
4.629e-010,0.3235
5.015e-010,0.3349
5.401e-010,0.3665
5.786e-010,0.4323
6.172e-010,0.5318
6.558e-010,0.6517
6.944e-010,0.7602
7.329e-010,0.8458
7.715e-010,0.9214
8.101e-010,0.9853
8.486e-010,1.0347
8.872e-010,1.0704
9.258e-010,1.0965
9.644e-010,1.1153
1.0029e-009,1.1303
1.0415e-009,1.1444
1.0801e-009,1.1567
1.1187e-009,1.1654
1.1572e-009,1.1670
1.1958e-009,1.1657
1.2344e-009,1.1669
1.2730e-009,1.1690
1.3115e-009,1.1703
1.3501e-009,1.1712
1.3887e-009,1.1750
1.4273e-009,1.1810
1.4658e-009,1.1791
1.5044e-009,1.1578
1.5430e-009,1.0958
1.5816e-009,0.9924
1.6202e-009,0.8798
1.6587e-009,0.7698
1.6973e-009,0.6620
1.7359e-009,0.5675
1.7745e-009,0.4934
1.8130e-009,0.4403
1.8516e-009,0.4039
1.8902e-009,0.3786
1.9288e-009,0.3610
1.9673e-009,0.3479
2.0059e-009,0.3347
2.0445e-009,0.3234
2.0830e-009,0.3196
2.1216e-009,0.3197
2.1602e-009,0.3196
2.1988e-009,0.3205
2.2374e-009,0.3224
2.2759e-009,0.3243
2.3145e-009,0.3251
2.3531e-009,0.3251
2.3916e-009,0.3246
2.4302e-009,0.3239
2.4688e-009,0.3226
2.5074e-009,0.3219
2.5459e-009,0.3226
2.5845e-009,0.3230
2.6231e-009,0.3224
2.6617e-009,0.3218
2.7003e-009,0.3218
2.7388e-009,0.3215
2.7774e-009,0.3215
2.8160e-009,0.3254
2.8545e-009,0.3397
2.8931e-009,0.3774
2.9317e-009,0.4509
2.9703e-009,0.5563
3.0089e-009,0.6774
3.0474e-009,0.7798
3.0860e-009,0.8625
3.1246e-009,0.9359
3.1631e-009,0.9972
3.2017e-009,1.0435
3.2403e-009,1.0769
3.2789e-009,1.1013
3.3175e-009,1.1189
3.3560e-009,1.1337
3.3946e-009,1.1475
3.4332e-009,1.1593
3.4717e-009,1.1667
3.5103e-009,1.1670
