.HEADER
..NAMES
Time,V U4.F3&G3
.DATA
0.0e+000,0.3217
3.86e-011,0.3217
7.72e-011,0.3217
1.157e-010,0.3217
1.543e-010,0.3217
1.929e-010,0.3217
2.314e-010,0.3217
2.700e-010,0.3217
3.086e-010,0.3217
3.472e-010,0.3217
3.857e-010,0.3217
4.243e-010,0.3217
4.629e-010,0.3217
5.015e-010,0.3217
5.401e-010,0.3217
5.786e-010,0.3217
6.172e-010,0.3217
6.558e-010,0.3220
6.944e-010,0.3246
7.329e-010,0.3346
7.715e-010,0.3610
8.101e-010,0.4143
8.486e-010,0.4984
8.872e-010,0.6056
9.258e-010,0.7171
9.644e-010,0.8194
1.0029e-009,0.9087
1.0415e-009,0.9824
1.0801e-009,1.0360
1.1187e-009,1.0738
1.1572e-009,1.1114
1.1958e-009,1.1459
1.2344e-009,1.1619
1.2730e-009,1.1504
1.3115e-009,1.1022
1.3501e-009,1.0106
1.3887e-009,0.8893
1.4273e-009,0.7631
1.4658e-009,0.6437
1.5044e-009,0.5389
1.5430e-009,0.4607
1.5816e-009,0.4123
1.6202e-009,0.3806
1.6587e-009,0.3620
1.6973e-009,0.3666
1.7359e-009,0.4026
1.7745e-009,0.4740
1.8130e-009,0.5789
1.8516e-009,0.7004
1.8902e-009,0.8145
1.9288e-009,0.9124
1.9673e-009,0.9928
2.0059e-009,1.0508
2.0445e-009,1.0856
2.0830e-009,1.1145
2.1216e-009,1.1448
2.1602e-009,1.1637
2.1988e-009,1.1603
2.2374e-009,1.1242
2.2759e-009,1.0452
2.3145e-009,0.9299
2.3531e-009,0.8025
2.3916e-009,0.6793
2.4302e-009,0.5676
2.4688e-009,0.4795
2.5074e-009,0.4230
2.5459e-009,0.3877
2.5845e-009,0.3650
2.6231e-009,0.3623
2.6617e-009,0.3883
2.7003e-009,0.4481
2.7388e-009,0.5430
2.7774e-009,0.6622
2.8160e-009,0.7804
2.8545e-009,0.8832
2.8931e-009,0.9694
2.9317e-009,1.0355
2.9703e-009,1.0768
3.0089e-009,1.1055
3.0474e-009,1.1361
3.0860e-009,1.1600
3.1246e-009,1.1645
