.HEADER
..NAMES
Time,V U4.C7&B7
.DATA
0.0e+000,-0.8548
3.86e-011,-0.8548
7.72e-011,-0.8548
1.157e-010,-0.8548
1.543e-010,-0.8548
1.929e-010,-0.8548
2.314e-010,-0.8548
2.700e-010,-0.8548
3.086e-010,-0.8548
3.472e-010,-0.8548
3.857e-010,-0.8548
4.243e-010,-0.8548
4.629e-010,-0.8548
5.015e-010,-0.8548
5.401e-010,-0.8548
5.786e-010,-0.8548
6.172e-010,-0.8548
6.558e-010,-0.8548
6.944e-010,-0.8545
7.329e-010,-0.8485
7.715e-010,-0.8204
8.101e-010,-0.7450
8.486e-010,-0.6003
8.872e-010,-0.3932
9.258e-010,-0.1671
9.644e-010,0.0537
1.0029e-009,0.2529
1.0415e-009,0.4233
1.0801e-009,0.5576
1.1187e-009,0.6489
1.1572e-009,0.7299
1.1958e-009,0.7837
1.2344e-009,0.7944
1.2730e-009,0.7470
1.3115e-009,0.6141
1.3501e-009,0.4159
1.3887e-009,0.1780
1.4273e-009,-0.0564
1.4658e-009,-0.2628
1.5044e-009,-0.4352
1.5430e-009,-0.5685
1.5816e-009,-0.6623
1.6202e-009,-0.7360
1.6587e-009,-0.7888
1.6973e-009,-0.7985
1.7359e-009,-0.7622
1.7745e-009,-0.6445
1.8130e-009,-0.4528
1.8516e-009,-0.2197
1.8902e-009,0.0195
1.9288e-009,0.2322
1.9673e-009,0.4114
2.0059e-009,0.5535
2.0445e-009,0.6506
2.0830e-009,0.7244
2.1216e-009,0.7847
2.1602e-009,0.8012
2.1988e-009,0.7764
2.2374e-009,0.6694
2.2759e-009,0.4878
2.3145e-009,0.2573
2.3531e-009,0.0166
2.3916e-009,-0.2001
2.4302e-009,-0.3853
2.4688e-009,-0.5328
2.5074e-009,-0.6385
2.5459e-009,-0.7141
2.5845e-009,-0.7788
2.6231e-009,-0.7993
2.6617e-009,-0.7816
2.7003e-009,-0.6901
2.7388e-009,-0.5189
2.7774e-009,-0.2957
2.8160e-009,-0.0545
2.8545e-009,0.1688
2.8931e-009,0.3585
2.9317e-009,0.5133
2.9703e-009,0.6243
3.0089e-009,0.7012
3.0474e-009,0.7715
3.0860e-009,0.7993
3.1246e-009,0.7920
3.1631e-009,0.7126
3.2017e-009,0.5518
3.2403e-009,0.3335
3.2789e-009,0.0907
3.3175e-009,-0.1349
3.3560e-009,-0.3305
3.3946e-009,-0.4906
3.4332e-009,-0.6096
3.4717e-009,-0.6900
3.5103e-009,-0.7597
3.5489e-009,-0.7958
3.5875e-009,-0.7923
3.6260e-009,-0.7281
3.6646e-009,-0.5798
3.7032e-009,-0.3694
3.7418e-009,-0.1311
3.7803e-009,0.1017
3.8189e-009,0.3020
3.8575e-009,0.4687
3.8961e-009,0.5941
3.9346e-009,0.6781
3.9732e-009,0.7529
4.0118e-009,0.7949
4.0504e-009,0.7998
4.0890e-009,0.7473
4.1275e-009,0.6103
4.1661e-009,0.4076
4.2047e-009,0.1670
4.2433e-009,-0.0666
4.2818e-009,-0.2721
4.3204e-009,-0.4441
4.3590e-009,-0.5765
4.3975e-009,-0.6676
4.4361e-009,-0.7389
4.4747e-009,-0.7901
4.5133e-009,-0.7978
4.5519e-009,-0.7577
4.5904e-009,-0.6351
4.6290e-009,-0.4404
4.6676e-009,-0.2076
4.7062e-009,0.0310
4.7447e-009,0.2423
4.7833e-009,0.4199
4.8219e-009,0.5595
4.8604e-009,0.6546
4.8990e-009,0.7301
4.9376e-009,0.7875
4.9762e-009,0.8020
5.0147e-009,0.7733
5.0533e-009,0.6619
5.0919e-009,0.4775
5.1305e-009,0.2444
5.1691e-009,0.0045
5.2076e-009,-0.2105
5.2462e-009,-0.3937
5.2848e-009,-0.5391
5.3234e-009,-0.6429
5.3619e-009,-0.7165
5.4005e-009,-0.7798
5.4391e-009,-0.7989
5.4776e-009,-0.7787
5.5162e-009,-0.6829
5.5548e-009,-0.5078
5.5934e-009,-0.2835
5.6320e-009,-0.0427
5.6705e-009,0.1793
5.7091e-009,0.3674
5.7477e-009,0.5202
5.7863e-009,0.6288
5.8248e-009,0.7061
5.8634e-009,0.7754
5.9020e-009,0.8004
5.9405e-009,0.7905
5.9791e-009,0.7062
6.0177e-009,0.5424
6.0563e-009,0.3214
6.0948e-009,0.0782
6.1334e-009,-0.1457
6.1720e-009,-0.3396
6.2106e-009,-0.4976
6.2492e-009,-0.6146
6.2877e-009,-0.6942
6.3263e-009,-0.7642
6.3649e-009,-0.7969
6.4035e-009,-0.7917
6.4420e-009,-0.7226
6.4806e-009,-0.5704
6.5192e-009,-0.3579
6.5577e-009,-0.1184
6.5963e-009,0.1127
6.6349e-009,0.3114
6.6735e-009,0.4763
6.7121e-009,0.5993
6.7506e-009,0.6814
6.7892e-009,0.7545
6.8278e-009,0.7953
6.8664e-009,0.7983
6.9049e-009,0.7422
6.9435e-009,0.6009
6.9821e-009,0.3954
