.HEADER
..NAMES
Time,V U3.F2
.DATA
0.0e+000,0.3206
3.86e-011,0.3206
7.72e-011,0.3206
1.157e-010,0.3206
1.543e-010,0.3206
1.929e-010,0.3206
2.314e-010,0.3206
2.700e-010,0.3206
3.086e-010,0.3206
3.472e-010,0.3206
3.857e-010,0.3206
4.243e-010,0.3208
4.629e-010,0.3232
5.015e-010,0.3328
5.401e-010,0.3603
5.786e-010,0.4190
6.172e-010,0.5138
6.558e-010,0.6337
6.944e-010,0.7505
7.329e-010,0.8434
7.715e-010,0.9140
8.101e-010,0.9731
8.486e-010,1.0232
8.872e-010,1.0643
9.258e-010,1.1087
9.644e-010,1.1467
1.0029e-009,1.1647
1.0415e-009,1.1511
1.0801e-009,1.0965
1.1187e-009,0.9964
1.1572e-009,0.8747
1.1958e-009,0.7562
1.2344e-009,0.6460
1.2730e-009,0.5542
1.3115e-009,0.4856
1.3501e-009,0.4350
1.3887e-009,0.3946
1.4273e-009,0.3697
1.4658e-009,0.3662
1.5044e-009,0.3965
1.5430e-009,0.4672
1.5816e-009,0.5759
1.6202e-009,0.6994
1.6587e-009,0.8094
1.6973e-009,0.8956
1.7359e-009,0.9625
1.7745e-009,1.0159
1.8130e-009,1.0591
1.8516e-009,1.1012
1.8902e-009,1.1401
1.9288e-009,1.1651
1.9673e-009,1.1614
2.0059e-009,1.1231
2.0445e-009,1.0366
2.0830e-009,0.9184
2.1216e-009,0.7959
2.1602e-009,0.6817
2.1988e-009,0.5822
2.2374e-009,0.5053
2.2759e-009,0.4491
2.3145e-009,0.4092
2.3531e-009,0.3834
2.3916e-009,0.3636
2.4302e-009,0.3474
2.4688e-009,0.3366
2.5074e-009,0.3290
2.5459e-009,0.3217
2.5845e-009,0.3175
2.6231e-009,0.3175
2.6617e-009,0.3196
2.7003e-009,0.3223
2.7388e-009,0.3244
2.7774e-009,0.3254
2.8160e-009,0.3285
2.8545e-009,0.3407
2.8931e-009,0.3731
2.9317e-009,0.4389
2.9703e-009,0.5411
3.0089e-009,0.6635
3.0474e-009,0.7758
3.0860e-009,0.8623
3.1246e-009,0.9293
3.1631e-009,0.9859
3.2017e-009,1.0336
3.2403e-009,1.0707
3.2789e-009,1.0980
3.3175e-009,1.1179
3.3560e-009,1.1336
3.3946e-009,1.1452
3.4332e-009,1.1536
3.4717e-009,1.1614
3.5103e-009,1.1680
3.5489e-009,1.1703
3.5875e-009,1.1690
3.6260e-009,1.1678
3.6646e-009,1.1688
3.7032e-009,1.1712
3.7418e-009,1.1731
3.7803e-009,1.1739
3.8189e-009,1.1744
3.8575e-009,1.1752
3.8961e-009,1.1757
3.9346e-009,1.1758
3.9732e-009,1.1762
4.0118e-009,1.1770
4.0504e-009,1.1775
4.0890e-009,1.1773
4.1275e-009,1.1771
4.1661e-009,1.1775
4.2047e-009,1.1780
4.2433e-009,1.1782
4.2818e-009,1.1780
4.3204e-009,1.1778
4.3590e-009,1.1779
4.3975e-009,1.1780
4.4361e-009,1.1779
4.4747e-009,1.1779
4.5133e-009,1.1780
4.5519e-009,1.1781
4.5904e-009,1.1780
4.6290e-009,1.1779
4.6676e-009,1.1780
4.7062e-009,1.1781
4.7447e-009,1.1781
4.7833e-009,1.1781
4.8219e-009,1.1780
4.8604e-009,1.1781
4.8990e-009,1.1781
4.9376e-009,1.1781
4.9762e-009,1.1781
5.0147e-009,1.1781
5.0533e-009,1.1782
5.0919e-009,1.1782
5.1305e-009,1.1781
5.1691e-009,1.1782
5.2076e-009,1.1782
5.2462e-009,1.1782
5.2848e-009,1.1782
5.3234e-009,1.1782
5.3619e-009,1.1782
5.4005e-009,1.1782
5.4391e-009,1.1782
5.4776e-009,1.1782
5.5162e-009,1.1782
5.5548e-009,1.1782
5.5934e-009,1.1788
5.6320e-009,1.1814
5.6705e-009,1.1837
5.7091e-009,1.1756
5.7477e-009,1.1394
5.7863e-009,1.0606
