.HEADER
..NAMES
Time,V U2.F2
.DATA
0.0e+000,0.3217
3.86e-011,0.3217
7.72e-011,0.3217
1.157e-010,0.3217
1.543e-010,0.3217
1.929e-010,0.3217
2.314e-010,0.3217
2.700e-010,0.3217
3.086e-010,0.3217
3.472e-010,0.3217
3.857e-010,0.3217
4.243e-010,0.3217
4.629e-010,0.3217
5.015e-010,0.3234
5.401e-010,0.3322
5.786e-010,0.3581
6.172e-010,0.4166
6.558e-010,0.5121
6.944e-010,0.6324
7.329e-010,0.7488
7.715e-010,0.8362
8.101e-010,0.9114
8.486e-010,0.9771
8.872e-010,1.0297
9.258e-010,1.0666
9.644e-010,1.1036
1.0029e-009,1.1459
1.0415e-009,1.1508
1.0801e-009,1.1406
1.1187e-009,1.0965
1.1572e-009,1.0105
1.1958e-009,0.9054
1.2344e-009,0.7953
1.2730e-009,0.6845
1.3115e-009,0.5822
1.3501e-009,0.4996
1.3887e-009,0.4456
1.4273e-009,0.4104
1.4658e-009,0.3821
1.5044e-009,0.3633
1.5430e-009,0.3573
1.5816e-009,0.3513
1.6202e-009,0.3445
1.6587e-009,0.3390
1.6973e-009,0.3310
1.7359e-009,0.3234
1.7745e-009,0.3190
1.8130e-009,0.3169
1.8516e-009,0.3165
1.8902e-009,0.3165
1.9288e-009,0.3192
1.9673e-009,0.3232
2.0059e-009,0.3245
2.0445e-009,0.3236
2.0830e-009,0.3241
2.1216e-009,0.3248
2.1602e-009,0.3239
2.1988e-009,0.3228
2.2374e-009,0.3218
2.2759e-009,0.3213
2.3145e-009,0.3213
2.3531e-009,0.3216
2.3916e-009,0.3220
2.4302e-009,0.3221
2.4688e-009,0.3221
2.5074e-009,0.3226
2.5459e-009,0.3226
2.5845e-009,0.3220
2.6231e-009,0.3217
2.6617e-009,0.3219
2.7003e-009,0.3220
2.7388e-009,0.3217
2.7774e-009,0.3216
2.8160e-009,0.3217
2.8545e-009,0.3219
2.8931e-009,0.3219
2.9317e-009,0.3219
2.9703e-009,0.3219
3.0089e-009,0.3218
3.0474e-009,0.3218
3.0860e-009,0.3219
3.1246e-009,0.3218
