.HEADER
..NAMES
Time,V U2.C7&B7
.DATA
0.0e+000,-0.8543
3.86e-011,-0.8543
7.72e-011,-0.8543
1.157e-010,-0.8543
1.543e-010,-0.8543
1.929e-010,-0.8543
2.314e-010,-0.8543
2.700e-010,-0.8543
3.086e-010,-0.8543
3.472e-010,-0.8543
3.857e-010,-0.8543
4.243e-010,-0.8543
4.629e-010,-0.8543
5.015e-010,-0.8543
5.401e-010,-0.8543
5.786e-010,-0.8543
6.172e-010,-0.8543
6.558e-010,-0.8543
6.944e-010,-0.8542
7.329e-010,-0.8530
7.715e-010,-0.8435
8.101e-010,-0.8082
8.486e-010,-0.7222
8.872e-010,-0.5694
9.258e-010,-0.3639
9.644e-010,-0.1448
1.0029e-009,0.0650
1.0415e-009,0.2619
1.0801e-009,0.4369
1.1187e-009,0.5724
1.1572e-009,0.6635
1.1958e-009,0.7335
1.2344e-009,0.7804
1.2730e-009,0.7811
1.3115e-009,0.7220
1.3501e-009,0.5925
1.3887e-009,0.4018
1.4273e-009,0.1793
1.4658e-009,-0.0437
1.5044e-009,-0.2471
1.5430e-009,-0.4262
1.5816e-009,-0.5703
1.6202e-009,-0.6692
1.6587e-009,-0.7399
1.6973e-009,-0.7851
1.7359e-009,-0.7893
1.7745e-009,-0.7398
1.8130e-009,-0.6233
1.8516e-009,-0.4430
1.8902e-009,-0.2247
1.9288e-009,0.0000
1.9673e-009,0.2086
2.0059e-009,0.3935
2.0445e-009,0.5460
2.0830e-009,0.6540
2.1216e-009,0.7307
2.1602e-009,0.7835
2.1988e-009,0.7973
2.2374e-009,0.7578
2.2759e-009,0.6506
2.3145e-009,0.4754
2.3531e-009,0.2584
2.3916e-009,0.0321
2.4302e-009,-0.1794
2.4688e-009,-0.3680
2.5074e-009,-0.5265
2.5459e-009,-0.6405
2.5845e-009,-0.7201
2.6231e-009,-0.7753
2.6617e-009,-0.7939
2.7003e-009,-0.7629
2.7388e-009,-0.6685
2.7774e-009,-0.5056
2.8160e-009,-0.2951
2.8545e-009,-0.0693
2.8931e-009,0.1453
2.9317e-009,0.3382
2.9703e-009,0.5026
3.0089e-009,0.6245
3.0474e-009,0.7088
3.0860e-009,0.7702
3.1246e-009,0.7982
3.1631e-009,0.7771
3.2017e-009,0.6927
3.2403e-009,0.5371
3.2789e-009,0.3297
3.3175e-009,0.1028
3.3560e-009,-0.1151
3.3946e-009,-0.3112
3.4332e-009,-0.4808
3.4717e-009,-0.6095
3.5103e-009,-0.6963
3.5489e-009,-0.7589
3.5875e-009,-0.7918
3.6260e-009,-0.7785
3.6646e-009,-0.7055
3.7032e-009,-0.5630
3.7418e-009,-0.3646
