.HEADER
..NAMES
Time,V U2.K1
.DATA
0.0e+000,0.3314
3.67e-011,0.3314
7.33e-011,0.3314
1.100e-010,0.3314
1.467e-010,0.3314
1.834e-010,0.3314
2.201e-010,0.3314
2.567e-010,0.3314
2.934e-010,0.3314
3.301e-010,0.3314
3.667e-010,0.3314
4.034e-010,0.3314
4.401e-010,0.3314
4.768e-010,0.3314
5.135e-010,0.3314
5.501e-010,0.3314
5.868e-010,0.3314
6.235e-010,0.3314
6.601e-010,0.3314
6.968e-010,0.3314
7.335e-010,0.3314
7.702e-010,0.3314
8.068e-010,0.3316
8.435e-010,0.3326
8.802e-010,0.3359
9.169e-010,0.3440
9.536e-010,0.3601
9.902e-010,0.3867
1.0269e-009,0.4253
1.0636e-009,0.4767
1.1003e-009,0.5421
1.1369e-009,0.6206
1.1736e-009,0.7079
1.2103e-009,0.7967
1.2469e-009,0.8800
1.2836e-009,0.9527
1.3203e-009,1.0103
1.3570e-009,1.0491
1.3936e-009,1.0686
1.4303e-009,1.0717
1.4670e-009,1.0634
1.5037e-009,1.0494
1.5403e-009,1.0354
1.5770e-009,1.0265
1.6137e-009,1.0253
1.6504e-009,1.0325
1.6871e-009,1.0463
1.7237e-009,1.0633
1.7604e-009,1.0799
1.7971e-009,1.0927
1.8338e-009,1.0990
1.8704e-009,1.0962
1.9071e-009,1.0822
1.9438e-009,1.0557
1.9805e-009,1.0172
2.0171e-009,0.9676
2.0538e-009,0.9052
2.0905e-009,0.8286
2.1272e-009,0.7415
2.1638e-009,0.6508
2.2005e-009,0.5619
2.2372e-009,0.4793
2.2738e-009,0.4096
2.3105e-009,0.3594
2.3472e-009,0.3314
2.3839e-009,0.3247
2.4205e-009,0.3357
2.4572e-009,0.3579
2.4939e-009,0.3835
2.5306e-009,0.4050
2.5672e-009,0.4168
2.6039e-009,0.4162
2.6406e-009,0.4037
2.6773e-009,0.3827
2.7139e-009,0.3583
2.7506e-009,0.3363
2.7873e-009,0.3217
2.8240e-009,0.3159
2.8606e-009,0.3181
2.8973e-009,0.3259
2.9340e-009,0.3366
2.9707e-009,0.3463
3.0073e-009,0.3521
3.0440e-009,0.3523
3.0807e-009,0.3472
3.1174e-009,0.3385
3.1540e-009,0.3290
3.1907e-009,0.3216
3.2274e-009,0.3181
3.2641e-009,0.3188
3.3007e-009,0.3224
3.3374e-009,0.3270
