.HEADER
..NAMES
Time,V U5.R8
6.9682e-009,0.4390
7.0049e-009,0.4404
7.0416e-009,0.4411
7.0783e-009,0.4399
7.1149e-009,0.4375
7.1516e-009,0.4382
7.1883e-009,0.4517
7.2250e-009,0.4921
7.2616e-009,0.5657
7.2983e-009,0.6658
7.3350e-009,0.7716
7.3717e-009,0.8641
7.4083e-009,0.9314
7.4450e-009,0.9671
7.4817e-009,0.9710
7.5184e-009,0.9537
7.5550e-009,0.9315
7.5917e-009,0.9184
7.6284e-009,0.9210
7.6651e-009,0.9376
7.7018e-009,0.9598
7.7384e-009,0.9779
7.7751e-009,0.9864
7.8118e-009,0.9852
7.8484e-009,0.9778
7.8851e-009,0.9694
7.9218e-009,0.9636
7.9585e-009,0.9625
7.9952e-009,0.9665
8.0318e-009,0.9757
8.0685e-009,0.9892
8.1052e-009,1.0042
8.1418e-009,1.0169
8.1785e-009,1.0246
8.2152e-009,1.0279
8.2519e-009,1.0298
8.2886e-009,1.0340
8.3252e-009,1.0439
8.3619e-009,1.0604
8.3986e-009,1.0801
8.4352e-009,1.0978
8.4719e-009,1.1093
8.5086e-009,1.1126
8.5453e-009,1.1081
8.5820e-009,1.0982
8.6186e-009,1.0873
8.6553e-009,1.0802
8.6920e-009,1.0801
8.7286e-009,1.0864
8.7653e-009,1.0958
8.8020e-009,1.1042
8.8387e-009,1.1089
8.8754e-009,1.1094
8.9120e-009,1.1067
8.9487e-009,1.1024
8.9854e-009,1.0985
9.0220e-009,1.0959
9.0587e-009,1.0917
9.0954e-009,1.0779
9.1321e-009,1.0412
9.1688e-009,0.9735
9.2054e-009,0.8807
9.2421e-009,0.7755
9.2788e-009,0.6703
9.3154e-009,0.5786
9.3521e-009,0.5130
9.3888e-009,0.4777
9.4255e-009,0.4680
9.4622e-009,0.4734
9.4988e-009,0.4820
9.5355e-009,0.4846
9.5722e-009,0.4779
9.6088e-009,0.4649
9.6455e-009,0.4507
9.6822e-009,0.4399
9.7189e-009,0.4350
9.7556e-009,0.4356
9.7922e-009,0.4392
9.8289e-009,0.4431
9.8656e-009,0.4450
9.9022e-009,0.4433
9.9389e-009,0.4394
9.9756e-009,0.4396
1.00123e-008,0.4570
1.00490e-008,0.5062
1.00856e-008,0.5898
1.01223e-008,0.6957
1.01590e-008,0.8004
1.01956e-008,0.8868
1.02323e-008,0.9445
1.02690e-008,0.9690
1.03057e-008,0.9634
1.03424e-008,0.9421
1.03790e-008,0.9215
1.04157e-008,0.9141
1.04524e-008,0.9234
1.04890e-008,0.9448
1.05257e-008,0.9682
1.05624e-008,0.9841
1.05991e-008,0.9887
1.06358e-008,0.9838
1.06724e-008,0.9742
1.07091e-008,0.9652
1.07458e-008,0.9603
1.07824e-008,0.9609
1.08191e-008,0.9673
1.08558e-008,0.9792
1.08925e-008,0.9950
1.09292e-008,1.0107
1.09658e-008,1.0222
1.10025e-008,1.0275
1.10392e-008,1.0288
1.10758e-008,1.0297
1.11125e-008,1.0347
1.11492e-008,1.0467
1.11859e-008,1.0652
1.12226e-008,1.0856
1.12592e-008,1.1024
1.12959e-008,1.1117
1.13326e-008,1.1124
1.13693e-008,1.1054
1.14059e-008,1.0940
1.14426e-008,1.0834
1.14793e-008,1.0782
1.15159e-008,1.0806
1.15526e-008,1.0889
1.15893e-008,1.0990
1.16260e-008,1.1068
1.16627e-008,1.1101
1.16993e-008,1.1089
1.17360e-008,1.1046
1.17727e-008,1.0987
1.18093e-008,1.0927
1.18460e-008,1.0882
1.18827e-008,1.0863
1.19194e-008,1.0871
1.19561e-008,1.0898
1.19927e-008,1.0927
1.20294e-008,1.0944
1.20661e-008,1.0943
1.21027e-008,1.0926
1.21394e-008,1.0902
1.21761e-008,1.0882
1.22128e-008,1.0877
1.22495e-008,1.0894
1.22861e-008,1.0929
1.23228e-008,1.0969
1.23595e-008,1.0997
1.23961e-008,1.1004
1.24328e-008,1.0986
1.24695e-008,1.0951
1.25062e-008,1.0916
1.25429e-008,1.0894
1.25795e-008,1.0893
1.26162e-008,1.0909
1.26529e-008,1.0933
1.26895e-008,1.0953
1.27262e-008,1.0963
1.27629e-008,1.0960
1.27996e-008,1.0947
1.28363e-008,1.0929
1.28729e-008,1.0911
1.29096e-008,1.0900
1.29463e-008,1.0897
1.29829e-008,1.0901
1.30196e-008,1.0912
1.30563e-008,1.0923
1.30930e-008,1.0931
1.31297e-008,1.0932
1.31663e-008,1.0927
1.32030e-008,1.0918
1.32397e-008,1.0909
1.32763e-008,1.0904
1.33130e-008,1.0905
1.33497e-008,1.0912
1.33864e-008,1.0923
1.34231e-008,1.0931
1.34597e-008,1.0934
1.34964e-008,1.0931
1.35331e-008,1.0922
1.35697e-008,1.0913
1.36064e-008,1.0906
1.36431e-008,1.0905
1.36798e-008,1.0911
1.37165e-008,1.0920
1.37531e-008,1.0928
1.37898e-008,1.0933
1.38265e-008,1.0932
1.38631e-008,1.0927
1.38998e-008,1.0920
1.39365e-008,1.0914
1.39732e-008,1.0911
1.40099e-008,1.0910
1.40465e-008,1.0912
1.40832e-008,1.0916
1.41199e-008,1.0921
1.41565e-008,1.0925
1.41932e-008,1.0925
1.42299e-008,1.0923
1.42666e-008,1.0919
1.43033e-008,1.0915
1.43399e-008,1.0913
1.43766e-008,1.0913
1.44133e-008,1.0915
1.44499e-008,1.0919
1.44866e-008,1.0922
1.45233e-008,1.0924
1.45600e-008,1.0924
1.45967e-008,1.0922
1.46333e-008,1.0918
1.46700e-008,1.0915
1.47067e-008,1.0913
1.47433e-008,1.0914
1.47800e-008,1.0917
1.48167e-008,1.0920
1.48534e-008,1.0922
1.48901e-008,1.0923
1.49267e-008,1.0922
1.49634e-008,1.0920
1.50001e-008,1.0918
1.50368e-008,1.0916
1.50734e-008,1.0915
1.51101e-008,1.0916
1.51468e-008,1.0917
1.51834e-008,1.0919
1.52201e-008,1.0920
1.52568e-008,1.0921
1.52935e-008,1.0920
1.53301e-008,1.0919
1.53668e-008,1.0918
1.54035e-008,1.0916
1.54402e-008,1.0915
1.54769e-008,1.0918
1.55135e-008,1.0924
1.55502e-008,1.0939
1.55869e-008,1.0964
1.56236e-008,1.0966
1.56602e-008,1.0870
1.56969e-008,1.0559
1.57336e-008,0.9945
1.57703e-008,0.9066
1.58069e-008,0.8030
1.58436e-008,0.6962
1.58803e-008,0.6002
1.59169e-008,0.5281
1.59536e-008,0.4852
1.59903e-008,0.4682
1.60270e-008,0.4682
1.60636e-008,0.4742
1.61003e-008,0.4768
1.61370e-008,0.4720
1.61737e-008,0.4616
1.62104e-008,0.4499
1.62470e-008,0.4409
1.62837e-008,0.4366
1.63204e-008,0.4367
1.63571e-008,0.4390
1.63937e-008,0.4412
1.64304e-008,0.4419
1.64671e-008,0.4398
1.65037e-008,0.4345
1.65404e-008,0.4261
1.65771e-008,0.4162
1.66138e-008,0.4073
1.66504e-008,0.4010
1.66871e-008,0.3978
1.67238e-008,0.3963
1.67605e-008,0.3936
1.67972e-008,0.3863
1.68338e-008,0.3733
1.68705e-008,0.3562
1.69072e-008,0.3381
1.69439e-008,0.3228
1.69805e-008,0.3133
1.70172e-008,0.3112
1.70539e-008,0.3154
1.70905e-008,0.3232
1.71272e-008,0.3304
1.71639e-008,0.3339
1.72006e-008,0.3327
1.72372e-008,0.3278
1.72739e-008,0.3215
1.73106e-008,0.3162
1.73473e-008,0.3134
1.73840e-008,0.3135
1.74206e-008,0.3161
1.74573e-008,0.3204
1.74940e-008,0.3251
1.75307e-008,0.3289
1.75673e-008,0.3310
1.76040e-008,0.3313
1.76407e-008,0.3304
1.76773e-008,0.3292
1.77140e-008,0.3285
1.77507e-008,0.3287
1.77874e-008,0.3298
1.78240e-008,0.3312
1.78607e-008,0.3321
1.78974e-008,0.3317
1.79341e-008,0.3298
1.79708e-008,0.3269
1.80074e-008,0.3238
1.80441e-008,0.3217
1.80808e-008,0.3213
1.81175e-008,0.3227
1.81541e-008,0.3252
1.81908e-008,0.3277
1.82275e-008,0.3293
1.82641e-008,0.3295
1.83008e-008,0.3286
1.83375e-008,0.3271
1.83742e-008,0.3257
1.84108e-008,0.3249
1.84475e-008,0.3249
1.84842e-008,0.3256
1.85209e-008,0.3267
1.85576e-008,0.3279
1.85942e-008,0.3288
1.86309e-008,0.3292
1.86676e-008,0.3291
1.87043e-008,0.3285
1.87409e-008,0.3279
1.87776e-008,0.3275
1.88143e-008,0.3274
1.88509e-008,0.3277
1.88876e-008,0.3282
1.89243e-008,0.3286
1.89610e-008,0.3288
1.89976e-008,0.3287
1.90343e-008,0.3281
1.90710e-008,0.3274
1.91077e-008,0.3269
1.91444e-008,0.3268
1.91810e-008,0.3271
1.92177e-008,0.3277
1.92544e-008,0.3284
1.92911e-008,0.3296
1.93277e-008,0.3337
1.93644e-008,0.3464
1.94011e-008,0.3773
1.94377e-008,0.4338
1.94744e-008,0.5156
1.95111e-008,0.6127
1.95478e-008,0.7088
1.95844e-008,0.7930
1.96211e-008,0.8585
1.96578e-008,0.9014
1.96945e-008,0.9219
1.97312e-008,0.9283
1.97678e-008,0.9301
1.98045e-008,0.9347
1.98412e-008,0.9443
1.98779e-008,0.9572
1.99145e-008,0.9691
1.99512e-008,0.9768
1.99879e-008,0.9797
2.00245e-008,0.9794
2.00612e-008,0.9780
2.00979e-008,0.9773
2.01346e-008,0.9784
2.01712e-008,0.9819
2.02079e-008,0.9879
2.02446e-008,0.9971
2.02813e-008,1.0087
2.03179e-008,1.0160
2.03546e-008,1.0069
2.03913e-008,0.9661
2.04280e-008,0.8897
2.04647e-008,0.7916
2.05013e-008,0.6899
2.05380e-008,0.5977
2.05747e-008,0.5265
2.06114e-008,0.4845
2.06480e-008,0.4701
2.06847e-008,0.4734
2.07214e-008,0.4820
2.07580e-008,0.4853
2.07947e-008,0.4786
2.08314e-008,0.4645
2.08681e-008,0.4502
2.09047e-008,0.4416
2.09414e-008,0.4404
2.09781e-008,0.4448
2.10148e-008,0.4508
2.10515e-008,0.4552
2.10881e-008,0.4563
2.11248e-008,0.4536
2.11615e-008,0.4469
2.11982e-008,0.4363
2.12348e-008,0.4230
2.12715e-008,0.4103
2.13082e-008,0.4016
2.13448e-008,0.3972
2.13815e-008,0.3960
2.14182e-008,0.3952
2.14549e-008,0.3908
2.14915e-008,0.3796
2.15282e-008,0.3624
2.15649e-008,0.3428
2.16016e-008,0.3257
2.16383e-008,0.3146
2.16749e-008,0.3114
2.17116e-008,0.3155
2.17483e-008,0.3243
2.17850e-008,0.3332
2.18216e-008,0.3381
2.18583e-008,0.3370
2.18950e-008,0.3312
2.19316e-008,0.3238
2.19683e-008,0.3176
2.20050e-008,0.3145
2.20417e-008,0.3145
2.20783e-008,0.3169
2.21150e-008,0.3210
2.21517e-008,0.3256
2.21884e-008,0.3296
2.22251e-008,0.3319
2.22617e-008,0.3321
2.22984e-008,0.3308
2.23351e-008,0.3291
2.23718e-008,0.3281
2.24084e-008,0.3281
2.24451e-008,0.3292
2.24818e-008,0.3309
2.25184e-008,0.3324
2.25551e-008,0.3326
2.25918e-008,0.3311
2.26285e-008,0.3281
2.26651e-008,0.3246
2.27018e-008,0.3218
2.27385e-008,0.3209
2.27752e-008,0.3222
2.28119e-008,0.3248
2.28485e-008,0.3278
2.28852e-008,0.3297
2.29219e-008,0.3300
2.29586e-008,0.3290
2.29952e-008,0.3274
2.30319e-008,0.3259
2.30686e-008,0.3252
2.31052e-008,0.3254
2.31419e-008,0.3261
2.31786e-008,0.3272
2.32153e-008,0.3283
2.32519e-008,0.3292
2.32886e-008,0.3296
2.33253e-008,0.3294
2.33620e-008,0.3288
2.33987e-008,0.3281
2.34353e-008,0.3276
2.34720e-008,0.3276
2.35087e-008,0.3280
2.35454e-008,0.3285
2.35820e-008,0.3291
2.36187e-008,0.3293
2.36554e-008,0.3291
2.36920e-008,0.3286
2.37287e-008,0.3278
2.37654e-008,0.3271
2.38021e-008,0.3269
2.38387e-008,0.3272
2.38754e-008,0.3279
2.39121e-008,0.3287
2.39488e-008,0.3293
2.39855e-008,0.3293
2.40221e-008,0.3287
2.40588e-008,0.3279
2.40955e-008,0.3273
2.41322e-008,0.3270
2.41688e-008,0.3271
2.42055e-008,0.3276
2.42422e-008,0.3281
2.42788e-008,0.3285
2.43155e-008,0.3287
2.43522e-008,0.3288
2.43889e-008,0.3287
2.44255e-008,0.3284
2.44622e-008,0.3280
2.44989e-008,0.3277
2.45356e-008,0.3277
2.45723e-008,0.3278
2.46089e-008,0.3282
2.46456e-008,0.3285
2.46823e-008,0.3286
2.47190e-008,0.3286
2.47556e-008,0.3284
2.47923e-008,0.3281
2.48290e-008,0.3278
2.48657e-008,0.3277
2.49023e-008,0.3280
2.49390e-008,0.3304
2.49757e-008,0.3389
2.50123e-008,0.3613
2.50490e-008,0.4067
2.50857e-008,0.4779
2.51224e-008,0.5697
2.51590e-008,0.6674
2.51957e-008,0.7573
2.52324e-008,0.8313
2.52691e-008,0.8845
2.53058e-008,0.9145
2.53424e-008,0.9264
2.53791e-008,0.9296
2.54158e-008,0.9328
2.54525e-008,0.9403
2.54891e-008,0.9522
2.55258e-008,0.9647
2.55625e-008,0.9741
2.55991e-008,0.9788
2.56358e-008,0.9796
2.56725e-008,0.9785
2.57092e-008,0.9775
2.57458e-008,0.9780
2.57825e-008,0.9802
2.58192e-008,0.9845
2.58559e-008,0.9909
2.58926e-008,0.9993
2.59292e-008,1.0082
2.59659e-008,1.0157
2.60026e-008,1.0206
2.60393e-008,1.0236
2.60759e-008,1.0267
2.61126e-008,1.0323
2.61493e-008,1.0423
2.61859e-008,1.0569
2.62226e-008,1.0735
2.62593e-008,1.0883
2.62960e-008,1.0988
2.63326e-008,1.1035
2.63693e-008,1.1029
2.64060e-008,1.0984
2.64427e-008,1.0929
2.64794e-008,1.0892
2.65160e-008,1.0894
2.65527e-008,1.0931
2.65894e-008,1.0984
2.66261e-008,1.1032
2.66627e-008,1.1059
2.66994e-008,1.1065
2.67361e-008,1.1055
2.67727e-008,1.1036
2.68094e-008,1.1019
2.68461e-008,1.1007
2.68828e-008,1.0964
2.69194e-008,1.0804
2.69561e-008,1.0399
2.69928e-008,0.9682
2.70295e-008,0.8729
2.70662e-008,0.7670
2.71028e-008,0.6626
2.71395e-008,0.5730
2.71762e-008,0.5101
2.72129e-008,0.4771
2.72495e-008,0.4684
2.72862e-008,0.4735
2.73229e-008,0.4809
2.73595e-008,0.4822
2.73962e-008,0.4750
2.74329e-008,0.4626
2.74696e-008,0.4498
2.75062e-008,0.4407
2.75429e-008,0.4369
2.75796e-008,0.4377
2.76163e-008,0.4405
2.76530e-008,0.4432
2.76896e-008,0.4440
2.77263e-008,0.4416
2.77630e-008,0.4353
2.77997e-008,0.4256
2.78363e-008,0.4149
2.78730e-008,0.4060
2.79097e-008,0.4002
2.79463e-008,0.3973
2.79830e-008,0.3958
2.80197e-008,0.3922
2.80564e-008,0.3832
2.80930e-008,0.3685
2.81297e-008,0.3505
2.81664e-008,0.3329
2.82031e-008,0.3192
2.82398e-008,0.3120
2.82764e-008,0.3122
2.83131e-008,0.3182
2.83498e-008,0.3265
2.83865e-008,0.3331
2.84231e-008,0.3352
2.84598e-008,0.3324
2.84965e-008,0.3265
2.85331e-008,0.3199
2.85698e-008,0.3150
2.86065e-008,0.3131
2.86432e-008,0.3141
2.86798e-008,0.3177
2.87165e-008,0.3228
2.87532e-008,0.3277
2.87899e-008,0.3311
2.88266e-008,0.3325
2.88632e-008,0.3319
2.88999e-008,0.3305
2.89366e-008,0.3292
2.89733e-008,0.3286
2.90099e-008,0.3291
2.90466e-008,0.3304
2.90833e-008,0.3320
2.91199e-008,0.3327
2.91566e-008,0.3320
2.91933e-008,0.3296
2.92300e-008,0.3263
2.92666e-008,0.3233
2.93033e-008,0.3216
2.93400e-008,0.3218
2.93767e-008,0.3238
2.94133e-008,0.3265
2.94500e-008,0.3289
2.94867e-008,0.3301
2.95234e-008,0.3300
2.95601e-008,0.3287
2.95967e-008,0.3275
2.96334e-008,0.3287
2.96701e-008,0.3375
2.97068e-008,0.3624
2.97434e-008,0.4119
2.97801e-008,0.4875
2.98168e-008,0.5823
2.98534e-008,0.6803
2.98901e-008,0.7686
2.99268e-008,0.8396
2.99635e-008,0.8892
3.00002e-008,0.9159
3.00368e-008,0.9261
3.00735e-008,0.9292
3.01102e-008,0.9334
3.01469e-008,0.9423
3.01835e-008,0.9549
3.02202e-008,0.9673
3.02569e-008,0.9758
3.02935e-008,0.9792
3.03302e-008,0.9789
3.03669e-008,0.9772
3.04036e-008,0.9764
3.04403e-008,0.9775
3.04769e-008,0.9812
3.05136e-008,0.9870
3.05503e-008,0.9954
3.05869e-008,1.0062
3.06236e-008,1.0152
3.06603e-008,1.0123
3.06970e-008,0.9830
3.07336e-008,0.9180
3.07703e-008,0.8259
3.08070e-008,0.7247
3.08437e-008,0.6288
3.08804e-008,0.5495
3.09170e-008,0.4971
3.09537e-008,0.4736
3.09904e-008,0.4715
3.10270e-008,0.4788
3.10637e-008,0.4844
3.11004e-008,0.4812
3.11371e-008,0.4694
3.11738e-008,0.4550
3.12104e-008,0.4445
3.12471e-008,0.4411
3.12838e-008,0.4438
3.13205e-008,0.4494
3.13571e-008,0.4542
3.13938e-008,0.4561
3.14305e-008,0.4545
3.14671e-008,0.4490
3.15038e-008,0.4403
3.15405e-008,0.4330
3.15772e-008,0.4383
3.16139e-008,0.4716
3.16505e-008,0.5403
3.16872e-008,0.6381
3.17239e-008,0.7437
3.17605e-008,0.8373
3.17972e-008,0.9066
3.18339e-008,0.9452
3.18706e-008,0.9531
3.19072e-008,0.9408
3.19439e-008,0.9242
3.19806e-008,0.9163
3.20173e-008,0.9236
3.20540e-008,0.9436
3.20906e-008,0.9671
3.21273e-008,0.9842
3.21640e-008,0.9897
3.22006e-008,0.9849
3.22373e-008,0.9750
3.22740e-008,0.9658
3.23107e-008,0.9611
3.23474e-008,0.9617
3.23840e-008,0.9672
3.24207e-008,0.9774
3.24574e-008,0.9913
3.24941e-008,1.0062
3.25307e-008,1.0182
3.25674e-008,1.0247
3.26041e-008,1.0266
3.26407e-008,1.0271
3.26774e-008,1.0304
3.27141e-008,1.0399
3.27508e-008,1.0564
3.27875e-008,1.0765
3.28241e-008,1.0948
3.28608e-008,1.1070
3.28975e-008,1.1110
3.29341e-008,1.1070
3.29708e-008,1.0975
3.30075e-008,1.0868
3.30442e-008,1.0800
3.30808e-008,1.0802
3.31175e-008,1.0868
3.31542e-008,1.0963
3.31909e-008,1.1046
3.32276e-008,1.1088
3.32642e-008,1.1087
3.33009e-008,1.1059
3.33376e-008,1.1019
3.33742e-008,1.0986
3.34109e-008,1.0966
3.34476e-008,1.0927
3.34843e-008,1.0784
3.35210e-008,1.0405
3.35576e-008,0.9711
3.35943e-008,0.8770
3.36310e-008,0.7712
3.36677e-008,0.6659
3.37043e-008,0.5748
3.37410e-008,0.5103
3.37777e-008,0.4763
3.38143e-008,0.4676
3.38510e-008,0.4736
3.38877e-008,0.4822
3.39244e-008,0.4844
3.39611e-008,0.4774
3.39977e-008,0.4642
3.40344e-008,0.4501
3.40711e-008,0.4396
3.41077e-008,0.4350
3.41444e-008,0.4358
3.41811e-008,0.4396
3.42178e-008,0.4434
3.42545e-008,0.4451
3.42911e-008,0.4432
3.43278e-008,0.4390
3.43645e-008,0.4392
3.44012e-008,0.4573
3.44378e-008,0.5076
3.44745e-008,0.5924
3.45112e-008,0.6989
3.45478e-008,0.8035
3.45845e-008,0.8891
3.46212e-008,0.9457
3.46579e-008,0.9690
3.46946e-008,0.9625
3.47312e-008,0.9409
3.47679e-008,0.9206
3.48046e-008,0.9137
3.48412e-008,0.9237
3.48779e-008,0.9455
3.49146e-008,0.9689
3.49513e-008,0.9846
3.49879e-008,0.9888
3.50246e-008,0.9835
3.50613e-008,0.9737
3.50980e-008,0.9647
3.51347e-008,0.9599
3.51713e-008,0.9608
3.52080e-008,0.9676
3.52447e-008,0.9808
3.52813e-008,0.9991
3.53180e-008,1.0160
3.53547e-008,1.0192
3.53914e-008,0.9934
3.54281e-008,0.9307
3.54647e-008,0.8409
3.55014e-008,0.7415
3.55381e-008,0.6466
3.55748e-008,0.5682
3.56114e-008,0.5156
3.56481e-008,0.4898
3.56848e-008,0.4830
3.57214e-008,0.4845
3.57581e-008,0.4840
3.57948e-008,0.4754
3.58315e-008,0.4603
3.58682e-008,0.4456
3.59048e-008,0.4374
3.59415e-008,0.4377
3.59782e-008,0.4440
3.60148e-008,0.4519
3.60515e-008,0.4572
3.60882e-008,0.4580
3.61249e-008,0.4545
3.61615e-008,0.4467
3.61982e-008,0.4363
3.62349e-008,0.4290
3.62716e-008,0.4369
3.63083e-008,0.4750
3.63449e-008,0.5490
3.63816e-008,0.6504
3.64183e-008,0.7570
3.64549e-008,0.8497
3.64916e-008,0.9167
3.65283e-008,0.9523
3.65650e-008,0.9572
3.66017e-008,0.9431
3.66383e-008,0.9259
3.66750e-008,0.9185
3.67117e-008,0.9263
3.67484e-008,0.9463
3.67850e-008,0.9689
3.68217e-008,0.9845
3.68584e-008,0.9887
3.68950e-008,0.9832
3.69317e-008,0.9735
3.69684e-008,0.9651
3.70051e-008,0.9612
3.70418e-008,0.9627
3.70784e-008,0.9688
3.71151e-008,0.9792
3.71518e-008,0.9928
3.71884e-008,1.0069
3.72251e-008,1.0178
3.72618e-008,1.0234
3.72985e-008,1.0252
3.73351e-008,1.0262
3.73718e-008,1.0304
3.74085e-008,1.0412
3.74452e-008,1.0586
3.74819e-008,1.0789
3.75185e-008,1.0969
3.75552e-008,1.1082
3.75919e-008,1.1112
3.76285e-008,1.1063
3.76652e-008,1.0964
3.77019e-008,1.0859
3.77386e-008,1.0797
3.77753e-008,1.0806
3.78119e-008,1.0875
3.78486e-008,1.0970
3.78853e-008,1.1048
3.79220e-008,1.1085
3.79586e-008,1.1081
3.79953e-008,1.1051
3.80320e-008,1.1012
3.80686e-008,1.0982
3.81053e-008,1.0964
3.81420e-008,1.0919
3.81787e-008,1.0754
3.82154e-008,1.0335
3.82520e-008,0.9602
3.82887e-008,0.8637
3.83254e-008,0.7572
3.83620e-008,0.6529
3.83987e-008,0.5646
3.84354e-008,0.5041
3.84721e-008,0.4738
3.85088e-008,0.4677
3.85454e-008,0.4747
3.85821e-008,0.4829
3.86188e-008,0.4839
3.86555e-008,0.4758
3.86921e-008,0.4622
3.87288e-008,0.4482
3.87655e-008,0.4384
3.88021e-008,0.4346
3.88388e-008,0.4360
3.88755e-008,0.4399
3.89122e-008,0.4436
3.89489e-008,0.4449
3.89855e-008,0.4424
3.90222e-008,0.4353
3.90589e-008,0.4244
3.90955e-008,0.4129
3.91322e-008,0.4036
3.91689e-008,0.3981
3.92056e-008,0.3959
3.92422e-008,0.3949
3.92789e-008,0.3915
3.93156e-008,0.3823
3.93523e-008,0.3674
3.93890e-008,0.3490
