.HEADER
..NAMES
Time,V U5.F3&G3
.DATA
0.0e+000,0.3220
3.86e-011,0.3220
7.72e-011,0.3220
1.157e-010,0.3220
1.543e-010,0.3220
1.929e-010,0.3220
2.314e-010,0.3220
2.700e-010,0.3220
3.086e-010,0.3220
3.472e-010,0.3220
3.857e-010,0.3220
4.243e-010,0.3220
4.629e-010,0.3220
5.015e-010,0.3220
5.401e-010,0.3220
5.786e-010,0.3220
6.172e-010,0.3220
6.558e-010,0.3220
6.944e-010,0.3221
7.329e-010,0.3240
7.715e-010,0.3320
8.101e-010,0.3550
8.486e-010,0.4044
8.872e-010,0.4847
9.258e-010,0.5899
9.644e-010,0.7006
1.0029e-009,0.8017
1.0415e-009,0.8919
1.0801e-009,0.9692
1.1187e-009,1.0299
1.1572e-009,1.0722
1.1958e-009,1.1098
1.2344e-009,1.1419
1.2730e-009,1.1552
1.3115e-009,1.1494
1.3501e-009,1.1122
1.3887e-009,1.0369
1.4273e-009,0.9333
1.4658e-009,0.8123
1.5044e-009,0.6924
1.5430e-009,0.5830
1.5816e-009,0.4932
1.6202e-009,0.4305
1.6587e-009,0.3857
1.6973e-009,0.3594
1.7359e-009,0.3610
1.7745e-009,0.3915
1.8130e-009,0.4540
1.8516e-009,0.5452
1.8902e-009,0.6535
1.9288e-009,0.7607
1.9673e-009,0.8566
2.0059e-009,0.9412
2.0445e-009,1.0114
2.0830e-009,1.0627
2.1216e-009,1.1014
2.1602e-009,1.1373
2.1988e-009,1.1569
2.2374e-009,1.1588
2.2759e-009,1.1333
2.3145e-009,1.0688
2.3531e-009,0.9721
2.3916e-009,0.8545
2.4302e-009,0.7328
2.4688e-009,0.6189
2.5074e-009,0.5207
2.5459e-009,0.4485
2.5845e-009,0.3990
2.6231e-009,0.3650
2.6617e-009,0.3575
2.7003e-009,0.3779
2.7388e-009,0.4302
2.7774e-009,0.5134
2.8160e-009,0.6184
2.8545e-009,0.7276
2.8931e-009,0.8273
2.9317e-009,0.9156
2.9703e-009,0.9911
3.0089e-009,1.0486
3.0474e-009,1.0893
3.0860e-009,1.1275
3.1246e-009,1.1526
3.1631e-009,1.1605
3.2017e-009,1.1455
3.2403e-009,1.0934
3.2789e-009,1.0055
3.3175e-009,0.8931
3.3560e-009,0.7708
3.3946e-009,0.6537
3.4332e-009,0.5493
3.4717e-009,0.4683
3.5103e-009,0.4135
3.5489e-009,0.3741
3.5875e-009,0.3572
3.6260e-009,0.3685
3.6646e-009,0.4103
3.7032e-009,0.4844
3.7418e-009,0.5839
3.7803e-009,0.6935
3.8189e-009,0.7970
3.8575e-009,0.8888
3.8961e-009,0.9689
3.9346e-009,1.0325
3.9732e-009,1.0774
4.0118e-009,1.1163
4.0504e-009,1.1468
4.0890e-009,1.1601
4.1275e-009,1.1537
4.1661e-009,1.1143
4.2047e-009,1.0365
4.2433e-009,0.9306
4.2818e-009,0.8094
4.3204e-009,0.6897
4.3590e-009,0.5804
4.3975e-009,0.4909
4.4361e-009,0.4287
4.4747e-009,0.3847
4.5133e-009,0.3594
4.5519e-009,0.3619
4.5904e-009,0.3935
4.6290e-009,0.4577
4.6676e-009,0.5503
4.7062e-009,0.6589
4.7447e-009,0.7656
4.7833e-009,0.8609
4.8219e-009,0.9450
4.8604e-009,1.0145
4.8990e-009,1.0648
4.9376e-009,1.1041
4.9762e-009,1.1393
5.0147e-009,1.1577
5.0533e-009,1.1585
5.0919e-009,1.1312
5.1305e-009,1.0647
5.1691e-009,0.9665
5.2076e-009,0.8481
5.2462e-009,0.7267
5.2848e-009,0.6134
5.3234e-009,0.5164
5.3619e-009,0.4456
5.4005e-009,0.3972
5.4391e-009,0.3644
5.4776e-009,0.3580
5.5162e-009,0.3800
5.5548e-009,0.4339
5.5934e-009,0.5185
5.6320e-009,0.6240
5.6705e-009,0.7329
5.7091e-009,0.8320
5.7477e-009,0.9197
5.7863e-009,0.9945
5.8248e-009,1.0510
5.8634e-009,1.0918
5.9020e-009,1.1300
5.9405e-009,1.1537
5.9791e-009,1.1606
6.0177e-009,1.1440
6.0563e-009,1.0898
6.0948e-009,1.0003
6.1334e-009,0.8867
6.1720e-009,0.7646
6.2106e-009,0.6479
6.2492e-009,0.5445
6.2877e-009,0.4650
6.3263e-009,0.4110
6.3649e-009,0.3721
6.4035e-009,0.3570
6.4420e-009,0.3698
6.4806e-009,0.4132
6.5192e-009,0.4888
6.5577e-009,0.5893
6.5963e-009,0.6991
6.6349e-009,0.8020
6.6735e-009,0.8931
6.7121e-009,0.9726
6.7506e-009,1.0353
6.7892e-009,1.0791
6.8278e-009,1.1173
6.8664e-009,1.1474
6.9049e-009,1.1601
6.9435e-009,1.1524
6.9821e-009,1.1109
7.0206e-009,1.0314
7.0592e-009,0.9247
7.0978e-009,0.8032
7.1364e-009,0.6837
7.1749e-009,0.5752
7.2135e-009,0.4870
7.2521e-009,0.4260
7.2907e-009,0.3824
7.3293e-009,0.3586
7.3678e-009,0.3626
7.4064e-009,0.3958
7.4450e-009,0.4617
7.4835e-009,0.5555
7.5221e-009,0.6646
7.5607e-009,0.7707
7.5993e-009,0.8654
7.6379e-009,0.9490
7.6764e-009,1.0175
7.7150e-009,1.0668
7.7536e-009,1.1053
7.7922e-009,1.1400
7.8307e-009,1.1580
7.8693e-009,1.1578
7.9079e-009,1.1286
7.9464e-009,1.0601
7.9850e-009,0.9608
8.0236e-009,0.8420
8.0622e-009,0.7206
8.1008e-009,0.6078
8.1393e-009,0.5120
8.1779e-009,0.4427
8.2165e-009,0.3947
8.2550e-009,0.3630
8.2936e-009,0.3583
8.3322e-009,0.3818
8.3708e-009,0.4374
8.4093e-009,0.5233
8.4479e-009,0.6296
8.4865e-009,0.7383
8.5251e-009,0.8367
8.5637e-009,0.9239
8.6022e-009,0.9979
8.6408e-009,1.0533
8.6794e-009,1.0932
8.7179e-009,1.1309
8.7565e-009,1.1542
8.7951e-009,1.1603
8.8337e-009,1.1420
8.8722e-009,1.0858
8.9108e-009,0.9948
8.9494e-009,0.8806
8.9880e-009,0.7584
9.0266e-009,0.6422
9.0651e-009,0.5397
9.1037e-009,0.4616
9.1423e-009,0.4089
9.1808e-009,0.3711
9.2194e-009,0.3571
9.2580e-009,0.3713
9.2966e-009,0.4165
9.3352e-009,0.4935
9.3737e-009,0.5949
9.4123e-009,0.7045
9.4509e-009,0.8068
9.4895e-009,0.8975
9.5280e-009,0.9762
9.5666e-009,1.0379
9.6052e-009,1.0813
9.6437e-009,1.1201
9.6823e-009,1.1489
9.7209e-009,1.1605
9.7595e-009,1.1514
9.7981e-009,1.1079
9.8366e-009,1.0267
9.8752e-009,0.9186
9.9138e-009,0.7968
9.9524e-009,0.6778
9.9909e-009,0.5700
1.00295e-008,0.4833
1.00681e-008,0.4236
1.01066e-008,0.3810
1.01452e-008,0.3584
1.01838e-008,0.3637
1.02224e-008,0.3986
1.02610e-008,0.4659
1.02995e-008,0.5609
1.03381e-008,0.6701
1.03767e-008,0.7758
1.04152e-008,0.8700
1.04538e-008,0.9529
1.04924e-008,1.0205
1.05310e-008,1.0690
1.05695e-008,1.1081
1.06081e-008,1.1419
1.06467e-008,1.1587
1.06853e-008,1.1573
1.07239e-008,1.1262
1.07624e-008,1.0559
1.08010e-008,0.9550
1.08396e-008,0.8355
1.08781e-008,0.7146
1.09167e-008,0.6024
1.09553e-008,0.5078
1.09939e-008,0.4399
1.10324e-008,0.3930
1.10710e-008,0.3624
1.11096e-008,0.3590
1.11482e-008,0.3840
1.11868e-008,0.4412
1.12253e-008,0.5285
1.12639e-008,0.6353
1.13025e-008,0.7435
1.13410e-008,0.8414
1.13796e-008,0.9280
1.14182e-008,1.0011
1.14568e-008,1.0556
1.14953e-008,1.0958
1.15339e-008,1.1332
1.15725e-008,1.1552
1.16111e-008,1.1602
1.16497e-008,1.1403
1.16882e-008,1.0821
1.17268e-008,0.9896
1.17654e-008,0.8742
1.18039e-008,0.7522
1.18425e-008,0.6365
1.18811e-008,0.5351
1.19197e-008,0.4584
1.19583e-008,0.4064
1.19968e-008,0.3693
1.20354e-008,0.3570
1.20740e-008,0.3727
1.21126e-008,0.4195
1.21511e-008,0.4981
1.21897e-008,0.6004
1.22283e-008,0.7101
1.22668e-008,0.8118
1.23054e-008,0.9018
1.23440e-008,0.9799
1.23826e-008,1.0405
1.24212e-008,1.0830
1.24597e-008,1.1211
1.24983e-008,1.1495
1.25369e-008,1.1604
1.25755e-008,1.1500
1.26140e-008,1.1044
1.26526e-008,1.0215
1.26912e-008,0.9126
1.27297e-008,0.7906
1.27683e-008,0.6720
1.28069e-008,0.5650
1.28455e-008,0.4796
1.28841e-008,0.4210
1.29226e-008,0.3788
1.29612e-008,0.3577
1.29998e-008,0.3646
1.30383e-008,0.4011
1.30769e-008,0.4701
1.31155e-008,0.5663
1.31541e-008,0.6758
1.31926e-008,0.7809
1.32312e-008,0.8745
1.32698e-008,0.9568
1.33084e-008,1.0234
1.33470e-008,1.0709
1.33855e-008,1.1092
1.34241e-008,1.1426
1.34627e-008,1.1589
1.35012e-008,1.1564
1.35398e-008,1.1233
1.35784e-008,1.0511
1.36170e-008,0.9493
1.36555e-008,0.8293
1.36941e-008,0.7085
1.37327e-008,0.5970
1.37713e-008,0.5036
1.38099e-008,0.4371
1.38484e-008,0.3905
1.38870e-008,0.3612
1.39256e-008,0.3593
1.39641e-008,0.3859
1.40027e-008,0.4449
1.40413e-008,0.5335
1.40799e-008,0.6409
1.41185e-008,0.7489
1.41570e-008,0.8461
1.41956e-008,0.9322
1.42342e-008,1.0044
1.42728e-008,1.0578
1.43113e-008,1.0971
1.43499e-008,1.1341
1.43885e-008,1.1557
1.44270e-008,1.1598
1.44656e-008,1.1381
1.45042e-008,1.0778
1.45428e-008,0.9840
1.45814e-008,0.8681
1.46199e-008,0.7460
1.46585e-008,0.6309
1.46971e-008,0.5304
1.47357e-008,0.4552
1.47742e-008,0.4044
1.48128e-008,0.3683
1.48514e-008,0.3573
1.48899e-008,0.3745
1.49285e-008,0.4230
1.49671e-008,0.5030
1.50057e-008,0.6060
1.50443e-008,0.7154
1.50828e-008,0.8166
1.51214e-008,0.9061
1.51600e-008,0.9834
1.51985e-008,1.0431
1.52371e-008,1.0852
1.52757e-008,1.1238
1.53143e-008,1.1508
1.53528e-008,1.1607
1.53914e-008,1.1488
1.54300e-008,1.1012
1.54686e-008,1.0167
1.55071e-008,0.9064
1.55457e-008,0.7843
1.55843e-008,0.6661
1.56229e-008,0.5600
1.56615e-008,0.4759
1.57000e-008,0.4186
1.57386e-008,0.3775
1.57772e-008,0.3577
1.58158e-008,0.3658
1.58543e-008,0.4040
1.58929e-008,0.4745
1.59315e-008,0.5718
1.59701e-008,0.6813
1.60086e-008,0.7860
1.60472e-008,0.8790
1.60858e-008,0.9606
1.61243e-008,1.0264
1.61629e-008,1.0731
1.62015e-008,1.1121
1.62401e-008,1.1444
1.62786e-008,1.1595
1.63172e-008,1.1558
1.63558e-008,1.1207
1.63944e-008,1.0467
1.64329e-008,0.9434
1.64715e-008,0.8229
1.65101e-008,0.7025
1.65487e-008,0.5917
1.65873e-008,0.4995
1.66258e-008,0.4344
1.66644e-008,0.3889
1.67030e-008,0.3608
1.67416e-008,0.3602
1.67801e-008,0.3883
1.68187e-008,0.4489
1.68573e-008,0.5388
1.68959e-008,0.6465
1.69344e-008,0.7541
1.69730e-008,0.8508
1.70116e-008,0.9362
1.70501e-008,1.0076
1.70887e-008,1.0601
1.71273e-008,1.0998
1.71659e-008,1.1363
1.72044e-008,1.1566
1.72430e-008,1.1596
1.72816e-008,1.1362
