.HEADER
..NAMES
Time,V U5.H7
.DATA
0.0e+000,0.3223
3.86e-011,0.3223
7.72e-011,0.3223
1.157e-010,0.3223
1.543e-010,0.3223
1.929e-010,0.3223
2.314e-010,0.3223
2.700e-010,0.3223
3.086e-010,0.3223
3.472e-010,0.3223
3.857e-010,0.3223
4.243e-010,0.3223
4.629e-010,0.3223
5.015e-010,0.3228
5.401e-010,0.3271
5.786e-010,0.3413
6.172e-010,0.3781
6.558e-010,0.4481
6.944e-010,0.5487
7.329e-010,0.6664
7.715e-010,0.7707
8.101e-010,0.8620
8.486e-010,0.9397
8.872e-010,1.0011
9.258e-010,1.0453
9.644e-010,1.0754
1.0029e-009,1.0971
1.0415e-009,1.1128
1.0801e-009,1.1238
1.1187e-009,1.1319
1.1572e-009,1.1399
1.1958e-009,1.1494
1.2344e-009,1.1592
1.2730e-009,1.1680
1.3115e-009,1.1737
1.3501e-009,1.1742
1.3887e-009,1.1732
1.4273e-009,1.1729
1.4658e-009,1.1727
1.5044e-009,1.1720
1.5430e-009,1.1713
1.5816e-009,1.1715
1.6202e-009,1.1722
1.6587e-009,1.1727
1.6973e-009,1.1731
1.7359e-009,1.1740
1.7745e-009,1.1751
1.8130e-009,1.1757
1.8516e-009,1.1758
1.8902e-009,1.1754
1.9288e-009,1.1748
1.9673e-009,1.1745
2.0059e-009,1.1747
2.0445e-009,1.1750
2.0830e-009,1.1751
2.1216e-009,1.1751
2.1602e-009,1.1753
2.1988e-009,1.1755
2.2374e-009,1.1755
2.2759e-009,1.1754
2.3145e-009,1.1755
2.3531e-009,1.1757
2.3916e-009,1.1756
2.4302e-009,1.1755
2.4688e-009,1.1755
2.5074e-009,1.1755
2.5459e-009,1.1756
2.5845e-009,1.1757
2.6231e-009,1.1757
2.6617e-009,1.1757
2.7003e-009,1.1757
2.7388e-009,1.1758
2.7774e-009,1.1758
2.8160e-009,1.1758
2.8545e-009,1.1758
2.8931e-009,1.1758
2.9317e-009,1.1759
2.9703e-009,1.1759
3.0089e-009,1.1759
3.0474e-009,1.1759
3.0860e-009,1.1759
3.1246e-009,1.1760
3.1631e-009,1.1760
3.2017e-009,1.1760
3.2403e-009,1.1760
3.2789e-009,1.1760
3.3175e-009,1.1767
3.3560e-009,1.1801
3.3946e-009,1.1812
3.4332e-009,1.1694
3.4717e-009,1.1278
3.5103e-009,1.0456
3.5489e-009,0.9415
3.5875e-009,0.8307
3.6260e-009,0.7157
3.6646e-009,0.6100
3.7032e-009,0.5230
3.7418e-009,0.4600
3.7803e-009,0.4175
3.8189e-009,0.3881
3.8575e-009,0.3694
3.8961e-009,0.3592
3.9346e-009,0.3538
3.9732e-009,0.3491
4.0118e-009,0.3437
4.0504e-009,0.3363
4.0890e-009,0.3271
4.1275e-009,0.3209
4.1661e-009,0.3184
4.2047e-009,0.3174
4.2433e-009,0.3180
4.2818e-009,0.3226
4.3204e-009,0.3376
4.3590e-009,0.3717
4.3975e-009,0.4352
4.4361e-009,0.5288
4.4747e-009,0.6441
4.5133e-009,0.7522
4.5519e-009,0.8442
4.5904e-009,0.9239
4.6290e-009,0.9883
4.6676e-009,1.0361
4.7062e-009,1.0704
4.7447e-009,1.1124
4.7833e-009,1.1406
4.8219e-009,1.1482
4.8604e-009,1.1373
4.8990e-009,1.0892
4.9376e-009,1.0054
4.9762e-009,0.9031
5.0147e-009,0.7892
5.0533e-009,0.6768
5.0919e-009,0.5751
5.1305e-009,0.4938
5.1691e-009,0.4378
