.HEADER
..NAMES
Time,V U5.L3
.DATA
0.0e+000,1.0904
3.67e-011,1.0904
7.33e-011,1.0904
1.100e-010,1.0904
1.467e-010,1.0904
1.834e-010,1.0904
2.201e-010,1.0904
2.567e-010,1.0904
2.934e-010,1.0904
3.301e-010,1.0904
3.667e-010,1.0904
4.034e-010,1.0904
4.401e-010,1.0904
4.768e-010,1.0906
5.135e-010,1.0912
5.501e-010,1.0928
5.868e-010,1.0953
6.235e-010,1.0955
6.601e-010,1.0856
6.968e-010,1.0518
7.335e-010,0.9826
7.702e-010,0.8775
8.068e-010,0.7490
8.435e-010,0.6206
8.802e-010,0.5180
9.169e-010,0.4567
9.536e-010,0.4362
9.902e-010,0.4443
1.0269e-009,0.4630
1.0636e-009,0.4771
1.1003e-009,0.4786
1.1369e-009,0.4672
1.1736e-009,0.4479
1.2103e-009,0.4281
1.2469e-009,0.4143
1.2836e-009,0.4097
1.3203e-009,0.4132
1.3570e-009,0.4206
1.3936e-009,0.4271
1.4303e-009,0.4292
1.4670e-009,0.4258
1.5037e-009,0.4202
1.5403e-009,0.4197
1.5770e-009,0.4376
1.6137e-009,0.4893
1.6504e-009,0.5818
1.6871e-009,0.7054
1.7237e-009,0.8320
1.7604e-009,0.9308
1.7971e-009,0.9802
1.8338e-009,0.9798
1.8704e-009,0.9490
1.9071e-009,0.9149
1.9438e-009,0.8975
1.9805e-009,0.9048
2.0171e-009,0.9324
2.0538e-009,0.9687
2.0905e-009,1.0009
2.1272e-009,1.0193
2.1638e-009,1.0194
2.2005e-009,1.0043
2.2372e-009,0.9829
2.2738e-009,0.9657
2.3105e-009,0.9604
2.3472e-009,0.9687
2.3839e-009,0.9875
2.4205e-009,1.0122
2.4572e-009,1.0378
2.4939e-009,1.0580
2.5306e-009,1.0613
2.5672e-009,1.0305
2.6039e-009,0.9539
2.6406e-009,0.8379
2.6773e-009,0.7041
2.7139e-009,0.5826
2.7506e-009,0.4992
2.7873e-009,0.4621
2.8240e-009,0.4601
2.8606e-009,0.4733
2.8973e-009,0.4829
2.9340e-009,0.4789
2.9707e-009,0.4623
3.0073e-009,0.4407
3.0440e-009,0.4232
3.0807e-009,0.4164
3.1174e-009,0.4214
3.1540e-009,0.4338
3.1907e-009,0.4461
3.2274e-009,0.4513
3.2641e-009,0.4466
3.3007e-009,0.4332
3.3374e-009,0.4155
3.3741e-009,0.4000
3.4108e-009,0.3945
3.4475e-009,0.4102
3.4841e-009,0.4612
3.5208e-009,0.5546
3.5575e-009,0.6812
3.5942e-009,0.8127
3.6308e-009,0.9171
3.6675e-009,0.9711
3.7042e-009,0.9731
3.7408e-009,0.9429
3.7775e-009,0.9093
3.8142e-009,0.8942
3.8509e-009,0.9057
3.8875e-009,0.9381
3.9242e-009,0.9772
3.9609e-009,1.0088
3.9976e-009,1.0230
4.0342e-009,1.0173
4.0709e-009,0.9972
4.1076e-009,0.9739
4.1443e-009,0.9585
4.1809e-009,0.9575
4.2176e-009,0.9708
4.2543e-009,0.9929
4.2910e-009,1.0176
4.3276e-009,1.0406
4.3643e-009,1.0569
4.4010e-009,1.0584
4.4377e-009,1.0302
4.4743e-009,0.9602
4.5110e-009,0.8517
4.5477e-009,0.7230
4.5844e-009,0.6017
4.6211e-009,0.5139
4.6577e-009,0.4703
4.6944e-009,0.4623
4.7311e-009,0.4718
4.7678e-009,0.4801
4.8044e-009,0.4764
4.8411e-009,0.4607
4.8778e-009,0.4403
4.9145e-009,0.4242
4.9511e-009,0.4184
4.9878e-009,0.4239
5.0245e-009,0.4359
5.0612e-009,0.4473
5.0978e-009,0.4514
5.1345e-009,0.4459
5.1712e-009,0.4326
5.2079e-009,0.4157
5.2445e-009,0.3998
5.2812e-009,0.3874
5.3179e-009,0.3787
5.3546e-009,0.3735
5.3912e-009,0.3715
5.4279e-009,0.3713
5.4646e-009,0.3704
5.5013e-009,0.3653
5.5379e-009,0.3536
5.5746e-009,0.3362
5.6113e-009,0.3172
5.6480e-009,0.3025
5.6846e-009,0.2974
5.7213e-009,0.3038
5.7580e-009,0.3188
5.7947e-009,0.3359
5.8313e-009,0.3475
5.8680e-009,0.3489
5.9047e-009,0.3398
5.9414e-009,0.3246
5.9780e-009,0.3100
6.0147e-009,0.3016
6.0514e-009,0.3017
6.0881e-009,0.3091
6.1247e-009,0.3200
6.1614e-009,0.3304
6.1981e-009,0.3372
6.2348e-009,0.3394
6.2714e-009,0.3372
6.3081e-009,0.3324
6.3448e-009,0.3273
6.3815e-009,0.3239
6.4181e-009,0.3232
6.4548e-009,0.3250
6.4915e-009,0.3282
6.5282e-009,0.3314
6.5648e-009,0.3332
6.6015e-009,0.3326
6.6382e-009,0.3295
6.6749e-009,0.3246
6.7115e-009,0.3197
6.7482e-009,0.3170
6.7849e-009,0.3179
6.8215e-009,0.3223
6.8582e-009,0.3285
6.8949e-009,0.3337
6.9316e-009,0.3359
6.9682e-009,0.3343
7.0049e-009,0.3301
7.0416e-009,0.3252
7.0783e-009,0.3217
7.1149e-009,0.3207
7.1516e-009,0.3223
7.1883e-009,0.3258
7.2250e-009,0.3296
7.2616e-009,0.3323
7.2983e-009,0.3331
7.3350e-009,0.3318
7.3717e-009,0.3292
7.4083e-009,0.3266
7.4450e-009,0.3248
7.4817e-009,0.3243
7.5184e-009,0.3251
7.5550e-009,0.3266
7.5917e-009,0.3283
7.6284e-009,0.3297
7.6651e-009,0.3304
7.7018e-009,0.3299
7.7384e-009,0.3285
7.7751e-009,0.3268
7.8118e-009,0.3254
7.8484e-009,0.3251
7.8851e-009,0.3259
7.9218e-009,0.3274
7.9585e-009,0.3289
7.9952e-009,0.3297
8.0318e-009,0.3299
8.0685e-009,0.3319
