.HEADER
..NAMES
Time,V U5.C3
.DATA
0.0e+000,0.3211
3.86e-011,0.3211
7.72e-011,0.3211
1.157e-010,0.3211
1.543e-010,0.3211
1.929e-010,0.3211
2.314e-010,0.3211
2.700e-010,0.3211
3.086e-010,0.3211
3.472e-010,0.3211
3.857e-010,0.3211
4.243e-010,0.3211
4.629e-010,0.3230
5.015e-010,0.3311
5.401e-010,0.3551
5.786e-010,0.4081
6.172e-010,0.4961
6.558e-010,0.6107
6.944e-010,0.7262
7.329e-010,0.8223
7.715e-010,0.8987
8.101e-010,0.9643
8.486e-010,1.0183
8.872e-010,1.0590
9.258e-010,1.0891
9.644e-010,1.1114
1.0029e-009,1.1283
1.0415e-009,1.1418
1.0801e-009,1.1524
1.1187e-009,1.1610
1.1572e-009,1.1675
1.1958e-009,1.1701
1.2344e-009,1.1690
1.2730e-009,1.1679
1.3115e-009,1.1691
1.3501e-009,1.1711
1.3887e-009,1.1722
1.4273e-009,1.1730
1.4658e-009,1.1739
1.5044e-009,1.1747
1.5430e-009,1.1753
1.5816e-009,1.1758
1.6202e-009,1.1762
1.6587e-009,1.1766
1.6973e-009,1.1769
1.7359e-009,1.1768
1.7745e-009,1.1769
1.8130e-009,1.1775
1.8516e-009,1.1780
1.8902e-009,1.1779
1.9288e-009,1.1777
1.9673e-009,1.1777
2.0059e-009,1.1778
2.0445e-009,1.1778
2.0830e-009,1.1778
2.1216e-009,1.1778
2.1602e-009,1.1778
2.1988e-009,1.1778
2.2374e-009,1.1778
2.2759e-009,1.1778
2.3145e-009,1.1784
2.3531e-009,1.1809
2.3916e-009,1.1832
2.4302e-009,1.1755
2.4688e-009,1.1406
2.5074e-009,1.0646
2.5459e-009,0.9569
2.5845e-009,0.8416
2.6231e-009,0.7306
2.6617e-009,0.6266
2.7003e-009,0.5385
2.7388e-009,0.4719
2.7774e-009,0.4251
2.8160e-009,0.3925
2.8545e-009,0.3693
2.8931e-009,0.3525
2.9317e-009,0.3410
2.9703e-009,0.3321
3.0089e-009,0.3237
3.0474e-009,0.3180
3.0860e-009,0.3174
3.1246e-009,0.3197
3.1631e-009,0.3216
3.2017e-009,0.3230
3.2403e-009,0.3248
3.2789e-009,0.3276
3.3175e-009,0.3360
3.3560e-009,0.3609
3.3946e-009,0.4155
3.4332e-009,0.5054
3.4717e-009,0.6210
3.5103e-009,0.7353
3.5489e-009,0.8294
3.5875e-009,0.9047
3.6260e-009,0.9695
3.6646e-009,1.0219
3.7032e-009,1.0621
3.7418e-009,1.1064
3.7803e-009,1.1448
3.8189e-009,1.1626
3.8575e-009,1.1523
3.8961e-009,1.1061
3.9346e-009,1.0128
3.9732e-009,0.8937
4.0118e-009,0.7754
4.0504e-009,0.6635
4.0890e-009,0.5656
4.1275e-009,0.4922
4.1661e-009,0.4391
4.2047e-009,0.3964
4.2433e-009,0.3696
4.2818e-009,0.3651
4.3204e-009,0.3917
4.3590e-009,0.4546
4.3975e-009,0.5578
4.4361e-009,0.6790
4.4747e-009,0.7896
4.5133e-009,0.8801
4.5519e-009,0.9551
4.5904e-009,1.0134
4.6290e-009,1.0580
4.6676e-009,1.0986
4.7062e-009,1.1374
4.7447e-009,1.1628
4.7833e-009,1.1615
4.8219e-009,1.1296
4.8604e-009,1.0508
4.8990e-009,0.9373
4.9376e-009,0.8162
4.9762e-009,0.7010
5.0147e-009,0.5956
5.0533e-009,0.5131
5.0919e-009,0.4534
5.1305e-009,0.4110
5.1691e-009,0.3826
5.2076e-009,0.3636
5.2462e-009,0.3481
5.2848e-009,0.3365
5.3234e-009,0.3282
5.3619e-009,0.3209
5.4005e-009,0.3160
5.4391e-009,0.3163
5.4776e-009,0.3192
5.5162e-009,0.3216
5.5548e-009,0.3238
5.5934e-009,0.3259
5.6320e-009,0.3289
5.6705e-009,0.3393
5.7091e-009,0.3694
5.7477e-009,0.4311
5.7863e-009,0.5276
5.8248e-009,0.6459
5.8634e-009,0.7573
5.9020e-009,0.8464
5.9405e-009,0.9191
5.9791e-009,0.9816
6.0177e-009,1.0312
6.0563e-009,1.0705
6.0948e-009,1.1152
6.1334e-009,1.1509
6.1720e-009,1.1623
6.2106e-009,1.1464
6.2492e-009,1.0903
6.2877e-009,0.9889
6.3263e-009,0.8684
6.3649e-009,0.7516
6.4035e-009,0.6412
6.4420e-009,0.5482
6.4806e-009,0.4796
6.5192e-009,0.4301
6.5577e-009,0.3949
6.5963e-009,0.3725
6.6349e-009,0.3554
6.6735e-009,0.3414
6.7121e-009,0.3316
6.7506e-009,0.3242
6.7892e-009,0.3177
6.8278e-009,0.3156
6.8664e-009,0.3180
6.9049e-009,0.3208
6.9435e-009,0.3228
6.9821e-009,0.3250
7.0206e-009,0.3270
7.0592e-009,0.3325
7.0978e-009,0.3517
7.1364e-009,0.3975
7.1749e-009,0.4778
7.2135e-009,0.5890
7.2521e-009,0.7070
7.2907e-009,0.8071
7.3293e-009,0.8859
7.3678e-009,0.9535
7.4064e-009,1.0093
7.4450e-009,1.0519
7.4835e-009,1.0836
7.5221e-009,1.1072
7.5607e-009,1.1248
7.5993e-009,1.1391
7.6379e-009,1.1504
7.6764e-009,1.1594
7.7150e-009,1.1665
7.7536e-009,1.1701
7.7922e-009,1.1693
