"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk Net Name","Associated Clk Driver Comp Ref Des & Pin Name","Associated Clk Receiver Comp Ref Des & Pin Name","Clk Launch Time (From Sim), [ns]","Clk Arrival Time (From Sim), [ns]","Clk Delay Time, [ps]","Strobe Launch Time (From Sim), [ns]","Strobe Arrival Time (From Sim), [ns]","Strobe Delay Time, [ps]","Launch Skew Time (min), [ps]","Launch Skew Time (typ), [ps]","Launch Skew Time (max), [ps]","tDQSS Skew Time (early), [ps]","tDQSS Skew Time (typ), [ps]","tDQSS Skew Time (late), [ps]","tDSS Setup Time (From Sim), [ps]","tDSH Hold Time (From Sim), [ps]","Negative tDQSS Limit, [ps]","Positive tDQSS Limit, [ps]","tDSS Limit, [ps]","tDSH Limit, [ps]","tDQSS (early) Time Margin = tDQSS(early) - tDQSS(negative limit), [ps]","tDQSS (late) Time Margin = tDQSS(positive limit) - tDQSS(late), [ps]","tDSS Time Margin = tDSS - tDSS(limit), [ps]","tDSH Time Margin = tDSH - tDSH(limit), [ps]","Stimulus Offset, [ps]","Comments"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 1.857"," 2.615"," 758.1"," 2.353"," 2.607"," 254.0"," 421.2"," 496.2"," 571.2"," -82.9","  -7.9","  67.1"," 403.3"," 385.9","-253.3"," 253.3"," 168.8"," 168.8"," 170.4"," 186.1"," 234.4"," 217.1","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 2.745"," 3.547"," 801.1"," 3.291"," 3.547"," 255.1"," 471.0"," 546.0"," 621.0"," -75.0","   0.0","  75.0"," 395.3"," 392.7","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 226.5"," 223.8","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 3.688"," 4.484"," 795.5"," 4.229"," 4.484"," 254.1"," 466.4"," 541.4"," 616.4"," -75.0","   0.0","  75.0"," 394.3"," 393.7","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 225.5"," 224.9","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 4.625"," 5.421"," 795.8"," 5.168"," 5.421"," 253.7"," 467.1"," 542.1"," 617.1"," -75.0","   0.0","  75.0"," 393.9"," 394.0","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 225.1"," 225.2","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 5.563"," 6.359"," 795.6"," 6.106"," 6.359"," 253.5"," 467.1"," 542.1"," 617.1"," -75.0","   0.0","  75.0"," 393.8"," 394.2","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 224.9"," 225.4","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 6.502"," 7.297"," 795.6"," 7.044"," 7.297"," 253.6"," 467.0"," 542.0"," 617.0"," -75.0","   0.0","  75.0"," 393.9"," 394.1","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 225.0"," 225.3","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 7.440"," 8.235"," 795.6"," 7.982"," 8.235"," 253.7"," 466.9"," 541.9"," 616.9"," -75.0","   0.0","  75.0"," 394.0"," 394.0","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 225.1"," 225.2","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 8.378"," 9.173"," 795.5"," 8.920"," 9.173"," 253.6"," 466.9"," 541.9"," 616.9"," -75.0","   0.0","  75.0"," 393.9"," 394.1","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 225.1"," 225.2","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7"," 9.316","10.111"," 795.6"," 9.858","10.111"," 253.7"," 466.9"," 541.9"," 616.9"," -75.0","   0.0","  75.0"," 394.0"," 394.0","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 225.2"," 225.2","673.000"
"DRAM_DQS0_P","Pass","Write slot1","U1.AE3&AD3","U2.F3&G3","DRAM_CLK0_P","U1.AD15&AE15","U2.J7&K7","10.254","11.049"," 795.6","10.796","11.049"," 253.7"," 466.9"," 541.9"," 616.9"," -75.0","   0.0","  75.0"," 394.0"," 394.0","-253.3"," 253.3"," 168.8"," 168.8"," 178.3"," 178.3"," 225.2"," 225.1","673.000"
