.HEADER
..NAMES
Time,V U3.E7
.DATA
0.0e+000,0.3207
3.86e-011,0.3207
7.72e-011,0.3207
1.157e-010,0.3207
1.543e-010,0.3207
1.929e-010,0.3207
2.314e-010,0.3207
2.700e-010,0.3207
3.086e-010,0.3207
3.472e-010,0.3207
3.857e-010,0.3207
4.243e-010,0.3207
4.629e-010,0.3207
5.015e-010,0.3207
5.401e-010,0.3207
5.786e-010,0.3207
6.172e-010,0.3207
6.558e-010,0.3207
6.944e-010,0.3207
7.329e-010,0.3207
7.715e-010,0.3207
8.101e-010,0.3207
8.486e-010,0.3207
8.872e-010,0.3207
9.258e-010,0.3207
9.644e-010,0.3207
1.0029e-009,0.3215
1.0415e-009,0.3261
1.0801e-009,0.3416
1.1187e-009,0.3797
1.1572e-009,0.4501
1.1958e-009,0.5520
1.2344e-009,0.6678
1.2730e-009,0.7735
1.3115e-009,0.8595
1.3501e-009,0.9313
1.3887e-009,0.9923
1.4273e-009,1.0417
1.4658e-009,1.0851
1.5044e-009,1.1275
1.5430e-009,1.1595
1.5816e-009,1.1655
1.6202e-009,1.1371
1.6587e-009,1.0614
1.6973e-009,0.9505
1.7359e-009,0.8312
1.7745e-009,0.7166
1.8130e-009,0.6150
1.8516e-009,0.5313
1.8902e-009,0.4646
1.9288e-009,0.4152
1.9673e-009,0.3788
2.0059e-009,0.3584
2.0445e-009,0.3673
2.0830e-009,0.4140
2.1216e-009,0.5038
2.1602e-009,0.6253
2.1988e-009,0.7471
2.2374e-009,0.8482
2.2759e-009,0.9274
2.3145e-009,0.9901
2.3531e-009,1.0405
2.3916e-009,1.0816
2.4302e-009,1.1226
2.4688e-009,1.1566
2.5074e-009,1.1705
2.5459e-009,1.1556
2.5845e-009,1.0945
2.6231e-009,0.9904
2.6617e-009,0.8692
2.7003e-009,0.7503
2.7388e-009,0.6432
2.7774e-009,0.5538
2.8160e-009,0.4822
2.8545e-009,0.4295
2.8931e-009,0.3941
2.9317e-009,0.3679
2.9703e-009,0.3476
3.0089e-009,0.3336
3.0474e-009,0.3239
3.0860e-009,0.3182
3.1246e-009,0.3171
3.1631e-009,0.3192
3.2017e-009,0.3227
3.2403e-009,0.3253
3.2789e-009,0.3261
3.3175e-009,0.3261
3.3560e-009,0.3262
3.3946e-009,0.3257
3.4332e-009,0.3247
3.4717e-009,0.3241
3.5103e-009,0.3237
3.5489e-009,0.3236
3.5875e-009,0.3233
3.6260e-009,0.3229
3.6646e-009,0.3223
3.7032e-009,0.3217
3.7418e-009,0.3211
3.7803e-009,0.3208
3.8189e-009,0.3217
3.8575e-009,0.3267
3.8961e-009,0.3430
3.9346e-009,0.3826
3.9732e-009,0.4547
4.0118e-009,0.5578
4.0504e-009,0.6736
4.0890e-009,0.7784
4.1275e-009,0.8634
4.1661e-009,0.9348
4.2047e-009,0.9953
4.2433e-009,1.0441
4.2818e-009,1.0883
4.3204e-009,1.1304
4.3590e-009,1.1609
4.3975e-009,1.1653
4.4361e-009,1.1345
4.4747e-009,1.0565
4.5133e-009,0.9446
4.5519e-009,0.8252
4.5904e-009,0.7110
4.6290e-009,0.6104
4.6676e-009,0.5275
4.7062e-009,0.4616
4.7447e-009,0.4152
4.7833e-009,0.3838
4.8219e-009,0.3595
4.8604e-009,0.3416
4.8990e-009,0.3295
4.9376e-009,0.3212
4.9762e-009,0.3174
5.0147e-009,0.3178
5.0533e-009,0.3204
5.0919e-009,0.3236
5.1305e-009,0.3255
5.1691e-009,0.3259
5.2076e-009,0.3261
5.2462e-009,0.3261
5.2848e-009,0.3254
5.3234e-009,0.3245
5.3619e-009,0.3239
5.4005e-009,0.3236
5.4391e-009,0.3235
5.4776e-009,0.3232
5.5162e-009,0.3227
5.5548e-009,0.3220
5.5934e-009,0.3214
5.6320e-009,0.3210
5.6705e-009,0.3209
5.7091e-009,0.3229
5.7477e-009,0.3309
5.7863e-009,0.3542
5.8248e-009,0.4051
5.8634e-009,0.4896
5.9020e-009,0.6004
5.9405e-009,0.7142
5.9791e-009,0.8117
6.0177e-009,0.8910
6.0563e-009,0.9582
6.0948e-009,1.0146
6.1334e-009,1.0588
6.1720e-009,1.0911
6.2106e-009,1.1145
6.2492e-009,1.1328
6.2877e-009,1.1466
6.3263e-009,1.1558
6.3649e-009,1.1618
6.4035e-009,1.1649
6.4420e-009,1.1653
6.4806e-009,1.1653
6.5192e-009,1.1665
6.5577e-009,1.1688
6.5963e-009,1.1710
6.6349e-009,1.1739
6.6735e-009,1.1781
6.7121e-009,1.1794
6.7506e-009,1.1660
6.7892e-009,1.1209
6.8278e-009,1.0367
6.8664e-009,0.9284
6.9049e-009,0.8151
6.9435e-009,0.7059
6.9821e-009,0.6062
7.0206e-009,0.5221
7.0592e-009,0.4579
7.0978e-009,0.4134
7.1364e-009,0.3822
7.1749e-009,0.3589
7.2135e-009,0.3423
7.2521e-009,0.3309
7.2907e-009,0.3229
7.3293e-009,0.3189
7.3678e-009,0.3189
7.4064e-009,0.3212
7.4450e-009,0.3237
7.4835e-009,0.3251
7.5221e-009,0.3257
7.5607e-009,0.3267
7.5993e-009,0.3296
7.6379e-009,0.3411
7.6764e-009,0.3730
7.7150e-009,0.4366
7.7536e-009,0.5330
7.7922e-009,0.6477
7.8307e-009,0.7558
7.8693e-009,0.8446
7.9079e-009,0.9181
7.9464e-009,0.9806
7.9850e-009,1.0322
8.0236e-009,1.0719
8.0622e-009,1.1004
8.1008e-009,1.1218
8.1393e-009,1.1385
8.1779e-009,1.1505
8.2165e-009,1.1585
8.2550e-009,1.1633
8.2936e-009,1.1651
8.3322e-009,1.1651
8.3708e-009,1.1656
8.4093e-009,1.1674
8.4479e-009,1.1698
8.4865e-009,1.1719
8.5251e-009,1.1755
8.5637e-009,1.1796
8.6022e-009,1.1771
8.6408e-009,1.1540
8.6794e-009,1.0942
8.7179e-009,0.9984
8.7565e-009,0.8867
8.7951e-009,0.7743
8.8337e-009,0.6677
8.8722e-009,0.5732
8.9108e-009,0.4961
8.9494e-009,0.4390
8.9880e-009,0.3955
9.0266e-009,0.3675
9.0651e-009,0.3646
9.1037e-009,0.3970
9.1423e-009,0.4706
9.1808e-009,0.5808
9.2194e-009,0.7033
9.2580e-009,0.8120
