.HEADER
..NAMES
Time,V U5.J7&K7
2.7873e-009,-0.6318
2.8240e-009,-0.6938
2.8606e-009,-0.7104
2.8973e-009,-0.7000
2.9340e-009,-0.6790
2.9707e-009,-0.6538
3.0073e-009,-0.6145
3.0440e-009,-0.5378
3.0807e-009,-0.4017
3.1174e-009,-0.2024
3.1540e-009,0.0359
3.1907e-009,0.2713
3.2274e-009,0.4690
3.2641e-009,0.6098
3.3007e-009,0.6882
3.3374e-009,0.7151
3.3741e-009,0.7080
3.4108e-009,0.6850
3.4475e-009,0.6532
3.4841e-009,0.6029
3.5208e-009,0.5121
3.5575e-009,0.3605
3.5942e-009,0.1476
3.6308e-009,-0.0986
3.6675e-009,-0.3338
3.7042e-009,-0.5232
3.7408e-009,-0.6486
3.7775e-009,-0.7087
3.8142e-009,-0.7187
3.8509e-009,-0.6989
3.8875e-009,-0.6678
3.9242e-009,-0.6305
3.9609e-009,-0.5744
3.9976e-009,-0.4765
4.0342e-009,-0.3195
4.0709e-009,-0.1076
4.1076e-009,0.1298
4.1443e-009,0.3526
4.1809e-009,0.5317
4.2176e-009,0.6502
4.2543e-009,0.7079
4.2910e-009,0.7189
4.3276e-009,0.7022
4.3643e-009,0.6731
4.4010e-009,0.6323
4.4377e-009,0.5655
4.4743e-009,0.4518
4.5110e-009,0.2788
4.5477e-009,0.0567
4.5844e-009,-0.1812
4.6211e-009,-0.3963
4.6577e-009,-0.5631
4.6944e-009,-0.6675
4.7311e-009,-0.7134
4.7678e-009,-0.7155
4.8044e-009,-0.6930
4.8411e-009,-0.6593
4.8778e-009,-0.6124
4.9145e-009,-0.5361
4.9511e-009,-0.4103
4.9878e-009,-0.2273
5.0245e-009,-0.0026
5.0612e-009,0.2288
5.0978e-009,0.4328
5.1345e-009,0.5867
5.1712e-009,0.6790
5.2079e-009,0.7159
5.2445e-009,0.7136
5.2812e-009,0.6909
5.3179e-009,0.6578
5.3546e-009,0.6080
5.3912e-009,0.5234
5.4279e-009,0.3851
5.4646e-009,0.1893
5.5013e-009,-0.0426
5.5379e-009,-0.2726
5.5746e-009,-0.4679
5.6113e-009,-0.6087
5.6480e-009,-0.6879
5.6846e-009,-0.7151
5.7213e-009,-0.7067
5.7580e-009,-0.6808
5.7947e-009,-0.6443
5.8313e-009,-0.5877
5.8680e-009,-0.4911
5.9047e-009,-0.3385
5.9414e-009,-0.1326
5.9780e-009,0.1002
6.0147e-009,0.3222
6.0514e-009,0.5051
6.0881e-009,0.6315
6.1247e-009,0.6980
6.1614e-009,0.7165
6.1981e-009,0.7046
6.2348e-009,0.6784
6.2714e-009,0.6406
6.3081e-009,0.5786
6.3448e-009,0.4721
6.3815e-009,0.3073
6.4181e-009,0.0913
6.4548e-009,-0.1448
6.4915e-009,-0.3621
6.5282e-009,-0.5346
6.5648e-009,-0.6479
6.6015e-009,-0.7031
6.6382e-009,-0.7134
6.6749e-009,-0.6965
6.7115e-009,-0.6668
6.7482e-009,-0.6244
6.7849e-009,-0.5540
6.8215e-009,-0.4349
6.8582e-009,-0.2575
6.8949e-009,-0.0350
6.9316e-009,0.1983
6.9682e-009,0.4065
7.0049e-009,0.5667
7.0416e-009,0.6664
7.0783e-009,0.7103
7.1149e-009,0.7135
7.1516e-009,0.6941
7.1883e-009,0.6638
7.2250e-009,0.6182
7.2616e-009,0.5401
7.2983e-009,0.4097
7.3350e-009,0.2207
7.3717e-009,-0.0091
7.4083e-009,-0.2419
7.4450e-009,-0.4426
7.4817e-009,-0.5906
7.5184e-009,-0.6775
7.5550e-009,-0.7114
7.5917e-009,-0.7078
7.6284e-009,-0.6847
7.6651e-009,-0.6510
7.7018e-009,-0.5995
7.7384e-009,-0.5109
7.7751e-009,-0.3673
7.8118e-009,-0.1677
7.8484e-009,0.0645
7.8851e-009,0.2911
7.9218e-009,0.4812
7.9585e-009,0.6162
7.9952e-009,0.6905
8.0318e-009,0.7150
8.0685e-009,0.7066
8.1052e-009,0.6822
8.1418e-009,0.6469
8.1785e-009,0.5902
8.2152e-009,0.4919
8.2519e-009,0.3362
8.2886e-009,0.1262
8.3252e-009,-0.1100
8.3619e-009,-0.3331
8.3986e-009,-0.5144
8.4352e-009,-0.6369
8.4719e-009,-0.6994
8.5086e-009,-0.7143
8.5453e-009,-0.6995
8.5820e-009,-0.6711
8.6186e-009,-0.6316
8.6553e-009,-0.5673
8.6920e-009,-0.4575
8.7286e-009,-0.2894
8.7653e-009,-0.0720
8.8020e-009,0.1628
8.8387e-009,0.3776
8.8754e-009,0.5474
8.9120e-009,0.6568
8.9487e-009,0.7078
8.9854e-009,0.7149
9.0220e-009,0.6970
9.0587e-009,0.6678
9.0954e-009,0.6255
9.1321e-009,0.5542
9.1688e-009,0.4332
9.2054e-009,0.2528
9.2421e-009,0.0272
9.2788e-009,-0.2080
9.3154e-009,-0.4159
9.3521e-009,-0.5738
9.3888e-009,-0.6701
9.4255e-009,-0.7107
9.4622e-009,-0.7108
9.4988e-009,-0.6888
9.5355e-009,-0.6564
9.5722e-009,-0.6087
9.6088e-009,-0.5275
9.6455e-009,-0.3935
9.6822e-009,-0.2020
9.7189e-009,0.0273
9.7556e-009,0.2573
9.7922e-009,0.4552
9.8289e-009,0.6005
9.8656e-009,0.6842
9.9022e-009,0.7150
9.9389e-009,0.7096
9.9756e-009,0.6861
1.00123e-008,0.6524
1.00490e-008,0.6000
1.00856e-008,0.5095
1.01223e-008,0.3633
1.01590e-008,0.1606
1.01956e-008,-0.0739
1.02323e-008,-0.3009
1.02690e-008,-0.4894
1.03057e-008,-0.6215
1.03424e-008,-0.6927
1.03790e-008,-0.7143
1.04157e-008,-0.7031
1.04524e-008,-0.6764
1.04890e-008,-0.6392
1.05257e-008,-0.5800
1.05624e-008,-0.4781
1.05991e-008,-0.3188
1.06358e-008,-0.1074
1.06724e-008,0.1270
1.07091e-008,0.3463
1.07458e-008,0.5235
1.07824e-008,0.6424
1.08191e-008,0.7022
1.08558e-008,0.7158
1.08925e-008,0.7013
1.09292e-008,0.6737
1.09658e-008,0.6338
1.10025e-008,0.5676
1.10392e-008,0.4546
1.10758e-008,0.2828
1.11125e-008,0.0623
1.11492e-008,-0.1737
1.11859e-008,-0.3869
1.12226e-008,-0.5526
1.12592e-008,-0.6580
1.12959e-008,-0.7067
1.13326e-008,-0.7125
1.13693e-008,-0.6935
1.14059e-008,-0.6628
1.14426e-008,-0.6183
1.14793e-008,-0.5434
1.15159e-008,-0.4179
1.15526e-008,-0.2343
1.15893e-008,-0.0085
1.16260e-008,0.2238
1.16627e-008,0.4275
1.16993e-008,0.5810
1.17360e-008,0.6735
1.17727e-008,0.7118
1.18093e-008,0.7114
1.18460e-008,0.6905
1.18827e-008,0.6588
1.19194e-008,0.6103
1.19561e-008,0.5266
1.19927e-008,0.3890
1.20294e-008,0.1935
1.20661e-008,-0.0387
1.21027e-008,-0.2692
1.21394e-008,-0.4641
1.21761e-008,-0.6046
1.22128e-008,-0.6842
1.22495e-008,-0.7126
1.22861e-008,-0.7060
1.23228e-008,-0.6816
1.23595e-008,-0.6466
1.23961e-008,-0.5920
1.24328e-008,-0.4976
1.24695e-008,-0.3470
1.25062e-008,-0.1420
1.25429e-008,0.0917
1.25795e-008,0.3157
1.26162e-008,0.5011
1.26529e-008,0.6294
1.26895e-008,0.6970
1.27262e-008,0.7158
1.27629e-008,0.7038
1.27996e-008,0.6776
1.28363e-008,0.6404
1.28729e-008,0.5798
1.29096e-008,0.4755
1.29463e-008,0.3128
1.29829e-008,0.0978
1.30196e-008,-0.1389
1.30563e-008,-0.3581
1.30930e-008,-0.5329
1.31297e-008,-0.6478
1.31663e-008,-0.7036
1.32030e-008,-0.7138
1.32397e-008,-0.6966
1.32763e-008,-0.6673
1.33130e-008,-0.6261
1.33497e-008,-0.5577
1.33864e-008,-0.4413
1.34231e-008,-0.2664
1.34597e-008,-0.0449
1.34964e-008,0.1891
1.35331e-008,0.3995
1.35697e-008,0.5626
1.36064e-008,0.6648
1.36431e-008,0.7100
1.36798e-008,0.7135
1.37165e-008,0.6939
1.37531e-008,0.6635
1.37898e-008,0.6186
1.38265e-008,0.5419
1.38631e-008,0.4137
1.38998e-008,0.2266
1.39365e-008,-0.0022
1.39732e-008,-0.2356
1.40099e-008,-0.4381
1.40465e-008,-0.5886
1.40832e-008,-0.6775
1.41199e-008,-0.7125
1.41565e-008,-0.7091
1.41932e-008,-0.6858
1.42299e-008,-0.6522
1.42666e-008,-0.6018
1.43033e-008,-0.5152
1.43399e-008,-0.3741
1.43766e-008,-0.1765
1.44133e-008,0.0550
1.44499e-008,0.2825
1.44866e-008,0.4748
1.45233e-008,0.6127
1.45600e-008,0.6895
1.45967e-008,0.7155
1.46333e-008,0.7074
1.46700e-008,0.6828
1.47067e-008,0.6474
1.47433e-008,0.5913
1.47800e-008,0.4945
1.48167e-008,0.3407
1.48534e-008,0.1323
1.48901e-008,-0.1033
1.49267e-008,-0.3267
1.49634e-008,-0.5087
1.50001e-008,-0.6330
1.50368e-008,-0.6976
1.50734e-008,-0.7146
1.51101e-008,-0.7012
1.51468e-008,-0.6734
1.51834e-008,-0.6343
1.52201e-008,-0.5710
1.52568e-008,-0.4626
1.52935e-008,-0.2963
1.53301e-008,-0.0802
1.53668e-008,0.1542
1.54035e-008,0.3695
1.54402e-008,0.5402
1.54769e-008,0.6515
1.55135e-008,0.7049
1.55502e-008,0.7145
1.55869e-008,0.6981
1.56236e-008,0.6695
1.56602e-008,0.6275
1.56969e-008,0.5567
1.57336e-008,0.4367
1.57703e-008,0.2578
1.58069e-008,0.0331
1.58436e-008,-0.2021
1.58803e-008,-0.4104
1.59169e-008,-0.5688
1.59536e-008,-0.6664
1.59903e-008,-0.7089
1.60270e-008,-0.7109
1.60636e-008,-0.6904
1.61003e-008,-0.6588
1.61370e-008,-0.6120
1.61737e-008,-0.5321
1.62104e-008,-0.3995
1.62470e-008,-0.2094
1.62837e-008,0.0194
1.63204e-008,0.2501
1.63571e-008,0.4496
1.63937e-008,0.5968
1.64304e-008,0.6821
1.64671e-008,0.7141
1.65037e-008,0.7094
1.65404e-008,0.6864
1.65771e-008,0.6531
1.66138e-008,0.6016
1.66504e-008,0.5127
1.66871e-008,0.3682
1.67238e-008,0.1668
1.67605e-008,-0.0676
1.67972e-008,-0.2957
1.68338e-008,-0.4860
1.68705e-008,-0.6199
1.69072e-008,-0.6925
1.69439e-008,-0.7148
1.69805e-008,-0.7039
1.70172e-008,-0.6774
1.70539e-008,-0.6408
1.70905e-008,-0.5829
1.71272e-008,-0.4831
1.71639e-008,-0.3259
1.72006e-008,-0.1158
1.72372e-008,0.1186
1.72739e-008,0.3393
1.73106e-008,0.5188
1.73473e-008,0.6401
1.73840e-008,0.7014
1.74206e-008,0.7156
1.74573e-008,0.7012
1.74940e-008,0.6736
1.75307e-008,0.6344
1.75673e-008,0.5696
1.76040e-008,0.4587
1.76407e-008,0.2888
1.76773e-008,0.0694
1.77140e-008,-0.1670
1.77507e-008,-0.3816
1.77874e-008,-0.5496
1.78240e-008,-0.6572
1.78607e-008,-0.7070
1.78974e-008,-0.7133
1.79341e-008,-0.6943
1.79708e-008,-0.6638
1.80074e-008,-0.6201
1.80441e-008,-0.5469
1.80808e-008,-0.4236
1.81175e-008,-0.2421
1.81541e-008,-0.0172
1.81908e-008,0.2155
1.82275e-008,0.4210
1.82641e-008,0.5771
1.83008e-008,0.6721
1.83375e-008,0.7120
1.83742e-008,0.7123
1.84108e-008,0.6912
1.84475e-008,0.6594
1.84842e-008,0.6114
1.85209e-008,0.5291
1.85576e-008,0.3935
1.85942e-008,0.1999
1.86309e-008,-0.0315
1.86676e-008,-0.2625
1.87043e-008,-0.4593
1.87409e-008,-0.6022
1.87776e-008,-0.6839
1.88143e-008,-0.7138
1.88509e-008,-0.7076
1.88876e-008,-0.6831
1.89243e-008,-0.6481
1.89610e-008,-0.5943
1.89976e-008,-0.5017
1.90343e-008,-0.3533
1.90710e-008,-0.1500
1.91077e-008,0.0830
1.91444e-008,0.3075
1.91810e-008,0.4938
1.92177e-008,0.6241
1.92544e-008,0.6940
1.92911e-008,0.7151
1.93277e-008,0.7046
1.93644e-008,0.6791
1.94011e-008,0.6422
1.94377e-008,0.5822
1.94744e-008,0.4790
1.95111e-008,0.3178
1.95478e-008,0.1041
1.95844e-008,-0.1323
1.96211e-008,-0.3518
1.96578e-008,-0.5271
1.96945e-008,-0.6435
1.97312e-008,-0.7013
1.97678e-008,-0.7138
1.98045e-008,-0.6983
1.98412e-008,-0.6697
1.98779e-008,-0.6289
1.99145e-008,-0.5614
1.99512e-008,-0.4464
1.99879e-008,-0.2730
2.00245e-008,-0.0525
2.00612e-008,0.1817
2.00979e-008,0.3934
2.01346e-008,0.5583
2.01712e-008,0.6624
2.02079e-008,0.7091
2.02446e-008,0.7135
2.02813e-008,0.6944
2.03179e-008,0.6644
2.03546e-008,0.6200
2.03913e-008,0.5447
2.04280e-008,0.4182
2.04647e-008,0.2328
2.05013e-008,0.0046
2.05380e-008,-0.2295
2.05747e-008,-0.4337
2.06114e-008,-0.5861
2.06480e-008,-0.6767
2.06847e-008,-0.7126
2.07214e-008,-0.7097
2.07580e-008,-0.6866
2.07947e-008,-0.6535
2.08314e-008,-0.6041
2.08681e-008,-0.5193
2.09047e-008,-0.3803
2.09414e-008,-0.1843
2.09781e-008,0.0468
2.10148e-008,0.2753
2.10515e-008,0.4696
2.10881e-008,0.6098
2.11248e-008,0.6884
2.11615e-008,0.7152
2.11982e-008,0.7074
2.12348e-008,0.6829
2.12715e-008,0.6480
2.13082e-008,0.5930
2.13448e-008,0.4981
2.13815e-008,0.3464
2.14182e-008,0.1394
2.14549e-008,-0.0961
2.14915e-008,-0.3207
2.15282e-008,-0.5048
2.15649e-008,-0.6313
2.16016e-008,-0.6975
2.16383e-008,-0.7152
2.16749e-008,-0.7019
2.17116e-008,-0.6742
2.17483e-008,-0.6357
2.17850e-008,-0.5738
2.18216e-008,-0.4675
2.18583e-008,-0.3033
2.18950e-008,-0.0886
2.19316e-008,0.1460
2.19683e-008,0.3627
2.20050e-008,0.5357
2.20417e-008,0.6495
2.20783e-008,0.7045
2.21150e-008,0.7146
2.21517e-008,0.6982
2.21884e-008,0.6697
2.22251e-008,0.6283
2.22617e-008,0.5589
2.22984e-008,0.4410
2.23351e-008,0.2641
2.23718e-008,0.0405
2.24084e-008,-0.1950
2.24451e-008,-0.4048
2.24818e-008,-0.5656
2.25184e-008,-0.6655
2.25551e-008,-0.7096
2.25918e-008,-0.7123
2.26285e-008,-0.6918
2.26651e-008,-0.6602
2.27018e-008,-0.6139
2.27385e-008,-0.5354
2.27752e-008,-0.4050
2.28119e-008,-0.2168
2.28485e-008,0.0110
2.28852e-008,0.2419
2.29219e-008,0.4422
2.29586e-008,0.5910
2.29952e-008,0.6786
2.30319e-008,0.7129
2.30686e-008,0.7100
2.31052e-008,0.6877
2.31419e-008,0.6547
2.31786e-008,0.6037
2.32153e-008,0.5158
2.32519e-008,0.3729
2.32886e-008,0.1730
2.33253e-008,-0.0606
2.33620e-008,-0.2890
2.33987e-008,-0.4798
2.34353e-008,-0.6150
2.34720e-008,-0.6895
2.35087e-008,-0.7141
2.35454e-008,-0.7051
2.35820e-008,-0.6795
2.36187e-008,-0.6434
2.36554e-008,-0.5862
2.36920e-008,-0.4875
2.37287e-008,-0.3319
2.37654e-008,-0.1231
2.38021e-008,0.1111
2.38387e-008,0.3322
2.38754e-008,0.5123
2.39121e-008,0.6349
2.39488e-008,0.6980
2.39855e-008,0.7144
2.40221e-008,0.7016
2.40588e-008,0.6750
2.40955e-008,0.6365
2.41322e-008,0.5725
2.41688e-008,0.4628
2.42055e-008,0.2943
2.42422e-008,0.0757
2.42788e-008,-0.1608
2.43155e-008,-0.3767
2.43522e-008,-0.5463
2.43889e-008,-0.6555
2.44255e-008,-0.7066
2.44622e-008,-0.7137
2.44989e-008,-0.6952
2.45356e-008,-0.6650
2.45723e-008,-0.6221
2.46089e-008,-0.5503
2.46456e-008,-0.4291
2.46823e-008,-0.2493
2.47190e-008,-0.0252
2.47556e-008,0.2083
2.47923e-008,0.4155
2.48290e-008,0.5738
2.48657e-008,0.6704
2.49023e-008,0.7112
2.49390e-008,0.7116
2.49757e-008,0.6908
2.50123e-008,0.6596
2.50490e-008,0.6128
2.50857e-008,0.5324
2.51224e-008,0.3989
2.51590e-008,0.2069
2.51957e-008,-0.0242
2.52324e-008,-0.2562
2.52691e-008,-0.4549
2.53058e-008,-0.6000
2.53424e-008,-0.6834
2.53791e-008,-0.7140
2.54158e-008,-0.7080
2.54525e-008,-0.6836
2.54891e-008,-0.6492
2.55258e-008,-0.5965
2.55625e-008,-0.5059
2.55991e-008,-0.3597
2.56358e-008,-0.1580
2.56725e-008,0.0747
2.57092e-008,0.3003
2.57458e-008,0.4888
2.57825e-008,0.6216
2.58192e-008,0.6933
2.58559e-008,0.7153
2.58926e-008,0.7048
2.59292e-008,0.6792
2.59659e-008,0.6427
2.60026e-008,0.5840
2.60393e-008,0.4828
2.60759e-008,0.3238
2.61126e-008,0.1115
2.61493e-008,-0.1247
2.61859e-008,-0.3456
2.62226e-008,-0.5232
2.62593e-008,-0.6420
2.62960e-008,-0.7017
2.63326e-008,-0.7151
2.63693e-008,-0.6996
2.64060e-008,-0.6709
2.64427e-008,-0.6304
2.64794e-008,-0.5640
2.65160e-008,-0.4510
2.65527e-008,-0.2798
2.65894e-008,-0.0608
2.66261e-008,0.1734
2.66627e-008,0.3857
2.66994e-008,0.5520
2.67361e-008,0.6582
2.67727e-008,0.7073
2.68094e-008,0.7137
2.68461e-008,0.6957
2.68828e-008,0.6659
2.69194e-008,0.6220
2.69561e-008,0.5475
2.69928e-008,0.4225
2.70295e-008,0.2387
2.70662e-008,0.0116
2.71028e-008,-0.2225
2.71395e-008,-0.4272
2.71762e-008,-0.5806
2.72129e-008,-0.6730
2.72495e-008,-0.7113
2.72862e-008,-0.7105
2.73229e-008,-0.6885
2.73595e-008,-0.6559
2.73962e-008,-0.6070
2.74329e-008,-0.5232
2.74696e-008,-0.3856
2.75062e-008,-0.1912
2.75429e-008,0.0393
2.75796e-008,0.2681
2.76163e-008,0.4628
2.76530e-008,0.6041
2.76896e-008,0.6844
2.77263e-008,0.7134
2.77630e-008,0.7075
2.77997e-008,0.6841
2.78363e-008,0.6499
2.78730e-008,0.5957
2.79097e-008,0.5019
2.79463e-008,0.3515
2.79830e-008,0.1457
2.80197e-008,-0.0896
2.80564e-008,-0.3152
2.80930e-008,-0.5009
2.81297e-008,-0.6291
2.81664e-008,-0.6966
2.82031e-008,-0.7153
2.82398e-008,-0.7026
2.82764e-008,-0.6753
2.83131e-008,-0.6374
2.83498e-008,-0.5766
2.83865e-008,-0.4722
2.84231e-008,-0.3099
2.84598e-008,-0.0963
2.84965e-008,0.1385
2.85331e-008,0.3567
2.85698e-008,0.5318
2.86065e-008,0.6475
2.86432e-008,0.7038
2.86798e-008,0.7146
2.87165e-008,0.6984
2.87532e-008,0.6701
2.87899e-008,0.6295
2.88266e-008,0.5616
2.88632e-008,0.4457
2.88999e-008,0.2706
2.89366e-008,0.0478
2.89733e-008,-0.1881
2.90099e-008,-0.3996
2.90466e-008,-0.5626
2.90833e-008,-0.6645
2.91199e-008,-0.7096
2.91566e-008,-0.7127
2.91933e-008,-0.6922
2.92300e-008,-0.6610
2.92666e-008,-0.6156
2.93033e-008,-0.5389
2.93400e-008,-0.4107
2.93767e-008,-0.2244
2.94133e-008,0.0027
2.94500e-008,0.2344
2.94867e-008,0.4365
2.95234e-008,0.5878
2.95601e-008,0.6775
2.95967e-008,0.7129
2.96334e-008,0.7102
2.96701e-008,0.6879
2.97068e-008,0.6552
2.97434e-008,0.6052
2.97801e-008,0.5191
2.98168e-008,0.3783
2.98534e-008,0.1802
2.98901e-008,-0.0530
2.99268e-008,-0.2822
2.99635e-008,-0.4750
3.00002e-008,-0.6127
3.00368e-008,-0.6894
3.00735e-008,-0.7152
3.01102e-008,-0.7064
3.01469e-008,-0.6807
3.01835e-008,-0.6446
3.02202e-008,-0.5883
3.02569e-008,-0.4915
3.02935e-008,-0.3381
3.03302e-008,-0.1310
3.03669e-008,0.1028
3.04036e-008,0.3250
3.04403e-008,0.5073
3.04769e-008,0.6324
3.05136e-008,0.6977
3.05503e-008,0.7153
3.05869e-008,0.7027
3.06236e-008,0.6760
3.06603e-008,0.6375
3.06970e-008,0.5745
3.07336e-008,0.4666
3.07703e-008,0.3002
3.08070e-008,0.0831
3.08437e-008,-0.1532
3.08804e-008,-0.3697
3.09170e-008,-0.5404
3.09537e-008,-0.6514
3.09904e-008,-0.7047
3.10270e-008,-0.7139
3.10637e-008,-0.6967
3.11004e-008,-0.6671
3.11371e-008,-0.6247
3.11738e-008,-0.5538
3.12104e-008,-0.4339
3.12471e-008,-0.2557
3.12838e-008,-0.0326
3.13205e-008,0.2007
3.13571e-008,0.4084
3.13938e-008,0.5676
3.14305e-008,0.6661
3.14671e-008,0.7091
3.15038e-008,0.7118
3.15405e-008,0.6923
3.15772e-008,0.6616
3.16139e-008,0.6153
3.16505e-008,0.5357
3.16872e-008,0.4035
3.17239e-008,0.2129
3.17605e-008,-0.0175
3.17972e-008,-0.2499
3.18339e-008,-0.4500
3.18706e-008,-0.5970
3.19072e-008,-0.6821
3.19439e-008,-0.7140
3.19806e-008,-0.7088
3.20173e-008,-0.6847
3.20540e-008,-0.6506
3.20906e-008,-0.5988
3.21273e-008,-0.5098
3.21640e-008,-0.3656
3.22006e-008,-0.1654
3.22373e-008,0.0671
3.22740e-008,0.2938
3.23107e-008,0.4842
3.23474e-008,0.6190
3.23840e-008,0.6923
3.24207e-008,0.7151
3.24574e-008,0.7050
3.24941e-008,0.6796
3.25307e-008,0.6437
3.25674e-008,0.5862
3.26041e-008,0.4869
3.26407e-008,0.3297
3.26774e-008,0.1187
3.27141e-008,-0.1176
3.27508e-008,-0.3398
3.27875e-008,-0.5194
3.28241e-008,-0.6403
3.28608e-008,-0.7013
3.28975e-008,-0.7153
3.29341e-008,-0.7000
3.29708e-008,-0.6716
3.30075e-008,-0.6318
3.30442e-008,-0.5669
3.30808e-008,-0.4560
3.31175e-008,-0.2868
3.31542e-008,-0.0688
3.31909e-008,0.1656
3.32276e-008,0.3795
3.32642e-008,0.5481
3.33009e-008,0.6566
3.33376e-008,0.7070
3.33742e-008,0.7139
3.34109e-008,0.6959
3.34476e-008,0.6663
3.34843e-008,0.6231
3.35210e-008,0.5502
3.35576e-008,0.4274
3.35943e-008,0.2455
3.36310e-008,0.0192
3.36677e-008,-0.2154
3.37043e-008,-0.4217
3.37410e-008,-0.5776
3.37777e-008,-0.6721
3.38143e-008,-0.7115
3.38510e-008,-0.7111
3.38877e-008,-0.6891
3.39244e-008,-0.6567
3.39611e-008,-0.6087
3.39977e-008,-0.5267
3.40344e-008,-0.3914
3.40711e-008,-0.1987
3.41077e-008,0.0310
3.41444e-008,0.2606
3.41811e-008,0.4573
3.42178e-008,0.6011
3.42545e-008,0.6837
3.42911e-008,0.7140
3.43278e-008,0.7085
3.43645e-008,0.6850
3.44012e-008,0.6508
3.44378e-008,0.5973
3.44745e-008,0.5051
3.45112e-008,0.3569
3.45478e-008,0.1528
3.45845e-008,-0.0819
3.46212e-008,-0.3080
3.46579e-008,-0.4946
3.46946e-008,-0.6245
3.47312e-008,-0.6942
3.47679e-008,-0.7150
3.48046e-008,-0.7037
3.48412e-008,-0.6771
3.48779e-008,-0.6396
3.49146e-008,-0.5796
3.49513e-008,-0.4765
3.49879e-008,-0.3159
3.50246e-008,-0.1036
3.50613e-008,0.1308
3.50980e-008,0.3493
3.51347e-008,0.5252
3.51713e-008,0.6426
3.52080e-008,0.7012
3.52447e-008,0.7143
3.52813e-008,0.6996
3.53180e-008,0.6720
3.53547e-008,0.6317
3.53914e-008,0.5645
3.54281e-008,0.4498
3.54647e-008,0.2762
3.55014e-008,0.0546
3.55381e-008,-0.1814
3.55748e-008,-0.3934
3.56114e-008,-0.5570
3.56481e-008,-0.6603
3.56848e-008,-0.7073
3.57214e-008,-0.7124
3.57581e-008,-0.6934
3.57948e-008,-0.6629
3.58315e-008,-0.6183
3.58682e-008,-0.5427
3.59048e-008,-0.4159
3.59415e-008,-0.2310
3.59782e-008,-0.0045
3.60148e-008,0.2278
3.60515e-008,0.4314
3.60882e-008,0.5845
3.61249e-008,0.6757
3.61615e-008,0.7123
3.61982e-008,0.7104
3.62349e-008,0.6885
3.62716e-008,0.6563
3.63083e-008,0.6071
3.63449e-008,0.5226
3.63816e-008,0.3837
3.64183e-008,0.1870
3.64549e-008,-0.0458
3.64916e-008,-0.2761
3.65283e-008,-0.4708
3.65650e-008,-0.6105
3.66017e-008,-0.6884
3.66383e-008,-0.7148
3.66750e-008,-0.7062
3.67117e-008,-0.6808
3.67484e-008,-0.6455
3.67850e-008,-0.5907
3.68217e-008,-0.4960
3.68584e-008,-0.3446
3.68950e-008,-0.1388
3.69317e-008,0.0950
3.69684e-008,0.3185
3.70051e-008,0.5030
3.70418e-008,0.6304
3.70784e-008,0.6971
3.71151e-008,0.7153
3.71518e-008,0.7028
3.71884e-008,0.6761
3.72251e-008,0.6383
3.72618e-008,0.5767
3.72985e-008,0.4709
3.73351e-008,0.3066
3.73718e-008,0.0907
3.74085e-008,-0.1457
3.74452e-008,-0.3637
3.74819e-008,-0.5367
3.75185e-008,-0.6501
3.75552e-008,-0.7048
3.75919e-008,-0.7145
3.76285e-008,-0.6972
3.76652e-008,-0.6676
3.77019e-008,-0.6259
3.77386e-008,-0.5566
3.77753e-008,-0.4389
3.78119e-008,-0.2629
3.78486e-008,-0.0409
