.HEADER
..NAMES
Time,V U2.C2
.DATA
0.0e+000,0.3206
3.86e-011,0.3206
7.72e-011,0.3206
1.157e-010,0.3206
1.543e-010,0.3206
1.929e-010,0.3206
2.314e-010,0.3206
2.700e-010,0.3206
3.086e-010,0.3206
3.472e-010,0.3206
3.857e-010,0.3206
4.243e-010,0.3206
4.629e-010,0.3206
5.015e-010,0.3206
5.401e-010,0.3206
5.786e-010,0.3206
6.172e-010,0.3206
6.558e-010,0.3206
6.944e-010,0.3206
7.329e-010,0.3206
7.715e-010,0.3206
8.101e-010,0.3206
8.486e-010,0.3206
8.872e-010,0.3206
9.258e-010,0.3206
9.644e-010,0.3206
1.0029e-009,0.3206
1.0415e-009,0.3206
1.0801e-009,0.3206
1.1187e-009,0.3206
1.1572e-009,0.3213
1.1958e-009,0.3257
1.2344e-009,0.3411
1.2730e-009,0.3804
1.3115e-009,0.4552
1.3501e-009,0.5650
1.3887e-009,0.6897
1.4273e-009,0.7993
1.4658e-009,0.8806
1.5044e-009,0.9429
1.5430e-009,0.9958
1.5816e-009,1.0404
1.6202e-009,1.0807
1.6587e-009,1.1244
1.6973e-009,1.1566
1.7359e-009,1.1626
1.7745e-009,1.1359
1.8130e-009,1.0617
1.8516e-009,0.9479
1.8902e-009,0.8248
1.9288e-009,0.7116
1.9673e-009,0.6071
2.0059e-009,0.5234
2.0445e-009,0.4639
2.0830e-009,0.4195
2.1216e-009,0.3844
2.1602e-009,0.3683
2.1988e-009,0.3775
2.2374e-009,0.4216
2.2759e-009,0.5085
2.3145e-009,0.6270
2.3531e-009,0.7452
2.3916e-009,0.8421
2.4302e-009,0.9196
2.4688e-009,0.9808
2.5074e-009,1.0293
2.5459e-009,1.0702
2.5845e-009,1.1146
2.6231e-009,1.1503
2.6617e-009,1.1660
2.7003e-009,1.1513
2.7388e-009,1.0944
2.7774e-009,0.9910
2.8160e-009,0.8683
2.8545e-009,0.7503
2.8931e-009,0.6408
2.9317e-009,0.5492
2.9703e-009,0.4821
3.0089e-009,0.4333
3.0474e-009,0.3936
3.0860e-009,0.3708
3.1246e-009,0.3706
3.1631e-009,0.4034
3.2017e-009,0.4766
3.2403e-009,0.5881
3.2789e-009,0.7095
3.3175e-009,0.8141
3.3560e-009,0.8967
3.3946e-009,0.9625
3.4332e-009,1.0147
3.4717e-009,1.0570
3.5103e-009,1.0905
3.5489e-009,1.1129
3.5875e-009,1.1290
3.6260e-009,1.1425
3.6646e-009,1.1518
3.7032e-009,1.1578
3.7418e-009,1.1651
3.7803e-009,1.1720
3.8189e-009,1.1750
3.8575e-009,1.1746
3.8961e-009,1.1727
3.9346e-009,1.1713
3.9732e-009,1.1736
4.0118e-009,1.1797
4.0504e-009,1.1826
4.0890e-009,1.1701
4.1275e-009,1.1256
4.1661e-009,1.0365
4.2047e-009,0.9172
4.2433e-009,0.7959
4.2818e-009,0.6867
4.3204e-009,0.5914
4.3590e-009,0.5147
4.3975e-009,0.4575
4.4361e-009,0.4142
4.4747e-009,0.3820
4.5133e-009,0.3689
4.5519e-009,0.3858
4.5904e-009,0.4407
4.6290e-009,0.5380
4.6676e-009,0.6594
4.7062e-009,0.7732
4.7447e-009,0.8624
4.7833e-009,0.9344
4.8219e-009,0.9927
4.8604e-009,1.0392
4.8990e-009,1.0761
4.9376e-009,1.1035
4.9762e-009,1.1217
5.0147e-009,1.1364
5.0533e-009,1.1480
5.0919e-009,1.1551
5.1305e-009,1.1614
5.1691e-009,1.1693
5.2076e-009,1.1744
5.2462e-009,1.1749
5.2848e-009,1.1732
5.3234e-009,1.1715
5.3619e-009,1.1720
5.4005e-009,1.1769
5.4391e-009,1.1825
5.4776e-009,1.1790
5.5162e-009,1.1519
5.5548e-009,1.0842
5.5934e-009,0.9756
5.6320e-009,0.8522
5.6705e-009,0.7367
5.7091e-009,0.6346
5.7477e-009,0.5486
5.7863e-009,0.4823
