.HEADER
..NAMES
Time,V U2.C3
.DATA
0.0e+000,1.1767
3.86e-011,1.1767
7.72e-011,1.1767
1.157e-010,1.1767
1.543e-010,1.1767
1.929e-010,1.1767
2.314e-010,1.1767
2.700e-010,1.1767
3.086e-010,1.1767
3.472e-010,1.1767
3.857e-010,1.1767
4.243e-010,1.1767
4.629e-010,1.1767
5.015e-010,1.1767
5.401e-010,1.1767
5.786e-010,1.1767
6.172e-010,1.1767
6.558e-010,1.1767
6.944e-010,1.1767
7.329e-010,1.1767
7.715e-010,1.1767
8.101e-010,1.1767
8.486e-010,1.1767
8.872e-010,1.1767
9.258e-010,1.1767
9.644e-010,1.1767
1.0029e-009,1.1767
1.0415e-009,1.1767
1.0801e-009,1.1767
1.1187e-009,1.1767
1.1572e-009,1.1778
1.1958e-009,1.1808
1.2344e-009,1.1814
1.2730e-009,1.1669
1.3115e-009,1.1191
1.3501e-009,1.0305
1.3887e-009,0.9188
1.4273e-009,0.8053
1.4658e-009,0.6964
1.5044e-009,0.5936
1.5430e-009,0.5080
1.5816e-009,0.4487
1.6202e-009,0.4068
1.6587e-009,0.3754
1.6973e-009,0.3651
1.7359e-009,0.3913
1.7745e-009,0.4517
1.8130e-009,0.5414
1.8516e-009,0.6526
1.8902e-009,0.7623
1.9288e-009,0.8548
1.9673e-009,0.9319
2.0059e-009,0.9984
2.0445e-009,1.0500
2.0830e-009,1.0824
2.1216e-009,1.1033
2.1602e-009,1.1209
2.1988e-009,1.1346
2.2374e-009,1.1431
2.2759e-009,1.1516
2.3145e-009,1.1622
2.3531e-009,1.1702
2.3916e-009,1.1731
2.4302e-009,1.1735
2.4688e-009,1.1737
2.5074e-009,1.1733
2.5459e-009,1.1731
2.5845e-009,1.1765
2.6231e-009,1.1802
2.6617e-009,1.1741
2.7003e-009,1.1439
2.7388e-009,1.0750
2.7774e-009,0.9716
2.8160e-009,0.8568
2.8545e-009,0.7455
2.8931e-009,0.6397
2.9317e-009,0.5447
2.9703e-009,0.4719
3.0089e-009,0.4244
3.0474e-009,0.3881
3.0860e-009,0.3663
3.1246e-009,0.3742
3.1631e-009,0.4188
3.2017e-009,0.4957
3.2403e-009,0.5985
3.2789e-009,0.7116
3.3175e-009,0.8134
3.3560e-009,0.8969
3.3946e-009,0.9683
3.4332e-009,1.0278
3.4717e-009,1.0691
3.5103e-009,1.0943
3.5489e-009,1.1128
3.5875e-009,1.1287
3.6260e-009,1.1396
3.6646e-009,1.1473
3.7032e-009,1.1570
3.7418e-009,1.1669
3.7803e-009,1.1723
3.8189e-009,1.1734
