.HEADER
..NAMES
Time,V U4.F2
.DATA
0.0e+000,1.1782
3.86e-011,1.1782
7.72e-011,1.1782
1.157e-010,1.1782
1.543e-010,1.1782
1.929e-010,1.1782
2.314e-010,1.1782
2.700e-010,1.1782
3.086e-010,1.1782
3.472e-010,1.1782
3.857e-010,1.1782
4.243e-010,1.1782
4.629e-010,1.1782
5.015e-010,1.1782
5.401e-010,1.1782
5.786e-010,1.1782
6.172e-010,1.1782
6.558e-010,1.1782
6.944e-010,1.1782
7.329e-010,1.1782
7.715e-010,1.1782
8.101e-010,1.1782
8.486e-010,1.1785
8.872e-010,1.1808
9.258e-010,1.1837
9.644e-010,1.1785
1.0029e-009,1.1483
1.0415e-009,1.0758
1.0801e-009,0.9659
1.1187e-009,0.8444
1.1572e-009,0.7302
1.1958e-009,0.6288
1.2344e-009,0.5432
1.2730e-009,0.4756
1.3115e-009,0.4266
1.3501e-009,0.3917
1.3887e-009,0.3663
1.4273e-009,0.3488
1.4658e-009,0.3369
1.5044e-009,0.3272
1.5430e-009,0.3205
1.5816e-009,0.3189
1.6202e-009,0.3209
1.6587e-009,0.3234
1.6973e-009,0.3245
1.7359e-009,0.3248
1.7745e-009,0.3249
1.8130e-009,0.3244
1.8516e-009,0.3235
1.8902e-009,0.3231
1.9288e-009,0.3229
1.9673e-009,0.3223
2.0059e-009,0.3217
2.0445e-009,0.3216
2.0830e-009,0.3216
2.1216e-009,0.3212
2.1602e-009,0.3204
2.1988e-009,0.3200
2.2374e-009,0.3200
2.2759e-009,0.3200
2.3145e-009,0.3199
2.3531e-009,0.3200
2.3916e-009,0.3201
2.4302e-009,0.3200
2.4688e-009,0.3199
2.5074e-009,0.3200
2.5459e-009,0.3201
2.5845e-009,0.3200
2.6231e-009,0.3200
2.6617e-009,0.3200
2.7003e-009,0.3201
2.7388e-009,0.3201
2.7774e-009,0.3200
2.8160e-009,0.3200
2.8545e-009,0.3200
2.8931e-009,0.3200
2.9317e-009,0.3200
2.9703e-009,0.3200
3.0089e-009,0.3200
3.0474e-009,0.3200
3.0860e-009,0.3200
3.1246e-009,0.3200
3.1631e-009,0.3200
3.2017e-009,0.3200
3.2403e-009,0.3200
3.2789e-009,0.3200
3.3175e-009,0.3200
3.3560e-009,0.3200
3.3946e-009,0.3200
3.4332e-009,0.3200
3.4717e-009,0.3200
3.5103e-009,0.3200
3.5489e-009,0.3200
3.5875e-009,0.3200
3.6260e-009,0.3200
3.6646e-009,0.3203
3.7032e-009,0.3232
3.7418e-009,0.3347
3.7803e-009,0.3660
3.8189e-009,0.4304
3.8575e-009,0.5307
3.8961e-009,0.6531
3.9346e-009,0.7677
3.9732e-009,0.8562
4.0118e-009,0.9238
4.0504e-009,0.9811
4.0890e-009,1.0313
4.1275e-009,1.0745
4.1661e-009,1.1216
4.2047e-009,1.1591
4.2433e-009,1.1705
4.2818e-009,1.1484
4.3204e-009,1.0795
4.3590e-009,0.9697
4.3975e-009,0.8432
4.4361e-009,0.7249
4.4747e-009,0.6246
4.5133e-009,0.5424
4.5519e-009,0.4756
4.5904e-009,0.4255
4.6290e-009,0.3865
4.6676e-009,0.3608
4.7062e-009,0.3614
4.7447e-009,0.4029
4.7833e-009,0.4887
4.8219e-009,0.6112
4.8604e-009,0.7409
4.8990e-009,0.8460
4.9376e-009,0.9216
4.9762e-009,0.9787
5.0147e-009,1.0271
5.0533e-009,1.0693
5.0919e-009,1.1135
5.1305e-009,1.1529
5.1691e-009,1.1743
5.2076e-009,1.1628
5.2462e-009,1.1096
5.2848e-009,1.0095
5.3234e-009,0.8828
5.3619e-009,0.7596
5.4005e-009,0.6524
5.4391e-009,0.5648
5.4776e-009,0.4939
5.5162e-009,0.4392
5.5548e-009,0.3976
5.5934e-009,0.3666
5.6320e-009,0.3568
5.6705e-009,0.3853
5.7091e-009,0.4567
5.7477e-009,0.5699
5.7863e-009,0.7014
5.8248e-009,0.8164
5.8634e-009,0.9006
5.9020e-009,0.9621
5.9405e-009,1.0126
5.9791e-009,1.0567
6.0177e-009,1.0916
6.0563e-009,1.1161
6.0948e-009,1.1335
6.1334e-009,1.1451
6.1720e-009,1.1530
6.2106e-009,1.1602
6.2492e-009,1.1655
6.2877e-009,1.1666
6.3263e-009,1.1652
6.3649e-009,1.1648
6.4035e-009,1.1671
6.4420e-009,1.1705
6.4806e-009,1.1736
6.5192e-009,1.1782
