.HEADER
..NAMES
Time,V U3.F3&G3
.DATA
0.0e+000,0.3219
3.86e-011,0.3219
7.72e-011,0.3219
1.157e-010,0.3219
1.543e-010,0.3219
1.929e-010,0.3219
2.314e-010,0.3219
2.700e-010,0.3219
3.086e-010,0.3219
3.472e-010,0.3219
3.857e-010,0.3219
4.243e-010,0.3219
4.629e-010,0.3219
5.015e-010,0.3219
5.401e-010,0.3219
5.786e-010,0.3219
6.172e-010,0.3219
6.558e-010,0.3219
6.944e-010,0.3219
7.329e-010,0.3219
7.715e-010,0.3219
8.101e-010,0.3219
8.486e-010,0.3219
8.872e-010,0.3219
9.258e-010,0.3219
9.644e-010,0.3219
1.0029e-009,0.3219
1.0415e-009,0.3219
1.0801e-009,0.3219
1.1187e-009,0.3219
1.1572e-009,0.3219
1.1958e-009,0.3220
1.2344e-009,0.3225
1.2730e-009,0.3258
1.3115e-009,0.3378
1.3501e-009,0.3680
1.3887e-009,0.4267
1.4273e-009,0.5160
1.4658e-009,0.6257
1.5044e-009,0.7366
1.5430e-009,0.8361
1.5816e-009,0.9219
1.6202e-009,0.9920
1.6587e-009,1.0442
1.6973e-009,1.0834
1.7359e-009,1.1187
1.7745e-009,1.1464
1.8130e-009,1.1584
1.8516e-009,1.1455
1.8902e-009,1.0910
1.9288e-009,0.9947
1.9673e-009,0.8774
2.0059e-009,0.7532
2.0445e-009,0.6342
2.0830e-009,0.5354
2.1216e-009,0.4608
2.1602e-009,0.4090
2.1988e-009,0.3772
2.2374e-009,0.3633
2.2759e-009,0.3715
2.3145e-009,0.4110
2.3531e-009,0.4875
2.3916e-009,0.5950
2.4302e-009,0.7129
2.4688e-009,0.8221
2.5074e-009,0.9160
2.5459e-009,0.9927
2.5845e-009,1.0500
2.6231e-009,1.0897
2.6617e-009,1.1212
2.7003e-009,1.1470
2.7388e-009,1.1614
2.7774e-009,1.1568
2.8160e-009,1.1166
2.8545e-009,1.0313
2.8931e-009,0.9172
2.9317e-009,0.7931
2.9703e-009,0.6704
3.0089e-009,0.5637
3.0474e-009,0.4807
3.0860e-009,0.4218
3.1246e-009,0.3843
3.1631e-009,0.3653
3.2017e-009,0.3663
3.2403e-009,0.3955
3.2789e-009,0.4602
3.3175e-009,0.5593
3.3560e-009,0.6764
3.3946e-009,0.7894
3.4332e-009,0.8883
3.4717e-009,0.9706
3.5103e-009,1.0341
3.5489e-009,1.0786
3.5875e-009,1.1122
3.6260e-009,1.1403
3.6646e-009,1.1587
3.7032e-009,1.1613
3.7418e-009,1.1343
3.7803e-009,1.0624
3.8189e-009,0.9550
3.8575e-009,0.8327
3.8961e-009,0.7081
3.9346e-009,0.5950
3.9732e-009,0.5045
4.0118e-009,0.4380
4.0504e-009,0.3940
4.0890e-009,0.3693
4.1275e-009,0.3633
4.1661e-009,0.3826
4.2047e-009,0.4357
4.2433e-009,0.5249
4.2818e-009,0.6389
4.3204e-009,0.7550
4.3590e-009,0.8587
4.3975e-009,0.9466
4.4361e-009,1.0162
4.4747e-009,1.0663
4.5133e-009,1.1023
4.5519e-009,1.1323
4.5904e-009,1.1544
4.6290e-009,1.1629
4.6676e-009,1.1473
4.7062e-009,1.0900
4.7447e-009,0.9914
4.7833e-009,0.8721
4.8219e-009,0.7469
4.8604e-009,0.6286
4.8990e-009,0.5305
4.9376e-009,0.4564
4.9762e-009,0.4056
5.0147e-009,0.3751
5.0533e-009,0.3628
5.0919e-009,0.3732
5.1305e-009,0.4148
5.1691e-009,0.4931
5.2076e-009,0.6015
5.2462e-009,0.7192
5.2848e-009,0.8276
5.3234e-009,0.9207
5.3619e-009,0.9963
5.4005e-009,1.0525
5.4391e-009,1.0918
5.4776e-009,1.1236
5.5162e-009,1.1489
5.5548e-009,1.1622
5.5934e-009,1.1561
5.6320e-009,1.1133
5.6705e-009,1.0259
5.7091e-009,0.9110
5.7477e-009,0.7865
5.7863e-009,0.6642
5.8248e-009,0.5589
