.HEADER
..NAMES
Time,V U2.R3
.DATA
0.0e+000,0.3316
3.67e-011,0.3316
7.33e-011,0.3316
1.100e-010,0.3316
1.467e-010,0.3316
1.834e-010,0.3316
2.201e-010,0.3316
2.567e-010,0.3316
2.934e-010,0.3316
3.301e-010,0.3316
3.667e-010,0.3316
4.034e-010,0.3316
4.401e-010,0.3316
4.768e-010,0.3316
5.135e-010,0.3316
5.501e-010,0.3316
5.868e-010,0.3316
6.235e-010,0.3316
6.601e-010,0.3316
6.968e-010,0.3316
7.335e-010,0.3316
7.702e-010,0.3316
8.068e-010,0.3317
8.435e-010,0.3323
8.802e-010,0.3344
9.169e-010,0.3403
9.536e-010,0.3530
9.902e-010,0.3755
1.0269e-009,0.4099
1.0636e-009,0.4575
1.1003e-009,0.5194
1.1369e-009,0.5952
1.1736e-009,0.6814
1.2103e-009,0.7713
1.2469e-009,0.8574
1.2836e-009,0.9338
1.3203e-009,0.9953
1.3570e-009,1.0378
1.3936e-009,1.0606
1.4303e-009,1.0666
1.4670e-009,1.0605
1.5037e-009,1.0476
1.5403e-009,1.0340
1.5770e-009,1.0252
1.6137e-009,1.0245
1.6504e-009,1.0323
1.6871e-009,1.0462
1.7237e-009,1.0625
1.7604e-009,1.0775
1.7971e-009,1.0890
1.8338e-009,1.0952
1.8704e-009,1.0944
1.9071e-009,1.0842
1.9438e-009,1.0629
1.9805e-009,1.0303
2.0171e-009,0.9868
2.0538e-009,0.9309
2.0905e-009,0.8601
2.1272e-009,0.7760
2.1638e-009,0.6840
2.2005e-009,0.5900
2.2372e-009,0.5004
2.2738e-009,0.4238
2.3105e-009,0.3678
2.3472e-009,0.3357
2.3839e-009,0.3262
2.4205e-009,0.3358
2.4572e-009,0.3582
2.4939e-009,0.3852
2.5306e-009,0.4084
2.5672e-009,0.4207
2.6039e-009,0.4189
2.6406e-009,0.4046
2.6773e-009,0.3825
2.7139e-009,0.3587
2.7506e-009,0.3393
2.7873e-009,0.3302
2.8240e-009,0.3365
2.8606e-009,0.3607
2.8973e-009,0.4027
2.9340e-009,0.4599
2.9707e-009,0.5295
3.0073e-009,0.6095
3.0440e-009,0.6962
3.0807e-009,0.7835
3.1174e-009,0.8657
3.1540e-009,0.9391
3.1907e-009,1.0001
3.2274e-009,1.0443
3.2641e-009,1.0695
3.3007e-009,1.0771
3.3374e-009,1.0706
3.3741e-009,1.0545
3.4108e-009,1.0344
3.4475e-009,1.0171
3.4841e-009,1.0077
3.5208e-009,1.0090
3.5575e-009,1.0202
3.5942e-009,1.0380
3.6308e-009,1.0578
3.6675e-009,1.0760
3.7042e-009,1.0895
3.7408e-009,1.0952
3.7775e-009,1.0901
3.8142e-009,1.0722
3.8509e-009,1.0414
3.8875e-009,0.9992
3.9242e-009,0.9460
3.9609e-009,0.8801
3.9976e-009,0.8017
4.0342e-009,0.7146
4.0709e-009,0.6238
4.1076e-009,0.5345
4.1443e-009,0.4539
4.1809e-009,0.3901
4.2176e-009,0.3481
4.2543e-009,0.3283
4.2910e-009,0.3288
4.3276e-009,0.3449
4.3643e-009,0.3699
4.4010e-009,0.3954
4.4377e-009,0.4136
4.4743e-009,0.4193
4.5110e-009,0.4115
4.5477e-009,0.3935
4.5844e-009,0.3707
4.6211e-009,0.3485
4.6577e-009,0.3315
4.6944e-009,0.3226
4.7311e-009,0.3221
4.7678e-009,0.3279
4.8044e-009,0.3368
4.8411e-009,0.3454
4.8778e-009,0.3503
4.9145e-009,0.3498
4.9511e-009,0.3441
4.9878e-009,0.3358
5.0245e-009,0.3277
5.0612e-009,0.3224
5.0978e-009,0.3211
5.1345e-009,0.3235
5.1712e-009,0.3280
5.2079e-009,0.3326
5.2445e-009,0.3356
5.2812e-009,0.3357
5.3179e-009,0.3327
5.3546e-009,0.3271
5.3912e-009,0.3207
5.4279e-009,0.3152
5.4646e-009,0.3124
5.5013e-009,0.3131
5.5379e-009,0.3169
5.5746e-009,0.3227
5.6113e-009,0.3288
5.6480e-009,0.3337
5.6846e-009,0.3365
5.7213e-009,0.3369
5.7580e-009,0.3355
5.7947e-009,0.3334
5.8313e-009,0.3316
5.8680e-009,0.3310
5.9047e-009,0.3317
5.9414e-009,0.3337
5.9780e-009,0.3361
6.0147e-009,0.3382
6.0514e-009,0.3391
6.0881e-009,0.3384
6.1247e-009,0.3361
6.1614e-009,0.3328
6.1981e-009,0.3293
6.2348e-009,0.3266
6.2714e-009,0.3253
6.3081e-009,0.3259
6.3448e-009,0.3279
6.3815e-009,0.3307
6.4181e-009,0.3336
6.4548e-009,0.3361
6.4915e-009,0.3385
6.5282e-009,0.3422
6.5648e-009,0.3501
6.6015e-009,0.3658
6.6382e-009,0.3924
6.6749e-009,0.4322
6.7115e-009,0.4866
6.7482e-009,0.5565
6.7849e-009,0.6400
6.8215e-009,0.7311
6.8582e-009,0.8216
6.8949e-009,0.9045
6.9316e-009,0.9742
6.9682e-009,1.0254
7.0049e-009,1.0559
7.0416e-009,1.0675
7.0783e-009,1.0646
7.1149e-009,1.0526
7.1516e-009,1.0376
7.1883e-009,1.0259
7.2250e-009,1.0218
7.2616e-009,1.0271
7.2983e-009,1.0400
7.3350e-009,1.0566
7.3717e-009,1.0729
7.4083e-009,1.0856
7.4450e-009,1.0930
7.4817e-009,1.0946
7.5184e-009,1.0912
7.5550e-009,1.0850
7.5917e-009,1.0785
7.6284e-009,1.0741
7.6651e-009,1.0732
7.7018e-009,1.0761
7.7384e-009,1.0820
7.7751e-009,1.0885
7.8118e-009,1.0936
7.8484e-009,1.0962
7.8851e-009,1.0962
7.9218e-009,1.0945
7.9585e-009,1.0925
7.9952e-009,1.0914
8.0318e-009,1.0918
8.0685e-009,1.0939
8.1052e-009,1.0975
8.1418e-009,1.1016
8.1785e-009,1.1052
8.2152e-009,1.1072
8.2519e-009,1.1067
8.2886e-009,1.1039
8.3252e-009,1.0996
8.3619e-009,1.0949
8.3986e-009,1.0912
8.4352e-009,1.0892
8.4719e-009,1.0891
8.5086e-009,1.0903
8.5453e-009,1.0920
8.5820e-009,1.0931
8.6186e-009,1.0931
8.6553e-009,1.0918
8.6920e-009,1.0892
8.7286e-009,1.0862
8.7653e-009,1.0835
8.8020e-009,1.0820
8.8387e-009,1.0821
8.8754e-009,1.0839
8.9120e-009,1.0871
8.9487e-009,1.0909
8.9854e-009,1.0941
9.0220e-009,1.0961
9.0587e-009,1.0963
9.0954e-009,1.0948
9.1321e-009,1.0922
9.1688e-009,1.0892
9.2054e-009,1.0867
9.2421e-009,1.0851
9.2788e-009,1.0849
9.3154e-009,1.0858
9.3521e-009,1.0877
9.3888e-009,1.0899
9.4255e-009,1.0918
9.4622e-009,1.0930
9.4988e-009,1.0932
9.5355e-009,1.0924
9.5722e-009,1.0911
9.6088e-009,1.0895
9.6455e-009,1.0883
9.6822e-009,1.0876
9.7189e-009,1.0876
9.7556e-009,1.0881
9.7922e-009,1.0889
9.8289e-009,1.0899
9.8656e-009,1.0906
9.9022e-009,1.0910
9.9389e-009,1.0909
9.9756e-009,1.0905
1.00123e-008,1.0899
1.00490e-008,1.0894
1.00856e-008,1.0890
1.01223e-008,1.0890
1.01590e-008,1.0893
1.01956e-008,1.0898
1.02323e-008,1.0903
1.02690e-008,1.0908
1.03057e-008,1.0911
1.03424e-008,1.0911
1.03790e-008,1.0908
1.04157e-008,1.0904
1.04524e-008,1.0899
1.04890e-008,1.0896
1.05257e-008,1.0894
1.05624e-008,1.0895
1.05991e-008,1.0898
1.06358e-008,1.0902
1.06724e-008,1.0906
1.07091e-008,1.0909
1.07458e-008,1.0909
1.07824e-008,1.0908
1.08191e-008,1.0905
1.08558e-008,1.0901
1.08925e-008,1.0898
1.09292e-008,1.0896
1.09658e-008,1.0896
1.10025e-008,1.0898
1.10392e-008,1.0902
1.10758e-008,1.0906
1.11125e-008,1.0910
1.11492e-008,1.0915
1.11859e-008,1.0921
1.12226e-008,1.0923
1.12592e-008,1.0905
1.12959e-008,1.0839
1.13326e-008,1.0692
1.13693e-008,1.0439
1.14059e-008,1.0058
1.14426e-008,0.9521
1.14793e-008,0.8813
1.15159e-008,0.7959
1.15526e-008,0.7017
1.15893e-008,0.6051
1.16260e-008,0.5137
1.16627e-008,0.4358
1.16993e-008,0.3779
1.17360e-008,0.3425
1.17727e-008,0.3288
1.18093e-008,0.3337
1.18460e-008,0.3510
1.18827e-008,0.3731
1.19194e-008,0.3926
1.19561e-008,0.4035
1.19927e-008,0.4031
1.20294e-008,0.3923
1.20661e-008,0.3747
1.21027e-008,0.3556
1.21394e-008,0.3407
1.21761e-008,0.3359
1.22128e-008,0.3463
1.22495e-008,0.3747
1.22861e-008,0.4211
1.23228e-008,0.4836
1.23595e-008,0.5601
1.23961e-008,0.6473
1.24328e-008,0.7396
1.24695e-008,0.8293
1.25062e-008,0.9102
1.25429e-008,0.9782
1.25795e-008,1.0299
1.26162e-008,1.0621
1.26529e-008,1.0754
1.26895e-008,1.0730
